# event_ticker=KXATPMATCH-25JUL20SHEGAL
# final_score=2-6 6-3 6-4
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Daniel Elahi Galan
# kalshi_date=2025-07-20
timestamp,Alexander Shevchenko,Daniel Elahi Galan
2025-07-21T02:50:00Z,60.00,
2025-07-21T02:51:00Z,60.00,
2025-07-21T02:59:00Z,60.00,
2025-07-21T03:01:00Z,60.00,
2025-07-21T03:02:00Z,60.00,41.00
2025-07-21T03:15:00Z,59.00,41.00
2025-07-21T03:22:00Z,60.33,41.00
2025-07-21T03:23:00Z,60.33,41.00
2025-07-21T03:26:00Z,61.00,41.00
2025-07-21T03:29:00Z,61.00,41.00
2025-07-21T03:46:00Z,61.00,41.00
2025-07-21T04:05:00Z,61.00,41.00
2025-07-21T04:18:00Z,61.00,41.00
2025-07-21T04:19:00Z,61.00,37.00
2025-07-21T04:23:00Z,61.00,41.00
2025-07-21T04:35:00Z,61.00,41.00
2025-07-21T04:57:00Z,61.00,41.00
2025-07-21T05:54:00Z,61.00,41.00
2025-07-21T06:09:00Z,61.00,41.00
2025-07-21T06:10:00Z,61.00,41.00
2025-07-21T06:11:00Z,61.00,41.00
2025-07-21T06:13:00Z,61.00,41.00
2025-07-21T06:48:00Z,61.05,41.00
2025-07-21T12:01:00Z,55.00,51.00
2025-07-21T12:04:00Z,55.00,57.00
2025-07-21T12:06:00Z,55.00,52.00
2025-07-21T12:08:00Z,55.00,76.00
2025-07-21T12:09:00Z,40.18,53.00
2025-07-21T12:10:00Z,50.00,53.00
2025-07-21T12:12:00Z,48.00,53.00
2025-07-21T12:14:00Z,48.00,53.00
2025-07-21T12:15:00Z,49.00,53.00
2025-07-21T12:16:00Z,47.00,51.00
2025-07-21T12:17:00Z,47.00,51.00
2025-07-21T12:18:00Z,48.00,51.00
2025-07-21T12:19:00Z,48.00,51.00
2025-07-21T12:20:00Z,52.74,51.00
2025-07-21T12:21:00Z,46.00,51.00
2025-07-21T12:24:00Z,57.00,51.00
2025-07-21T12:25:00Z,54.00,51.00
2025-07-21T12:26:00Z,50.00,51.00
2025-07-21T12:33:00Z,50.00,59.00
2025-07-21T12:38:00Z,46.00,59.00
2025-07-21T12:39:00Z,46.00,59.00
2025-07-21T12:43:00Z,46.00,59.00
2025-07-21T12:45:00Z,46.00,59.00
2025-07-21T12:48:00Z,46.00,59.00
2025-07-21T12:52:00Z,46.00,59.00
2025-07-21T12:54:00Z,46.00,59.00
2025-07-21T12:55:00Z,49.00,59.00
2025-07-21T12:56:00Z,49.00,59.00
2025-07-21T12:57:00Z,46.00,59.00
2025-07-21T13:05:00Z,46.00,59.00
2025-07-21T13:06:00Z,46.33,59.00
2025-07-21T13:07:00Z,58.00,59.00
2025-07-21T13:08:00Z,59.00,59.00
2025-07-21T13:10:00Z,58.00,59.00
2025-07-21T13:11:00Z,41.00,59.00
2025-07-21T13:13:00Z,58.10,59.00
2025-07-21T13:14:00Z,50.00,59.00
2025-07-21T13:15:00Z,58.00,59.00
2025-07-21T13:16:00Z,58.00,59.00
2025-07-21T13:20:00Z,58.00,59.08
2025-07-21T13:28:00Z,58.00,59.08
2025-07-21T13:30:00Z,42.00,62.29
2025-07-21T13:31:00Z,42.00,59.00
2025-07-21T13:32:00Z,42.00,59.00
2025-07-21T13:33:00Z,42.00,59.27
2025-07-21T13:35:00Z,41.17,59.27
2025-07-21T13:38:00Z,41.17,57.00
2025-07-21T13:39:00Z,54.00,57.00
2025-07-21T13:43:00Z,53.00,58.00
2025-07-21T13:46:00Z,53.00,58.00
2025-07-21T13:47:00Z,53.00,59.00
2025-07-21T13:48:00Z,58.00,59.00
2025-07-21T13:52:00Z,58.00,60.00
2025-07-21T13:57:00Z,53.14,60.00
2025-07-21T13:58:00Z,57.00,60.00
2025-07-21T13:59:00Z,56.00,60.00
2025-07-21T14:02:00Z,56.00,58.94
2025-07-21T14:04:00Z,63.29,58.94
2025-07-21T14:06:00Z,58.00,58.94
2025-07-21T14:07:00Z,58.00,58.00
2025-07-21T14:08:00Z,50.00,58.00
2025-07-21T14:09:00Z,49.01,58.00
2025-07-21T14:10:00Z,47.00,58.00
2025-07-21T14:11:00Z,49.00,58.00
2025-07-21T14:13:00Z,49.00,56.00
2025-07-21T14:17:00Z,49.00,54.00
2025-07-21T14:20:00Z,49.00,52.00
2025-07-21T14:22:00Z,49.00,52.00
2025-07-21T14:23:00Z,54.37,53.91
2025-07-21T14:24:00Z,54.37,50.00
2025-07-21T14:26:00Z,52.33,51.00
2025-07-21T14:27:00Z,50.00,54.09
2025-07-21T14:28:00Z,48.90,54.09
2025-07-21T14:30:00Z,43.00,57.00
2025-07-21T14:31:00Z,43.00,57.64
2025-07-21T14:32:00Z,43.00,58.00
2025-07-21T14:33:00Z,43.00,58.00
2025-07-21T14:34:00Z,48.72,53.00
2025-07-21T14:35:00Z,47.00,53.00
2025-07-21T14:36:00Z,47.00,53.56
2025-07-21T14:37:00Z,47.00,54.00
2025-07-21T14:39:00Z,47.00,54.00
2025-07-21T14:41:00Z,47.00,54.00
2025-07-21T14:42:00Z,47.00,54.00
2025-07-21T14:43:00Z,47.00,60.44
2025-07-21T14:46:00Z,47.00,53.00
2025-07-21T14:49:00Z,47.00,57.00
2025-07-21T14:50:00Z,47.95,53.00
2025-07-21T14:51:00Z,46.00,54.19
2025-07-21T14:52:00Z,49.45,48.34
2025-07-21T14:53:00Z,43.24,56.02
2025-07-21T14:54:00Z,44.54,56.00
2025-07-21T14:55:00Z,38.75,62.21
2025-07-21T14:56:00Z,36.00,64.60
2025-07-21T14:57:00Z,34.73,64.60
2025-07-21T14:58:00Z,32.00,68.00
2025-07-21T14:59:00Z,32.00,67.86
2025-07-21T15:00:00Z,33.95,67.99
2025-07-21T15:01:00Z,31.84,68.00
2025-07-21T15:02:00Z,30.34,72.94
2025-07-21T15:03:00Z,31.22,77.31
2025-07-21T15:04:00Z,31.22,76.80
2025-07-21T15:05:00Z,31.00,71.92
2025-07-21T15:06:00Z,31.00,73.00
2025-07-21T15:07:00Z,31.00,73.57
2025-07-21T15:08:00Z,31.00,75.00
2025-07-21T15:09:00Z,27.39,75.34
2025-07-21T15:10:00Z,27.00,75.71
2025-07-21T15:11:00Z,25.36,75.00
2025-07-21T15:12:00Z,23.60,78.00
2025-07-21T15:13:00Z,26.97,75.01
2025-07-21T15:14:00Z,27.44,74.06
2025-07-21T15:15:00Z,27.00,74.06
2025-07-21T15:16:00Z,29.14,72.00
2025-07-21T15:17:00Z,35.20,66.00
2025-07-21T15:18:00Z,38.68,62.50
2025-07-21T15:19:00Z,40.29,63.00
2025-07-21T15:20:00Z,34.15,63.00
2025-07-21T15:21:00Z,39.48,63.00
2025-07-21T15:22:00Z,45.76,60.21
2025-07-21T15:23:00Z,35.36,68.01
2025-07-21T15:24:00Z,35.36,75.00
2025-07-21T15:25:00Z,22.59,81.00
2025-07-21T15:26:00Z,24.97,81.00
2025-07-21T15:27:00Z,19.92,79.88
2025-07-21T15:28:00Z,19.92,82.28
2025-07-21T15:29:00Z,29.75,73.00
2025-07-21T15:30:00Z,27.33,74.00
2025-07-21T15:31:00Z,40.06,59.99
2025-07-21T15:32:00Z,46.99,56.89
2025-07-21T15:33:00Z,49.19,50.34
2025-07-21T15:34:00Z,52.02,48.21
2025-07-21T15:35:00Z,50.00,52.00
2025-07-21T15:36:00Z,50.00,49.00
2025-07-21T15:37:00Z,54.83,45.00
2025-07-21T15:38:00Z,55.41,45.00
2025-07-21T15:40:00Z,54.48,47.00
2025-07-21T15:41:00Z,57.99,43.02
2025-07-21T15:42:00Z,53.00,43.02
2025-07-21T15:43:00Z,52.50,43.02
2025-07-21T15:44:00Z,56.00,43.02
2025-07-21T15:45:00Z,50.48,43.02
2025-07-21T15:46:00Z,56.00,47.00
2025-07-21T15:47:00Z,57.00,44.76
2025-07-21T15:48:00Z,56.35,46.00
2025-07-21T15:49:00Z,54.08,46.00
2025-07-21T15:50:00Z,52.61,65.61
2025-07-21T15:51:00Z,50.18,52.22
2025-07-21T15:52:00Z,50.60,52.07
2025-07-21T15:53:00Z,51.98,48.49
2025-07-21T15:54:00Z,55.24,42.01
2025-07-21T15:55:00Z,56.09,42.01
2025-07-21T15:56:00Z,55.69,46.00
2025-07-21T15:57:00Z,55.56,46.00
2025-07-21T15:58:00Z,52.53,49.31
2025-07-21T15:59:00Z,52.78,50.68
2025-07-21T16:00:00Z,55.62,44.15
2025-07-21T16:01:00Z,57.14,41.00
