# event_ticker=KXATPMATCH-25OCT30SHERUB
# final_score=7-6(6) 6-3
# score_resolution=6-7 3-6
# match_winner=Ben Shelton
# fav_player=Andrey Rublev
# dog_player=Ben Shelton
# kalshi_date=2025-10-30
timestamp,Andrey Rublev,Ben Shelton
2025-10-30T01:51:00Z,,57.00
2025-10-30T01:56:00Z,,57.00
2025-10-30T02:00:00Z,,57.00
2025-10-30T02:05:00Z,,57.00
2025-10-30T02:13:00Z,45.00,57.00
2025-10-30T02:16:00Z,44.00,57.00
2025-10-30T02:17:00Z,44.00,57.00
2025-10-30T02:21:00Z,44.00,57.00
2025-10-30T02:22:00Z,44.00,56.00
2025-10-30T02:23:00Z,44.00,57.00
2025-10-30T02:24:00Z,44.00,57.00
2025-10-30T02:33:00Z,44.00,57.00
2025-10-30T02:52:00Z,44.00,57.00
2025-10-30T02:55:00Z,44.00,57.00
2025-10-30T03:00:00Z,44.00,57.00
2025-10-30T03:02:00Z,44.00,57.00
2025-10-30T03:19:00Z,44.00,56.00
2025-10-30T03:34:00Z,44.00,56.00
2025-10-30T03:37:00Z,44.00,56.00
2025-10-30T03:44:00Z,44.00,56.00
2025-10-30T03:52:00Z,44.00,56.00
2025-10-30T03:57:00Z,44.00,56.00
2025-10-30T04:08:00Z,44.00,56.00
2025-10-30T04:11:00Z,44.00,56.00
2025-10-30T04:14:00Z,45.00,56.00
2025-10-30T04:20:00Z,45.00,56.00
2025-10-30T04:25:00Z,45.00,56.00
2025-10-30T04:28:00Z,45.00,56.00
2025-10-30T04:29:00Z,45.00,56.00
2025-10-30T04:30:00Z,45.00,55.00
2025-10-30T04:31:00Z,45.00,55.00
2025-10-30T04:33:00Z,45.00,56.00
2025-10-30T04:37:00Z,45.00,56.00
2025-10-30T04:40:00Z,45.00,56.00
2025-10-30T04:41:00Z,45.00,56.00
2025-10-30T04:42:00Z,45.00,56.00
2025-10-30T04:45:00Z,45.00,56.00
2025-10-30T04:47:00Z,45.00,56.00
2025-10-30T04:49:00Z,45.00,56.55
2025-10-30T04:51:00Z,45.00,57.00
2025-10-30T04:53:00Z,45.00,57.00
2025-10-30T04:55:00Z,45.00,57.00
2025-10-30T04:56:00Z,45.00,57.00
2025-10-30T04:57:00Z,45.00,57.00
2025-10-30T05:00:00Z,45.00,57.00
2025-10-30T05:01:00Z,44.00,57.00
2025-10-30T05:03:00Z,44.00,57.00
2025-10-30T05:10:00Z,44.00,57.00
2025-10-30T05:11:00Z,44.17,56.00
2025-10-30T05:22:00Z,44.00,56.00
2025-10-30T05:24:00Z,44.00,57.00
2025-10-30T05:33:00Z,44.00,57.00
2025-10-30T05:35:00Z,44.00,57.00
2025-10-30T05:36:00Z,44.00,57.00
2025-10-30T05:39:00Z,44.00,57.00
2025-10-30T05:45:00Z,44.00,57.00
2025-10-30T05:47:00Z,44.00,57.00
2025-10-30T05:48:00Z,44.00,57.00
2025-10-30T05:58:00Z,44.00,57.00
2025-10-30T06:06:00Z,44.00,57.00
2025-10-30T06:09:00Z,44.00,57.00
2025-10-30T06:11:00Z,44.00,57.00
2025-10-30T06:14:00Z,44.00,57.00
2025-10-30T06:16:00Z,44.00,57.00
2025-10-30T06:17:00Z,44.00,57.00
2025-10-30T06:23:00Z,44.00,57.00
2025-10-30T06:27:00Z,44.00,57.00
2025-10-30T06:38:00Z,44.00,57.00
2025-10-30T06:39:00Z,44.00,57.00
2025-10-30T06:41:00Z,44.00,57.00
2025-10-30T06:50:00Z,44.00,57.00
2025-10-30T06:53:00Z,44.00,57.00
2025-10-30T09:03:00Z,44.00,57.00
2025-10-30T09:05:00Z,44.00,57.00
2025-10-30T09:06:00Z,44.00,57.00
2025-10-30T09:10:00Z,44.00,57.00
2025-10-30T09:11:00Z,44.00,57.00
2025-10-30T09:19:00Z,44.00,57.00
2025-10-30T09:27:00Z,44.00,57.00
2025-10-30T09:30:00Z,44.00,57.00
2025-10-30T09:32:00Z,44.00,57.00
2025-10-30T09:44:00Z,44.00,57.00
2025-10-30T09:45:00Z,44.00,57.00
2025-10-30T09:52:00Z,44.00,57.00
2025-10-30T09:54:00Z,44.00,57.00
2025-10-30T09:58:00Z,44.00,57.00
2025-10-30T09:59:00Z,44.00,57.00
2025-10-30T10:13:00Z,44.00,57.00
2025-10-30T10:14:00Z,44.00,57.00
2025-10-30T10:20:00Z,44.00,57.00
2025-10-30T10:45:00Z,44.00,58.00
2025-10-30T11:11:00Z,44.00,58.00
2025-10-30T11:13:00Z,44.00,58.00
2025-10-30T11:15:00Z,44.00,58.00
2025-10-30T11:23:00Z,44.00,58.00
2025-10-30T11:28:00Z,44.00,58.00
2025-10-30T11:29:00Z,44.00,58.00
2025-10-30T11:30:00Z,44.00,58.00
2025-10-30T11:34:00Z,44.00,58.00
2025-10-30T11:36:00Z,44.00,58.00
2025-10-30T11:37:00Z,44.00,58.00
2025-10-30T11:39:00Z,44.00,58.00
2025-10-30T11:40:00Z,44.00,58.00
2025-10-30T11:41:00Z,44.00,58.00
2025-10-30T11:42:00Z,44.00,58.00
2025-10-30T11:44:00Z,44.00,58.00
2025-10-30T11:45:00Z,44.00,58.00
2025-10-30T11:47:00Z,44.00,58.00
2025-10-30T11:48:00Z,44.00,58.00
2025-10-30T11:49:00Z,44.00,58.00
2025-10-30T11:51:00Z,44.00,58.00
2025-10-30T11:53:00Z,44.00,58.00
2025-10-30T11:54:00Z,44.00,58.00
2025-10-30T11:55:00Z,44.00,58.00
2025-10-30T11:58:00Z,44.00,58.00
2025-10-30T11:59:00Z,44.00,58.00
2025-10-30T12:00:00Z,44.00,58.00
2025-10-30T12:02:00Z,44.00,58.00
2025-10-30T12:03:00Z,44.00,58.00
2025-10-30T12:04:00Z,44.00,58.00
2025-10-30T12:05:00Z,44.00,58.00
2025-10-30T12:06:00Z,44.00,58.00
2025-10-30T12:07:00Z,44.00,58.00
2025-10-30T12:08:00Z,44.00,58.00
2025-10-30T12:09:00Z,44.00,58.00
2025-10-30T12:13:00Z,44.00,58.00
2025-10-30T12:14:00Z,44.00,58.00
2025-10-30T12:15:00Z,44.00,58.00
2025-10-30T12:16:00Z,44.00,58.00
2025-10-30T12:17:00Z,44.00,58.00
2025-10-30T12:18:00Z,44.00,58.00
2025-10-30T12:21:00Z,44.00,58.00
2025-10-30T12:27:00Z,44.00,58.00
2025-10-30T12:29:00Z,44.00,58.00
2025-10-30T12:35:00Z,44.00,58.00
2025-10-30T12:36:00Z,44.00,58.00
2025-10-30T12:37:00Z,44.00,58.00
2025-10-30T12:38:00Z,44.00,58.00
2025-10-30T12:41:00Z,44.00,58.00
2025-10-30T12:42:00Z,44.00,58.00
2025-10-30T12:43:00Z,44.00,58.00
2025-10-30T12:44:00Z,44.00,58.00
2025-10-30T12:45:00Z,44.00,58.00
2025-10-30T12:47:00Z,44.00,57.00
2025-10-30T12:48:00Z,44.00,57.00
2025-10-30T12:50:00Z,44.00,57.00
2025-10-30T12:52:00Z,44.00,57.15
2025-10-30T12:53:00Z,44.38,57.00
2025-10-30T12:54:00Z,45.00,57.00
2025-10-30T12:56:00Z,45.00,57.00
2025-10-30T12:57:00Z,45.00,57.00
2025-10-30T12:59:00Z,45.00,57.00
2025-10-30T13:00:00Z,45.00,55.60
2025-10-30T13:01:00Z,45.00,56.50
2025-10-30T13:05:00Z,45.00,57.00
2025-10-30T13:07:00Z,45.00,57.00
2025-10-30T13:08:00Z,45.00,57.00
2025-10-30T13:09:00Z,45.00,57.00
2025-10-30T13:10:00Z,45.00,57.00
2025-10-30T13:11:00Z,45.00,57.00
2025-10-30T13:12:00Z,45.00,57.00
2025-10-30T13:13:00Z,45.00,56.15
2025-10-30T13:14:00Z,45.00,56.00
2025-10-30T13:15:00Z,45.00,56.00
2025-10-30T13:16:00Z,45.00,56.00
2025-10-30T13:17:00Z,45.00,56.00
2025-10-30T13:18:00Z,44.74,56.00
2025-10-30T13:19:00Z,44.00,56.82
2025-10-30T13:20:00Z,44.00,57.00
2025-10-30T13:21:00Z,44.00,57.00
2025-10-30T13:22:00Z,44.79,56.99
2025-10-30T13:23:00Z,44.00,57.00
2025-10-30T13:24:00Z,44.00,57.00
2025-10-30T13:25:00Z,44.00,57.00
2025-10-30T13:26:00Z,44.00,56.93
2025-10-30T13:27:00Z,44.00,57.20
2025-10-30T13:29:00Z,44.00,57.00
2025-10-30T13:30:00Z,44.00,57.27
