# event_ticker=KXATPCHALLENGERMATCH-26MAR17SAICAR
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Roberto Carballes Baena
# fav_player=Roberto Carballes Baena
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-03-17
timestamp,Roberto Carballes Baena,Nikolas Sanchez Izquierdo
2026-03-16T22:24:00Z,,30.00
2026-03-16T22:26:00Z,,34.00
2026-03-17T00:24:00Z,68.00,34.00
2026-03-17T00:53:00Z,69.00,34.00
2026-03-17T01:22:00Z,69.00,34.00
2026-03-17T02:22:00Z,69.00,30.00
2026-03-17T02:38:00Z,70.00,30.00
2026-03-17T02:48:00Z,70.00,30.00
2026-03-17T02:55:00Z,70.00,32.00
2026-03-17T02:57:00Z,69.00,32.00
2026-03-17T02:59:00Z,70.00,32.00
2026-03-17T03:03:00Z,70.00,32.00
2026-03-17T04:03:00Z,70.00,32.00
2026-03-17T04:09:00Z,70.00,32.00
2026-03-17T04:31:00Z,70.00,30.00
2026-03-17T04:38:00Z,70.00,30.00
2026-03-17T05:21:00Z,70.00,30.00
2026-03-17T06:29:00Z,70.00,32.66
2026-03-17T06:40:00Z,70.00,33.00
2026-03-17T06:54:00Z,68.00,33.00
2026-03-17T07:00:00Z,68.00,33.00
2026-03-17T08:06:00Z,69.00,33.00
2026-03-17T08:35:00Z,69.00,33.00
2026-03-17T09:11:00Z,69.00,33.00
2026-03-17T09:22:00Z,69.00,31.89
2026-03-17T09:43:00Z,69.00,32.00
2026-03-17T09:50:00Z,69.00,32.81
2026-03-17T09:51:00Z,68.00,32.81
2026-03-17T09:53:00Z,68.00,33.78
2026-03-17T09:58:00Z,68.00,34.00
2026-03-17T10:00:00Z,68.00,34.00
2026-03-17T10:02:00Z,68.00,34.00
2026-03-17T10:05:00Z,69.01,34.00
2026-03-17T10:06:00Z,70.10,33.00
2026-03-17T10:07:00Z,68.00,33.33
2026-03-17T10:09:00Z,70.00,33.33
2026-03-17T10:11:00Z,67.90,36.00
2026-03-17T10:12:00Z,65.96,43.21
2026-03-17T10:13:00Z,58.35,45.98
2026-03-17T10:14:00Z,67.70,38.29
2026-03-17T10:15:00Z,66.07,39.85
2026-03-17T10:16:00Z,70.00,32.96
2026-03-17T10:17:00Z,73.00,33.66
2026-03-17T10:18:00Z,73.00,31.00
2026-03-17T10:19:00Z,74.00,27.00
2026-03-17T10:20:00Z,71.00,27.00
2026-03-17T10:21:00Z,74.38,30.65
2026-03-17T10:22:00Z,80.65,20.89
2026-03-17T10:23:00Z,82.00,19.02
2026-03-17T10:24:00Z,80.53,19.02
2026-03-17T10:25:00Z,83.00,18.00
2026-03-17T10:26:00Z,84.30,15.65
2026-03-17T10:27:00Z,85.00,15.65
2026-03-17T10:28:00Z,82.17,17.17
2026-03-17T10:29:00Z,84.00,18.00
2026-03-17T10:30:00Z,82.00,18.35
2026-03-17T10:31:00Z,81.91,21.00
2026-03-17T10:32:00Z,82.97,21.00
2026-03-17T10:33:00Z,83.36,21.00
2026-03-17T10:34:00Z,82.17,21.00
2026-03-17T10:35:00Z,84.00,21.00
2026-03-17T10:36:00Z,84.33,17.00
2026-03-17T10:37:00Z,85.70,17.00
2026-03-17T10:38:00Z,85.00,17.00
2026-03-17T10:39:00Z,84.00,17.00
2026-03-17T10:40:00Z,82.00,20.62
2026-03-17T10:41:00Z,82.00,20.62
2026-03-17T10:42:00Z,84.53,17.00
2026-03-17T10:43:00Z,85.44,15.00
2026-03-17T10:44:00Z,83.09,12.00
2026-03-17T10:45:00Z,86.00,17.00
2026-03-17T10:46:00Z,86.00,15.27
2026-03-17T10:47:00Z,86.02,18.64
2026-03-17T10:48:00Z,85.06,16.18
2026-03-17T10:49:00Z,83.25,19.00
2026-03-17T10:50:00Z,84.08,17.00
2026-03-17T10:51:00Z,85.00,19.96
2026-03-17T10:52:00Z,79.81,19.96
2026-03-17T10:53:00Z,82.00,18.00
2026-03-17T10:54:00Z,84.00,18.00
2026-03-17T10:55:00Z,85.38,15.56
2026-03-17T10:56:00Z,85.89,14.99
2026-03-17T10:57:00Z,85.00,14.99
2026-03-17T10:58:00Z,86.00,15.00
2026-03-17T10:59:00Z,86.00,15.00
2026-03-17T11:00:00Z,86.00,15.00
2026-03-17T11:01:00Z,85.80,17.00
2026-03-17T11:02:00Z,81.00,18.13
2026-03-17T11:03:00Z,83.00,18.13
2026-03-17T11:04:00Z,81.00,18.13
2026-03-17T11:05:00Z,85.16,13.09
2026-03-17T11:06:00Z,86.07,18.00
2026-03-17T11:07:00Z,81.86,21.78
2026-03-17T11:08:00Z,80.49,23.61
2026-03-17T11:09:00Z,77.00,23.96
2026-03-17T11:10:00Z,77.77,27.55
2026-03-17T11:11:00Z,80.51,22.96
2026-03-17T11:12:00Z,77.60,22.45
2026-03-17T11:13:00Z,77.60,26.00
2026-03-17T11:14:00Z,79.00,23.00
2026-03-17T11:15:00Z,81.17,24.59
2026-03-17T11:16:00Z,78.00,23.00
2026-03-17T11:17:00Z,78.00,26.04
2026-03-17T11:18:00Z,80.04,22.93
2026-03-17T11:19:00Z,82.31,18.00
2026-03-17T11:20:00Z,84.09,16.54
2026-03-17T11:21:00Z,82.40,16.54
2026-03-17T11:22:00Z,80.95,20.75
2026-03-17T11:23:00Z,80.85,20.61
2026-03-17T11:24:00Z,78.12,23.00
2026-03-17T11:25:00Z,79.00,24.00
2026-03-17T11:26:00Z,80.93,21.00
2026-03-17T11:27:00Z,80.00,21.00
2026-03-17T11:28:00Z,82.46,21.00
2026-03-17T11:29:00Z,82.80,23.00
2026-03-17T11:30:00Z,84.13,20.98
2026-03-17T11:31:00Z,80.12,24.11
2026-03-17T11:32:00Z,89.35,12.00
2026-03-17T11:33:00Z,92.00,10.05
2026-03-17T11:34:00Z,91.04,9.25
2026-03-17T11:35:00Z,86.54,10.57
2026-03-17T11:36:00Z,85.00,16.06
2026-03-17T11:37:00Z,92.69,10.28
2026-03-17T11:38:00Z,94.83,8.42
2026-03-17T11:39:00Z,82.49,33.63
2026-03-17T11:40:00Z,82.49,26.60
2026-03-17T11:41:00Z,91.57,12.37
2026-03-17T11:42:00Z,84.78,13.58
2026-03-17T11:43:00Z,94.00,5.41
2026-03-17T11:44:00Z,93.77,6.04
2026-03-17T11:45:00Z,95.90,5.40
2026-03-17T11:46:00Z,94.92,4.03
2026-03-17T11:47:00Z,97.00,4.50
2026-03-17T11:48:00Z,96.62,6.00
2026-03-17T11:49:00Z,95.04,6.00
2026-03-17T11:50:00Z,97.50,3.27
2026-03-17T11:51:00Z,96.38,4.37
2026-03-17T11:52:00Z,95.00,5.26
2026-03-17T11:53:00Z,97.00,5.00
2026-03-17T11:54:00Z,96.98,6.00
2026-03-17T11:55:00Z,96.83,16.26
2026-03-17T11:56:00Z,95.00,6.00
2026-03-17T11:57:00Z,94.79,8.00
2026-03-17T11:58:00Z,89.10,11.44
2026-03-17T11:59:00Z,89.45,13.03
2026-03-17T12:00:00Z,88.00,13.96
2026-03-17T12:01:00Z,77.20,19.26
2026-03-17T12:02:00Z,84.36,18.72
2026-03-17T12:03:00Z,83.31,21.83
2026-03-17T12:04:00Z,75.20,23.68
2026-03-17T12:05:00Z,78.55,23.75
2026-03-17T12:06:00Z,76.48,26.97
2026-03-17T12:07:00Z,77.00,27.00
2026-03-17T12:08:00Z,81.71,16.68
2026-03-17T12:09:00Z,83.77,19.47
2026-03-17T12:10:00Z,83.95,19.07
2026-03-17T12:11:00Z,78.06,19.50
2026-03-17T12:12:00Z,77.16,23.59
2026-03-17T12:13:00Z,77.00,26.84
2026-03-17T12:14:00Z,76.99,26.90
2026-03-17T12:15:00Z,79.01,23.00
2026-03-17T12:16:00Z,77.95,23.62
2026-03-17T12:17:00Z,73.14,27.10
2026-03-17T12:18:00Z,69.26,34.60
2026-03-17T12:19:00Z,78.45,21.85
2026-03-17T12:20:00Z,81.63,19.98
2026-03-17T12:21:00Z,78.45,21.65
2026-03-17T12:22:00Z,83.32,16.62
2026-03-17T12:23:00Z,85.18,19.05
2026-03-17T12:24:00Z,87.48,20.53
2026-03-17T12:25:00Z,82.00,19.20
2026-03-17T12:26:00Z,86.75,17.86
2026-03-17T12:27:00Z,82.16,17.56
2026-03-17T12:28:00Z,90.25,14.62
2026-03-17T12:29:00Z,89.15,14.32
2026-03-17T12:30:00Z,98.09,2.14
2026-03-17T12:31:00Z,99.00,1.00
2026-03-17T12:32:00Z,99.00,1.00
2026-03-17T12:33:00Z,99.00,1.00
