# event_ticker=KXATPCHALLENGERMATCH-26FEB25MRVMMO
# final_score=1-6 6-4 6-4
# match_winner=Maxim Mrva
# fav_player=Maxim Mrva
# dog_player=Michael Mmoh
# kalshi_date=2026-02-25
timestamp,Maxim Mrva,Michael Mmoh
2026-02-25T10:43:00Z,,75.00
2026-02-25T11:15:00Z,,75.00
2026-02-25T11:25:00Z,29.00,75.00
2026-02-25T12:31:00Z,30.00,75.00
2026-02-25T13:10:00Z,30.00,75.00
2026-02-25T13:20:00Z,30.00,72.00
2026-02-25T13:56:00Z,30.00,72.00
2026-02-25T14:29:00Z,30.00,73.00
2026-02-25T14:35:00Z,30.00,72.00
2026-02-25T14:40:00Z,30.00,72.00
2026-02-25T15:11:00Z,30.00,73.00
2026-02-25T15:18:00Z,30.00,73.00
2026-02-25T15:24:00Z,30.00,73.00
2026-02-25T15:47:00Z,30.00,74.00
2026-02-25T15:55:00Z,30.00,74.00
2026-02-25T16:04:00Z,30.00,73.00
2026-02-25T16:06:00Z,30.00,73.00
2026-02-25T16:22:00Z,30.00,73.00
2026-02-25T16:34:00Z,28.00,73.00
2026-02-25T16:36:00Z,28.00,73.00
2026-02-25T17:27:00Z,29.00,73.00
2026-02-25T17:30:00Z,29.00,72.00
2026-02-25T17:40:00Z,29.00,72.00
2026-02-25T17:43:00Z,29.00,72.00
2026-02-25T17:46:00Z,29.00,72.00
2026-02-25T17:47:00Z,29.00,72.00
2026-02-25T17:50:00Z,29.00,72.00
2026-02-25T17:53:00Z,29.00,72.00
2026-02-25T17:56:00Z,29.00,72.00
2026-02-25T17:57:00Z,29.00,72.00
2026-02-25T17:59:00Z,29.00,72.00
2026-02-25T18:00:00Z,29.00,72.00
2026-02-25T18:01:00Z,29.00,72.00
2026-02-25T18:02:00Z,29.00,72.00
2026-02-25T18:09:00Z,29.00,72.00
2026-02-25T18:14:00Z,29.00,72.00
2026-02-25T18:21:00Z,29.97,72.00
2026-02-25T18:28:00Z,29.97,72.00
2026-02-25T18:30:00Z,30.00,72.00
2026-02-25T18:37:00Z,30.00,72.00
2026-02-25T18:38:00Z,30.00,72.00
2026-02-25T18:40:00Z,30.00,72.00
2026-02-25T18:41:00Z,30.00,72.00
2026-02-25T18:42:00Z,30.00,72.00
2026-02-25T18:43:00Z,30.00,72.00
2026-02-25T18:44:00Z,30.00,70.90
2026-02-25T18:45:00Z,31.88,70.90
2026-02-25T18:46:00Z,35.03,68.59
2026-02-25T18:47:00Z,28.00,72.01
2026-02-25T18:48:00Z,28.00,75.00
2026-02-25T18:49:00Z,28.00,74.15
2026-02-25T18:50:00Z,25.14,74.00
2026-02-25T18:51:00Z,21.00,74.00
2026-02-25T18:52:00Z,21.24,80.88
2026-02-25T18:53:00Z,19.28,80.05
2026-02-25T18:54:00Z,14.73,86.00
2026-02-25T18:55:00Z,16.49,82.02
2026-02-25T18:56:00Z,16.00,84.00
2026-02-25T18:57:00Z,15.23,85.12
2026-02-25T18:58:00Z,13.60,86.80
2026-02-25T18:59:00Z,16.13,84.66
2026-02-25T19:00:00Z,15.07,85.00
2026-02-25T19:01:00Z,15.00,85.00
2026-02-25T19:02:00Z,15.00,85.43
2026-02-25T19:03:00Z,15.87,85.01
2026-02-25T19:04:00Z,15.00,85.44
2026-02-25T19:05:00Z,11.08,86.00
2026-02-25T19:06:00Z,10.02,89.65
2026-02-25T19:07:00Z,8.97,92.00
2026-02-25T19:08:00Z,7.63,92.62
2026-02-25T19:09:00Z,7.65,93.00
2026-02-25T19:10:00Z,8.25,92.02
2026-02-25T19:11:00Z,8.59,91.80
2026-02-25T19:12:00Z,10.00,91.85
2026-02-25T19:13:00Z,10.11,92.00
2026-02-25T19:14:00Z,8.17,92.35
2026-02-25T19:15:00Z,9.00,92.65
2026-02-25T19:16:00Z,12.00,90.07
2026-02-25T19:17:00Z,9.04,91.88
2026-02-25T19:18:00Z,9.00,92.00
2026-02-25T19:19:00Z,7.47,93.00
2026-02-25T19:20:00Z,8.88,93.00
2026-02-25T19:21:00Z,9.00,92.03
2026-02-25T19:22:00Z,10.00,91.00
2026-02-25T19:23:00Z,8.00,92.12
2026-02-25T19:24:00Z,7.84,92.89
2026-02-25T19:25:00Z,7.84,94.00
2026-02-25T19:26:00Z,4.98,94.92
2026-02-25T19:27:00Z,4.49,95.59
2026-02-25T19:28:00Z,4.00,97.00
2026-02-25T19:29:00Z,3.90,94.35
2026-02-25T19:30:00Z,3.97,96.00
2026-02-25T19:31:00Z,4.22,96.00
2026-02-25T19:32:00Z,8.01,92.00
2026-02-25T19:33:00Z,9.83,89.68
2026-02-25T19:34:00Z,11.30,89.00
2026-02-25T19:35:00Z,11.97,89.99
2026-02-25T19:36:00Z,9.02,90.53
2026-02-25T19:37:00Z,10.52,89.24
2026-02-25T19:38:00Z,12.37,88.00
2026-02-25T19:39:00Z,13.42,85.24
2026-02-25T19:40:00Z,16.19,84.00
2026-02-25T19:41:00Z,19.09,82.50
2026-02-25T19:42:00Z,20.62,81.00
2026-02-25T19:43:00Z,17.81,82.81
2026-02-25T19:44:00Z,19.04,83.00
2026-02-25T19:45:00Z,14.68,84.70
2026-02-25T19:46:00Z,12.46,88.75
2026-02-25T19:47:00Z,13.31,87.53
2026-02-25T19:48:00Z,12.50,88.04
2026-02-25T19:49:00Z,8.78,90.95
2026-02-25T19:50:00Z,10.83,90.07
2026-02-25T19:51:00Z,12.37,88.25
2026-02-25T19:52:00Z,13.95,86.00
2026-02-25T19:53:00Z,13.98,86.00
2026-02-25T19:54:00Z,16.01,84.77
2026-02-25T19:55:00Z,14.57,87.54
2026-02-25T19:56:00Z,11.10,89.00
2026-02-25T19:57:00Z,10.96,88.89
2026-02-25T19:58:00Z,11.10,89.53
2026-02-25T19:59:00Z,11.60,87.87
2026-02-25T20:00:00Z,12.21,87.42
2026-02-25T20:01:00Z,15.06,86.00
2026-02-25T20:02:00Z,15.00,84.33
2026-02-25T20:03:00Z,14.49,84.33
2026-02-25T20:04:00Z,14.61,88.68
2026-02-25T20:05:00Z,16.71,85.50
2026-02-25T20:06:00Z,20.05,81.31
2026-02-25T20:07:00Z,29.51,69.06
2026-02-25T20:08:00Z,29.50,68.83
2026-02-25T20:09:00Z,32.23,67.99
2026-02-25T20:10:00Z,39.67,59.18
2026-02-25T20:11:00Z,40.48,59.06
2026-02-25T20:12:00Z,40.82,60.76
2026-02-25T20:13:00Z,37.98,61.22
2026-02-25T20:14:00Z,32.44,66.11
2026-02-25T20:15:00Z,34.64,65.66
2026-02-25T20:16:00Z,35.64,65.34
2026-02-25T20:17:00Z,40.98,59.42
2026-02-25T20:18:00Z,41.99,59.62
2026-02-25T20:19:00Z,44.79,58.04
2026-02-25T20:20:00Z,38.00,61.00
2026-02-25T20:21:00Z,45.71,64.86
2026-02-25T20:22:00Z,52.44,43.83
2026-02-25T20:23:00Z,48.61,53.57
2026-02-25T20:24:00Z,38.69,59.76
2026-02-25T20:25:00Z,47.22,56.26
2026-02-25T20:26:00Z,45.75,55.95
2026-02-25T20:27:00Z,51.89,46.86
2026-02-25T20:28:00Z,48.81,57.26
2026-02-25T20:29:00Z,39.82,61.66
2026-02-25T20:30:00Z,39.75,60.48
2026-02-25T20:31:00Z,44.96,58.58
2026-02-25T20:32:00Z,47.30,54.11
2026-02-25T20:33:00Z,38.92,65.40
2026-02-25T20:34:00Z,27.30,70.57
2026-02-25T20:35:00Z,30.34,70.68
2026-02-25T20:36:00Z,41.68,65.89
2026-02-25T20:37:00Z,40.37,62.10
2026-02-25T20:38:00Z,27.46,70.76
2026-02-25T20:39:00Z,40.71,60.96
2026-02-25T20:40:00Z,32.22,70.11
2026-02-25T20:41:00Z,30.59,69.70
2026-02-25T20:42:00Z,30.91,75.83
2026-02-25T20:43:00Z,31.05,74.62
2026-02-25T20:44:00Z,31.38,67.43
2026-02-25T20:45:00Z,37.14,62.21
2026-02-25T20:46:00Z,40.68,62.16
2026-02-25T20:47:00Z,43.21,56.99
2026-02-25T20:48:00Z,42.50,57.97
