# event_ticker=KXATPMATCH-26FEB08DEFIL
# final_score=7-6(3) 6-2
# score_resolution=7-6 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Arthur Fils
# kalshi_date=2026-02-08
timestamp,Alex de Minaur,Arthur Fils
2026-02-10T06:53:00Z,76.00,
2026-02-10T06:54:00Z,76.00,
2026-02-10T06:58:00Z,76.00,25.00
2026-02-10T06:59:00Z,76.00,25.00
2026-02-10T07:15:00Z,76.00,25.00
2026-02-10T07:16:00Z,76.00,25.00
2026-02-10T07:21:00Z,76.00,25.00
2026-02-10T07:24:00Z,76.00,25.00
2026-02-10T07:28:00Z,76.00,25.00
2026-02-10T07:41:00Z,77.00,25.00
2026-02-10T07:42:00Z,77.00,25.00
2026-02-10T07:46:00Z,77.00,25.00
2026-02-10T07:50:00Z,77.00,25.00
2026-02-10T08:05:00Z,77.00,25.00
2026-02-10T08:10:00Z,77.00,25.00
2026-02-10T08:11:00Z,77.00,25.00
2026-02-10T08:15:00Z,77.00,25.00
2026-02-10T08:28:00Z,76.00,25.00
2026-02-10T08:31:00Z,76.00,24.00
2026-02-10T08:32:00Z,76.00,24.00
2026-02-10T08:38:00Z,77.00,24.00
2026-02-10T08:46:00Z,77.00,24.00
2026-02-10T08:53:00Z,76.00,24.00
2026-02-10T09:25:00Z,77.00,24.00
2026-02-10T09:26:00Z,77.00,24.00
2026-02-10T09:28:00Z,77.00,24.00
2026-02-10T09:53:00Z,77.00,24.00
2026-02-10T09:54:00Z,77.00,24.00
2026-02-10T10:02:00Z,77.00,24.00
2026-02-10T10:04:00Z,78.00,24.00
2026-02-10T10:08:00Z,78.00,24.00
2026-02-10T10:10:00Z,78.00,24.00
2026-02-10T10:11:00Z,78.00,24.00
2026-02-10T10:14:00Z,78.00,24.00
2026-02-10T10:16:00Z,78.00,24.00
2026-02-10T10:20:00Z,78.00,24.00
2026-02-10T10:21:00Z,78.00,24.00
2026-02-10T10:37:00Z,78.00,24.00
2026-02-10T10:52:00Z,78.00,24.00
2026-02-10T10:58:00Z,78.00,24.00
2026-02-10T11:00:00Z,78.65,24.00
2026-02-10T11:06:00Z,78.00,24.00
2026-02-10T11:22:00Z,78.00,24.00
2026-02-10T11:34:00Z,78.00,24.00
2026-02-10T11:39:00Z,76.67,24.00
2026-02-10T11:40:00Z,78.00,24.00
2026-02-10T11:43:00Z,78.00,24.00
2026-02-10T11:50:00Z,78.00,24.00
