# event_ticker=KXATPMATCH-25NOV02WAWVAN
# final_score=2-6 7-6(5) 7-5
# score_resolution=2-6 7-6 7-5
# match_winner=Stan Wawrinka
# fav_player=Stan Wawrinka
# dog_player=Botic Van de Zandschulp
# kalshi_date=2025-11-02
timestamp,Stan Wawrinka,Botic Van de Zandschulp
2025-11-03T04:23:00Z,37.00,
2025-11-03T04:26:00Z,37.00,
2025-11-03T04:27:00Z,37.00,64.00
2025-11-03T04:29:00Z,37.00,64.00
2025-11-03T04:30:00Z,37.00,64.00
2025-11-03T04:32:00Z,37.00,64.00
2025-11-03T04:33:00Z,36.00,64.00
2025-11-03T04:34:00Z,36.00,64.00
2025-11-03T04:43:00Z,37.00,64.00
2025-11-03T04:44:00Z,37.00,64.00
2025-11-03T04:46:00Z,37.00,62.58
2025-11-03T04:48:00Z,37.00,62.58
2025-11-03T04:52:00Z,37.00,62.58
2025-11-03T04:53:00Z,37.00,64.00
2025-11-03T04:55:00Z,37.00,64.00
2025-11-03T04:56:00Z,37.26,64.00
2025-11-03T04:58:00Z,37.26,63.00
2025-11-03T04:59:00Z,38.00,63.00
2025-11-03T05:00:00Z,38.00,63.00
2025-11-03T05:02:00Z,38.00,63.00
2025-11-03T05:03:00Z,37.20,63.00
2025-11-03T05:04:00Z,38.00,63.00
2025-11-03T05:05:00Z,38.00,63.00
2025-11-03T05:06:00Z,38.00,63.00
2025-11-03T05:07:00Z,38.00,63.00
2025-11-03T05:08:00Z,38.00,63.00
2025-11-03T05:09:00Z,38.00,63.00
2025-11-03T05:10:00Z,38.00,63.00
2025-11-03T05:11:00Z,38.00,63.00
2025-11-03T05:12:00Z,37.00,63.00
2025-11-03T05:13:00Z,37.00,63.00
2025-11-03T05:14:00Z,37.00,63.00
2025-11-03T05:16:00Z,38.00,63.00
2025-11-03T05:17:00Z,38.00,63.00
2025-11-03T05:19:00Z,38.00,63.00
2025-11-03T05:20:00Z,38.00,63.00
2025-11-03T05:23:00Z,38.00,63.00
2025-11-03T05:24:00Z,38.00,63.00
2025-11-03T05:25:00Z,38.00,63.00
2025-11-03T05:26:00Z,38.00,63.00
2025-11-03T05:27:00Z,38.00,63.00
2025-11-03T05:28:00Z,38.00,63.00
2025-11-03T05:29:00Z,38.00,63.00
2025-11-03T05:31:00Z,37.14,63.62
2025-11-03T05:33:00Z,37.00,63.81
2025-11-03T05:34:00Z,37.10,63.81
2025-11-03T05:35:00Z,38.00,63.30
2025-11-03T05:36:00Z,38.00,64.00
2025-11-03T05:37:00Z,38.00,64.00
2025-11-03T05:38:00Z,37.00,64.00
2025-11-03T05:39:00Z,37.00,63.00
2025-11-03T05:40:00Z,37.00,63.63
2025-11-03T05:43:00Z,37.00,64.00
2025-11-03T05:45:00Z,37.80,64.00
2025-11-03T05:46:00Z,38.00,64.00
2025-11-03T05:47:00Z,38.00,63.82
2025-11-03T05:49:00Z,38.00,64.00
2025-11-03T05:50:00Z,38.00,64.00
2025-11-03T05:51:00Z,37.00,64.00
2025-11-03T05:52:00Z,37.00,64.00
2025-11-03T05:53:00Z,37.00,64.00
2025-11-03T05:55:00Z,37.00,64.00
2025-11-03T05:59:00Z,37.00,64.00
2025-11-03T06:00:00Z,37.00,64.00
2025-11-03T06:03:00Z,37.00,64.00
2025-11-03T06:04:00Z,37.00,64.00
2025-11-03T06:05:00Z,37.00,64.00
2025-11-03T06:06:00Z,37.00,64.00
2025-11-03T06:07:00Z,37.00,64.00
2025-11-03T06:08:00Z,37.00,64.00
2025-11-03T06:09:00Z,37.00,64.00
2025-11-03T06:11:00Z,37.00,64.00
2025-11-03T06:12:00Z,37.00,64.00
2025-11-03T06:13:00Z,37.00,64.00
2025-11-03T06:14:00Z,37.00,64.00
2025-11-03T06:16:00Z,37.00,64.00
2025-11-03T06:18:00Z,37.00,64.00
2025-11-03T06:19:00Z,36.00,64.00
2025-11-03T06:20:00Z,37.00,64.00
2025-11-03T06:23:00Z,37.00,64.00
2025-11-03T06:24:00Z,37.00,64.00
2025-11-03T06:26:00Z,37.00,64.00
2025-11-03T06:28:00Z,37.00,64.00
2025-11-03T06:33:00Z,37.00,64.00
2025-11-03T06:35:00Z,37.00,64.00
2025-11-03T06:36:00Z,37.00,64.00
2025-11-03T06:38:00Z,37.00,64.00
2025-11-03T06:40:00Z,37.00,64.00
2025-11-03T06:41:00Z,37.00,64.00
2025-11-03T06:44:00Z,37.00,64.00
2025-11-03T06:49:00Z,37.00,64.00
2025-11-03T06:50:00Z,37.00,64.00
2025-11-03T06:53:00Z,37.00,64.00
2025-11-03T06:57:00Z,37.00,64.00
2025-11-03T07:00:00Z,37.00,64.00
2025-11-03T07:01:00Z,37.00,64.00
2025-11-03T07:05:00Z,37.00,63.87
2025-11-03T07:06:00Z,37.00,64.00
2025-11-03T07:08:00Z,37.00,64.00
2025-11-03T07:09:00Z,37.00,64.00
2025-11-03T07:12:00Z,37.00,62.00
2025-11-03T07:13:00Z,37.00,63.00
2025-11-03T07:14:00Z,37.00,63.00
2025-11-03T07:16:00Z,37.00,63.14
2025-11-03T07:19:00Z,37.00,63.14
2025-11-03T07:24:00Z,37.00,64.00
2025-11-03T07:25:00Z,37.00,64.00
2025-11-03T07:27:00Z,37.00,64.00
2025-11-03T07:28:00Z,37.00,64.00
2025-11-03T07:34:00Z,36.94,64.00
2025-11-03T07:35:00Z,37.00,64.00
2025-11-03T07:36:00Z,37.00,64.00
2025-11-03T07:38:00Z,37.00,64.00
2025-11-03T07:39:00Z,37.00,64.00
2025-11-03T07:40:00Z,37.00,64.00
2025-11-03T07:41:00Z,37.00,64.00
2025-11-03T07:42:00Z,37.00,64.00
2025-11-03T07:46:00Z,37.00,64.00
2025-11-03T07:48:00Z,37.00,64.00
2025-11-03T07:49:00Z,37.00,64.00
2025-11-03T07:52:00Z,37.00,64.00
2025-11-03T07:54:00Z,37.00,64.00
2025-11-03T07:55:00Z,37.00,64.00
2025-11-03T07:57:00Z,37.00,64.00
2025-11-03T07:58:00Z,37.00,64.00
2025-11-03T07:59:00Z,37.00,64.00
2025-11-03T08:02:00Z,37.00,64.00
2025-11-03T08:03:00Z,37.00,64.00
2025-11-03T08:06:00Z,37.00,64.00
2025-11-03T08:07:00Z,37.00,64.00
2025-11-03T08:09:00Z,37.00,64.00
2025-11-03T08:11:00Z,37.00,64.00
2025-11-03T08:13:00Z,37.00,64.00
2025-11-03T08:14:00Z,37.00,64.00
2025-11-03T08:15:00Z,37.00,64.00
2025-11-03T08:16:00Z,37.00,64.00
2025-11-03T08:19:00Z,37.00,64.00
2025-11-03T08:20:00Z,37.00,64.00
2025-11-03T08:23:00Z,37.00,64.00
2025-11-03T08:24:00Z,37.00,64.00
2025-11-03T08:25:00Z,37.00,64.52
2025-11-03T08:26:00Z,36.49,65.00
2025-11-03T08:27:00Z,37.00,65.00
2025-11-03T08:29:00Z,37.00,65.00
2025-11-03T08:31:00Z,37.00,64.13
2025-11-03T08:35:00Z,36.00,64.13
2025-11-03T08:40:00Z,36.00,63.00
2025-11-03T08:41:00Z,36.00,64.00
