# event_ticker=KXATPMATCH-26JAN16DAVHUM
# final_score=6-3 5-7 7-6(4)
# score_resolution=3-6 7-5 6-7
# match_winner=Ugo Humbert
# fav_player=Alejandro Davidovich Fokina
# dog_player=Ugo Humbert
# kalshi_date=2026-01-16
timestamp,Alejandro Davidovich Fokina,Ugo Humbert
2026-01-15T20:27:00Z,,54.00
2026-01-15T20:41:00Z,46.00,54.00
2026-01-15T20:46:00Z,45.00,54.00
2026-01-15T20:52:00Z,47.00,54.00
2026-01-15T21:06:00Z,47.93,54.00
2026-01-15T21:15:00Z,48.00,54.00
2026-01-15T21:34:00Z,48.00,54.00
2026-01-15T22:04:00Z,48.00,53.00
2026-01-15T22:09:00Z,48.00,53.00
2026-01-15T22:12:00Z,48.00,53.00
2026-01-15T22:50:00Z,48.00,53.00
2026-01-15T22:58:00Z,48.00,52.00
2026-01-15T23:04:00Z,48.00,52.00
2026-01-15T23:09:00Z,48.00,53.00
2026-01-15T23:23:00Z,48.00,53.00
2026-01-15T23:25:00Z,48.00,53.00
2026-01-15T23:26:00Z,48.00,53.00
2026-01-15T23:42:00Z,48.00,53.00
2026-01-16T00:05:00Z,48.00,53.00
2026-01-16T00:12:00Z,48.00,53.76
2026-01-16T00:15:00Z,48.00,54.00
2026-01-16T00:16:00Z,48.00,54.00
2026-01-16T00:22:00Z,48.00,54.00
2026-01-16T00:23:00Z,48.00,54.00
2026-01-16T00:24:00Z,48.00,54.00
2026-01-16T00:26:00Z,48.00,54.00
2026-01-16T00:27:00Z,48.00,54.00
2026-01-16T00:45:00Z,48.00,54.00
2026-01-16T00:46:00Z,48.00,54.00
2026-01-16T00:47:00Z,48.00,54.00
2026-01-16T00:53:00Z,48.00,54.00
2026-01-16T01:07:00Z,48.00,54.00
2026-01-16T01:09:00Z,48.00,54.00
2026-01-16T01:11:00Z,48.00,54.00
2026-01-16T01:12:00Z,48.00,54.00
2026-01-16T01:22:00Z,48.00,54.00
2026-01-16T01:26:00Z,48.00,54.00
2026-01-16T01:42:00Z,48.00,54.00
2026-01-16T01:59:00Z,48.00,54.00
2026-01-16T02:02:00Z,49.00,54.00
2026-01-16T02:03:00Z,49.00,54.00
2026-01-16T02:05:00Z,49.00,52.00
2026-01-16T02:10:00Z,48.00,52.00
2026-01-16T02:11:00Z,48.00,52.00
2026-01-16T02:14:00Z,48.00,54.06
2026-01-16T02:15:00Z,48.00,54.86
2026-01-16T02:18:00Z,48.00,54.86
2026-01-16T02:35:00Z,48.00,54.86
2026-01-16T02:38:00Z,48.00,54.00
2026-01-16T02:40:00Z,48.00,54.00
2026-01-16T02:50:00Z,48.00,54.00
2026-01-16T02:51:00Z,48.00,54.00
2026-01-16T02:56:00Z,48.00,54.00
2026-01-16T03:01:00Z,48.00,54.00
2026-01-16T03:03:00Z,48.00,53.00
2026-01-16T03:06:00Z,48.00,53.00
2026-01-16T03:07:00Z,48.00,53.00
2026-01-16T03:09:00Z,48.00,55.00
2026-01-16T03:11:00Z,48.00,55.00
2026-01-16T03:16:00Z,48.00,55.00
2026-01-16T03:22:00Z,48.00,54.00
2026-01-16T03:24:00Z,47.00,57.25
2026-01-16T03:27:00Z,48.00,57.25
2026-01-16T03:29:00Z,48.00,55.00
2026-01-16T03:33:00Z,48.00,55.00
2026-01-16T03:34:00Z,48.00,53.00
2026-01-16T03:45:00Z,48.00,55.54
2026-01-16T03:53:00Z,48.00,55.00
2026-01-16T03:56:00Z,48.00,55.00
2026-01-16T03:58:00Z,48.00,55.00
2026-01-16T04:01:00Z,48.00,55.00
2026-01-16T04:02:00Z,48.00,55.00
2026-01-16T04:14:00Z,48.00,55.00
2026-01-16T04:18:00Z,48.00,55.00
2026-01-16T04:22:00Z,48.00,55.00
2026-01-16T04:25:00Z,48.00,55.00
2026-01-16T04:28:00Z,48.00,55.00
2026-01-16T04:29:00Z,48.00,55.00
2026-01-16T04:30:00Z,48.00,55.00
2026-01-16T04:31:00Z,48.00,55.00
2026-01-16T04:32:00Z,48.00,55.00
2026-01-16T04:33:00Z,48.00,55.00
2026-01-16T04:36:00Z,48.00,55.00
2026-01-16T04:38:00Z,48.00,55.00
2026-01-16T04:40:00Z,48.00,55.00
2026-01-16T04:41:00Z,48.00,55.00
2026-01-16T04:44:00Z,48.00,55.00
2026-01-16T04:46:00Z,48.00,55.00
2026-01-16T04:51:00Z,48.00,55.00
2026-01-16T04:52:00Z,46.91,55.00
2026-01-16T04:54:00Z,47.00,55.00
2026-01-16T04:59:00Z,47.00,55.00
2026-01-16T05:00:00Z,47.00,53.00
2026-01-16T05:03:00Z,47.00,53.00
2026-01-16T05:05:00Z,47.00,53.00
2026-01-16T05:08:00Z,47.00,55.00
2026-01-16T05:09:00Z,47.00,55.00
2026-01-16T05:11:00Z,47.00,55.00
2026-01-16T05:12:00Z,47.00,55.00
2026-01-16T05:16:00Z,47.00,54.56
2026-01-16T05:18:00Z,47.00,54.56
2026-01-16T05:21:00Z,47.00,54.78
2026-01-16T05:22:00Z,47.00,54.00
2026-01-16T05:23:00Z,47.00,54.16
2026-01-16T05:24:00Z,47.00,54.36
2026-01-16T05:25:00Z,45.10,54.36
2026-01-16T05:26:00Z,46.00,54.36
2026-01-16T05:27:00Z,46.00,55.00
2026-01-16T05:31:00Z,46.00,55.00
2026-01-16T05:32:00Z,46.00,55.00
2026-01-16T05:33:00Z,46.00,55.00
2026-01-16T05:34:00Z,46.20,55.00
2026-01-16T05:35:00Z,46.00,55.00
2026-01-16T05:36:00Z,46.00,55.00
2026-01-16T05:37:00Z,46.45,55.00
2026-01-16T05:38:00Z,46.00,55.00
2026-01-16T05:39:00Z,46.00,55.00
2026-01-16T05:40:00Z,46.41,55.00
2026-01-16T05:41:00Z,47.00,53.82
2026-01-16T05:42:00Z,47.75,53.33
2026-01-16T05:43:00Z,47.96,53.00
2026-01-16T05:44:00Z,49.00,53.00
2026-01-16T05:45:00Z,49.00,53.00
2026-01-16T05:46:00Z,49.00,53.00
2026-01-16T05:47:00Z,49.00,53.00
2026-01-16T05:48:00Z,49.00,53.00
2026-01-16T05:49:00Z,48.15,53.00
2026-01-16T05:50:00Z,49.00,53.00
2026-01-16T05:51:00Z,49.00,53.00
2026-01-16T05:52:00Z,49.00,53.05
2026-01-16T05:53:00Z,49.00,54.00
2026-01-16T05:54:00Z,49.00,54.00
2026-01-16T05:55:00Z,49.00,54.00
2026-01-16T05:56:00Z,48.78,54.00
2026-01-16T05:57:00Z,48.78,54.00
2026-01-16T05:58:00Z,48.00,54.00
2026-01-16T05:59:00Z,48.00,54.00
2026-01-16T06:00:00Z,48.00,54.00
2026-01-16T06:01:00Z,48.00,53.50
2026-01-16T06:02:00Z,48.00,53.50
2026-01-16T06:03:00Z,48.00,54.00
2026-01-16T06:04:00Z,48.00,54.00
2026-01-16T06:05:00Z,48.00,54.00
2026-01-16T06:06:00Z,46.13,54.00
2026-01-16T06:07:00Z,48.00,54.00
2026-01-16T06:08:00Z,49.22,53.76
2026-01-16T06:09:00Z,49.00,54.00
2026-01-16T06:10:00Z,49.00,54.00
2026-01-16T06:11:00Z,49.00,54.00
2026-01-16T06:12:00Z,49.00,54.00
2026-01-16T06:13:00Z,49.00,53.37
2026-01-16T06:14:00Z,49.00,54.00
2026-01-16T06:15:00Z,49.00,54.00
2026-01-16T06:16:00Z,48.00,54.00
2026-01-16T06:17:00Z,48.00,54.00
2026-01-16T06:18:00Z,48.00,54.00
2026-01-16T06:19:00Z,48.00,54.00
2026-01-16T06:20:00Z,48.00,54.00
2026-01-16T06:21:00Z,48.00,54.00
2026-01-16T06:22:00Z,48.00,54.00
2026-01-16T06:23:00Z,48.00,54.00
2026-01-16T06:24:00Z,48.00,54.00
2026-01-16T06:25:00Z,55.81,53.88
2026-01-16T06:26:00Z,48.00,52.64
2026-01-16T06:27:00Z,48.00,53.00
