# event_ticker=KXATPCHALLENGERMATCH-26APR30CERARN
# final_score=6-2 6-3
# match_winner=Matteo Arnaldi
# fav_player=Matteo Arnaldi
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-04-30
timestamp,Juan Manuel Cerundolo,Matteo Arnaldi
2026-04-30T00:27:00Z,63.00,
2026-04-30T00:40:00Z,64.00,
2026-04-30T01:37:00Z,64.00,37.00
2026-04-30T01:53:00Z,64.00,37.00
2026-04-30T02:18:00Z,64.00,37.00
2026-04-30T02:21:00Z,63.00,37.00
2026-04-30T02:50:00Z,63.00,37.00
2026-04-30T02:51:00Z,63.00,37.00
2026-04-30T03:16:00Z,63.00,37.00
2026-04-30T03:22:00Z,63.00,37.00
2026-04-30T03:43:00Z,63.00,37.00
2026-04-30T03:50:00Z,64.00,37.00
2026-04-30T04:33:00Z,64.00,37.00
2026-04-30T04:35:00Z,64.00,37.00
2026-04-30T04:39:00Z,64.00,37.00
2026-04-30T04:42:00Z,64.00,37.00
2026-04-30T04:47:00Z,64.00,37.00
2026-04-30T04:48:00Z,64.00,37.00
2026-04-30T04:50:00Z,64.00,37.00
2026-04-30T04:59:00Z,64.00,37.00
2026-04-30T05:09:00Z,64.72,37.00
2026-04-30T05:14:00Z,65.00,37.00
2026-04-30T05:15:00Z,65.00,37.00
2026-04-30T05:16:00Z,65.00,36.00
2026-04-30T05:21:00Z,65.00,37.00
2026-04-30T05:24:00Z,65.00,35.00
2026-04-30T05:29:00Z,66.00,35.00
2026-04-30T05:31:00Z,66.00,35.00
2026-04-30T05:39:00Z,66.00,35.00
2026-04-30T05:49:00Z,66.00,35.00
2026-04-30T05:59:00Z,66.00,35.00
2026-04-30T06:10:00Z,66.00,36.00
2026-04-30T06:13:00Z,66.00,36.00
2026-04-30T06:15:00Z,65.00,36.00
2026-04-30T06:18:00Z,64.00,36.00
2026-04-30T06:33:00Z,65.00,36.00
2026-04-30T06:34:00Z,65.00,36.00
2026-04-30T06:50:00Z,65.00,36.00
2026-04-30T09:02:00Z,64.00,36.00
2026-04-30T09:13:00Z,64.00,36.00
2026-04-30T09:15:00Z,64.00,36.00
2026-04-30T09:17:00Z,64.00,37.00
2026-04-30T09:18:00Z,64.00,37.00
2026-04-30T09:20:00Z,64.00,37.00
2026-04-30T09:25:00Z,64.00,37.00
2026-04-30T09:27:00Z,64.00,37.00
2026-04-30T09:37:00Z,64.00,37.00
2026-04-30T09:51:00Z,64.00,37.00
2026-04-30T10:03:00Z,64.00,37.00
2026-04-30T10:17:00Z,64.00,37.00
2026-04-30T10:19:00Z,64.00,37.00
2026-04-30T10:22:00Z,64.00,38.65
2026-04-30T10:23:00Z,64.00,38.65
2026-04-30T10:24:00Z,64.00,37.00
2026-04-30T10:25:00Z,64.00,38.00
2026-04-30T10:29:00Z,64.00,38.00
2026-04-30T10:31:00Z,64.00,38.00
2026-04-30T10:32:00Z,64.00,38.00
2026-04-30T10:33:00Z,64.00,38.00
2026-04-30T10:34:00Z,64.00,38.22
2026-04-30T10:36:00Z,64.00,38.22
2026-04-30T10:38:00Z,64.00,38.22
2026-04-30T10:40:00Z,64.00,38.22
2026-04-30T10:41:00Z,64.00,38.22
2026-04-30T10:42:00Z,64.00,39.00
2026-04-30T10:45:00Z,64.00,39.00
2026-04-30T10:52:00Z,64.00,39.00
2026-04-30T10:53:00Z,64.00,39.00
2026-04-30T10:55:00Z,64.00,39.00
2026-04-30T10:58:00Z,64.00,39.00
2026-04-30T11:02:00Z,64.00,39.00
2026-04-30T11:03:00Z,64.00,39.00
2026-04-30T11:05:00Z,64.00,39.00
2026-04-30T11:06:00Z,64.00,39.00
2026-04-30T11:07:00Z,64.00,39.00
2026-04-30T11:10:00Z,64.00,39.00
2026-04-30T11:12:00Z,64.00,39.00
2026-04-30T11:18:00Z,64.00,39.00
2026-04-30T11:19:00Z,64.00,39.00
2026-04-30T11:20:00Z,64.00,37.00
2026-04-30T11:26:00Z,64.00,37.00
2026-04-30T11:28:00Z,64.00,39.00
2026-04-30T11:30:00Z,64.00,39.00
2026-04-30T11:34:00Z,64.00,39.00
2026-04-30T11:37:00Z,64.00,38.98
2026-04-30T11:38:00Z,60.14,38.98
2026-04-30T11:39:00Z,63.67,39.00
2026-04-30T11:43:00Z,63.67,39.00
2026-04-30T11:45:00Z,63.00,39.00
2026-04-30T11:49:00Z,63.35,39.00
2026-04-30T11:50:00Z,63.85,39.00
2026-04-30T11:51:00Z,63.85,39.39
2026-04-30T11:52:00Z,63.00,39.45
2026-04-30T11:53:00Z,63.68,40.00
2026-04-30T11:54:00Z,61.86,40.00
2026-04-30T11:55:00Z,61.86,40.00
2026-04-30T11:56:00Z,61.00,40.95
2026-04-30T11:57:00Z,59.88,41.00
2026-04-30T11:58:00Z,58.61,42.69
2026-04-30T11:59:00Z,57.57,43.86
2026-04-30T12:00:00Z,56.43,45.02
2026-04-30T12:01:00Z,58.78,45.02
2026-04-30T12:02:00Z,58.88,44.63
2026-04-30T12:03:00Z,58.88,45.82
2026-04-30T12:04:00Z,61.00,40.00
2026-04-30T12:05:00Z,61.00,40.00
2026-04-30T12:06:00Z,59.00,42.00
2026-04-30T12:07:00Z,59.00,42.89
2026-04-30T12:08:00Z,60.43,44.07
2026-04-30T12:09:00Z,57.00,44.00
2026-04-30T12:10:00Z,56.55,43.00
2026-04-30T12:11:00Z,55.98,47.98
2026-04-30T12:12:00Z,54.41,52.76
2026-04-30T12:13:00Z,57.39,50.00
2026-04-30T12:14:00Z,58.42,50.00
2026-04-30T12:15:00Z,57.56,43.94
2026-04-30T12:16:00Z,59.68,41.00
2026-04-30T12:17:00Z,60.80,40.45
2026-04-30T12:18:00Z,60.23,40.52
2026-04-30T12:19:00Z,60.80,42.00
2026-04-30T12:20:00Z,64.57,35.42
2026-04-30T12:21:00Z,61.86,35.42
2026-04-30T12:22:00Z,58.89,44.76
2026-04-30T12:23:00Z,56.00,45.00
2026-04-30T12:24:00Z,57.85,43.70
2026-04-30T12:25:00Z,54.20,52.03
2026-04-30T12:26:00Z,47.74,60.01
2026-04-30T12:27:00Z,48.78,59.14
2026-04-30T12:28:00Z,41.23,57.99
2026-04-30T12:29:00Z,42.67,56.00
2026-04-30T12:30:00Z,47.55,56.40
2026-04-30T12:31:00Z,44.88,59.00
2026-04-30T12:32:00Z,45.58,55.46
2026-04-30T12:33:00Z,37.80,62.88
2026-04-30T12:34:00Z,34.94,65.00
2026-04-30T12:35:00Z,34.40,65.03
2026-04-30T12:36:00Z,32.54,69.67
2026-04-30T12:37:00Z,28.71,72.58
2026-04-30T12:38:00Z,27.97,72.02
2026-04-30T12:39:00Z,28.00,72.90
2026-04-30T12:40:00Z,28.22,73.00
2026-04-30T12:41:00Z,34.05,69.95
2026-04-30T12:42:00Z,35.80,65.11
2026-04-30T12:43:00Z,36.57,63.00
2026-04-30T12:44:00Z,30.44,68.16
2026-04-30T12:45:00Z,27.80,71.95
2026-04-30T12:46:00Z,24.94,77.47
2026-04-30T12:47:00Z,27.04,73.33
2026-04-30T12:48:00Z,27.10,73.54
2026-04-30T12:49:00Z,30.46,70.86
2026-04-30T12:50:00Z,35.98,65.19
2026-04-30T12:51:00Z,38.45,62.68
2026-04-30T12:52:00Z,36.65,60.05
2026-04-30T12:53:00Z,45.80,54.25
2026-04-30T12:54:00Z,46.73,53.84
2026-04-30T12:55:00Z,47.21,58.00
2026-04-30T12:56:00Z,48.62,54.00
2026-04-30T12:57:00Z,50.88,52.96
2026-04-30T12:58:00Z,45.31,57.06
2026-04-30T12:59:00Z,48.63,56.69
2026-04-30T13:00:00Z,47.30,53.78
2026-04-30T13:01:00Z,44.32,58.71
2026-04-30T13:02:00Z,44.29,55.45
2026-04-30T13:03:00Z,43.39,55.53
2026-04-30T13:04:00Z,39.80,65.12
2026-04-30T13:05:00Z,33.16,68.65
2026-04-30T13:06:00Z,38.68,63.38
2026-04-30T13:07:00Z,40.52,61.37
2026-04-30T13:08:00Z,42.21,57.63
2026-04-30T13:09:00Z,42.01,65.59
2026-04-30T13:10:00Z,29.95,70.57
2026-04-30T13:11:00Z,29.00,72.93
2026-04-30T13:12:00Z,25.55,74.93
2026-04-30T13:13:00Z,28.01,73.35
2026-04-30T13:14:00Z,27.89,72.35
2026-04-30T13:15:00Z,26.97,72.09
2026-04-30T13:16:00Z,21.93,77.92
2026-04-30T13:17:00Z,19.75,79.66
2026-04-30T13:18:00Z,23.89,81.72
2026-04-30T13:19:00Z,29.47,71.69
2026-04-30T13:20:00Z,20.18,79.88
2026-04-30T13:21:00Z,26.58,74.91
2026-04-30T13:22:00Z,30.89,69.52
2026-04-30T13:23:00Z,32.00,69.74
2026-04-30T13:24:00Z,29.13,73.04
2026-04-30T13:25:00Z,26.07,75.34
2026-04-30T13:26:00Z,24.27,76.04
2026-04-30T13:27:00Z,24.42,76.76
2026-04-30T13:28:00Z,19.66,80.99
2026-04-30T13:29:00Z,20.69,78.70
2026-04-30T13:30:00Z,13.84,89.47
2026-04-30T13:31:00Z,6.07,94.93
2026-04-30T13:32:00Z,5.45,95.09
2026-04-30T13:33:00Z,2.08,97.69
2026-04-30T13:34:00Z,4.84,94.13
2026-04-30T13:35:00Z,2.15,98.01
2026-04-30T13:36:00Z,2.15,99.00
2026-04-30T13:37:00Z,1.00,99.00
