# event_ticker=KXATPCHALLENGERMATCH-26MAR12HARGIR
# final_score=7-5 4-6 7-6(9)
# score_resolution=5-7 6-4 6-7
# match_winner=Marcos Giron
# fav_player=Jay Dylan Hara Friend
# dog_player=Marcos Giron
# kalshi_date=2026-03-12
timestamp,Jay Dylan Hara Friend,Marcos Giron
2026-03-12T10:53:00Z,23.00,
2026-03-12T13:10:00Z,23.00,80.00
2026-03-12T13:22:00Z,23.00,83.00
2026-03-12T13:40:00Z,19.00,83.00
2026-03-12T14:20:00Z,19.00,82.00
2026-03-12T14:46:00Z,19.00,82.00
2026-03-12T15:05:00Z,19.00,82.00
2026-03-12T15:22:00Z,19.00,83.00
2026-03-12T15:59:00Z,19.00,83.00
2026-03-12T16:21:00Z,19.00,83.96
2026-03-12T16:50:00Z,19.00,84.00
2026-03-12T16:56:00Z,19.00,84.00
2026-03-12T18:02:00Z,19.00,84.00
2026-03-12T18:08:00Z,19.00,84.94
2026-03-12T18:22:00Z,19.00,84.55
2026-03-12T18:29:00Z,19.00,85.00
2026-03-12T18:50:00Z,19.00,84.00
2026-03-12T19:04:00Z,17.00,84.00
2026-03-12T19:05:00Z,17.00,85.00
2026-03-12T19:34:00Z,17.00,85.00
2026-03-12T19:36:00Z,17.00,85.00
2026-03-12T19:40:00Z,17.00,85.00
2026-03-12T20:03:00Z,17.00,85.00
2026-03-12T20:10:00Z,17.00,85.00
2026-03-12T20:11:00Z,17.00,85.00
2026-03-12T20:20:00Z,17.00,85.00
2026-03-12T20:23:00Z,16.00,85.00
2026-03-12T20:25:00Z,16.00,85.00
2026-03-12T20:26:00Z,16.37,84.00
2026-03-12T20:27:00Z,17.00,84.20
2026-03-12T20:28:00Z,17.00,85.00
2026-03-12T20:29:00Z,15.00,85.00
2026-03-12T20:30:00Z,17.28,83.19
2026-03-12T20:31:00Z,18.92,83.19
2026-03-12T20:32:00Z,19.00,83.19
2026-03-12T20:33:00Z,18.12,81.14
2026-03-12T20:34:00Z,23.87,78.64
2026-03-12T20:35:00Z,28.43,73.00
2026-03-12T20:36:00Z,24.07,74.64
2026-03-12T20:37:00Z,24.07,74.90
2026-03-12T20:38:00Z,24.07,78.37
2026-03-12T20:39:00Z,21.00,78.37
2026-03-12T20:40:00Z,22.00,77.99
2026-03-12T20:41:00Z,24.00,77.99
2026-03-12T20:42:00Z,21.00,78.00
2026-03-12T20:43:00Z,23.00,76.00
2026-03-12T20:44:00Z,24.26,76.00
2026-03-12T20:45:00Z,31.47,70.73
2026-03-12T20:46:00Z,23.00,77.00
2026-03-12T20:47:00Z,20.68,78.00
2026-03-12T20:48:00Z,24.86,78.00
2026-03-12T20:49:00Z,28.00,72.00
2026-03-12T20:50:00Z,28.00,75.00
2026-03-12T20:51:00Z,28.00,75.00
2026-03-12T20:52:00Z,24.86,75.00
2026-03-12T20:53:00Z,24.86,74.00
2026-03-12T20:54:00Z,24.86,70.00
2026-03-12T20:55:00Z,42.00,65.47
2026-03-12T20:56:00Z,43.00,70.43
2026-03-12T20:57:00Z,43.00,72.00
2026-03-12T20:58:00Z,29.00,71.49
2026-03-12T20:59:00Z,29.00,71.00
2026-03-12T21:00:00Z,25.71,83.55
2026-03-12T21:01:00Z,12.41,86.82
2026-03-12T21:02:00Z,11.00,90.13
2026-03-12T21:03:00Z,11.00,90.78
2026-03-12T21:04:00Z,9.00,91.00
2026-03-12T21:05:00Z,9.00,92.00
2026-03-12T21:06:00Z,9.00,92.00
2026-03-12T21:07:00Z,9.00,92.00
2026-03-12T21:08:00Z,6.00,93.93
2026-03-12T21:09:00Z,8.00,91.00
2026-03-12T21:10:00Z,10.00,90.67
2026-03-12T21:11:00Z,11.58,90.19
2026-03-12T21:13:00Z,9.00,91.01
2026-03-12T21:14:00Z,8.02,92.00
2026-03-12T21:15:00Z,10.93,90.34
2026-03-12T21:16:00Z,11.51,88.87
2026-03-12T21:17:00Z,10.00,88.87
2026-03-12T21:18:00Z,10.00,88.87
2026-03-12T21:19:00Z,10.00,90.00
2026-03-12T21:20:00Z,13.30,89.00
2026-03-12T21:21:00Z,13.00,89.00
2026-03-12T21:22:00Z,13.00,89.00
2026-03-12T21:23:00Z,16.00,84.36
2026-03-12T21:24:00Z,23.51,78.64
2026-03-12T21:25:00Z,18.46,78.64
2026-03-12T21:26:00Z,27.20,77.27
2026-03-12T21:27:00Z,27.00,74.00
2026-03-12T21:28:00Z,24.97,73.48
2026-03-12T21:29:00Z,22.62,80.37
2026-03-12T21:30:00Z,23.14,80.58
2026-03-12T21:31:00Z,30.89,71.19
2026-03-12T21:32:00Z,30.50,70.06
2026-03-12T21:33:00Z,29.30,69.00
2026-03-12T21:34:00Z,27.57,73.00
2026-03-12T21:35:00Z,28.03,73.92
2026-03-12T21:36:00Z,31.14,71.98
2026-03-12T21:37:00Z,33.90,68.27
2026-03-12T21:38:00Z,31.94,67.19
2026-03-12T21:39:00Z,30.72,69.00
2026-03-12T21:40:00Z,31.78,72.81
2026-03-12T21:41:00Z,29.37,72.71
2026-03-12T21:42:00Z,28.35,73.31
2026-03-12T21:43:00Z,28.03,74.15
2026-03-12T21:44:00Z,30.63,68.92
2026-03-12T21:45:00Z,33.32,67.71
2026-03-12T21:46:00Z,33.29,68.46
2026-03-12T21:47:00Z,34.18,70.68
2026-03-12T21:48:00Z,34.58,64.72
2026-03-12T21:49:00Z,37.73,64.92
2026-03-12T21:50:00Z,30.95,71.98
2026-03-12T21:51:00Z,26.44,69.83
2026-03-12T21:52:00Z,36.83,64.23
2026-03-12T21:53:00Z,37.35,63.27
2026-03-12T21:54:00Z,34.78,66.30
2026-03-12T21:55:00Z,34.06,67.46
2026-03-12T21:56:00Z,33.23,68.51
2026-03-12T21:57:00Z,31.94,69.04
2026-03-12T21:58:00Z,31.11,68.95
2026-03-12T21:59:00Z,28.32,73.33
2026-03-12T22:00:00Z,36.29,65.34
2026-03-12T22:01:00Z,28.20,68.42
2026-03-12T22:02:00Z,30.86,70.94
2026-03-12T22:03:00Z,31.03,70.45
2026-03-12T22:04:00Z,31.99,68.91
2026-03-12T22:05:00Z,31.61,75.86
2026-03-12T22:06:00Z,18.99,81.25
2026-03-12T22:07:00Z,22.97,76.75
2026-03-12T22:08:00Z,23.85,78.84
2026-03-12T22:09:00Z,24.80,85.82
2026-03-12T22:10:00Z,33.67,69.98
2026-03-12T22:11:00Z,41.59,63.19
