# event_ticker=KXATPCHALLENGERMATCH-26MAY19PAPBAR
# final_score=6-2 6-2
# match_winner=Petr Bar Biryukov
# fav_player=Petr Bar Biryukov
# dog_player=Christopher Papa
# kalshi_date=2026-05-19
timestamp,Christopher Papa,Petr Bar Biryukov
2026-05-18T16:47:00Z,,86.00
2026-05-18T16:51:00Z,,81.00
2026-05-18T19:01:00Z,17.00,85.00
2026-05-18T20:01:00Z,17.00,86.00
2026-05-18T20:09:00Z,17.00,86.00
2026-05-18T20:17:00Z,17.00,85.00
2026-05-18T20:36:00Z,17.00,85.00
2026-05-18T20:38:00Z,17.00,85.00
2026-05-18T20:42:00Z,17.00,85.00
2026-05-18T20:43:00Z,16.00,85.00
2026-05-18T20:44:00Z,16.00,85.00
2026-05-18T20:46:00Z,16.00,85.00
2026-05-18T20:51:00Z,16.00,85.00
2026-05-18T20:58:00Z,16.73,85.00
2026-05-18T21:06:00Z,16.73,85.00
2026-05-18T21:08:00Z,16.00,85.00
2026-05-18T21:11:00Z,16.00,85.00
2026-05-18T21:13:00Z,16.00,85.00
2026-05-18T21:20:00Z,16.00,85.00
2026-05-18T21:24:00Z,16.00,85.00
2026-05-18T21:32:00Z,16.00,85.00
2026-05-18T21:34:00Z,16.00,85.00
2026-05-18T21:39:00Z,16.00,84.00
2026-05-18T21:50:00Z,16.88,84.00
2026-05-18T21:55:00Z,16.88,85.00
2026-05-18T22:04:00Z,16.00,85.00
2026-05-18T22:18:00Z,16.00,85.00
2026-05-18T22:23:00Z,16.00,85.00
2026-05-18T22:27:00Z,16.00,85.00
2026-05-18T22:32:00Z,14.00,85.00
2026-05-18T22:33:00Z,14.00,85.00
2026-05-18T22:35:00Z,14.00,85.00
2026-05-18T22:36:00Z,14.00,85.00
2026-05-18T22:43:00Z,14.00,85.00
2026-05-18T22:45:00Z,14.00,85.00
2026-05-18T22:47:00Z,14.00,85.00
2026-05-18T22:54:00Z,16.00,85.00
2026-05-18T22:56:00Z,16.00,85.00
2026-05-18T22:58:00Z,16.00,85.00
2026-05-18T22:59:00Z,16.00,85.00
2026-05-18T23:03:00Z,16.00,85.00
2026-05-18T23:06:00Z,16.28,85.00
2026-05-18T23:11:00Z,16.28,85.00
2026-05-18T23:14:00Z,16.00,85.00
2026-05-18T23:22:00Z,16.00,85.00
2026-05-18T23:24:00Z,16.00,85.77
2026-05-18T23:32:00Z,16.00,85.77
2026-05-18T23:38:00Z,14.00,85.77
2026-05-18T23:54:00Z,16.00,85.77
2026-05-19T00:30:00Z,17.00,85.77
2026-05-19T00:42:00Z,17.00,85.77
2026-05-19T00:45:00Z,17.00,85.77
2026-05-19T00:51:00Z,14.00,85.77
2026-05-19T00:54:00Z,17.00,85.77
2026-05-19T01:05:00Z,17.00,85.77
2026-05-19T01:24:00Z,17.00,85.77
2026-05-19T01:25:00Z,17.00,85.77
2026-05-19T01:31:00Z,17.00,85.77
2026-05-19T01:34:00Z,17.00,85.77
2026-05-19T01:40:00Z,17.00,85.00
2026-05-19T01:45:00Z,17.00,85.00
2026-05-19T02:06:00Z,17.00,85.00
2026-05-19T02:11:00Z,17.00,85.00
2026-05-19T02:29:00Z,17.00,85.00
2026-05-19T02:32:00Z,17.00,85.00
2026-05-19T02:34:00Z,17.00,85.00
2026-05-19T02:38:00Z,17.00,85.00
2026-05-19T02:43:00Z,16.37,85.00
