# event_ticker=KXATPCHALLENGERMATCH-26MAY19PAPBAR
# final_score=6-2 6-2
# match_winner=Petr Bar Biryukov
# fav_player=Petr Bar Biryukov
# dog_player=Christopher Papa
# kalshi_date=2026-05-19
timestamp,Christopher Papa,Petr Bar Biryukov
2026-05-19T02:50:00Z,16.00,85.00
2026-05-19T03:06:00Z,16.00,85.00
2026-05-19T03:08:00Z,17.00,85.00
2026-05-19T03:10:00Z,17.00,85.00
2026-05-19T03:12:00Z,16.00,85.00
2026-05-19T03:14:00Z,17.00,85.00
2026-05-19T03:16:00Z,17.00,85.00
2026-05-19T03:21:00Z,17.00,85.00
2026-05-19T03:22:00Z,17.00,85.00
2026-05-19T03:23:00Z,16.44,85.00
2026-05-19T03:29:00Z,16.00,85.00
2026-05-19T03:32:00Z,16.00,85.00
2026-05-19T03:38:00Z,16.00,85.00
2026-05-19T03:41:00Z,16.00,85.00
2026-05-19T03:42:00Z,18.00,85.00
2026-05-19T03:43:00Z,20.36,82.62
2026-05-19T03:46:00Z,20.36,84.00
2026-05-19T03:48:00Z,19.00,84.00
2026-05-19T03:50:00Z,19.00,84.15
2026-05-19T03:52:00Z,19.00,84.15
2026-05-19T03:53:00Z,18.00,84.15
2026-05-19T03:55:00Z,18.00,84.00
2026-05-19T04:03:00Z,20.00,82.22
2026-05-19T04:04:00Z,19.00,83.00
2026-05-19T04:05:00Z,19.00,83.00
2026-05-19T04:06:00Z,19.00,83.00
2026-05-19T04:07:00Z,18.00,83.00
2026-05-19T04:08:00Z,18.00,83.00
2026-05-19T04:09:00Z,20.00,83.04
2026-05-19T04:10:00Z,20.00,84.00
2026-05-19T04:11:00Z,18.00,84.00
2026-05-19T04:12:00Z,18.00,84.00
2026-05-19T04:13:00Z,18.00,84.00
2026-05-19T04:15:00Z,18.00,84.00
2026-05-19T04:18:00Z,18.00,84.00
2026-05-19T04:19:00Z,18.00,84.00
2026-05-19T04:20:00Z,18.00,84.00
2026-05-19T04:21:00Z,18.00,84.00
2026-05-19T04:22:00Z,18.00,84.00
2026-05-19T04:23:00Z,18.00,84.00
2026-05-19T04:24:00Z,18.00,84.00
2026-05-19T04:25:00Z,18.00,84.00
2026-05-19T04:26:00Z,18.00,84.00
2026-05-19T04:27:00Z,19.00,84.00
2026-05-19T04:28:00Z,19.00,84.00
2026-05-19T04:29:00Z,19.00,84.00
2026-05-19T04:30:00Z,18.00,84.00
2026-05-19T04:31:00Z,18.00,84.00
2026-05-19T04:32:00Z,18.00,83.00
2026-05-19T04:33:00Z,19.70,84.00
2026-05-19T04:34:00Z,18.06,85.17
2026-05-19T04:35:00Z,16.98,85.00
2026-05-19T04:36:00Z,18.00,85.00
2026-05-19T04:37:00Z,18.62,85.00
2026-05-19T04:38:00Z,22.96,84.00
2026-05-19T04:39:00Z,20.28,82.67
2026-05-19T04:40:00Z,19.49,83.00
2026-05-19T04:41:00Z,17.23,82.01
2026-05-19T04:42:00Z,18.94,82.00
2026-05-19T04:43:00Z,22.40,80.88
2026-05-19T04:44:00Z,36.21,70.61
2026-05-19T04:45:00Z,28.93,69.00
2026-05-19T04:46:00Z,23.47,80.40
2026-05-19T04:47:00Z,19.34,82.42
2026-05-19T04:48:00Z,23.18,73.84
2026-05-19T04:49:00Z,27.06,76.00
2026-05-19T04:50:00Z,25.37,79.44
2026-05-19T04:51:00Z,20.18,82.40
2026-05-19T04:52:00Z,15.72,87.12
2026-05-19T04:53:00Z,15.25,87.41
2026-05-19T04:54:00Z,12.44,88.90
2026-05-19T04:55:00Z,12.51,89.03
2026-05-19T04:56:00Z,13.31,89.07
2026-05-19T04:57:00Z,14.56,88.57
2026-05-19T04:58:00Z,12.47,88.89
2026-05-19T04:59:00Z,10.60,90.00
2026-05-19T05:00:00Z,11.61,89.20
2026-05-19T05:01:00Z,10.52,90.89
2026-05-19T05:02:00Z,11.40,89.29
2026-05-19T05:03:00Z,11.67,90.00
2026-05-19T05:04:00Z,12.31,89.00
2026-05-19T05:05:00Z,9.76,93.22
2026-05-19T05:06:00Z,7.62,93.25
2026-05-19T05:07:00Z,7.71,93.99
2026-05-19T05:08:00Z,8.15,93.25
2026-05-19T05:09:00Z,7.16,94.21
2026-05-19T05:10:00Z,7.41,93.80
2026-05-19T05:11:00Z,8.40,94.56
2026-05-19T05:12:00Z,8.22,93.96
2026-05-19T05:13:00Z,9.05,93.80
2026-05-19T05:14:00Z,7.66,94.00
2026-05-19T05:15:00Z,7.38,94.91
2026-05-19T05:16:00Z,9.31,93.87
2026-05-19T05:17:00Z,3.54,97.25
2026-05-19T05:18:00Z,3.13,97.84
2026-05-19T05:19:00Z,3.21,97.80
2026-05-19T05:20:00Z,2.63,98.00
2026-05-19T05:21:00Z,1.73,97.17
2026-05-19T05:22:00Z,1.18,98.69
2026-05-19T05:23:00Z,1.52,96.00
2026-05-19T05:24:00Z,2.74,97.07
2026-05-19T05:25:00Z,2.93,98.84
2026-05-19T05:26:00Z,1.57,99.00
2026-05-19T05:27:00Z,3.00,99.00
2026-05-19T05:28:00Z,2.35,99.00
2026-05-19T05:29:00Z,2.00,98.93
2026-05-19T05:30:00Z,2.00,98.93
2026-05-19T05:31:00Z,2.07,98.93
2026-05-19T05:32:00Z,1.69,99.00
2026-05-19T05:33:00Z,2.04,99.00
2026-05-19T05:34:00Z,2.00,99.00
2026-05-19T05:35:00Z,2.00,99.00
