# event_ticker=KXATPMATCH-25JUL28KOPYUN
# final_score=7-6(4) 6-2
# score_resolution=6-7 2-6
# match_winner=Yunchaokete Bu
# fav_player=Vit Kopriva
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-28
timestamp,Vit Kopriva,Yunchaokete Bu
2025-07-28T15:22:00Z,26.49,69.00
2025-07-28T15:23:00Z,27.13,74.00
2025-07-28T15:24:00Z,30.00,73.00
2025-07-28T15:25:00Z,30.00,67.73
2025-07-28T15:28:00Z,42.07,58.47
2025-07-28T15:29:00Z,47.00,58.47
2025-07-28T15:30:00Z,42.58,60.00
2025-07-28T15:31:00Z,40.20,59.34
2025-07-28T15:32:00Z,38.74,62.00
2025-07-28T15:33:00Z,38.00,62.00
2025-07-28T15:34:00Z,37.29,67.20
2025-07-28T15:35:00Z,37.29,67.66
2025-07-28T15:36:00Z,39.00,67.66
2025-07-28T15:37:00Z,39.00,67.66
2025-07-28T15:39:00Z,41.14,63.00
2025-07-28T15:40:00Z,41.51,63.00
2025-07-28T15:41:00Z,41.51,62.00
2025-07-28T15:42:00Z,40.00,62.00
2025-07-28T15:43:00Z,33.67,62.00
2025-07-28T15:44:00Z,27.74,76.73
2025-07-28T15:46:00Z,27.74,69.00
2025-07-28T15:47:00Z,36.00,69.00
2025-07-28T15:49:00Z,41.47,69.00
2025-07-28T15:50:00Z,41.26,69.00
2025-07-28T15:52:00Z,33.07,69.00
2025-07-28T15:53:00Z,32.37,67.00
2025-07-28T15:54:00Z,26.08,73.00
2025-07-28T15:55:00Z,26.00,73.20
2025-07-28T15:57:00Z,34.43,73.20
2025-07-28T15:58:00Z,39.00,73.20
2025-07-28T15:59:00Z,39.00,63.00
2025-07-28T16:00:00Z,41.64,59.06
2025-07-28T16:01:00Z,40.21,59.06
2025-07-28T16:02:00Z,40.50,61.00
2025-07-28T16:03:00Z,38.69,65.00
2025-07-28T16:04:00Z,34.02,69.00
2025-07-28T16:05:00Z,33.00,69.00
2025-07-28T16:06:00Z,33.00,75.29
2025-07-28T16:07:00Z,26.62,73.00
2025-07-28T16:08:00Z,31.00,69.00
2025-07-28T16:09:00Z,34.00,69.00
2025-07-28T16:10:00Z,41.00,69.00
2025-07-28T16:12:00Z,40.11,59.00
2025-07-28T16:13:00Z,41.13,60.00
2025-07-28T16:14:00Z,42.00,59.00
2025-07-28T16:15:00Z,42.00,64.00
2025-07-28T16:17:00Z,35.54,64.93
2025-07-28T16:18:00Z,34.06,65.89
2025-07-28T16:19:00Z,34.06,63.00
2025-07-28T16:20:00Z,35.00,63.00
2025-07-28T16:21:00Z,29.00,71.17
2025-07-28T16:22:00Z,22.81,79.65
2025-07-28T16:23:00Z,22.81,84.00
2025-07-28T16:24:00Z,15.00,86.97
2025-07-28T16:25:00Z,13.00,86.97
2025-07-28T16:27:00Z,11.00,87.95
2025-07-28T16:28:00Z,10.28,88.58
2025-07-28T16:29:00Z,11.00,91.00
2025-07-28T16:30:00Z,7.53,91.00
2025-07-28T16:31:00Z,5.91,91.00
2025-07-28T16:32:00Z,5.13,97.00
2025-07-28T16:33:00Z,4.23,97.00
2025-07-28T16:34:00Z,6.29,90.95
2025-07-28T16:35:00Z,5.00,97.00
2025-07-28T16:36:00Z,8.00,97.00
2025-07-28T16:37:00Z,4.54,96.64
2025-07-28T16:38:00Z,3.00,99.00
2025-07-28T16:39:00Z,3.64,98.00
2025-07-28T16:40:00Z,3.75,98.00
2025-07-28T16:41:00Z,4.00,97.50
2025-07-28T16:42:00Z,4.28,98.00
2025-07-28T16:44:00Z,3.00,98.00
2025-07-28T16:46:00Z,3.00,98.00
2025-07-28T16:47:00Z,3.00,99.00
2025-07-28T16:48:00Z,3.00,97.00
2025-07-28T16:49:00Z,1.33,98.18
2025-07-28T16:50:00Z,1.33,99.00
2025-07-28T16:51:00Z,3.39,99.00
2025-07-28T16:55:00Z,4.00,99.00
2025-07-28T16:57:00Z,1.03,99.00
2025-07-28T16:59:00Z,3.00,99.00
2025-07-28T17:01:00Z,1.00,99.00
2025-07-28T17:02:00Z,1.00,99.00
2025-07-28T17:04:00Z,1.00,99.00
2025-07-28T17:09:00Z,1.00,99.00
2025-07-28T17:11:00Z,1.00,99.00
