# event_ticker=KXATPMATCH-25JUL28KOPYUN
# final_score=7-6(4) 6-2
# score_resolution=6-7 2-6
# match_winner=Yunchaokete Bu
# fav_player=Vit Kopriva
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-28
timestamp,Vit Kopriva,Yunchaokete Bu
2025-07-28T06:00:00Z,39.00,
2025-07-28T06:12:00Z,39.00,
2025-07-28T06:18:00Z,45.23,
2025-07-28T12:04:00Z,45.23,71.00
2025-07-28T12:06:00Z,30.00,71.00
2025-07-28T12:08:00Z,30.00,71.00
2025-07-28T12:12:00Z,30.00,71.00
2025-07-28T12:16:00Z,30.00,71.00
2025-07-28T12:18:00Z,30.00,71.00
2025-07-28T12:19:00Z,30.00,71.00
2025-07-28T12:26:00Z,30.00,71.00
2025-07-28T12:30:00Z,30.00,71.00
2025-07-28T12:31:00Z,30.00,71.00
2025-07-28T12:37:00Z,30.00,71.00
2025-07-28T12:43:00Z,31.48,71.00
2025-07-28T12:47:00Z,32.50,71.00
2025-07-28T12:48:00Z,32.50,69.00
2025-07-28T12:50:00Z,32.50,69.00
2025-07-28T12:55:00Z,33.00,69.00
2025-07-28T12:57:00Z,33.00,69.00
2025-07-28T13:01:00Z,33.00,69.00
2025-07-28T13:02:00Z,33.00,69.00
2025-07-28T13:05:00Z,33.00,69.00
2025-07-28T13:06:00Z,32.61,69.00
2025-07-28T13:07:00Z,33.24,69.00
2025-07-28T13:08:00Z,33.24,68.00
2025-07-28T13:09:00Z,33.24,68.00
2025-07-28T13:10:00Z,33.00,68.00
2025-07-28T13:14:00Z,33.00,68.00
2025-07-28T13:17:00Z,33.00,68.00
2025-07-28T13:26:00Z,33.00,68.00
2025-07-28T13:29:00Z,33.00,68.00
2025-07-28T13:38:00Z,33.00,68.00
2025-07-28T13:46:00Z,30.01,68.00
2025-07-28T13:48:00Z,30.01,68.00
2025-07-28T13:50:00Z,33.00,68.00
2025-07-28T13:54:00Z,33.00,68.00
2025-07-28T13:58:00Z,33.00,68.00
2025-07-28T14:00:00Z,33.00,68.82
2025-07-28T14:06:00Z,32.21,68.82
2025-07-28T14:07:00Z,33.00,68.82
2025-07-28T14:09:00Z,33.00,68.00
2025-07-28T14:13:00Z,33.00,68.00
2025-07-28T14:18:00Z,33.00,68.67
2025-07-28T14:20:00Z,33.00,68.67
2025-07-28T14:25:00Z,33.00,69.00
2025-07-28T14:26:00Z,33.00,69.00
2025-07-28T14:27:00Z,33.00,69.00
2025-07-28T14:33:00Z,33.00,69.00
2025-07-28T14:39:00Z,33.00,69.00
2025-07-28T14:41:00Z,33.00,68.00
2025-07-28T14:45:00Z,33.00,68.00
2025-07-28T14:50:00Z,33.00,68.00
2025-07-28T14:51:00Z,33.00,68.00
2025-07-28T14:52:00Z,33.00,68.00
2025-07-28T14:53:00Z,33.00,68.00
2025-07-28T14:54:00Z,33.00,68.54
2025-07-28T14:55:00Z,33.00,69.00
2025-07-28T14:58:00Z,33.00,69.00
2025-07-28T15:00:00Z,33.00,69.00
2025-07-28T15:02:00Z,32.00,69.00
2025-07-28T15:05:00Z,32.66,69.00
2025-07-28T15:06:00Z,32.00,69.43
2025-07-28T15:10:00Z,32.00,72.00
2025-07-28T15:11:00Z,32.57,72.00
2025-07-28T15:12:00Z,32.57,70.00
2025-07-28T15:13:00Z,32.57,69.00
2025-07-28T15:15:00Z,30.00,71.16
2025-07-28T15:17:00Z,23.10,76.98
2025-07-28T15:18:00Z,20.22,81.00
2025-07-28T15:19:00Z,20.22,81.00
2025-07-28T15:20:00Z,23.00,81.00
2025-07-28T15:21:00Z,26.49,81.00
