# event_ticker=KXATPCHALLENGERMATCH-26MAR23ISOADD
# final_score=6-4 6-2
# match_winner=Dan Added
# fav_player=Dan Added
# dog_player=Kokoro Isomura
# kalshi_date=2026-03-23
timestamp,Dan Added,Kokoro Isomura
2026-03-23T04:22:00Z,81.00,21.00
2026-03-23T04:23:00Z,81.00,21.29
2026-03-23T04:24:00Z,81.00,22.00
2026-03-23T04:25:00Z,81.00,22.00
2026-03-23T04:26:00Z,81.00,22.00
2026-03-23T04:28:00Z,81.00,22.00
2026-03-23T04:29:00Z,80.00,22.00
2026-03-23T04:30:00Z,80.08,22.00
2026-03-23T04:31:00Z,80.00,22.00
2026-03-23T04:32:00Z,78.99,22.00
2026-03-23T04:33:00Z,78.99,22.00
2026-03-23T04:35:00Z,80.00,22.00
2026-03-23T04:36:00Z,80.00,22.00
2026-03-23T04:37:00Z,80.00,22.10
2026-03-23T04:39:00Z,80.00,23.00
2026-03-23T04:40:00Z,80.00,22.04
2026-03-23T04:41:00Z,80.00,22.04
2026-03-23T04:43:00Z,80.00,23.00
2026-03-23T04:44:00Z,80.00,23.00
2026-03-23T04:47:00Z,80.00,23.00
2026-03-23T04:49:00Z,80.00,23.00
2026-03-23T04:52:00Z,80.00,23.00
2026-03-23T04:55:00Z,80.00,23.00
2026-03-23T04:58:00Z,80.00,23.00
2026-03-23T05:00:00Z,80.00,22.00
2026-03-23T05:01:00Z,80.00,22.00
2026-03-23T05:02:00Z,80.00,22.00
2026-03-23T05:03:00Z,80.00,22.00
2026-03-23T05:04:00Z,80.00,22.00
2026-03-23T05:05:00Z,80.00,22.04
2026-03-23T05:07:00Z,80.00,22.04
2026-03-23T05:09:00Z,80.00,21.59
2026-03-23T05:10:00Z,80.00,22.04
2026-03-23T05:11:00Z,80.00,19.00
2026-03-23T05:12:00Z,80.00,19.00
2026-03-23T05:14:00Z,80.00,22.00
2026-03-23T05:16:00Z,80.00,22.00
2026-03-23T05:17:00Z,80.00,22.00
2026-03-23T05:18:00Z,80.00,22.00
2026-03-23T05:21:00Z,80.00,22.00
2026-03-23T05:22:00Z,80.00,22.00
2026-03-23T05:23:00Z,80.00,22.64
2026-03-23T05:25:00Z,80.00,22.64
2026-03-23T05:26:00Z,80.00,23.00
2026-03-23T05:27:00Z,80.00,23.00
2026-03-23T05:28:00Z,80.00,20.00
2026-03-23T05:29:00Z,79.63,20.00
2026-03-23T05:30:00Z,80.00,23.00
2026-03-23T05:32:00Z,80.00,23.00
2026-03-23T05:34:00Z,80.00,22.00
2026-03-23T05:35:00Z,80.00,22.00
2026-03-23T05:36:00Z,80.00,20.00
2026-03-23T05:37:00Z,80.00,22.00
2026-03-23T05:38:00Z,80.00,20.00
2026-03-23T05:39:00Z,80.00,22.00
2026-03-23T05:40:00Z,80.00,22.00
2026-03-23T05:41:00Z,80.00,21.98
2026-03-23T05:42:00Z,79.68,22.00
2026-03-23T05:43:00Z,79.00,22.10
2026-03-23T05:44:00Z,79.00,22.40
2026-03-23T05:45:00Z,79.00,23.00
2026-03-23T05:46:00Z,79.27,22.86
2026-03-23T05:47:00Z,80.65,21.10
2026-03-23T05:48:00Z,78.45,21.48
2026-03-23T05:49:00Z,77.05,23.87
2026-03-23T05:50:00Z,72.31,27.04
2026-03-23T05:51:00Z,75.64,26.88
2026-03-23T05:52:00Z,73.65,27.82
2026-03-23T05:53:00Z,68.52,35.00
2026-03-23T05:54:00Z,70.90,29.39
2026-03-23T05:55:00Z,73.01,29.61
2026-03-23T05:56:00Z,70.01,30.84
2026-03-23T05:57:00Z,71.17,30.38
2026-03-23T05:58:00Z,76.97,23.63
2026-03-23T05:59:00Z,81.69,19.89
2026-03-23T06:00:00Z,81.26,15.37
2026-03-23T06:01:00Z,87.23,13.86
2026-03-23T06:02:00Z,86.47,14.15
2026-03-23T06:03:00Z,85.95,13.39
2026-03-23T06:04:00Z,85.91,15.23
2026-03-23T06:05:00Z,83.10,17.82
2026-03-23T06:06:00Z,83.00,17.35
2026-03-23T06:07:00Z,85.92,16.03
2026-03-23T06:08:00Z,86.30,13.20
2026-03-23T06:09:00Z,86.75,14.05
2026-03-23T06:10:00Z,87.77,13.52
2026-03-23T06:11:00Z,89.16,9.69
2026-03-23T06:12:00Z,87.00,13.23
2026-03-23T06:13:00Z,85.47,14.92
2026-03-23T06:14:00Z,86.46,14.10
2026-03-23T06:15:00Z,86.64,14.84
2026-03-23T06:16:00Z,87.95,14.67
2026-03-23T06:17:00Z,84.84,16.46
2026-03-23T06:18:00Z,83.50,17.23
2026-03-23T06:19:00Z,85.99,17.16
2026-03-23T06:20:00Z,87.83,13.68
2026-03-23T06:21:00Z,87.01,12.47
2026-03-23T06:22:00Z,87.22,13.41
2026-03-23T06:23:00Z,87.02,12.94
2026-03-23T06:24:00Z,86.90,15.55
2026-03-23T06:25:00Z,86.00,14.36
2026-03-23T06:26:00Z,86.85,14.00
2026-03-23T06:27:00Z,89.51,11.31
2026-03-23T06:28:00Z,89.42,11.94
2026-03-23T06:29:00Z,88.02,11.93
2026-03-23T06:30:00Z,89.88,10.41
2026-03-23T06:31:00Z,93.31,7.31
2026-03-23T06:32:00Z,95.40,4.84
2026-03-23T06:33:00Z,95.10,4.72
2026-03-23T06:34:00Z,94.10,5.98
2026-03-23T06:35:00Z,92.90,7.89
2026-03-23T06:36:00Z,94.09,6.53
2026-03-23T06:37:00Z,92.49,10.97
2026-03-23T06:38:00Z,95.05,5.32
2026-03-23T06:39:00Z,97.17,3.67
2026-03-23T06:40:00Z,98.09,2.41
2026-03-23T06:41:00Z,98.22,2.12
2026-03-23T06:42:00Z,98.65,1.75
2026-03-23T06:43:00Z,98.90,1.00
2026-03-23T06:44:00Z,99.00,1.59
2026-03-23T06:45:00Z,99.00,1.00
2026-03-23T06:46:00Z,99.00,1.00
2026-03-23T06:47:00Z,99.00,1.00
2026-03-23T06:48:00Z,99.00,1.00
2026-03-23T06:49:00Z,99.00,1.00
2026-03-23T06:50:00Z,99.00,1.00
2026-03-23T06:51:00Z,99.00,1.00
2026-03-23T06:52:00Z,99.00,1.00
2026-03-23T06:53:00Z,99.00,1.00
2026-03-23T06:54:00Z,99.00,1.00
2026-03-23T06:55:00Z,98.37,1.00
2026-03-23T06:56:00Z,97.70,1.97
2026-03-23T06:57:00Z,97.50,2.01
2026-03-23T06:58:00Z,98.53,1.54
2026-03-23T06:59:00Z,99.00,1.63
2026-03-23T07:00:00Z,99.00,1.62
2026-03-23T07:01:00Z,99.00,2.00
2026-03-23T07:02:00Z,99.00,2.00
2026-03-23T07:03:00Z,99.00,1.00
2026-03-23T07:04:00Z,99.00,1.00
2026-03-23T07:05:00Z,99.00,1.00
2026-03-23T07:07:00Z,99.00,1.00
2026-03-23T07:08:00Z,99.00,1.00
