# event_ticker=KXATPMATCH-25OCT04ALTSIN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Jannik Sinner
# fav_player=Daniel Altmaier
# dog_player=Jannik Sinner
# kalshi_date=2025-10-04
timestamp,Daniel Altmaier,Jannik Sinner
2025-10-04T00:41:00Z,33.00,
2025-10-04T01:04:00Z,33.00,96.00
2025-10-04T01:18:00Z,5.00,96.00
2025-10-04T01:22:00Z,5.00,96.00
2025-10-04T01:31:00Z,5.00,94.00
2025-10-04T01:36:00Z,5.00,94.00
2025-10-04T01:39:00Z,5.00,94.00
2025-10-04T01:43:00Z,5.00,94.00
2025-10-04T01:44:00Z,5.00,94.00
2025-10-04T01:47:00Z,5.00,95.00
2025-10-04T01:56:00Z,6.00,95.00
2025-10-04T01:57:00Z,6.00,95.00
2025-10-04T02:03:00Z,6.00,95.71
2025-10-04T02:34:00Z,5.00,95.71
2025-10-04T02:35:00Z,5.00,95.71
2025-10-04T02:39:00Z,5.00,95.71
2025-10-04T02:46:00Z,5.00,95.71
2025-10-04T02:50:00Z,5.00,95.71
2025-10-04T03:14:00Z,5.00,97.00
2025-10-04T03:22:00Z,5.00,96.00
2025-10-04T03:24:00Z,5.00,96.00
2025-10-04T03:31:00Z,5.00,96.00
2025-10-04T03:32:00Z,5.00,96.00
2025-10-04T03:47:00Z,5.00,96.00
2025-10-04T03:48:00Z,5.00,96.00
2025-10-04T03:52:00Z,5.00,96.00
2025-10-04T04:01:00Z,5.00,96.00
2025-10-04T04:07:00Z,5.00,96.00
2025-10-04T04:08:00Z,5.00,96.00
2025-10-04T04:13:00Z,5.00,96.00
2025-10-04T04:14:00Z,5.00,96.00
2025-10-04T04:22:00Z,5.00,96.00
2025-10-04T04:25:00Z,5.00,96.00
2025-10-04T04:41:00Z,5.00,96.00
2025-10-04T04:44:00Z,5.00,96.00
2025-10-04T04:45:00Z,5.00,96.00
2025-10-04T04:48:00Z,5.00,96.00
2025-10-04T05:00:00Z,4.00,96.00
2025-10-04T05:01:00Z,4.00,97.00
2025-10-04T05:03:00Z,4.00,97.00
2025-10-04T05:06:00Z,4.00,97.00
2025-10-04T05:15:00Z,4.00,97.00
2025-10-04T05:18:00Z,4.00,97.00
2025-10-04T05:30:00Z,4.00,97.00
2025-10-04T05:32:00Z,4.00,97.00
2025-10-04T05:38:00Z,4.00,97.00
2025-10-04T05:45:00Z,4.00,97.00
2025-10-04T05:49:00Z,4.00,97.00
2025-10-04T05:56:00Z,4.00,97.00
2025-10-04T06:09:00Z,4.00,97.00
2025-10-04T06:13:00Z,4.00,97.00
2025-10-04T06:15:00Z,4.00,97.00
2025-10-04T06:16:00Z,4.00,97.00
2025-10-04T06:18:00Z,4.00,97.00
2025-10-04T06:19:00Z,4.00,97.00
2025-10-04T06:21:00Z,4.00,97.00
2025-10-04T06:23:00Z,4.00,97.00
2025-10-04T06:24:00Z,4.00,97.00
2025-10-04T06:25:00Z,4.00,97.00
2025-10-04T06:30:00Z,4.00,97.00
2025-10-04T06:31:00Z,4.00,97.00
2025-10-04T06:32:00Z,4.00,97.00
2025-10-04T06:33:00Z,4.00,97.00
2025-10-04T06:34:00Z,4.00,97.00
2025-10-04T06:35:00Z,4.00,97.00
2025-10-04T06:36:00Z,4.44,97.00
2025-10-04T06:41:00Z,5.00,97.00
2025-10-04T06:42:00Z,5.00,97.00
2025-10-04T06:43:00Z,5.00,97.00
2025-10-04T06:45:00Z,5.00,96.00
2025-10-04T06:47:00Z,5.00,96.00
2025-10-04T06:48:00Z,5.00,96.00
2025-10-04T06:49:00Z,5.00,96.00
2025-10-04T07:09:00Z,5.00,96.00
