# event_ticker=KXATPCHALLENGERMATCH-26FEB11SAMMER
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Toby Samuel
# kalshi_date=2026-02-11
timestamp,Daniel Merida,Toby Samuel
2026-02-11T15:11:00Z,76.05,23.99
2026-02-11T15:12:00Z,76.00,24.00
2026-02-11T15:13:00Z,78.00,22.06
2026-02-11T15:14:00Z,78.00,25.07
2026-02-11T15:15:00Z,75.94,25.17
2026-02-11T15:16:00Z,71.29,29.18
2026-02-11T15:17:00Z,71.89,26.87
2026-02-11T15:18:00Z,73.71,27.26
2026-02-11T15:19:00Z,77.89,24.95
2026-02-11T15:20:00Z,81.88,18.13
2026-02-11T15:21:00Z,83.32,20.62
2026-02-11T15:22:00Z,84.15,16.93
2026-02-11T15:23:00Z,87.87,12.52
2026-02-11T15:24:00Z,89.84,10.00
2026-02-11T15:25:00Z,91.61,9.89
2026-02-11T15:26:00Z,92.00,7.41
2026-02-11T15:27:00Z,92.07,7.56
2026-02-11T15:28:00Z,93.36,7.32
2026-02-11T15:29:00Z,90.67,12.00
2026-02-11T15:30:00Z,89.86,11.99
2026-02-11T15:31:00Z,87.14,11.79
2026-02-11T15:32:00Z,87.55,12.81
2026-02-11T15:33:00Z,91.90,7.70
2026-02-11T15:34:00Z,92.00,8.11
2026-02-11T15:35:00Z,92.00,9.64
2026-02-11T15:36:00Z,91.95,9.90
2026-02-11T15:37:00Z,90.69,12.47
2026-02-11T15:38:00Z,92.02,7.91
2026-02-11T15:39:00Z,90.66,12.64
2026-02-11T15:40:00Z,88.87,12.73
2026-02-11T15:41:00Z,94.52,7.34
2026-02-11T15:42:00Z,96.53,4.17
2026-02-11T15:43:00Z,97.59,2.41
2026-02-11T15:44:00Z,98.96,3.43
2026-02-11T15:45:00Z,98.93,3.43
2026-02-11T15:46:00Z,98.99,3.43
2026-02-11T15:47:00Z,99.00,4.83
2026-02-11T15:48:00Z,99.00,2.95
2026-02-11T15:49:00Z,99.00,2.95
2026-02-11T15:50:00Z,99.00,2.95
2026-02-11T15:51:00Z,99.00,2.95
2026-02-11T15:52:00Z,99.00,2.95
