# event_ticker=KXATPCHALLENGERMATCH-26FEB11SAMMER
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Toby Samuel
# kalshi_date=2026-02-11
timestamp,Daniel Merida,Toby Samuel
2026-02-11T04:06:00Z,54.00,
2026-02-11T04:39:00Z,53.57,
2026-02-11T04:43:00Z,53.00,
2026-02-11T04:52:00Z,53.00,
2026-02-11T04:53:00Z,53.00,50.00
2026-02-11T04:58:00Z,54.00,50.00
2026-02-11T05:23:00Z,53.00,50.00
2026-02-11T05:27:00Z,53.00,50.00
2026-02-11T05:33:00Z,53.00,50.00
2026-02-11T06:31:00Z,52.81,50.00
2026-02-11T06:38:00Z,53.00,50.00
2026-02-11T06:51:00Z,52.77,50.00
2026-02-11T06:52:00Z,53.00,50.00
2026-02-11T07:03:00Z,53.00,50.00
2026-02-11T07:04:00Z,52.92,50.00
2026-02-11T07:10:00Z,53.00,50.00
2026-02-11T07:23:00Z,52.44,50.00
2026-02-11T07:42:00Z,52.95,50.00
2026-02-11T08:00:00Z,52.00,50.00
2026-02-11T08:01:00Z,53.00,50.00
2026-02-11T08:10:00Z,54.00,50.00
2026-02-11T08:25:00Z,53.99,50.00
2026-02-11T08:30:00Z,54.00,50.00
2026-02-11T08:46:00Z,54.00,48.00
2026-02-11T08:49:00Z,54.00,48.00
2026-02-11T09:06:00Z,54.00,48.00
2026-02-11T09:11:00Z,54.00,48.53
2026-02-11T09:13:00Z,49.85,49.52
2026-02-11T09:14:00Z,49.85,50.59
2026-02-11T10:45:00Z,52.00,50.59
2026-02-11T10:49:00Z,52.00,50.59
2026-02-11T11:12:00Z,52.86,50.59
2026-02-11T12:43:00Z,52.44,50.59
2026-02-11T13:00:00Z,53.00,50.59
2026-02-11T13:06:00Z,55.24,50.59
2026-02-11T13:08:00Z,55.00,50.59
2026-02-11T13:18:00Z,55.00,50.59
2026-02-11T13:21:00Z,55.00,47.00
2026-02-11T13:22:00Z,55.00,47.00
2026-02-11T13:30:00Z,55.00,47.00
2026-02-11T13:34:00Z,55.00,47.00
2026-02-11T13:35:00Z,55.00,47.00
2026-02-11T13:36:00Z,55.00,47.00
2026-02-11T13:37:00Z,55.00,47.00
2026-02-11T13:38:00Z,55.00,47.00
2026-02-11T13:40:00Z,55.00,47.00
2026-02-11T13:42:00Z,55.00,47.00
2026-02-11T13:45:00Z,55.00,47.00
2026-02-11T13:49:00Z,55.29,48.08
2026-02-11T13:50:00Z,55.00,48.08
2026-02-11T13:54:00Z,55.00,48.08
2026-02-11T13:57:00Z,55.00,48.08
2026-02-11T14:00:00Z,55.14,48.08
2026-02-11T14:01:00Z,55.14,47.00
2026-02-11T14:03:00Z,56.00,47.00
2026-02-11T14:04:00Z,56.00,47.00
2026-02-11T14:05:00Z,56.00,47.00
2026-02-11T14:06:00Z,56.00,47.99
2026-02-11T14:08:00Z,56.00,47.99
2026-02-11T14:09:00Z,56.00,44.96
2026-02-11T14:10:00Z,55.86,44.59
2026-02-11T14:11:00Z,56.00,42.98
2026-02-11T14:12:00Z,46.50,52.77
2026-02-11T14:13:00Z,46.50,56.00
2026-02-11T14:14:00Z,47.44,51.78
2026-02-11T14:15:00Z,49.18,49.20
2026-02-11T14:16:00Z,52.00,49.44
2026-02-11T14:17:00Z,55.42,45.10
2026-02-11T14:18:00Z,54.42,48.00
2026-02-11T14:19:00Z,55.67,41.61
2026-02-11T14:20:00Z,59.00,41.00
2026-02-11T14:21:00Z,58.26,40.00
2026-02-11T14:22:00Z,56.00,42.69
2026-02-11T14:23:00Z,54.00,48.00
2026-02-11T14:24:00Z,52.94,52.81
2026-02-11T14:25:00Z,57.00,44.20
2026-02-11T14:26:00Z,59.67,49.69
2026-02-11T14:27:00Z,53.79,49.00
2026-02-11T14:28:00Z,49.98,51.50
2026-02-11T14:29:00Z,54.40,45.46
2026-02-11T14:30:00Z,59.48,43.00
2026-02-11T14:31:00Z,60.29,42.14
2026-02-11T14:32:00Z,61.21,40.16
2026-02-11T14:33:00Z,71.06,34.05
2026-02-11T14:34:00Z,74.93,27.00
2026-02-11T14:35:00Z,75.39,27.35
2026-02-11T14:36:00Z,78.99,21.92
2026-02-11T14:37:00Z,74.46,27.94
2026-02-11T14:38:00Z,79.00,20.41
2026-02-11T14:39:00Z,77.61,21.88
2026-02-11T14:40:00Z,75.41,24.43
2026-02-11T14:41:00Z,74.72,26.51
2026-02-11T14:42:00Z,74.06,29.00
2026-02-11T14:43:00Z,65.94,35.33
2026-02-11T14:44:00Z,60.50,40.00
2026-02-11T14:45:00Z,62.26,39.22
2026-02-11T14:46:00Z,55.39,44.98
2026-02-11T14:47:00Z,61.39,42.76
2026-02-11T14:48:00Z,50.49,41.28
2026-02-11T14:49:00Z,43.73,59.47
2026-02-11T14:50:00Z,49.97,54.22
2026-02-11T14:51:00Z,55.39,43.40
2026-02-11T14:52:00Z,59.54,42.54
2026-02-11T14:53:00Z,62.04,39.41
2026-02-11T14:54:00Z,65.52,30.95
2026-02-11T14:55:00Z,61.52,40.04
2026-02-11T14:56:00Z,65.21,37.16
2026-02-11T14:57:00Z,68.16,36.45
2026-02-11T14:58:00Z,60.95,39.13
2026-02-11T14:59:00Z,60.73,39.62
2026-02-11T15:00:00Z,58.24,43.77
2026-02-11T15:01:00Z,60.73,42.00
2026-02-11T15:02:00Z,52.73,49.38
2026-02-11T15:03:00Z,57.97,40.41
2026-02-11T15:04:00Z,59.25,39.09
2026-02-11T15:05:00Z,67.80,32.15
2026-02-11T15:06:00Z,62.53,36.25
2026-02-11T15:07:00Z,64.20,40.20
2026-02-11T15:08:00Z,71.62,29.52
2026-02-11T15:09:00Z,74.18,25.83
2026-02-11T15:10:00Z,76.93,23.59
