# event_ticker=KXATPMATCH-25OCT02YIBSVR
# final_score=7-5 RET
# match_winner=Dalibor Svrcina
# fav_player=Dalibor Svrcina
# dog_player=Yibing Wu
# kalshi_date=2025-10-02
timestamp,Dalibor Svrcina,Yibing Wu
2025-10-02T01:42:00Z,,61.00
2025-10-02T01:43:00Z,,61.00
2025-10-02T01:51:00Z,,61.00
2025-10-02T02:03:00Z,40.00,61.00
2025-10-02T02:05:00Z,40.00,61.00
2025-10-02T02:29:00Z,40.00,61.00
2025-10-02T02:34:00Z,40.00,61.00
2025-10-02T02:42:00Z,40.00,61.00
2025-10-02T02:45:00Z,40.00,61.00
2025-10-02T02:49:00Z,40.00,61.00
2025-10-02T02:53:00Z,40.00,61.00
2025-10-02T02:58:00Z,40.00,61.00
2025-10-02T02:59:00Z,40.00,61.00
2025-10-02T03:00:00Z,40.00,61.00
2025-10-02T03:02:00Z,40.00,61.00
2025-10-02T03:03:00Z,40.00,61.00
2025-10-02T03:04:00Z,40.00,61.00
2025-10-02T03:05:00Z,40.00,61.00
2025-10-02T03:07:00Z,40.00,61.00
2025-10-02T03:08:00Z,40.00,61.00
2025-10-02T03:11:00Z,40.00,60.99
2025-10-02T03:14:00Z,40.00,60.99
2025-10-02T03:15:00Z,40.00,61.00
2025-10-02T03:16:00Z,40.00,61.00
2025-10-02T03:17:00Z,40.00,61.00
2025-10-02T03:18:00Z,40.00,61.00
2025-10-02T03:23:00Z,40.00,61.00
2025-10-02T03:26:00Z,40.00,61.00
2025-10-02T03:34:00Z,40.00,61.00
2025-10-02T03:35:00Z,40.00,61.00
2025-10-02T03:38:00Z,40.00,62.00
2025-10-02T03:39:00Z,40.00,62.00
2025-10-02T03:41:00Z,40.00,62.00
2025-10-02T03:44:00Z,40.00,62.00
2025-10-02T03:46:00Z,40.00,62.00
2025-10-02T03:47:00Z,40.00,62.00
2025-10-02T03:48:00Z,40.00,62.00
2025-10-02T03:51:00Z,40.00,62.00
2025-10-02T03:53:00Z,40.00,62.00
2025-10-02T03:58:00Z,40.00,62.00
2025-10-02T04:00:00Z,40.00,62.00
2025-10-02T04:02:00Z,39.00,62.00
2025-10-02T04:05:00Z,39.00,62.00
2025-10-02T04:06:00Z,39.00,62.00
2025-10-02T04:07:00Z,39.00,62.12
2025-10-02T04:10:00Z,39.00,62.93
2025-10-02T04:11:00Z,39.00,62.92
2025-10-02T04:13:00Z,39.00,62.42
2025-10-02T04:14:00Z,39.00,62.00
2025-10-02T04:17:00Z,39.00,62.86
2025-10-02T04:18:00Z,39.00,63.00
2025-10-02T04:19:00Z,39.00,63.00
2025-10-02T04:20:00Z,38.72,63.00
2025-10-02T04:21:00Z,38.00,63.00
2025-10-02T04:22:00Z,38.00,63.00
2025-10-02T04:23:00Z,38.00,63.00
2025-10-02T04:24:00Z,39.00,63.00
2025-10-02T04:25:00Z,38.00,63.00
2025-10-02T04:26:00Z,39.00,63.00
2025-10-02T04:27:00Z,39.00,62.26
2025-10-02T04:28:00Z,39.00,62.00
2025-10-02T04:29:00Z,39.00,62.00
2025-10-02T04:30:00Z,39.00,62.00
2025-10-02T04:31:00Z,39.00,64.00
2025-10-02T04:32:00Z,39.00,70.70
2025-10-02T04:33:00Z,33.11,70.69
2025-10-02T04:34:00Z,34.15,71.95
2025-10-02T04:35:00Z,34.76,70.54
2025-10-02T04:36:00Z,34.93,70.46
2025-10-02T04:37:00Z,34.93,64.74
2025-10-02T04:38:00Z,38.00,65.00
2025-10-02T04:39:00Z,37.00,65.08
2025-10-02T04:40:00Z,36.31,67.46
2025-10-02T04:41:00Z,38.26,63.81
2025-10-02T04:42:00Z,40.86,61.88
2025-10-02T04:43:00Z,41.00,61.88
2025-10-02T04:44:00Z,43.33,58.01
2025-10-02T04:45:00Z,49.33,57.55
2025-10-02T04:46:00Z,53.10,49.98
2025-10-02T04:47:00Z,52.35,51.44
2025-10-02T04:48:00Z,52.71,47.43
2025-10-02T04:49:00Z,57.08,45.16
2025-10-02T04:50:00Z,52.41,48.29
2025-10-02T04:51:00Z,53.65,50.41
2025-10-02T04:52:00Z,48.99,53.65
2025-10-02T04:53:00Z,45.73,56.00
2025-10-02T04:54:00Z,49.00,55.24
2025-10-02T04:55:00Z,52.77,48.57
2025-10-02T04:56:00Z,56.93,44.37
2025-10-02T04:57:00Z,60.72,41.15
2025-10-02T04:58:00Z,64.96,37.05
2025-10-02T04:59:00Z,67.42,35.11
2025-10-02T05:00:00Z,68.00,32.86
2025-10-02T05:01:00Z,67.98,34.20
2025-10-02T05:02:00Z,66.94,36.58
2025-10-02T05:03:00Z,63.27,40.15
2025-10-02T05:04:00Z,64.98,41.00
2025-10-02T05:05:00Z,59.79,42.19
2025-10-02T05:06:00Z,53.85,44.93
2025-10-02T05:07:00Z,49.34,48.08
2025-10-02T05:08:00Z,50.00,52.54
2025-10-02T05:09:00Z,45.88,56.32
2025-10-02T05:10:00Z,46.00,58.96
2025-10-02T05:11:00Z,43.10,58.09
2025-10-02T05:12:00Z,49.21,50.51
2025-10-02T05:13:00Z,55.46,48.79
2025-10-02T05:14:00Z,51.82,51.00
2025-10-02T05:15:00Z,41.61,54.24
2025-10-02T05:16:00Z,44.33,54.24
