# event_ticker=KXATPCHALLENGERMATCH-26APR13CUIKUK
# final_score=4-6 6-4 6-1
# score_resolution=6-4 4-6 1-6
# match_winner=Mikhail Kukushkin
# fav_player=Jie Cui
# dog_player=Mikhail Kukushkin
# kalshi_date=2026-04-13
timestamp,Jie Cui,Mikhail Kukushkin
2026-04-14T23:21:00Z,,59.00
2026-04-14T23:22:00Z,,59.00
2026-04-14T23:23:00Z,,59.00
2026-04-14T23:24:00Z,41.00,60.72
2026-04-14T23:25:00Z,41.00,59.70
2026-04-14T23:26:00Z,39.00,59.00
2026-04-14T23:28:00Z,41.20,61.00
2026-04-14T23:29:00Z,39.00,59.37
2026-04-14T23:31:00Z,39.00,61.00
2026-04-14T23:32:00Z,39.00,59.00
2026-04-14T23:33:00Z,39.00,59.00
2026-04-14T23:35:00Z,39.00,60.71
2026-04-14T23:36:00Z,39.00,59.00
2026-04-14T23:37:00Z,39.00,59.00
2026-04-14T23:38:00Z,39.00,60.94
2026-04-14T23:40:00Z,39.00,59.00
2026-04-14T23:41:00Z,39.00,60.30
2026-04-14T23:42:00Z,39.21,61.00
2026-04-14T23:43:00Z,39.21,61.42
2026-04-14T23:44:00Z,39.00,59.00
2026-04-14T23:45:00Z,39.00,59.00
2026-04-14T23:46:00Z,39.00,61.00
2026-04-14T23:47:00Z,39.00,61.00
2026-04-14T23:49:00Z,39.00,59.73
2026-04-14T23:50:00Z,39.00,59.73
2026-04-14T23:51:00Z,39.00,59.00
2026-04-14T23:52:00Z,39.00,61.00
2026-04-14T23:53:00Z,39.00,59.00
2026-04-14T23:55:00Z,39.00,59.00
2026-04-14T23:59:00Z,39.00,59.00
2026-04-15T00:00:00Z,39.00,59.00
2026-04-15T00:01:00Z,39.00,59.00
2026-04-15T00:02:00Z,39.00,58.91
2026-04-15T00:03:00Z,39.00,58.00
2026-04-15T00:04:00Z,39.00,58.18
2026-04-15T00:05:00Z,39.00,60.00
2026-04-15T00:06:00Z,39.00,60.00
2026-04-15T00:09:00Z,39.00,59.00
2026-04-15T00:10:00Z,39.00,60.00
2026-04-15T00:11:00Z,39.00,58.48
2026-04-15T00:13:00Z,39.00,58.00
2026-04-15T00:14:00Z,40.00,58.00
2026-04-15T00:15:00Z,40.00,60.00
2026-04-15T00:16:00Z,40.00,60.00
2026-04-15T00:17:00Z,39.90,59.00
2026-04-15T00:19:00Z,39.90,59.00
2026-04-15T00:20:00Z,39.90,59.88
2026-04-15T00:21:00Z,39.90,59.00
2026-04-15T00:22:00Z,40.00,59.00
2026-04-15T00:23:00Z,40.00,59.00
2026-04-15T00:25:00Z,42.00,60.00
2026-04-15T00:27:00Z,42.00,59.00
2026-04-15T00:28:00Z,42.00,59.76
2026-04-15T00:29:00Z,40.00,59.76
2026-04-15T00:30:00Z,40.00,59.76
2026-04-15T00:31:00Z,40.00,59.00
2026-04-15T00:34:00Z,40.00,59.00
2026-04-15T00:35:00Z,40.00,58.43
2026-04-15T00:37:00Z,40.00,55.74
2026-04-15T00:38:00Z,40.00,60.00
2026-04-15T00:39:00Z,40.00,60.00
2026-04-15T00:41:00Z,40.00,60.00
2026-04-15T00:42:00Z,40.00,58.00
2026-04-15T00:43:00Z,40.00,58.00
2026-04-15T00:44:00Z,41.00,58.00
2026-04-15T00:45:00Z,41.00,58.00
2026-04-15T00:48:00Z,41.00,57.41
2026-04-15T00:49:00Z,41.00,60.00
2026-04-15T00:50:00Z,40.00,58.00
2026-04-15T00:52:00Z,41.00,58.00
2026-04-15T00:54:00Z,41.00,59.96
2026-04-15T00:56:00Z,41.00,59.00
2026-04-15T00:57:00Z,41.00,60.00
2026-04-15T00:58:00Z,41.00,60.00
2026-04-15T00:59:00Z,41.00,58.81
2026-04-15T01:01:00Z,40.03,58.81
2026-04-15T01:03:00Z,40.03,56.41
2026-04-15T01:04:00Z,41.00,58.01
2026-04-15T01:05:00Z,41.00,57.00
2026-04-15T01:06:00Z,40.22,57.00
2026-04-15T01:09:00Z,41.00,55.89
2026-04-15T01:10:00Z,41.00,56.00
2026-04-15T01:11:00Z,41.00,56.00
2026-04-15T01:12:00Z,42.00,57.00
2026-04-15T01:13:00Z,42.00,58.06
2026-04-15T01:14:00Z,42.96,58.06
2026-04-15T01:16:00Z,43.00,58.00
2026-04-15T01:18:00Z,41.00,56.00
2026-04-15T01:19:00Z,41.00,58.00
2026-04-15T01:21:00Z,43.00,58.87
2026-04-15T01:22:00Z,43.00,59.00
2026-04-15T01:24:00Z,43.00,59.00
2026-04-15T01:25:00Z,41.00,59.00
2026-04-15T01:26:00Z,41.00,57.00
2026-04-15T01:28:00Z,41.00,59.00
2026-04-15T01:29:00Z,42.82,59.00
2026-04-15T01:30:00Z,42.82,55.97
2026-04-15T01:31:00Z,41.00,56.00
2026-04-15T01:32:00Z,41.00,58.00
2026-04-15T01:33:00Z,41.00,56.00
2026-04-15T01:36:00Z,41.00,56.81
2026-04-15T01:37:00Z,41.00,56.42
2026-04-15T01:38:00Z,41.00,57.68
2026-04-15T01:39:00Z,41.00,58.00
2026-04-15T01:40:00Z,41.00,57.71
2026-04-15T01:42:00Z,40.56,58.00
2026-04-15T01:44:00Z,40.56,58.00
2026-04-15T01:46:00Z,40.56,57.71
2026-04-15T01:48:00Z,41.61,56.29
2026-04-15T01:49:00Z,43.00,56.29
2026-04-15T01:50:00Z,41.00,56.29
2026-04-15T01:51:00Z,41.00,54.46
2026-04-15T01:52:00Z,43.00,54.46
2026-04-15T01:53:00Z,43.00,58.00
2026-04-15T01:54:00Z,42.00,56.78
2026-04-15T01:55:00Z,42.00,57.80
2026-04-15T01:56:00Z,43.95,58.00
2026-04-15T01:58:00Z,43.95,57.38
2026-04-15T01:59:00Z,42.00,57.38
2026-04-15T02:00:00Z,44.00,57.38
2026-04-15T02:01:00Z,41.00,58.00
2026-04-15T02:02:00Z,41.00,58.00
2026-04-15T02:03:00Z,41.00,56.00
2026-04-15T02:04:00Z,41.00,58.00
2026-04-15T02:05:00Z,41.00,58.00
2026-04-15T02:07:00Z,41.00,58.00
2026-04-15T02:08:00Z,41.00,58.00
2026-04-15T02:09:00Z,41.00,56.00
2026-04-15T02:10:00Z,41.00,56.00
2026-04-15T02:12:00Z,41.00,55.36
2026-04-15T02:13:00Z,41.00,56.00
2026-04-15T02:15:00Z,43.96,57.41
2026-04-15T02:16:00Z,43.96,56.00
2026-04-15T02:17:00Z,44.64,57.50
2026-04-15T02:18:00Z,44.64,56.00
2026-04-15T02:19:00Z,44.00,56.00
2026-04-15T02:21:00Z,44.00,56.42
2026-04-15T02:22:00Z,44.00,56.00
2026-04-15T02:24:00Z,44.00,56.00
2026-04-15T02:25:00Z,42.00,56.00
2026-04-15T02:27:00Z,42.00,58.00
2026-04-15T02:28:00Z,42.00,56.96
2026-04-15T02:29:00Z,42.00,56.96
2026-04-15T02:30:00Z,42.00,58.00
2026-04-15T02:31:00Z,42.00,58.00
2026-04-15T02:32:00Z,44.32,58.00
2026-04-15T02:33:00Z,44.32,56.05
2026-04-15T02:34:00Z,42.00,55.89
2026-04-15T02:35:00Z,42.00,57.00
2026-04-15T02:36:00Z,42.00,55.00
2026-04-15T02:37:00Z,48.31,55.00
2026-04-15T02:38:00Z,43.00,57.00
2026-04-15T02:39:00Z,45.94,57.00
2026-04-15T02:40:00Z,45.94,56.35
2026-04-15T02:41:00Z,45.94,55.53
2026-04-15T02:43:00Z,45.13,53.36
2026-04-15T02:44:00Z,45.13,53.00
2026-04-15T02:45:00Z,48.43,51.27
2026-04-15T02:46:00Z,46.36,53.00
2026-04-15T02:47:00Z,46.61,51.00
2026-04-15T02:48:00Z,45.77,53.00
2026-04-15T02:49:00Z,48.49,53.00
2026-04-15T02:50:00Z,47.00,53.00
2026-04-15T02:51:00Z,50.00,52.57
2026-04-15T02:52:00Z,47.00,52.00
2026-04-15T02:53:00Z,46.00,52.00
2026-04-15T02:54:00Z,46.00,51.24
2026-04-15T02:55:00Z,48.00,53.00
2026-04-15T02:56:00Z,45.32,53.00
2026-04-15T02:57:00Z,45.32,53.00
2026-04-15T02:58:00Z,46.82,53.12
2026-04-15T02:59:00Z,46.82,54.00
2026-04-15T03:00:00Z,45.73,54.00
2026-04-15T03:01:00Z,45.00,54.00
2026-04-15T03:02:00Z,45.00,53.00
2026-04-15T03:03:00Z,45.00,53.00
2026-04-15T03:04:00Z,47.18,53.00
2026-04-15T03:05:00Z,47.18,53.07
2026-04-15T03:06:00Z,47.63,52.75
2026-04-15T03:07:00Z,47.00,54.00
2026-04-15T03:10:00Z,45.00,54.00
2026-04-15T03:11:00Z,45.57,54.00
2026-04-15T03:12:00Z,46.33,54.00
2026-04-15T03:14:00Z,45.00,54.00
2026-04-15T03:15:00Z,47.00,54.00
2026-04-15T03:17:00Z,45.00,54.00
2026-04-15T03:18:00Z,45.00,54.00
2026-04-15T03:20:00Z,47.02,54.00
2026-04-15T03:22:00Z,47.02,54.00
2026-04-15T03:23:00Z,47.90,55.00
2026-04-15T03:24:00Z,47.90,53.00
2026-04-15T03:25:00Z,45.00,55.00
2026-04-15T03:26:00Z,47.95,53.00
2026-04-15T03:28:00Z,45.00,54.92
2026-04-15T03:29:00Z,45.00,54.92
2026-04-15T03:32:00Z,45.00,55.00
2026-04-15T03:35:00Z,45.00,53.00
2026-04-15T03:36:00Z,45.00,54.33
2026-04-15T03:37:00Z,45.00,53.00
2026-04-15T03:39:00Z,45.00,53.00
2026-04-15T03:40:00Z,45.00,54.00
2026-04-15T03:42:00Z,45.00,53.53
2026-04-15T03:43:00Z,45.00,53.00
2026-04-15T03:44:00Z,45.00,53.00
2026-04-15T03:47:00Z,45.00,53.16
2026-04-15T03:48:00Z,45.00,54.00
2026-04-15T03:49:00Z,45.00,54.50
2026-04-15T03:50:00Z,47.00,54.50
2026-04-15T03:51:00Z,45.00,53.00
2026-04-15T03:53:00Z,45.00,55.00
2026-04-15T03:54:00Z,45.00,53.00
2026-04-15T03:55:00Z,47.00,55.00
2026-04-15T03:56:00Z,47.00,55.00
2026-04-15T03:58:00Z,47.00,55.00
2026-04-15T03:59:00Z,45.00,55.00
2026-04-15T04:01:00Z,45.00,55.00
2026-04-15T04:02:00Z,47.00,55.00
2026-04-15T04:03:00Z,45.00,55.00
