# event_ticker=KXATPCHALLENGERMATCH-26APR07ARTMAG
# final_score=6-3 4-6 6-4
# match_winner=Bor Artnak
# fav_player=Bor Artnak
# dog_player=Alan Magadan
# kalshi_date=2026-04-07
timestamp,Bor Artnak,Alan Magadan
2026-04-07T13:28:00Z,67.00,
2026-04-07T15:18:00Z,65.00,
2026-04-07T16:30:00Z,65.00,37.00
2026-04-07T17:08:00Z,65.00,37.00
2026-04-07T17:21:00Z,64.00,37.00
2026-04-07T17:46:00Z,64.00,37.00
2026-04-07T17:50:00Z,64.00,38.66
2026-04-07T18:27:00Z,64.00,38.66
2026-04-07T18:29:00Z,64.00,38.66
2026-04-07T18:34:00Z,64.00,38.66
2026-04-07T18:35:00Z,64.00,38.66
2026-04-07T18:40:00Z,64.00,38.66
2026-04-07T18:44:00Z,64.00,38.66
2026-04-07T18:45:00Z,64.00,38.66
2026-04-07T18:52:00Z,64.00,38.66
2026-04-07T19:02:00Z,64.00,38.66
2026-04-07T19:21:00Z,64.00,38.66
2026-04-07T19:24:00Z,64.00,38.00
2026-04-07T20:01:00Z,64.00,38.00
2026-04-07T20:09:00Z,64.00,38.00
2026-04-07T20:18:00Z,64.00,38.58
2026-04-07T20:43:00Z,64.00,38.00
2026-04-07T20:50:00Z,62.00,38.00
2026-04-07T20:52:00Z,62.00,40.00
2026-04-07T20:53:00Z,62.00,41.00
2026-04-07T20:54:00Z,62.00,41.00
2026-04-07T20:55:00Z,62.00,41.00
2026-04-07T21:11:00Z,62.00,41.00
2026-04-07T21:15:00Z,62.00,41.00
2026-04-07T21:34:00Z,62.00,41.00
2026-04-07T21:36:00Z,62.00,41.00
2026-04-07T21:38:00Z,62.00,41.00
2026-04-07T21:41:00Z,62.00,41.00
2026-04-07T21:46:00Z,62.00,41.00
2026-04-07T21:48:00Z,62.00,41.00
2026-04-07T21:52:00Z,62.00,41.00
2026-04-07T21:53:00Z,62.00,41.00
2026-04-07T22:06:00Z,62.00,41.33
2026-04-07T22:07:00Z,62.00,41.00
2026-04-07T22:08:00Z,61.78,41.00
