# event_ticker=KXATPCHALLENGERMATCH-26MAY26PIEKYM
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Samuele Pieri
# fav_player=Jerome Kym
# dog_player=Samuele Pieri
# kalshi_date=2026-05-26
timestamp,Samuele Pieri,Jerome Kym
2026-05-25T23:33:00Z,36.01,
2026-05-26T00:33:00Z,36.01,65.00
2026-05-26T01:41:00Z,37.00,65.00
2026-05-26T02:22:00Z,37.00,62.33
2026-05-26T02:33:00Z,38.00,62.33
2026-05-26T02:38:00Z,38.00,62.00
2026-05-26T03:34:00Z,38.00,62.00
2026-05-26T05:07:00Z,38.00,64.00
2026-05-26T07:24:00Z,38.00,63.00
2026-05-26T07:31:00Z,38.00,63.00
2026-05-26T07:44:00Z,38.00,63.00
2026-05-26T09:36:00Z,38.00,63.00
2026-05-26T09:37:00Z,38.00,63.00
2026-05-26T09:41:00Z,39.00,63.00
2026-05-26T09:42:00Z,38.00,63.00
2026-05-26T10:33:00Z,39.92,63.00
2026-05-26T10:34:00Z,39.92,62.00
2026-05-26T10:39:00Z,39.37,61.00
2026-05-26T10:40:00Z,39.37,61.00
2026-05-26T10:41:00Z,45.00,56.00
2026-05-26T10:42:00Z,46.20,53.17
2026-05-26T10:43:00Z,50.99,49.93
2026-05-26T10:44:00Z,52.55,45.08
2026-05-26T10:45:00Z,53.00,48.00
2026-05-26T10:46:00Z,55.74,44.00
2026-05-26T10:48:00Z,55.74,47.67
2026-05-26T10:49:00Z,53.00,48.75
2026-05-26T10:50:00Z,60.84,42.00
2026-05-26T10:51:00Z,60.84,43.00
2026-05-26T10:52:00Z,58.00,43.00
2026-05-26T10:53:00Z,58.69,43.00
2026-05-26T10:54:00Z,58.98,41.11
2026-05-26T10:55:00Z,59.89,41.11
2026-05-26T10:56:00Z,60.00,41.11
2026-05-26T10:58:00Z,62.00,38.00
2026-05-26T10:59:00Z,63.00,40.04
2026-05-26T11:00:00Z,63.00,42.04
2026-05-26T11:01:00Z,58.72,42.04
2026-05-26T11:02:00Z,61.89,35.00
2026-05-26T11:03:00Z,63.00,35.00
2026-05-26T11:04:00Z,63.00,37.00
2026-05-26T11:05:00Z,64.68,37.00
2026-05-26T11:06:00Z,66.00,36.06
2026-05-26T11:07:00Z,65.00,36.06
2026-05-26T11:08:00Z,63.00,37.71
2026-05-26T11:09:00Z,63.00,36.00
2026-05-26T11:10:00Z,68.13,33.10
2026-05-26T11:11:00Z,71.85,28.00
2026-05-26T11:12:00Z,72.74,26.73
2026-05-26T11:13:00Z,75.00,26.73
2026-05-26T11:14:00Z,76.00,26.73
2026-05-26T11:15:00Z,76.00,25.00
2026-05-26T11:16:00Z,76.00,25.00
2026-05-26T11:18:00Z,76.00,25.00
2026-05-26T11:19:00Z,76.00,25.00
2026-05-26T11:20:00Z,72.00,29.00
2026-05-26T11:21:00Z,70.84,30.81
2026-05-26T11:22:00Z,70.00,32.00
2026-05-26T11:23:00Z,70.00,28.54
2026-05-26T11:24:00Z,70.00,28.00
2026-05-26T11:25:00Z,70.00,27.01
2026-05-26T11:26:00Z,73.00,29.00
2026-05-26T11:27:00Z,76.54,29.00
2026-05-26T11:28:00Z,76.11,21.78
2026-05-26T11:29:00Z,76.11,23.97
2026-05-26T11:30:00Z,70.00,30.82
2026-05-26T11:31:00Z,70.00,30.68
2026-05-26T11:32:00Z,71.04,29.00
2026-05-26T11:33:00Z,71.04,26.07
2026-05-26T11:34:00Z,74.00,26.00
2026-05-26T11:35:00Z,75.16,27.00
2026-05-26T11:36:00Z,74.72,23.08
2026-05-26T11:37:00Z,74.01,27.96
2026-05-26T11:38:00Z,74.01,30.94
2026-05-26T11:39:00Z,69.00,30.61
2026-05-26T11:40:00Z,66.04,34.18
2026-05-26T11:41:00Z,69.50,29.98
2026-05-26T11:42:00Z,73.19,28.43
2026-05-26T11:43:00Z,72.32,28.43
2026-05-26T11:44:00Z,77.07,19.09
2026-05-26T11:45:00Z,84.93,17.15
2026-05-26T11:46:00Z,82.25,15.66
2026-05-26T11:47:00Z,76.36,24.85
2026-05-26T11:48:00Z,73.20,29.65
2026-05-26T11:49:00Z,73.06,26.68
2026-05-26T11:50:00Z,79.00,25.92
2026-05-26T11:51:00Z,70.00,28.14
2026-05-26T11:52:00Z,69.00,28.14
2026-05-26T11:53:00Z,69.68,32.81
2026-05-26T11:54:00Z,65.00,35.30
2026-05-26T11:55:00Z,64.56,37.93
2026-05-26T11:56:00Z,67.85,31.59
2026-05-26T11:57:00Z,68.24,33.04
2026-05-26T11:58:00Z,68.24,28.22
2026-05-26T11:59:00Z,68.19,31.07
2026-05-26T12:00:00Z,74.31,26.00
2026-05-26T12:01:00Z,74.21,26.76
2026-05-26T12:02:00Z,70.00,32.08
2026-05-26T12:03:00Z,68.00,32.08
2026-05-26T12:04:00Z,68.19,32.08
2026-05-26T12:05:00Z,67.77,34.00
2026-05-26T12:06:00Z,69.41,33.77
2026-05-26T12:07:00Z,69.41,30.17
2026-05-26T12:08:00Z,70.85,30.59
2026-05-26T12:09:00Z,72.00,32.78
2026-05-26T12:10:00Z,68.00,33.49
2026-05-26T12:11:00Z,66.00,36.29
2026-05-26T12:12:00Z,65.60,33.91
2026-05-26T12:13:00Z,69.21,32.77
2026-05-26T12:14:00Z,69.21,28.37
2026-05-26T12:15:00Z,70.74,29.81
2026-05-26T12:16:00Z,69.77,36.90
2026-05-26T12:17:00Z,69.42,27.56
2026-05-26T12:18:00Z,74.76,20.06
2026-05-26T12:19:00Z,89.31,10.61
2026-05-26T12:20:00Z,90.86,7.65
2026-05-26T12:21:00Z,96.44,4.23
2026-05-26T12:22:00Z,99.00,1.00
