# event_ticker=KXATPCHALLENGERMATCH-26MAR14WALBEL
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Mattia Bellucci
# fav_player=Adam Walton
# dog_player=Mattia Bellucci
# kalshi_date=2026-03-14
timestamp,Adam Walton,Mattia Bellucci
2026-03-14T09:41:00Z,,63.00
2026-03-14T10:14:00Z,39.00,63.00
2026-03-14T10:44:00Z,39.00,63.00
2026-03-14T10:50:00Z,38.00,63.00
2026-03-14T11:42:00Z,38.00,63.00
2026-03-14T12:14:00Z,38.00,64.00
2026-03-14T12:16:00Z,38.00,64.00
2026-03-14T12:35:00Z,38.00,64.00
2026-03-14T13:14:00Z,38.00,64.00
2026-03-14T13:24:00Z,38.00,64.00
2026-03-14T13:50:00Z,38.00,64.00
2026-03-14T14:03:00Z,38.00,64.00
2026-03-14T14:10:00Z,38.00,64.00
2026-03-14T14:11:00Z,38.00,65.00
2026-03-14T14:27:00Z,38.00,64.00
2026-03-14T14:31:00Z,38.00,64.00
2026-03-14T14:44:00Z,38.00,64.00
2026-03-14T14:59:00Z,38.00,64.00
2026-03-14T15:03:00Z,38.00,64.00
2026-03-14T15:09:00Z,38.00,64.00
2026-03-14T15:27:00Z,38.00,64.00
2026-03-14T15:30:00Z,38.00,64.00
2026-03-14T15:42:00Z,38.00,64.00
2026-03-14T15:56:00Z,38.00,64.00
2026-03-14T15:59:00Z,38.00,64.00
2026-03-14T16:11:00Z,38.00,64.00
2026-03-14T16:24:00Z,38.00,64.00
2026-03-14T16:34:00Z,37.00,64.00
2026-03-14T16:39:00Z,37.00,65.00
2026-03-14T16:41:00Z,37.00,65.00
2026-03-14T16:44:00Z,37.00,65.00
2026-03-14T16:54:00Z,37.00,65.00
2026-03-14T17:21:00Z,37.00,65.00
2026-03-14T17:22:00Z,37.00,65.00
2026-03-14T17:28:00Z,37.00,65.00
2026-03-14T17:29:00Z,37.00,65.00
2026-03-14T17:33:00Z,37.00,65.00
2026-03-14T17:39:00Z,37.00,65.00
2026-03-14T17:51:00Z,36.89,65.00
2026-03-14T17:54:00Z,36.89,65.00
2026-03-14T17:56:00Z,37.00,65.00
2026-03-14T18:07:00Z,37.00,65.00
2026-03-14T18:14:00Z,37.00,64.01
2026-03-14T18:21:00Z,37.00,65.00
2026-03-14T18:25:00Z,37.00,65.50
2026-03-14T18:35:00Z,36.00,65.50
2026-03-14T18:37:00Z,36.00,65.50
2026-03-14T18:38:00Z,36.00,65.00
2026-03-14T18:39:00Z,36.00,65.00
2026-03-14T18:40:00Z,36.00,65.00
2026-03-14T18:46:00Z,36.00,65.82
2026-03-14T18:47:00Z,36.00,66.00
2026-03-14T18:48:00Z,35.00,66.00
2026-03-14T18:51:00Z,35.00,66.00
2026-03-14T18:52:00Z,36.48,66.00
2026-03-14T18:55:00Z,38.00,66.00
2026-03-14T18:56:00Z,38.00,64.00
2026-03-14T18:57:00Z,38.00,64.00
2026-03-14T19:00:00Z,38.00,65.00
2026-03-14T19:03:00Z,37.00,65.00
2026-03-14T19:04:00Z,37.95,65.00
2026-03-14T19:05:00Z,37.95,65.00
2026-03-14T19:06:00Z,37.95,65.00
2026-03-14T19:07:00Z,35.00,65.00
2026-03-14T19:08:00Z,37.00,65.00
2026-03-14T19:09:00Z,37.00,65.00
2026-03-14T19:12:00Z,37.00,65.00
2026-03-14T19:16:00Z,37.81,65.00
2026-03-14T19:17:00Z,38.23,65.00
2026-03-14T19:19:00Z,38.23,64.00
2026-03-14T19:22:00Z,38.00,64.00
2026-03-14T19:24:00Z,38.00,64.00
2026-03-14T19:25:00Z,38.00,64.00
2026-03-14T19:26:00Z,38.00,64.07
2026-03-14T19:28:00Z,38.00,64.07
2026-03-14T19:29:00Z,38.00,64.07
2026-03-14T19:32:00Z,37.00,64.99
2026-03-14T19:33:00Z,37.94,64.99
2026-03-14T19:35:00Z,38.00,64.99
2026-03-14T19:38:00Z,38.00,64.99
2026-03-14T19:39:00Z,38.00,64.99
2026-03-14T19:40:00Z,37.04,64.00
2026-03-14T19:42:00Z,38.00,64.00
2026-03-14T19:43:00Z,38.00,64.00
2026-03-14T19:44:00Z,38.00,64.00
2026-03-14T19:45:00Z,36.89,64.00
2026-03-14T19:46:00Z,38.00,64.00
2026-03-14T19:47:00Z,36.00,64.00
2026-03-14T19:49:00Z,36.00,65.00
2026-03-14T19:50:00Z,36.00,65.00
2026-03-14T19:54:00Z,36.00,65.00
2026-03-14T19:56:00Z,36.00,62.00
2026-03-14T19:59:00Z,36.00,65.00
2026-03-14T20:00:00Z,37.00,65.00
2026-03-14T20:02:00Z,38.00,65.00
2026-03-14T20:03:00Z,38.00,65.00
2026-03-14T20:08:00Z,38.00,65.00
2026-03-14T20:09:00Z,38.00,65.00
2026-03-14T20:10:00Z,38.00,63.48
2026-03-14T20:11:00Z,38.00,63.48
2026-03-14T20:14:00Z,38.00,63.40
2026-03-14T20:15:00Z,38.00,63.40
2026-03-14T20:16:00Z,38.00,63.40
2026-03-14T20:17:00Z,38.00,65.00
2026-03-14T20:18:00Z,38.00,65.00
