# event_ticker=KXATPCHALLENGERMATCH-26FEB11HUSMIK
# final_score=6-4 4-6 6-1
# match_winner=Luka Mikrut
# fav_player=Luka Mikrut
# dog_player=Giles Hussey
# kalshi_date=2026-02-11
timestamp,Luka Mikrut,Giles Hussey
2026-02-11T02:31:00Z,,48.00
2026-02-11T02:32:00Z,55.00,48.00
2026-02-11T02:46:00Z,52.00,48.00
2026-02-11T02:57:00Z,55.00,48.00
2026-02-11T02:59:00Z,55.00,48.00
2026-02-11T03:22:00Z,55.00,48.00
2026-02-11T03:34:00Z,55.00,48.00
2026-02-11T03:47:00Z,55.00,48.00
2026-02-11T04:04:00Z,55.00,48.00
2026-02-11T04:05:00Z,55.00,48.00
2026-02-11T04:14:00Z,55.00,48.00
2026-02-11T04:18:00Z,55.00,48.00
2026-02-11T04:26:00Z,55.00,48.00
2026-02-11T04:28:00Z,55.00,48.00
2026-02-11T04:38:00Z,55.00,48.00
2026-02-11T04:43:00Z,56.00,48.00
2026-02-11T04:46:00Z,56.00,48.00
2026-02-11T04:50:00Z,56.00,48.00
2026-02-11T04:57:00Z,56.00,48.00
2026-02-11T05:12:00Z,56.00,48.00
2026-02-11T05:13:00Z,56.00,48.00
2026-02-11T05:20:00Z,56.00,48.00
2026-02-11T05:25:00Z,56.00,48.00
2026-02-11T05:29:00Z,55.00,48.00
2026-02-11T05:32:00Z,55.00,47.00
2026-02-11T05:37:00Z,55.00,48.00
2026-02-11T05:47:00Z,55.00,48.00
2026-02-11T05:55:00Z,55.00,48.00
2026-02-11T06:04:00Z,55.00,48.00
2026-02-11T06:06:00Z,51.33,49.27
2026-02-11T06:09:00Z,51.33,50.44
2026-02-11T06:15:00Z,51.00,50.44
2026-02-11T06:20:00Z,51.00,50.44
2026-02-11T06:21:00Z,51.00,51.00
2026-02-11T06:25:00Z,51.00,51.00
2026-02-11T06:26:00Z,49.00,51.00
2026-02-11T06:32:00Z,51.00,51.00
2026-02-11T06:35:00Z,51.00,51.00
2026-02-11T06:41:00Z,51.00,51.00
2026-02-11T06:42:00Z,51.00,51.00
2026-02-11T06:43:00Z,51.00,51.00
2026-02-11T06:52:00Z,51.00,51.00
2026-02-11T06:57:00Z,51.00,51.00
2026-02-11T06:58:00Z,51.00,51.00
2026-02-11T07:12:00Z,51.00,51.00
2026-02-11T07:21:00Z,51.00,51.00
2026-02-11T07:22:00Z,51.00,51.00
