# event_ticker=KXATPMATCH-26MAY06FEAMPE
# final_score=7-6(6) 4-6 6-2
# score_resolution=7-6 4-6 6-2
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Jacob Fearnley
# kalshi_date=2026-05-06
timestamp,Jacob Fearnley,Giovanni Mpetshi Perricard
2026-05-06T23:57:00Z,83.00,17.00
2026-05-06T23:58:00Z,84.00,17.00
2026-05-06T23:59:00Z,84.00,17.00
2026-05-07T00:00:00Z,83.56,16.03
2026-05-07T00:01:00Z,84.00,16.09
2026-05-07T00:02:00Z,83.97,17.00
2026-05-07T00:03:00Z,83.74,17.00
2026-05-07T00:04:00Z,83.74,16.87
2026-05-07T00:05:00Z,83.57,16.00
2026-05-07T00:06:00Z,84.00,16.00
2026-05-07T00:07:00Z,84.00,16.17
2026-05-07T00:09:00Z,83.20,16.00
2026-05-07T00:10:00Z,83.11,17.00
2026-05-07T00:12:00Z,83.00,16.79
2026-05-07T00:13:00Z,83.00,17.00
2026-05-07T00:14:00Z,84.00,17.00
2026-05-07T00:15:00Z,84.00,17.00
2026-05-07T00:16:00Z,83.00,17.00
2026-05-07T00:17:00Z,83.00,17.00
2026-05-07T00:18:00Z,83.00,17.00
2026-05-07T00:19:00Z,83.00,17.00
2026-05-07T00:20:00Z,83.00,17.00
2026-05-07T00:21:00Z,84.00,17.00
2026-05-07T00:22:00Z,84.00,17.00
2026-05-07T00:23:00Z,84.00,17.00
2026-05-07T00:25:00Z,84.00,17.00
2026-05-07T00:26:00Z,83.00,17.00
2026-05-07T00:27:00Z,84.00,16.00
2026-05-07T00:28:00Z,83.00,16.00
2026-05-07T00:29:00Z,83.99,16.76
2026-05-07T00:30:00Z,83.99,17.00
2026-05-07T00:31:00Z,84.00,17.00
2026-05-07T00:32:00Z,84.00,16.00
2026-05-07T00:33:00Z,84.00,17.00
2026-05-07T00:34:00Z,84.00,17.00
2026-05-07T00:35:00Z,84.00,16.17
2026-05-07T00:36:00Z,84.00,16.00
2026-05-07T00:37:00Z,84.00,16.00
2026-05-07T00:38:00Z,84.00,17.00
2026-05-07T00:39:00Z,84.00,17.00
2026-05-07T00:40:00Z,84.00,17.00
2026-05-07T00:41:00Z,83.09,17.00
2026-05-07T00:42:00Z,83.00,16.00
2026-05-07T00:45:00Z,84.00,17.00
2026-05-07T00:46:00Z,83.00,17.00
2026-05-07T00:48:00Z,83.00,16.82
2026-05-07T00:49:00Z,83.00,16.82
2026-05-07T00:50:00Z,83.00,17.00
2026-05-07T00:52:00Z,83.00,17.00
2026-05-07T00:53:00Z,83.00,16.00
2026-05-07T00:55:00Z,83.00,16.00
2026-05-07T00:57:00Z,83.00,16.80
2026-05-07T00:59:00Z,84.00,16.80
2026-05-07T01:00:00Z,83.00,16.00
2026-05-07T01:01:00Z,83.00,16.00
2026-05-07T01:02:00Z,83.54,16.17
2026-05-07T01:03:00Z,83.00,16.17
2026-05-07T01:04:00Z,84.00,16.17
2026-05-07T01:05:00Z,84.00,16.17
2026-05-07T01:06:00Z,83.00,16.17
2026-05-07T01:07:00Z,84.00,16.67
2026-05-07T01:08:00Z,84.00,16.00
2026-05-07T01:09:00Z,84.00,16.00
2026-05-07T01:10:00Z,83.00,16.00
2026-05-07T01:11:00Z,84.00,16.05
2026-05-07T01:12:00Z,84.00,16.05
2026-05-07T01:13:00Z,83.00,16.40
2026-05-07T01:15:00Z,83.00,16.14
2026-05-07T01:16:00Z,83.00,16.07
2026-05-07T01:17:00Z,83.00,16.00
2026-05-07T01:18:00Z,83.45,17.00
2026-05-07T01:19:00Z,84.00,17.00
2026-05-07T01:21:00Z,84.00,17.00
2026-05-07T01:22:00Z,83.00,17.00
2026-05-07T01:23:00Z,83.00,16.21
2026-05-07T01:24:00Z,83.00,17.00
2026-05-07T01:25:00Z,83.00,16.13
2026-05-07T01:26:00Z,83.00,16.00
2026-05-07T01:27:00Z,83.20,17.00
2026-05-07T01:28:00Z,83.20,16.00
2026-05-07T01:29:00Z,84.00,16.00
2026-05-07T01:30:00Z,84.00,16.00
2026-05-07T01:31:00Z,83.00,16.00
2026-05-07T01:32:00Z,83.00,16.00
2026-05-07T01:33:00Z,84.00,16.00
2026-05-07T01:34:00Z,84.00,16.00
2026-05-07T01:35:00Z,84.00,16.99
2026-05-07T01:36:00Z,84.00,16.98
2026-05-07T01:37:00Z,83.00,17.00
2026-05-07T01:38:00Z,83.21,17.00
2026-05-07T01:39:00Z,83.06,16.00
2026-05-07T01:40:00Z,84.00,17.00
2026-05-07T01:41:00Z,84.00,17.00
2026-05-07T01:42:00Z,84.00,16.27
2026-05-07T01:43:00Z,84.00,16.02
2026-05-07T01:44:00Z,83.00,16.00
2026-05-07T01:45:00Z,83.00,17.00
2026-05-07T01:46:00Z,83.00,17.00
2026-05-07T01:47:00Z,83.00,16.00
2026-05-07T01:48:00Z,84.00,16.00
2026-05-07T01:49:00Z,84.00,17.00
2026-05-07T01:50:00Z,84.00,16.00
2026-05-07T01:51:00Z,84.00,17.00
2026-05-07T01:52:00Z,84.00,17.00
2026-05-07T01:53:00Z,83.00,17.00
2026-05-07T01:54:00Z,83.00,16.00
2026-05-07T01:55:00Z,83.00,16.00
2026-05-07T01:56:00Z,84.00,16.00
2026-05-07T01:57:00Z,83.00,16.00
2026-05-07T01:59:00Z,83.00,16.00
2026-05-07T02:00:00Z,84.00,16.00
2026-05-07T02:01:00Z,83.88,16.09
2026-05-07T02:02:00Z,83.88,17.00
2026-05-07T02:03:00Z,83.88,16.00
2026-05-07T02:04:00Z,83.00,16.32
2026-05-07T02:05:00Z,83.00,16.00
2026-05-07T02:07:00Z,83.00,16.80
2026-05-07T02:08:00Z,83.00,16.00
2026-05-07T02:09:00Z,83.00,16.00
2026-05-07T02:11:00Z,84.00,16.03
2026-05-07T02:12:00Z,84.00,16.03
2026-05-07T02:13:00Z,84.00,17.00
2026-05-07T02:14:00Z,83.02,16.00
2026-05-07T02:15:00Z,83.02,16.00
2026-05-07T02:16:00Z,83.02,17.00
2026-05-07T02:17:00Z,84.00,17.00
2026-05-07T02:18:00Z,84.00,16.95
2026-05-07T02:19:00Z,84.00,17.00
2026-05-07T02:20:00Z,83.20,17.00
2026-05-07T02:21:00Z,83.20,17.00
2026-05-07T02:27:00Z,83.20,17.00
2026-05-07T02:29:00Z,83.00,17.00
2026-05-07T02:30:00Z,84.00,17.00
2026-05-07T02:31:00Z,84.00,17.00
2026-05-07T02:32:00Z,83.00,16.00
2026-05-07T02:33:00Z,83.98,17.00
2026-05-07T02:34:00Z,83.00,17.00
2026-05-07T02:35:00Z,84.00,17.00
2026-05-07T02:36:00Z,83.67,16.00
2026-05-07T02:37:00Z,84.00,16.00
2026-05-07T02:38:00Z,83.00,16.00
2026-05-07T02:39:00Z,84.00,16.00
2026-05-07T02:41:00Z,84.00,16.33
2026-05-07T02:42:00Z,83.00,17.00
2026-05-07T02:43:00Z,84.00,17.00
2026-05-07T02:44:00Z,83.29,17.00
2026-05-07T02:45:00Z,84.00,17.00
2026-05-07T02:46:00Z,84.00,16.33
2026-05-07T02:47:00Z,84.00,16.40
2026-05-07T02:48:00Z,84.00,16.00
2026-05-07T02:49:00Z,84.00,17.00
2026-05-07T02:50:00Z,83.00,17.00
2026-05-07T02:51:00Z,83.28,17.00
2026-05-07T02:53:00Z,83.94,17.00
2026-05-07T02:54:00Z,84.00,17.00
2026-05-07T02:55:00Z,84.00,16.55
2026-05-07T02:56:00Z,84.00,16.55
2026-05-07T02:57:00Z,84.00,16.94
2026-05-07T02:59:00Z,83.92,17.00
2026-05-07T03:00:00Z,84.00,17.00
2026-05-07T03:01:00Z,84.00,16.39
2026-05-07T03:02:00Z,84.00,16.00
2026-05-07T03:03:00Z,83.00,17.00
2026-05-07T03:04:00Z,84.00,17.00
2026-05-07T03:05:00Z,84.00,16.96
2026-05-07T03:06:00Z,84.00,17.00
2026-05-07T03:07:00Z,84.00,16.00
2026-05-07T03:09:00Z,84.00,16.00
2026-05-07T03:10:00Z,83.50,16.00
2026-05-07T03:11:00Z,84.00,17.00
2026-05-07T03:12:00Z,84.00,17.00
2026-05-07T03:13:00Z,84.00,16.24
2026-05-07T03:14:00Z,84.00,16.00
2026-05-07T03:15:00Z,84.00,17.00
2026-05-07T03:16:00Z,83.07,17.00
2026-05-07T03:17:00Z,83.07,17.00
2026-05-07T03:18:00Z,83.07,16.92
2026-05-07T03:19:00Z,83.00,16.00
2026-05-07T03:20:00Z,83.00,16.00
2026-05-07T03:21:00Z,83.00,17.00
2026-05-07T03:24:00Z,83.10,16.99
2026-05-07T03:25:00Z,84.00,17.00
2026-05-07T03:26:00Z,84.00,16.00
2026-05-07T03:27:00Z,83.00,17.00
2026-05-07T03:28:00Z,84.00,17.00
2026-05-07T03:29:00Z,84.00,17.00
2026-05-07T03:30:00Z,84.00,17.00
2026-05-07T03:31:00Z,84.00,17.00
2026-05-07T03:32:00Z,84.00,16.00
2026-05-07T03:33:00Z,84.00,17.00
2026-05-07T03:34:00Z,84.00,17.00
2026-05-07T03:35:00Z,84.00,17.00
2026-05-07T03:36:00Z,84.00,16.07
2026-05-07T03:37:00Z,83.05,16.97
2026-05-07T03:38:00Z,83.25,17.00
2026-05-07T03:39:00Z,83.00,16.00
2026-05-07T03:40:00Z,84.00,16.46
2026-05-07T03:41:00Z,84.00,17.00
2026-05-07T03:42:00Z,84.00,17.00
2026-05-07T03:43:00Z,84.00,17.00
2026-05-07T03:44:00Z,83.00,16.00
2026-05-07T03:45:00Z,84.00,16.00
2026-05-07T03:47:00Z,84.00,17.00
2026-05-07T03:48:00Z,83.24,17.00
2026-05-07T03:49:00Z,84.00,16.06
2026-05-07T03:50:00Z,84.00,17.00
2026-05-07T03:51:00Z,84.00,17.00
2026-05-07T03:52:00Z,83.00,17.00
2026-05-07T03:53:00Z,83.00,17.00
2026-05-07T03:54:00Z,83.17,16.00
2026-05-07T03:55:00Z,83.00,17.00
2026-05-07T03:56:00Z,84.00,17.00
2026-05-07T03:57:00Z,84.00,16.00
2026-05-07T03:59:00Z,84.00,16.02
2026-05-07T04:00:00Z,84.00,16.12
2026-05-07T04:01:00Z,83.08,16.12
2026-05-07T04:02:00Z,83.08,17.00
2026-05-07T04:03:00Z,83.08,17.00
2026-05-07T04:04:00Z,83.98,17.00
2026-05-07T04:05:00Z,83.19,17.00
2026-05-07T04:06:00Z,83.98,17.00
2026-05-07T04:07:00Z,84.00,16.89
2026-05-07T04:08:00Z,84.00,16.89
2026-05-07T04:09:00Z,83.94,16.66
2026-05-07T04:10:00Z,84.00,16.92
2026-05-07T04:11:00Z,83.01,17.00
2026-05-07T04:12:00Z,83.01,17.00
2026-05-07T04:13:00Z,84.00,16.07
2026-05-07T04:14:00Z,84.00,17.00
2026-05-07T04:15:00Z,84.00,17.00
2026-05-07T04:16:00Z,84.00,16.00
2026-05-07T04:17:00Z,84.00,16.00
2026-05-07T04:18:00Z,84.00,16.33
2026-05-07T04:19:00Z,83.93,16.11
2026-05-07T04:20:00Z,83.93,17.00
2026-05-07T04:21:00Z,83.88,17.00
2026-05-07T04:22:00Z,83.66,17.00
2026-05-07T04:24:00Z,84.00,17.00
2026-05-07T04:25:00Z,83.02,17.00
2026-05-07T04:26:00Z,84.00,17.00
2026-05-07T04:27:00Z,83.52,17.00
2026-05-07T04:28:00Z,83.70,17.00
2026-05-07T04:29:00Z,84.00,16.62
2026-05-07T04:30:00Z,84.00,16.95
2026-05-07T04:31:00Z,84.00,16.90
2026-05-07T04:32:00Z,83.96,17.00
2026-05-07T04:33:00Z,83.89,17.00
2026-05-07T04:34:00Z,84.00,17.00
2026-05-07T04:35:00Z,83.99,16.74
2026-05-07T04:36:00Z,83.42,17.00
2026-05-07T04:37:00Z,83.98,17.00
2026-05-07T04:38:00Z,83.36,17.00
2026-05-07T04:39:00Z,83.17,16.00
2026-05-07T04:40:00Z,84.00,17.00
2026-05-07T04:41:00Z,83.39,17.00
2026-05-07T04:42:00Z,84.00,16.11
2026-05-07T04:43:00Z,83.15,16.40
2026-05-07T04:44:00Z,83.46,17.56
2026-05-07T04:45:00Z,83.46,18.00
2026-05-07T04:46:00Z,82.50,18.92
2026-05-07T04:47:00Z,81.86,19.00
2026-05-07T04:48:00Z,83.41,18.19
2026-05-07T04:49:00Z,83.41,17.30
2026-05-07T04:50:00Z,84.00,19.22
2026-05-07T04:51:00Z,83.00,18.92
2026-05-07T04:52:00Z,83.00,18.85
2026-05-07T04:53:00Z,81.50,19.00
2026-05-07T04:54:00Z,83.00,18.03
2026-05-07T04:55:00Z,83.00,18.03
2026-05-07T04:56:00Z,83.00,19.00
2026-05-07T04:57:00Z,83.00,18.84
2026-05-07T04:58:00Z,82.91,19.00
2026-05-07T04:59:00Z,81.87,18.22
2026-05-07T05:00:00Z,82.96,19.00
2026-05-07T05:01:00Z,83.00,19.00
2026-05-07T05:02:00Z,83.00,19.00
2026-05-07T05:03:00Z,82.93,19.00
2026-05-07T05:04:00Z,83.00,17.29
2026-05-07T05:05:00Z,82.67,19.00
2026-05-07T05:06:00Z,81.66,18.95
2026-05-07T05:07:00Z,83.00,19.00
2026-05-07T05:08:00Z,82.09,17.73
2026-05-07T05:09:00Z,83.00,19.00
2026-05-07T05:10:00Z,82.98,19.00
2026-05-07T05:11:00Z,81.37,19.00
2026-05-07T05:12:00Z,82.00,19.00
2026-05-07T05:13:00Z,81.04,19.00
2026-05-07T05:14:00Z,81.58,18.92
2026-05-07T05:15:00Z,82.00,19.00
2026-05-07T05:16:00Z,82.00,18.00
2026-05-07T05:17:00Z,82.00,19.00
2026-05-07T05:18:00Z,82.00,19.00
2026-05-07T05:19:00Z,82.00,19.00
2026-05-07T05:20:00Z,82.52,17.94
2026-05-07T05:21:00Z,82.52,18.80
2026-05-07T05:22:00Z,83.00,19.00
2026-05-07T05:23:00Z,83.00,19.00
2026-05-07T05:24:00Z,83.00,19.00
2026-05-07T05:25:00Z,82.61,19.77
2026-05-07T05:26:00Z,82.00,19.00
2026-05-07T05:27:00Z,81.00,18.09
2026-05-07T05:28:00Z,81.73,19.00
2026-05-07T05:29:00Z,81.94,18.87
2026-05-07T05:30:00Z,82.00,18.99
2026-05-07T05:31:00Z,82.00,18.00
2026-05-07T05:32:00Z,82.00,18.00
2026-05-07T05:33:00Z,82.00,18.21
2026-05-07T05:34:00Z,82.00,18.82
2026-05-07T05:35:00Z,81.24,18.89
2026-05-07T05:36:00Z,82.00,18.00
2026-05-07T05:37:00Z,81.04,19.00
2026-05-07T05:38:00Z,82.00,19.00
2026-05-07T05:39:00Z,82.00,19.00
2026-05-07T05:40:00Z,82.00,19.00
2026-05-07T05:41:00Z,81.24,19.00
2026-05-07T05:42:00Z,81.00,18.09
2026-05-07T05:43:00Z,81.35,19.00
2026-05-07T05:44:00Z,81.71,18.00
2026-05-07T05:45:00Z,82.00,18.00
2026-05-07T05:46:00Z,82.00,18.63
2026-05-07T05:47:00Z,81.52,18.63
2026-05-07T05:48:00Z,82.00,18.63
2026-05-07T05:49:00Z,82.00,17.27
2026-05-07T05:50:00Z,81.99,18.84
2026-05-07T05:51:00Z,81.04,18.90
2026-05-07T05:52:00Z,81.82,18.90
2026-05-07T05:53:00Z,81.50,18.90
2026-05-07T05:54:00Z,81.11,19.00
2026-05-07T05:55:00Z,82.00,19.00
2026-05-07T05:56:00Z,82.00,18.11
2026-05-07T05:57:00Z,82.00,19.00
2026-05-07T05:58:00Z,82.00,17.00
2026-05-07T05:59:00Z,82.00,17.00
2026-05-07T06:00:00Z,81.52,17.92
2026-05-07T06:01:00Z,82.00,18.01
2026-05-07T06:02:00Z,82.00,19.00
2026-05-07T06:03:00Z,81.79,18.96
2026-05-07T06:04:00Z,82.00,17.57
2026-05-07T06:05:00Z,82.00,19.00
2026-05-07T06:06:00Z,82.00,19.00
2026-05-07T06:08:00Z,82.00,18.92
2026-05-07T06:09:00Z,82.00,19.00
2026-05-07T06:10:00Z,81.37,19.00
2026-05-07T06:11:00Z,81.00,19.00
2026-05-07T06:12:00Z,81.95,19.00
2026-05-07T06:13:00Z,81.46,19.00
2026-05-07T06:14:00Z,82.00,18.10
2026-05-07T06:15:00Z,82.00,18.30
2026-05-07T06:16:00Z,82.00,18.82
2026-05-07T06:17:00Z,81.72,19.00
2026-05-07T06:18:00Z,82.00,17.61
2026-05-07T06:19:00Z,82.00,17.61
2026-05-07T06:20:00Z,82.00,20.00
2026-05-07T06:21:00Z,82.84,20.00
2026-05-07T06:22:00Z,81.00,18.72
2026-05-07T06:23:00Z,82.23,19.00
2026-05-07T06:24:00Z,82.83,19.00
2026-05-07T06:25:00Z,82.00,19.00
2026-05-07T06:26:00Z,80.03,19.00
2026-05-07T06:27:00Z,82.00,19.00
2026-05-07T06:28:00Z,82.00,19.00
2026-05-07T06:29:00Z,81.70,17.87
2026-05-07T06:30:00Z,82.00,19.00
2026-05-07T06:31:00Z,82.00,19.00
2026-05-07T06:32:00Z,82.00,19.00
2026-05-07T06:33:00Z,82.00,20.23
2026-05-07T06:34:00Z,82.00,19.00
2026-05-07T06:35:00Z,82.00,19.00
2026-05-07T06:36:00Z,82.00,17.00
2026-05-07T06:37:00Z,82.00,19.00
2026-05-07T06:38:00Z,82.00,17.50
2026-05-07T06:39:00Z,82.00,18.90
2026-05-07T06:40:00Z,82.00,18.90
2026-05-07T06:41:00Z,81.02,18.90
2026-05-07T06:42:00Z,82.00,19.00
2026-05-07T06:43:00Z,82.00,17.00
2026-05-07T06:44:00Z,82.00,19.00
2026-05-07T06:45:00Z,82.00,19.00
2026-05-07T06:46:00Z,82.00,19.00
2026-05-07T06:47:00Z,82.00,17.95
2026-05-07T06:48:00Z,82.00,19.00
2026-05-07T06:49:00Z,82.00,19.00
2026-05-07T06:50:00Z,81.41,19.00
2026-05-07T06:51:00Z,81.03,19.00
2026-05-07T06:52:00Z,82.00,18.83
2026-05-07T06:53:00Z,82.00,19.00
2026-05-07T06:54:00Z,82.00,19.00
2026-05-07T06:55:00Z,81.98,19.00
2026-05-07T06:56:00Z,81.15,18.26
2026-05-07T06:58:00Z,81.77,17.14
2026-05-07T06:59:00Z,82.00,19.00
2026-05-07T07:00:00Z,82.00,19.00
2026-05-07T09:01:00Z,80.00,21.13
2026-05-07T09:02:00Z,82.00,21.13
2026-05-07T09:03:00Z,82.00,18.00
2026-05-07T09:04:00Z,82.00,19.62
2026-05-07T09:05:00Z,81.23,19.91
2026-05-07T09:06:00Z,82.00,19.91
2026-05-07T09:07:00Z,82.00,17.00
2026-05-07T09:08:00Z,82.00,17.00
2026-05-07T09:09:00Z,82.00,20.00
2026-05-07T09:10:00Z,82.00,20.00
2026-05-07T09:11:00Z,82.00,17.90
2026-05-07T09:12:00Z,82.00,20.00
2026-05-07T09:13:00Z,82.00,17.91
2026-05-07T09:14:00Z,82.00,20.00
2026-05-07T09:15:00Z,82.00,20.00
2026-05-07T09:16:00Z,82.00,19.00
2026-05-07T09:17:00Z,82.00,19.00
2026-05-07T09:19:00Z,83.00,19.00
2026-05-07T09:23:00Z,83.00,17.94
2026-05-07T09:24:00Z,82.75,20.00
2026-05-07T09:26:00Z,83.00,20.00
2026-05-07T09:27:00Z,81.82,20.00
2026-05-07T09:28:00Z,81.00,17.00
2026-05-07T09:29:00Z,81.00,19.89
2026-05-07T09:30:00Z,81.80,19.00
2026-05-07T09:31:00Z,83.00,19.00
2026-05-07T09:33:00Z,80.39,19.00
2026-05-07T09:34:00Z,83.00,17.00
2026-05-07T09:36:00Z,82.05,19.00
2026-05-07T09:37:00Z,80.00,19.00
2026-05-07T09:38:00Z,83.00,19.00
2026-05-07T09:39:00Z,80.44,19.00
2026-05-07T09:41:00Z,80.44,19.37
2026-05-07T09:43:00Z,80.22,19.37
2026-05-07T09:44:00Z,82.00,19.37
2026-05-07T09:47:00Z,82.82,17.03
2026-05-07T09:48:00Z,83.00,20.00
2026-05-07T09:51:00Z,82.64,20.00
2026-05-07T09:52:00Z,81.41,20.00
2026-05-07T09:54:00Z,81.41,20.00
2026-05-07T09:55:00Z,82.00,20.00
2026-05-07T09:56:00Z,82.00,20.99
2026-05-07T09:58:00Z,82.00,20.00
2026-05-07T10:00:00Z,81.95,20.00
2026-05-07T10:01:00Z,81.95,19.00
2026-05-07T10:02:00Z,81.32,19.00
2026-05-07T10:03:00Z,80.16,19.00
2026-05-07T10:05:00Z,83.00,19.45
2026-05-07T10:06:00Z,82.00,19.45
2026-05-07T10:07:00Z,82.00,18.00
2026-05-07T10:08:00Z,82.00,20.78
2026-05-07T10:09:00Z,82.00,20.78
2026-05-07T10:10:00Z,80.00,20.37
2026-05-07T10:11:00Z,79.87,18.95
2026-05-07T10:12:00Z,79.00,21.42
2026-05-07T10:14:00Z,79.00,19.59
2026-05-07T10:15:00Z,80.80,19.59
2026-05-07T10:17:00Z,81.11,19.00
2026-05-07T10:18:00Z,81.00,21.00
2026-05-07T10:19:00Z,81.00,19.22
2026-05-07T10:20:00Z,79.00,19.38
2026-05-07T10:21:00Z,81.00,19.38
2026-05-07T10:22:00Z,81.00,21.94
2026-05-07T10:23:00Z,80.90,21.32
2026-05-07T10:24:00Z,80.00,21.32
2026-05-07T10:25:00Z,80.00,21.32
2026-05-07T10:26:00Z,81.45,21.00
2026-05-07T10:27:00Z,79.00,19.42
2026-05-07T10:28:00Z,79.00,18.00
2026-05-07T10:29:00Z,79.00,21.00
2026-05-07T10:30:00Z,79.00,20.00
2026-05-07T10:31:00Z,81.22,21.00
2026-05-07T10:32:00Z,79.00,21.00
2026-05-07T10:33:00Z,79.04,20.00
2026-05-07T10:34:00Z,81.00,20.92
2026-05-07T10:35:00Z,81.26,20.92
2026-05-07T10:36:00Z,82.00,20.92
2026-05-07T10:37:00Z,82.00,20.92
2026-05-07T10:39:00Z,82.00,21.00
2026-05-07T10:40:00Z,82.00,21.00
2026-05-07T10:41:00Z,82.00,20.97
2026-05-07T10:42:00Z,82.00,20.97
2026-05-07T10:43:00Z,82.00,21.00
2026-05-07T10:44:00Z,82.00,21.00
2026-05-07T10:45:00Z,81.32,21.00
2026-05-07T10:46:00Z,82.00,21.00
2026-05-07T10:47:00Z,80.94,21.00
2026-05-07T10:48:00Z,80.94,18.85
2026-05-07T10:49:00Z,81.14,21.00
2026-05-07T10:50:00Z,78.00,21.00
2026-05-07T10:51:00Z,78.00,17.00
2026-05-07T10:53:00Z,82.00,17.29
2026-05-07T10:54:00Z,82.20,18.87
2026-05-07T10:55:00Z,81.99,19.00
2026-05-07T10:56:00Z,79.01,19.83
2026-05-07T10:57:00Z,79.60,21.07
2026-05-07T10:58:00Z,81.64,19.32
2026-05-07T10:59:00Z,76.72,24.76
2026-05-07T11:00:00Z,62.08,30.75
2026-05-07T11:01:00Z,59.66,39.11
2026-05-07T11:02:00Z,59.23,40.97
2026-05-07T11:03:00Z,55.30,44.43
2026-05-07T11:04:00Z,53.83,47.00
2026-05-07T11:05:00Z,54.00,45.61
2026-05-07T11:06:00Z,57.54,44.96
2026-05-07T11:07:00Z,58.99,42.16
2026-05-07T11:08:00Z,64.19,38.20
2026-05-07T11:09:00Z,61.72,39.04
2026-05-07T11:10:00Z,68.62,31.30
