# event_ticker=KXATPMATCH-25OCT27TIEBOR
# final_score=6-2 7-6(7)
# score_resolution=6-2 7-6
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Nuno Borges
# kalshi_date=2025-10-27
timestamp,Learner Tien,Nuno Borges
2025-10-27T00:40:00Z,62.00,
2025-10-27T00:51:00Z,62.00,
2025-10-27T00:58:00Z,62.00,
2025-10-27T01:00:00Z,62.00,
2025-10-27T01:01:00Z,62.00,
2025-10-27T01:13:00Z,62.00,
2025-10-27T01:36:00Z,62.00,
2025-10-27T01:43:00Z,62.00,
2025-10-27T02:17:00Z,62.00,39.00
2025-10-27T02:27:00Z,62.00,39.00
2025-10-27T02:31:00Z,62.00,39.00
2025-10-27T02:33:00Z,62.09,39.00
2025-10-27T02:41:00Z,63.00,39.00
2025-10-27T02:46:00Z,63.00,39.00
2025-10-27T02:47:00Z,63.00,39.00
2025-10-27T02:48:00Z,63.00,39.00
2025-10-27T02:49:00Z,63.00,39.00
2025-10-27T02:54:00Z,63.00,39.00
2025-10-27T02:56:00Z,63.00,39.00
2025-10-27T03:09:00Z,63.00,38.00
2025-10-27T03:11:00Z,63.00,37.00
2025-10-27T03:15:00Z,63.00,37.00
2025-10-27T03:19:00Z,63.00,38.00
2025-10-27T03:29:00Z,63.00,38.00
2025-10-27T03:38:00Z,63.00,38.00
2025-10-27T03:40:00Z,63.00,38.00
2025-10-27T03:44:00Z,63.00,38.00
2025-10-27T03:47:00Z,63.00,38.00
2025-10-27T03:49:00Z,63.00,38.00
2025-10-27T03:51:00Z,63.00,38.00
2025-10-27T04:03:00Z,63.00,38.00
2025-10-27T04:05:00Z,63.53,38.00
2025-10-27T04:14:00Z,63.53,38.00
2025-10-27T04:15:00Z,63.53,38.00
2025-10-27T04:21:00Z,64.00,38.00
2025-10-27T04:23:00Z,64.00,38.00
2025-10-27T04:24:00Z,64.00,38.00
2025-10-27T04:25:00Z,64.00,37.00
2025-10-27T04:26:00Z,64.00,37.00
2025-10-27T04:27:00Z,64.00,37.00
2025-10-27T04:31:00Z,64.00,37.00
2025-10-27T04:41:00Z,64.00,37.00
2025-10-27T04:42:00Z,64.00,37.00
2025-10-27T04:53:00Z,64.00,37.00
2025-10-27T04:54:00Z,64.00,37.00
2025-10-27T04:57:00Z,64.00,37.00
2025-10-27T05:24:00Z,63.84,37.00
2025-10-27T05:25:00Z,64.00,37.00
2025-10-27T05:29:00Z,64.00,37.00
2025-10-27T05:40:00Z,64.00,37.00
2025-10-27T05:46:00Z,64.00,37.00
2025-10-27T05:50:00Z,64.00,37.00
2025-10-27T05:55:00Z,64.00,37.00
2025-10-27T06:04:00Z,64.00,37.00
2025-10-27T06:11:00Z,64.00,37.00
2025-10-27T06:18:00Z,64.00,37.00
2025-10-27T06:20:00Z,64.00,37.00
2025-10-27T06:22:00Z,64.00,37.00
2025-10-27T06:28:00Z,64.00,37.00
2025-10-27T06:32:00Z,64.00,37.00
2025-10-27T06:35:00Z,64.00,37.00
2025-10-27T06:36:00Z,64.00,37.00
2025-10-27T06:49:00Z,64.00,37.00
2025-10-27T06:53:00Z,64.00,37.00
2025-10-27T07:03:00Z,64.00,37.00
2025-10-27T07:04:00Z,64.00,37.00
2025-10-27T07:05:00Z,64.00,37.00
2025-10-27T07:09:00Z,63.00,37.00
2025-10-27T07:12:00Z,63.00,37.00
2025-10-27T07:18:00Z,63.00,37.00
2025-10-27T07:25:00Z,63.00,37.00
2025-10-27T07:37:00Z,63.00,37.00
2025-10-27T07:38:00Z,63.00,37.00
2025-10-27T07:40:00Z,64.00,37.00
2025-10-27T07:45:00Z,64.00,37.00
2025-10-27T07:47:00Z,64.00,37.00
