# event_ticker=KXATPMATCH-26MAY09MEDFON
# final_score=3-6 6-3 7-6(1)
# score_resolution=3-6 6-3 7-6
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Joao Fonseca
# kalshi_date=2026-05-09
timestamp,Hamad Medjedovic,Joao Fonseca
2026-05-09T06:17:00Z,37.00,
2026-05-09T06:21:00Z,37.00,64.00
2026-05-09T06:31:00Z,37.00,64.00
2026-05-09T06:33:00Z,37.00,64.00
2026-05-09T06:37:00Z,37.00,64.00
2026-05-09T06:42:00Z,37.00,64.00
2026-05-09T06:48:00Z,37.00,64.00
2026-05-09T06:51:00Z,37.00,64.00
2026-05-09T06:54:00Z,37.00,64.00
2026-05-09T07:01:00Z,37.00,64.00
2026-05-09T07:04:00Z,37.00,64.00
2026-05-09T07:12:00Z,37.00,64.00
2026-05-09T07:23:00Z,36.00,64.00
2026-05-09T07:24:00Z,36.00,64.00
2026-05-09T07:26:00Z,37.00,64.00
2026-05-09T07:27:00Z,37.00,64.00
2026-05-09T07:32:00Z,37.00,64.00
2026-05-09T07:36:00Z,37.00,64.00
2026-05-09T07:42:00Z,37.00,64.00
2026-05-09T08:01:00Z,37.00,64.00
2026-05-09T08:02:00Z,37.00,64.00
2026-05-09T08:06:00Z,37.00,64.00
2026-05-09T08:08:00Z,37.00,64.00
2026-05-09T08:14:00Z,37.00,64.00
2026-05-09T08:18:00Z,37.00,64.00
2026-05-09T08:23:00Z,37.00,63.00
2026-05-09T08:40:00Z,37.00,64.00
2026-05-09T08:44:00Z,37.00,64.00
2026-05-09T08:45:00Z,37.00,64.00
2026-05-09T08:46:00Z,37.00,64.00
2026-05-09T09:00:00Z,37.00,64.00
2026-05-09T09:01:00Z,37.00,64.00
2026-05-09T09:10:00Z,37.00,64.00
2026-05-09T09:15:00Z,37.00,64.00
2026-05-09T09:19:00Z,37.00,64.00
2026-05-09T09:27:00Z,37.00,64.00
2026-05-09T09:31:00Z,37.00,64.00
2026-05-09T09:37:00Z,37.00,64.00
2026-05-09T09:57:00Z,37.00,64.00
2026-05-09T09:59:00Z,37.00,64.00
2026-05-09T10:02:00Z,37.00,63.00
2026-05-09T10:11:00Z,37.00,64.00
2026-05-09T10:20:00Z,37.00,64.00
2026-05-09T10:35:00Z,37.00,64.00
2026-05-09T10:38:00Z,37.00,64.00
2026-05-09T10:41:00Z,37.00,64.00
2026-05-09T10:42:00Z,37.00,64.00
2026-05-09T10:43:00Z,37.00,64.00
2026-05-09T10:50:00Z,37.00,64.00
2026-05-09T10:53:00Z,37.00,64.00
2026-05-09T10:56:00Z,37.00,64.00
2026-05-09T11:00:00Z,37.00,64.00
2026-05-09T11:03:00Z,37.00,64.00
2026-05-09T11:06:00Z,37.00,64.00
2026-05-09T11:07:00Z,37.00,64.00
2026-05-09T11:14:00Z,37.00,64.00
2026-05-09T11:15:00Z,37.00,63.00
2026-05-09T11:23:00Z,37.00,64.00
2026-05-09T11:26:00Z,37.00,64.00
2026-05-09T11:52:00Z,37.00,64.00
2026-05-09T11:54:00Z,37.00,64.00
2026-05-09T11:56:00Z,37.00,63.50
2026-05-09T11:58:00Z,37.00,63.00
2026-05-09T12:00:00Z,37.00,63.00
2026-05-09T12:12:00Z,37.00,64.00
2026-05-09T12:16:00Z,37.00,64.00
2026-05-09T12:17:00Z,37.00,64.00
2026-05-09T12:18:00Z,37.00,64.00
2026-05-09T12:21:00Z,37.00,64.00
2026-05-09T12:22:00Z,37.00,64.00
2026-05-09T12:24:00Z,37.00,64.00
2026-05-09T12:29:00Z,37.00,64.00
2026-05-09T12:40:00Z,37.00,64.00
2026-05-09T12:42:00Z,37.00,64.00
2026-05-09T12:46:00Z,37.00,64.00
2026-05-09T12:49:00Z,37.00,64.00
2026-05-09T12:51:00Z,37.00,64.00
2026-05-09T12:52:00Z,37.00,64.00
2026-05-09T12:56:00Z,37.00,64.00
2026-05-09T13:02:00Z,37.00,64.00
2026-05-09T13:04:00Z,37.00,64.00
2026-05-09T13:09:00Z,37.00,64.00
2026-05-09T13:13:00Z,37.00,64.00
2026-05-09T13:19:00Z,37.00,64.00
2026-05-09T13:22:00Z,37.00,64.00
2026-05-09T13:25:00Z,37.00,64.00
2026-05-09T13:27:00Z,37.00,64.00
2026-05-09T13:29:00Z,37.00,64.00
2026-05-09T13:30:00Z,37.00,64.00
2026-05-09T13:31:00Z,37.00,64.00
2026-05-09T13:33:00Z,37.00,64.00
2026-05-09T13:35:00Z,37.00,64.00
2026-05-09T13:36:00Z,37.00,64.00
2026-05-09T13:37:00Z,37.00,64.00
2026-05-09T13:38:00Z,37.00,64.00
2026-05-09T13:39:00Z,38.00,64.00
2026-05-09T13:45:00Z,38.00,64.00
