# event_ticker=KXATPMATCH-25SEP19ZHOOCO
# final_score=6-2 6-4
# match_winner=Christopher O'Connell
# fav_player=Christopher O'Connell
# dog_player=Yi Zhou
# kalshi_date=2025-09-19
timestamp,Christopher O'Connell,Yi Zhou
2025-09-18T20:47:00Z,67.00,
2025-09-18T21:14:00Z,67.00,36.00
2025-09-18T21:31:00Z,65.00,36.00
2025-09-18T21:52:00Z,65.00,36.00
2025-09-18T22:10:00Z,65.00,36.00
2025-09-18T22:17:00Z,65.00,36.00
2025-09-18T22:53:00Z,65.00,36.00
2025-09-18T23:14:00Z,65.00,36.00
2025-09-18T23:24:00Z,65.00,36.00
2025-09-19T00:05:00Z,65.00,36.00
2025-09-19T00:10:00Z,63.86,37.00
2025-09-19T00:11:00Z,63.00,37.00
2025-09-19T00:16:00Z,63.00,37.22
2025-09-19T00:18:00Z,64.00,37.22
2025-09-19T00:42:00Z,64.00,37.21
2025-09-19T00:58:00Z,64.00,37.69
2025-09-19T00:59:00Z,64.00,37.69
2025-09-19T01:17:00Z,63.00,37.69
2025-09-19T01:38:00Z,63.00,37.69
2025-09-19T01:50:00Z,63.00,38.00
2025-09-19T01:52:00Z,63.00,38.00
2025-09-19T02:13:00Z,63.00,38.00
2025-09-19T02:19:00Z,63.00,38.00
2025-09-19T02:26:00Z,63.00,38.00
2025-09-19T02:27:00Z,63.00,38.00
2025-09-19T02:32:00Z,63.00,38.00
2025-09-19T02:55:00Z,63.00,38.00
2025-09-19T02:59:00Z,63.00,38.00
2025-09-19T03:03:00Z,63.00,38.00
2025-09-19T03:12:00Z,63.00,38.00
2025-09-19T03:13:00Z,63.00,38.00
2025-09-19T03:14:00Z,63.00,38.00
2025-09-19T03:17:00Z,63.00,38.00
2025-09-19T03:35:00Z,63.00,38.00
2025-09-19T03:36:00Z,63.00,38.00
2025-09-19T03:45:00Z,63.00,38.00
2025-09-19T03:50:00Z,63.00,38.00
2025-09-19T03:52:00Z,63.00,38.00
2025-09-19T03:54:00Z,63.00,38.00
2025-09-19T03:55:00Z,63.00,38.00
2025-09-19T03:58:00Z,63.00,38.00
2025-09-19T04:01:00Z,63.00,38.00
2025-09-19T04:04:00Z,63.00,38.00
2025-09-19T04:09:00Z,63.00,38.00
2025-09-19T04:10:00Z,63.00,38.00
2025-09-19T04:15:00Z,63.00,38.00
2025-09-19T04:18:00Z,63.00,38.00
2025-09-19T04:24:00Z,63.00,38.00
2025-09-19T04:27:00Z,63.00,38.00
2025-09-19T04:28:00Z,63.26,38.00
2025-09-19T04:35:00Z,63.26,37.04
2025-09-19T04:36:00Z,63.26,35.00
2025-09-19T04:56:00Z,63.26,36.00
2025-09-19T04:58:00Z,65.00,36.00
2025-09-19T04:59:00Z,65.00,36.00
2025-09-19T05:04:00Z,65.00,36.00
2025-09-19T05:09:00Z,65.43,36.00
2025-09-19T05:10:00Z,65.43,36.00
2025-09-19T05:15:00Z,65.00,36.00
2025-09-19T05:16:00Z,65.00,36.00
2025-09-19T05:18:00Z,65.00,36.00
2025-09-19T05:20:00Z,65.00,36.00
2025-09-19T05:22:00Z,65.00,35.00
2025-09-19T05:25:00Z,65.00,36.00
2025-09-19T05:26:00Z,65.00,36.00
2025-09-19T05:28:00Z,65.00,36.00
2025-09-19T05:30:00Z,65.00,36.00
2025-09-19T05:37:00Z,65.00,36.00
2025-09-19T05:39:00Z,65.00,36.00
2025-09-19T05:42:00Z,65.00,36.00
2025-09-19T05:45:00Z,65.00,36.00
2025-09-19T05:46:00Z,65.00,35.00
2025-09-19T05:48:00Z,65.00,36.00
2025-09-19T05:50:00Z,65.00,36.65
2025-09-19T05:52:00Z,64.53,36.65
2025-09-19T05:54:00Z,64.00,36.65
2025-09-19T05:58:00Z,64.84,36.65
2025-09-19T05:59:00Z,64.84,36.00
2025-09-19T06:01:00Z,65.00,36.00
2025-09-19T06:03:00Z,65.00,36.00
2025-09-19T06:06:00Z,65.00,36.00
2025-09-19T06:07:00Z,65.00,36.00
2025-09-19T06:11:00Z,66.00,37.00
2025-09-19T06:14:00Z,65.00,36.00
2025-09-19T06:15:00Z,65.00,36.00
2025-09-19T06:16:00Z,66.00,36.00
2025-09-19T06:20:00Z,66.00,36.00
2025-09-19T06:22:00Z,66.17,35.00
2025-09-19T06:23:00Z,66.07,35.00
2025-09-19T06:31:00Z,66.00,35.00
2025-09-19T06:33:00Z,66.00,35.00
2025-09-19T06:34:00Z,66.00,37.00
2025-09-19T06:35:00Z,66.00,37.00
