# event_ticker=KXATPMATCH-26MAY20BUTBUB
# final_score=6-4 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Edas Butvilas
# kalshi_date=2026-05-20
timestamp,Edas Butvilas,Alexander Bublik
2026-05-20T13:30:00Z,28.00,73.00
2026-05-20T13:34:00Z,28.00,73.00
2026-05-20T13:40:00Z,28.00,73.00
2026-05-20T13:47:00Z,28.00,73.00
2026-05-20T13:48:00Z,28.00,73.00
2026-05-20T13:51:00Z,28.00,73.00
2026-05-20T14:01:00Z,28.00,73.00
2026-05-20T14:08:00Z,28.00,74.00
2026-05-20T14:09:00Z,28.00,74.00
2026-05-20T14:10:00Z,28.00,74.00
2026-05-20T14:11:00Z,28.00,74.00
2026-05-20T14:13:00Z,28.00,73.00
2026-05-20T14:18:00Z,28.00,74.00
2026-05-20T14:23:00Z,28.00,74.00
2026-05-20T14:27:00Z,28.00,74.00
2026-05-20T14:31:00Z,28.00,74.00
2026-05-20T14:33:00Z,28.00,74.00
2026-05-20T14:39:00Z,28.00,73.00
2026-05-20T14:41:00Z,28.00,73.00
2026-05-20T14:43:00Z,28.00,73.00
2026-05-20T14:45:00Z,28.00,73.00
2026-05-20T14:46:00Z,28.00,73.00
2026-05-20T14:47:00Z,28.00,73.00
2026-05-20T14:49:00Z,28.00,73.00
2026-05-20T14:51:00Z,28.00,73.00
2026-05-20T14:53:00Z,28.00,73.00
2026-05-20T15:00:00Z,28.00,73.00
2026-05-20T15:05:00Z,28.00,73.00
2026-05-20T15:08:00Z,28.00,73.00
2026-05-20T15:09:00Z,28.00,73.00
2026-05-20T15:12:00Z,28.00,73.00
2026-05-20T15:13:00Z,28.00,73.00
2026-05-20T15:16:00Z,28.00,73.00
2026-05-20T15:21:00Z,28.00,73.00
2026-05-20T15:24:00Z,28.00,73.00
2026-05-20T15:27:00Z,28.00,73.00
2026-05-20T15:31:00Z,28.00,73.00
2026-05-20T15:32:00Z,28.00,73.00
2026-05-20T15:33:00Z,28.00,73.00
2026-05-20T15:34:00Z,28.00,73.00
2026-05-20T15:35:00Z,28.00,73.00
2026-05-20T15:37:00Z,28.00,73.00
2026-05-20T15:48:00Z,28.00,73.00
2026-05-20T15:49:00Z,28.00,73.00
2026-05-20T15:50:00Z,28.00,73.00
2026-05-20T15:52:00Z,28.00,73.00
2026-05-20T15:53:00Z,28.00,73.00
2026-05-20T15:59:00Z,28.00,73.00
2026-05-20T16:00:00Z,28.00,73.00
2026-05-20T16:10:00Z,28.00,73.00
2026-05-20T16:12:00Z,28.00,73.00
2026-05-20T16:13:00Z,28.00,73.00
2026-05-20T16:14:00Z,28.00,73.00
2026-05-20T16:15:00Z,28.00,73.00
2026-05-20T16:16:00Z,28.00,74.00
2026-05-20T16:17:00Z,28.00,73.00
2026-05-20T16:18:00Z,28.00,73.00
2026-05-20T16:19:00Z,28.00,73.00
2026-05-20T16:20:00Z,28.00,73.00
2026-05-20T16:21:00Z,28.00,73.00
2026-05-20T16:22:00Z,28.00,73.00
2026-05-20T16:24:00Z,28.00,73.00
2026-05-20T16:25:00Z,28.00,73.00
2026-05-20T16:26:00Z,28.00,73.00
2026-05-20T16:27:00Z,28.00,73.00
2026-05-20T16:29:00Z,28.00,73.00
2026-05-20T16:30:00Z,27.95,73.00
2026-05-20T16:31:00Z,27.95,73.00
2026-05-20T16:32:00Z,27.95,73.00
2026-05-20T16:33:00Z,28.00,73.00
2026-05-20T16:34:00Z,28.00,73.00
2026-05-20T16:35:00Z,28.00,73.00
2026-05-20T16:38:00Z,28.00,73.00
2026-05-20T16:41:00Z,28.00,73.00
2026-05-20T16:43:00Z,28.00,73.00
2026-05-20T16:45:00Z,28.00,73.00
2026-05-20T16:46:00Z,28.00,73.00
2026-05-20T16:47:00Z,28.00,73.00
2026-05-20T16:48:00Z,28.00,73.00
2026-05-20T16:52:00Z,28.00,73.00
2026-05-20T16:53:00Z,28.00,73.00
2026-05-20T16:54:00Z,28.00,73.00
2026-05-20T16:55:00Z,28.00,73.00
2026-05-20T16:56:00Z,28.00,73.00
2026-05-20T16:57:00Z,28.00,73.00
2026-05-20T17:00:00Z,28.00,73.00
2026-05-20T17:01:00Z,28.00,72.38
2026-05-20T17:03:00Z,28.00,72.59
2026-05-20T17:05:00Z,28.00,73.00
2026-05-20T17:06:00Z,28.00,73.00
2026-05-20T17:07:00Z,28.00,73.00
2026-05-20T17:08:00Z,28.00,73.00
2026-05-20T17:09:00Z,28.00,73.00
2026-05-20T17:10:00Z,28.00,73.00
2026-05-20T17:11:00Z,28.00,73.00
2026-05-20T17:12:00Z,28.00,73.00
2026-05-20T17:14:00Z,28.00,73.00
2026-05-20T17:18:00Z,28.00,73.00
2026-05-20T17:19:00Z,28.00,73.00
2026-05-20T17:20:00Z,28.00,73.00
2026-05-20T17:21:00Z,28.00,73.00
2026-05-20T17:25:00Z,28.00,73.00
2026-05-20T17:26:00Z,28.00,73.00
2026-05-20T17:29:00Z,28.00,73.00
2026-05-20T17:30:00Z,28.00,73.00
2026-05-20T17:31:00Z,28.00,73.00
2026-05-20T17:32:00Z,28.00,73.00
2026-05-20T17:35:00Z,28.00,73.00
2026-05-20T17:40:00Z,28.00,73.00
2026-05-20T17:41:00Z,28.00,73.00
2026-05-20T17:42:00Z,28.00,73.00
2026-05-20T17:43:00Z,28.00,73.00
2026-05-20T17:44:00Z,28.00,73.00
2026-05-20T17:45:00Z,28.00,73.00
2026-05-20T17:46:00Z,28.00,73.00
2026-05-20T17:47:00Z,28.00,72.00
2026-05-20T17:48:00Z,28.00,73.00
2026-05-20T17:50:00Z,28.00,73.00
2026-05-20T17:51:00Z,28.00,73.00
2026-05-20T17:52:00Z,28.00,73.00
2026-05-20T17:53:00Z,28.00,73.41
2026-05-20T17:54:00Z,28.00,73.00
2026-05-20T17:55:00Z,28.00,73.00
2026-05-20T17:56:00Z,28.00,73.00
2026-05-20T17:57:00Z,28.00,73.00
2026-05-20T17:58:00Z,28.00,73.00
2026-05-20T17:59:00Z,27.50,73.00
2026-05-20T18:00:00Z,27.09,73.01
2026-05-20T18:01:00Z,28.00,73.98
2026-05-20T18:02:00Z,27.00,73.98
2026-05-20T18:03:00Z,28.00,73.98
2026-05-20T18:04:00Z,28.00,74.00
2026-05-20T18:05:00Z,28.00,74.00
2026-05-20T18:06:00Z,28.00,74.00
2026-05-20T18:07:00Z,27.36,74.00
2026-05-20T18:08:00Z,28.00,74.00
2026-05-20T18:09:00Z,28.00,73.13
2026-05-20T18:10:00Z,28.00,74.00
2026-05-20T18:11:00Z,28.00,74.00
2026-05-20T18:12:00Z,28.00,74.00
2026-05-20T18:13:00Z,28.00,74.00
2026-05-20T18:14:00Z,28.00,74.00
2026-05-20T18:15:00Z,28.00,74.00
2026-05-20T18:16:00Z,28.00,74.00
2026-05-20T18:17:00Z,28.00,74.00
2026-05-20T18:18:00Z,28.00,74.00
2026-05-20T18:19:00Z,28.00,73.53
2026-05-20T18:20:00Z,28.00,73.84
2026-05-20T18:21:00Z,27.99,74.00
2026-05-20T18:22:00Z,27.34,74.26
2026-05-20T18:23:00Z,28.23,71.67
2026-05-20T18:24:00Z,25.17,75.52
2026-05-20T18:25:00Z,25.50,75.52
2026-05-20T18:26:00Z,25.75,75.59
2026-05-20T18:27:00Z,22.03,78.79
2026-05-20T18:28:00Z,24.36,78.58
2026-05-20T18:29:00Z,22.20,78.76
2026-05-20T18:30:00Z,22.91,76.10
2026-05-20T18:31:00Z,24.90,76.39
2026-05-20T18:32:00Z,27.75,74.19
2026-05-20T18:33:00Z,30.45,72.65
2026-05-20T18:34:00Z,30.15,71.43
2026-05-20T18:35:00Z,29.70,73.19
2026-05-20T18:36:00Z,27.00,74.00
2026-05-20T18:37:00Z,27.31,73.79
2026-05-20T18:38:00Z,28.14,73.13
2026-05-20T18:39:00Z,28.50,73.83
2026-05-20T18:40:00Z,23.01,77.20
2026-05-20T18:41:00Z,24.99,73.27
2026-05-20T18:42:00Z,26.79,73.01
2026-05-20T18:43:00Z,25.04,74.95
2026-05-20T18:44:00Z,29.50,72.45
2026-05-20T18:45:00Z,27.04,74.68
2026-05-20T18:46:00Z,26.16,74.96
2026-05-20T18:47:00Z,27.01,75.00
2026-05-20T18:48:00Z,26.10,75.11
2026-05-20T18:49:00Z,27.71,74.19
2026-05-20T18:50:00Z,27.13,72.74
2026-05-20T18:51:00Z,30.53,70.96
2026-05-20T18:52:00Z,30.98,70.83
2026-05-20T18:53:00Z,31.12,69.83
2026-05-20T18:54:00Z,30.01,70.97
2026-05-20T18:55:00Z,31.39,69.63
2026-05-20T18:56:00Z,34.71,65.96
2026-05-20T18:57:00Z,35.34,65.41
2026-05-20T18:58:00Z,39.01,63.08
2026-05-20T18:59:00Z,35.80,64.84
2026-05-20T19:00:00Z,33.44,67.35
2026-05-20T19:01:00Z,32.12,68.33
2026-05-20T19:02:00Z,30.46,70.32
2026-05-20T19:03:00Z,33.40,67.25
2026-05-20T19:04:00Z,33.90,66.82
2026-05-20T19:05:00Z,28.88,70.95
2026-05-20T19:06:00Z,20.70,82.49
2026-05-20T19:07:00Z,14.32,85.53
2026-05-20T19:08:00Z,14.94,85.86
2026-05-20T19:09:00Z,14.22,86.63
2026-05-20T19:10:00Z,14.99,85.72
2026-05-20T19:11:00Z,13.86,87.57
2026-05-20T19:12:00Z,13.26,87.09
2026-05-20T19:13:00Z,13.68,87.18
2026-05-20T19:14:00Z,15.88,85.79
2026-05-20T19:15:00Z,20.09,80.53
2026-05-20T19:16:00Z,16.89,83.86
2026-05-20T19:17:00Z,14.06,86.11
2026-05-20T19:18:00Z,13.31,86.17
2026-05-20T19:19:00Z,10.99,88.16
2026-05-20T19:20:00Z,6.03,95.22
2026-05-20T19:21:00Z,3.25,97.41
2026-05-20T19:22:00Z,2.61,97.54
2026-05-20T19:23:00Z,3.61,96.00
2026-05-20T19:24:00Z,6.88,93.38
2026-05-20T19:25:00Z,5.79,95.08
2026-05-20T19:26:00Z,5.66,95.35
2026-05-20T19:27:00Z,3.57,97.17
2026-05-20T19:28:00Z,2.64,97.87
2026-05-20T19:29:00Z,2.08,97.73
2026-05-20T19:30:00Z,2.87,97.98
2026-05-20T19:31:00Z,2.97,97.68
2026-05-20T19:32:00Z,2.03,98.86
2026-05-20T19:33:00Z,1.06,98.68
2026-05-20T19:34:00Z,1.74,99.00
2026-05-20T19:35:00Z,1.16,98.54
2026-05-20T19:36:00Z,1.85,98.28
2026-05-20T19:37:00Z,1.60,99.00
2026-05-20T19:38:00Z,1.74,98.93
2026-05-20T19:39:00Z,1.98,98.97
2026-05-20T19:40:00Z,1.03,99.00
2026-05-20T19:41:00Z,1.00,99.00
2026-05-20T19:42:00Z,1.00,99.00
2026-05-20T19:43:00Z,1.00,99.00
2026-05-20T19:44:00Z,1.00,99.00
