# event_ticker=KXATPCHALLENGERMATCH-26MAY06SUNNOG
# final_score=7-6(2) 4-6 7-6(6)
# score_resolution=6-7 6-4 6-7
# match_winner=Rio Noguchi
# fav_player=Fajing Sun
# dog_player=Rio Noguchi
# kalshi_date=2026-05-06
timestamp,Fajing Sun,Rio Noguchi
2026-05-05T22:40:00Z,55.87,
2026-05-05T22:42:00Z,56.00,
2026-05-05T22:47:00Z,56.92,
2026-05-05T23:07:00Z,56.92,45.00
2026-05-05T23:24:00Z,57.00,45.00
2026-05-05T23:39:00Z,55.49,45.00
2026-05-05T23:42:00Z,56.00,45.00
2026-05-05T23:50:00Z,57.00,45.00
2026-05-05T23:54:00Z,57.00,45.00
2026-05-05T23:57:00Z,57.00,45.00
2026-05-06T00:09:00Z,57.00,45.00
2026-05-06T00:14:00Z,57.00,45.00
2026-05-06T00:19:00Z,57.00,45.00
2026-05-06T00:30:00Z,57.00,45.00
2026-05-06T00:42:00Z,57.00,45.00
2026-05-06T00:54:00Z,57.00,45.00
2026-05-06T00:55:00Z,57.00,45.00
2026-05-06T01:07:00Z,57.00,45.00
2026-05-06T01:46:00Z,57.00,44.00
2026-05-06T01:48:00Z,57.00,45.00
2026-05-06T01:50:00Z,57.00,44.00
2026-05-06T01:51:00Z,57.00,44.00
2026-05-06T01:52:00Z,57.00,43.00
2026-05-06T01:55:00Z,57.00,43.00
2026-05-06T01:57:00Z,57.00,43.00
2026-05-06T01:58:00Z,57.00,43.00
2026-05-06T02:01:00Z,57.00,43.00
2026-05-06T02:02:00Z,57.00,43.00
2026-05-06T02:05:00Z,57.00,43.00
2026-05-06T02:08:00Z,57.00,43.00
2026-05-06T02:11:00Z,57.00,43.00
2026-05-06T02:13:00Z,57.00,43.00
2026-05-06T02:16:00Z,57.00,43.00
2026-05-06T02:26:00Z,57.00,44.00
2026-05-06T02:29:00Z,57.00,44.00
2026-05-06T02:40:00Z,57.00,44.00
2026-05-06T02:50:00Z,57.00,43.00
2026-05-06T02:52:00Z,57.00,43.00
2026-05-06T02:53:00Z,57.00,44.00
2026-05-06T03:00:00Z,57.00,44.00
2026-05-06T03:13:00Z,57.00,44.00
2026-05-06T03:35:00Z,57.00,44.00
2026-05-06T03:51:00Z,57.00,43.00
2026-05-06T03:58:00Z,57.00,43.00
2026-05-06T03:59:00Z,57.00,43.00
2026-05-06T04:00:00Z,57.00,43.00
2026-05-06T04:03:00Z,57.00,43.00
2026-05-06T04:11:00Z,57.00,44.00
2026-05-06T04:19:00Z,57.00,44.00
2026-05-06T04:23:00Z,57.00,44.00
2026-05-06T04:26:00Z,57.00,43.00
2026-05-06T04:30:00Z,57.00,44.00
2026-05-06T04:31:00Z,57.00,44.00
2026-05-06T04:32:00Z,57.00,44.00
2026-05-06T04:33:00Z,57.00,44.00
2026-05-06T04:34:00Z,57.00,44.00
2026-05-06T04:35:00Z,57.00,44.00
2026-05-06T04:38:00Z,57.00,44.00
2026-05-06T04:39:00Z,57.00,43.00
2026-05-06T04:41:00Z,57.00,44.00
2026-05-06T04:47:00Z,57.00,44.00
2026-05-06T04:51:00Z,57.00,44.00
2026-05-06T04:57:00Z,57.00,44.00
2026-05-06T05:00:00Z,57.00,44.00
2026-05-06T05:05:00Z,57.00,44.00
2026-05-06T05:06:00Z,57.00,44.00
2026-05-06T05:08:00Z,57.00,44.00
2026-05-06T05:10:00Z,57.00,44.00
2026-05-06T05:12:00Z,57.00,44.00
2026-05-06T05:19:00Z,57.00,44.00
2026-05-06T05:36:00Z,56.00,44.00
2026-05-06T05:42:00Z,57.00,44.00
2026-05-06T05:59:00Z,57.00,45.00
2026-05-06T06:00:00Z,57.00,45.00
2026-05-06T06:05:00Z,56.00,45.00
2026-05-06T06:07:00Z,56.00,45.00
2026-05-06T06:08:00Z,56.00,45.00
2026-05-06T06:12:00Z,56.00,45.00
2026-05-06T06:13:00Z,56.00,45.00
2026-05-06T06:14:00Z,56.00,45.00
2026-05-06T06:16:00Z,56.00,45.00
2026-05-06T06:19:00Z,56.00,45.00
2026-05-06T06:22:00Z,56.00,45.00
2026-05-06T06:26:00Z,56.00,45.00
2026-05-06T06:32:00Z,56.00,45.00
2026-05-06T06:33:00Z,56.00,45.00
2026-05-06T06:34:00Z,56.00,45.00
2026-05-06T06:36:00Z,56.00,45.00
2026-05-06T06:37:00Z,56.00,45.00
2026-05-06T06:43:00Z,56.00,45.00
2026-05-06T06:44:00Z,56.00,45.00
2026-05-06T06:48:00Z,55.00,44.00
2026-05-06T06:51:00Z,55.00,44.00
2026-05-06T06:52:00Z,55.00,44.00
2026-05-06T06:55:00Z,55.00,45.00
2026-05-06T06:56:00Z,55.00,45.00
2026-05-06T06:57:00Z,56.00,45.00
2026-05-06T07:00:00Z,55.00,45.00
2026-05-06T07:01:00Z,56.00,45.00
2026-05-06T07:02:00Z,56.00,45.00
2026-05-06T07:05:00Z,56.00,45.00
2026-05-06T07:06:00Z,56.00,45.00
2026-05-06T07:07:00Z,56.00,44.00
2026-05-06T07:08:00Z,56.00,45.00
2026-05-06T07:09:00Z,56.00,45.00
2026-05-06T07:11:00Z,56.23,43.50
2026-05-06T07:12:00Z,57.00,43.50
2026-05-06T07:13:00Z,57.00,43.50
2026-05-06T07:14:00Z,57.00,43.50
2026-05-06T07:16:00Z,57.00,43.50
2026-05-06T07:17:00Z,57.00,43.50
2026-05-06T07:18:00Z,57.00,45.00
2026-05-06T07:19:00Z,57.00,45.00
2026-05-06T07:27:00Z,58.13,44.00
2026-05-06T07:29:00Z,57.93,44.00
2026-05-06T07:30:00Z,58.00,44.00
2026-05-06T07:31:00Z,57.34,44.00
2026-05-06T07:32:00Z,57.00,44.00
2026-05-06T07:34:00Z,57.00,44.00
2026-05-06T07:35:00Z,57.00,44.00
2026-05-06T07:36:00Z,57.00,44.00
2026-05-06T07:37:00Z,58.00,44.00
2026-05-06T07:39:00Z,58.00,44.00
2026-05-06T07:40:00Z,57.54,44.00
2026-05-06T07:41:00Z,58.00,44.00
2026-05-06T07:44:00Z,58.00,44.00
2026-05-06T07:46:00Z,57.00,44.00
2026-05-06T07:50:00Z,57.28,44.00
2026-05-06T07:51:00Z,56.00,44.00
2026-05-06T07:53:00Z,57.00,44.00
2026-05-06T07:54:00Z,57.00,44.00
2026-05-06T07:56:00Z,56.00,44.00
2026-05-06T07:57:00Z,57.00,44.00
2026-05-06T07:58:00Z,57.00,44.00
2026-05-06T07:59:00Z,57.00,44.00
2026-05-06T08:00:00Z,57.00,43.00
2026-05-06T08:01:00Z,57.00,43.00
2026-05-06T08:03:00Z,58.00,43.00
2026-05-06T08:04:00Z,58.00,43.00
2026-05-06T08:07:00Z,58.00,44.00
2026-05-06T08:08:00Z,58.00,44.00
2026-05-06T08:10:00Z,58.00,44.00
2026-05-06T08:11:00Z,58.00,44.00
2026-05-06T08:13:00Z,56.00,44.00
2026-05-06T08:14:00Z,55.75,44.00
2026-05-06T08:15:00Z,57.00,44.00
2026-05-06T08:16:00Z,57.00,44.00
2026-05-06T08:17:00Z,57.00,44.00
2026-05-06T08:19:00Z,57.00,44.00
2026-05-06T08:22:00Z,56.00,44.00
2026-05-06T08:23:00Z,54.28,44.00
