# event_ticker=KXATPMATCH-25SEP28MOUZVE
# final_score=7-5 3-6 6-3
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Corentin Moutet
# kalshi_date=2025-09-28
timestamp,Alexander Zverev,Corentin Moutet
2025-09-28T01:38:00Z,,19.00
2025-09-28T01:44:00Z,81.00,19.00
2025-09-28T02:02:00Z,81.00,19.00
2025-09-28T02:05:00Z,82.00,19.00
2025-09-28T02:42:00Z,82.00,19.00
2025-09-28T03:02:00Z,82.00,19.00
2025-09-28T03:05:00Z,82.00,19.00
2025-09-28T03:10:00Z,82.00,19.00
2025-09-28T03:23:00Z,82.00,19.00
2025-09-28T03:32:00Z,82.00,19.00
2025-09-28T03:58:00Z,82.00,19.00
2025-09-28T04:21:00Z,82.00,19.00
2025-09-28T04:26:00Z,82.00,19.00
2025-09-28T04:37:00Z,82.00,19.00
2025-09-28T04:42:00Z,82.00,19.00
2025-09-28T04:43:00Z,82.00,19.00
2025-09-28T04:49:00Z,82.00,19.00
2025-09-28T04:53:00Z,82.00,19.00
2025-09-28T04:57:00Z,82.00,19.00
2025-09-28T05:03:00Z,82.00,19.00
2025-09-28T05:10:00Z,82.00,19.00
2025-09-28T05:22:00Z,82.00,19.00
2025-09-28T05:25:00Z,82.00,19.00
2025-09-28T05:26:00Z,82.00,19.00
2025-09-28T05:37:00Z,82.00,18.00
2025-09-28T05:41:00Z,82.00,18.00
2025-09-28T05:42:00Z,82.00,19.00
2025-09-28T05:44:00Z,82.00,19.00
2025-09-28T05:46:00Z,82.00,19.00
2025-09-28T05:51:00Z,82.00,19.00
2025-09-28T05:52:00Z,82.00,19.00
2025-09-28T06:40:00Z,82.00,19.00
2025-09-28T06:41:00Z,81.00,19.00
2025-09-28T06:57:00Z,81.00,19.00
2025-09-28T07:01:00Z,82.00,19.00
2025-09-28T07:27:00Z,82.00,19.00
2025-09-28T07:35:00Z,82.00,19.00
2025-09-28T07:36:00Z,82.00,19.00
2025-09-28T07:42:00Z,82.19,19.00
2025-09-28T07:44:00Z,82.19,19.00
2025-09-28T07:56:00Z,83.00,19.00
2025-09-28T07:58:00Z,83.00,19.00
2025-09-28T08:11:00Z,83.00,19.00
2025-09-28T08:17:00Z,83.00,19.00
2025-09-28T08:20:00Z,83.00,19.00
2025-09-28T08:28:00Z,82.00,19.00
2025-09-28T08:33:00Z,83.00,19.00
2025-09-28T08:37:00Z,83.00,19.00
2025-09-28T08:54:00Z,82.00,19.00
2025-09-28T08:59:00Z,82.00,19.00
2025-09-28T09:01:00Z,82.00,19.00
2025-09-28T09:05:00Z,82.00,19.00
2025-09-28T09:08:00Z,82.00,19.00
2025-09-28T09:12:00Z,82.00,19.00
2025-09-28T09:15:00Z,82.00,19.00
2025-09-28T09:18:00Z,82.00,19.00
2025-09-28T09:20:00Z,82.00,19.00
2025-09-28T09:22:00Z,82.00,19.00
2025-09-28T09:23:00Z,82.00,19.00
2025-09-28T09:27:00Z,82.00,19.00
2025-09-28T09:32:00Z,82.00,19.00
2025-09-28T09:35:00Z,82.00,19.00
2025-09-28T09:40:00Z,82.00,19.00
2025-09-28T09:44:00Z,82.00,19.00
2025-09-28T09:46:00Z,82.00,19.00
2025-09-28T09:48:00Z,82.00,19.00
2025-09-28T09:49:00Z,82.00,19.00
2025-09-28T09:51:00Z,81.00,19.00
2025-09-28T09:53:00Z,81.00,19.00
2025-09-28T09:55:00Z,82.00,19.00
2025-09-28T09:56:00Z,82.67,19.00
2025-09-28T09:57:00Z,83.00,19.00
2025-09-28T09:58:00Z,83.00,18.00
2025-09-28T10:01:00Z,83.00,18.00
2025-09-28T10:04:00Z,83.00,18.00
2025-09-28T10:07:00Z,83.00,18.00
2025-09-28T10:08:00Z,83.00,18.00
2025-09-28T10:10:00Z,83.76,18.00
2025-09-28T10:11:00Z,83.76,17.00
2025-09-28T10:17:00Z,84.00,17.00
2025-09-28T10:21:00Z,84.00,17.00
2025-09-28T10:22:00Z,84.00,17.00
2025-09-28T10:34:00Z,84.00,17.00
2025-09-28T10:35:00Z,84.00,17.00
2025-09-28T10:36:00Z,84.00,17.00
2025-09-28T10:37:00Z,84.00,17.00
2025-09-28T10:42:00Z,84.00,17.00
2025-09-28T10:43:00Z,84.00,17.00
2025-09-28T10:44:00Z,84.00,17.00
2025-09-28T10:46:00Z,84.00,17.00
2025-09-28T10:50:00Z,84.00,17.00
2025-09-28T10:54:00Z,84.00,17.00
