# event_ticker=KXATPMATCH-25JUL24TABDEJ
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Carlos Taberner
# fav_player=Jesper De Jong
# dog_player=Carlos Taberner
# kalshi_date=2025-07-24
timestamp,Jesper De Jong,Carlos Taberner
2025-07-24T12:20:00Z,68.00,
2025-07-24T13:09:00Z,68.00,33.00
2025-07-24T13:10:00Z,68.00,33.00
2025-07-24T13:11:00Z,68.00,33.00
2025-07-24T13:16:00Z,68.00,33.00
2025-07-24T13:24:00Z,68.00,33.00
2025-07-24T13:50:00Z,68.00,33.00
2025-07-24T13:55:00Z,68.00,33.00
2025-07-24T14:11:00Z,68.00,33.00
2025-07-24T14:15:00Z,67.00,33.00
2025-07-24T14:56:00Z,67.00,33.00
2025-07-24T15:02:00Z,67.00,34.00
2025-07-24T15:07:00Z,66.00,34.00
2025-07-24T15:10:00Z,66.00,34.00
2025-07-24T15:12:00Z,66.00,34.00
2025-07-24T15:20:00Z,66.00,34.00
2025-07-24T15:22:00Z,68.00,34.00
2025-07-24T15:23:00Z,69.00,34.00
2025-07-24T15:24:00Z,68.06,34.00
2025-07-24T15:34:00Z,69.00,34.00
2025-07-24T15:47:00Z,70.00,32.00
2025-07-24T15:52:00Z,70.00,32.00
2025-07-24T15:53:00Z,70.00,32.00
2025-07-24T15:56:00Z,70.00,32.00
2025-07-24T15:59:00Z,69.00,32.00
2025-07-24T16:00:00Z,69.44,32.00
2025-07-24T16:01:00Z,69.44,32.00
2025-07-24T16:08:00Z,69.00,32.00
2025-07-24T16:09:00Z,69.00,31.00
2025-07-24T16:10:00Z,70.34,29.00
2025-07-24T16:12:00Z,71.00,37.47
2025-07-24T16:13:00Z,69.93,32.00
2025-07-24T16:14:00Z,67.54,34.24
2025-07-24T16:15:00Z,65.00,35.78
2025-07-24T16:16:00Z,66.17,35.00
2025-07-24T16:17:00Z,67.29,35.59
2025-07-24T16:19:00Z,72.00,35.59
2025-07-24T16:21:00Z,68.00,35.59
2025-07-24T16:22:00Z,67.16,36.00
2025-07-24T16:23:00Z,68.00,34.00
2025-07-24T16:24:00Z,71.00,34.00
2025-07-24T16:25:00Z,70.75,32.00
2025-07-24T16:26:00Z,70.00,33.95
2025-07-24T16:27:00Z,68.27,32.50
2025-07-24T16:28:00Z,66.00,36.36
2025-07-24T16:29:00Z,68.00,34.45
2025-07-24T16:30:00Z,70.75,28.67
2025-07-24T16:31:00Z,70.35,30.00
2025-07-24T16:32:00Z,72.00,30.00
2025-07-24T16:33:00Z,72.00,25.00
2025-07-24T16:34:00Z,72.00,31.32
2025-07-24T16:35:00Z,66.00,36.00
2025-07-24T16:36:00Z,65.00,36.00
2025-07-24T16:37:00Z,68.25,36.00
2025-07-24T16:38:00Z,68.25,36.00
2025-07-24T16:39:00Z,71.00,31.00
2025-07-24T16:40:00Z,71.00,31.00
2025-07-24T16:41:00Z,71.03,30.00
2025-07-24T16:42:00Z,74.70,27.66
2025-07-24T16:43:00Z,74.70,26.00
2025-07-24T16:44:00Z,72.03,30.80
2025-07-24T16:46:00Z,56.00,45.24
2025-07-24T16:47:00Z,56.00,46.22
2025-07-24T16:48:00Z,56.00,44.21
2025-07-24T16:49:00Z,46.00,55.21
2025-07-24T16:50:00Z,42.97,55.47
2025-07-24T16:51:00Z,50.28,54.55
2025-07-24T16:52:00Z,39.48,59.70
2025-07-24T16:53:00Z,37.00,65.13
2025-07-24T16:54:00Z,34.33,65.33
2025-07-24T16:55:00Z,35.00,65.38
2025-07-24T16:56:00Z,35.21,66.00
2025-07-24T16:57:00Z,35.98,66.00
2025-07-24T16:58:00Z,35.00,66.00
2025-07-24T16:59:00Z,24.00,70.03
2025-07-24T17:00:00Z,26.09,73.94
2025-07-24T17:01:00Z,38.00,64.11
2025-07-24T17:02:00Z,34.40,65.46
2025-07-24T17:03:00Z,33.98,66.64
2025-07-24T17:04:00Z,27.33,72.23
2025-07-24T17:05:00Z,27.33,72.07
2025-07-24T17:06:00Z,28.00,71.50
2025-07-24T17:07:00Z,27.29,67.00
2025-07-24T17:08:00Z,32.31,68.04
2025-07-24T17:09:00Z,32.31,64.33
2025-07-24T17:10:00Z,37.87,64.33
2025-07-24T17:11:00Z,36.00,65.29
2025-07-24T17:12:00Z,30.00,78.42
2025-07-24T17:13:00Z,30.34,70.89
2025-07-24T17:14:00Z,31.00,72.83
2025-07-24T17:15:00Z,34.00,69.81
2025-07-24T17:16:00Z,34.00,68.98
2025-07-24T17:17:00Z,34.00,66.00
2025-07-24T17:18:00Z,37.00,66.00
2025-07-24T17:19:00Z,39.00,61.02
2025-07-24T17:20:00Z,37.00,66.72
2025-07-24T17:21:00Z,33.18,72.99
2025-07-24T17:22:00Z,32.79,71.39
2025-07-24T17:23:00Z,30.18,72.29
2025-07-24T17:24:00Z,27.09,75.57
2025-07-24T17:25:00Z,21.65,79.91
2025-07-24T17:26:00Z,29.00,75.19
2025-07-24T17:27:00Z,18.02,86.55
2025-07-24T17:28:00Z,11.18,87.34
2025-07-24T17:29:00Z,11.67,87.34
2025-07-24T17:30:00Z,7.21,94.04
2025-07-24T17:31:00Z,5.11,95.00
2025-07-24T17:32:00Z,7.08,92.50
2025-07-24T17:33:00Z,9.07,92.93
2025-07-24T17:34:00Z,11.11,92.36
2025-07-24T17:36:00Z,8.72,91.42
2025-07-24T17:37:00Z,8.50,91.42
2025-07-24T17:38:00Z,5.91,93.94
2025-07-24T17:39:00Z,8.00,93.94
2025-07-24T17:40:00Z,3.26,95.76
2025-07-24T17:41:00Z,4.32,96.40
2025-07-24T17:42:00Z,1.62,97.34
2025-07-24T17:43:00Z,2.00,98.88
2025-07-24T17:44:00Z,2.00,99.00
2025-07-24T17:45:00Z,2.00,99.00
2025-07-24T17:46:00Z,2.00,99.00
