# event_ticker=KXATPCHALLENGERMATCH-26FEB13SQUSHE
# final_score=6-7(5) 7-6(6) 7-6(4)
# score_resolution=7-6 6-7 6-7
# match_winner=Henri Squire
# fav_player=Alexander Shevchenko
# dog_player=Henri Squire
# kalshi_date=2026-02-13
timestamp,Alexander Shevchenko,Henri Squire
2026-02-13T09:48:00Z,55.00,
2026-02-13T09:52:00Z,55.00,
2026-02-13T10:14:00Z,55.00,
2026-02-13T10:23:00Z,55.00,
2026-02-13T10:24:00Z,55.00,48.00
2026-02-13T10:25:00Z,55.00,48.00
2026-02-13T10:46:00Z,55.00,48.00
2026-02-13T11:14:00Z,55.00,48.00
2026-02-13T12:10:00Z,55.00,48.00
2026-02-13T12:30:00Z,55.00,48.00
2026-02-13T12:39:00Z,56.00,48.00
2026-02-13T12:56:00Z,56.00,48.00
2026-02-13T13:20:00Z,56.00,48.00
2026-02-13T13:35:00Z,56.00,44.00
2026-02-13T13:37:00Z,56.00,44.00
2026-02-13T13:38:00Z,56.00,44.00
2026-02-13T13:43:00Z,56.00,47.00
2026-02-13T13:46:00Z,56.00,47.00
2026-02-13T13:47:00Z,56.00,47.00
2026-02-13T13:48:00Z,56.00,47.00
2026-02-13T13:52:00Z,56.00,47.00
2026-02-13T14:04:00Z,56.00,47.00
2026-02-13T14:17:00Z,56.00,47.00
2026-02-13T14:19:00Z,56.00,47.00
2026-02-13T14:29:00Z,56.00,46.00
2026-02-13T14:47:00Z,56.00,46.00
2026-02-13T15:03:00Z,56.80,46.00
2026-02-13T15:10:00Z,56.00,46.00
2026-02-13T15:11:00Z,56.00,46.00
2026-02-13T15:15:00Z,56.00,47.00
2026-02-13T15:30:00Z,56.00,47.00
2026-02-13T15:34:00Z,56.00,46.00
2026-02-13T15:41:00Z,56.00,46.00
2026-02-13T15:52:00Z,56.00,46.75
2026-02-13T15:53:00Z,56.00,46.75
2026-02-13T15:56:00Z,56.00,46.75
2026-02-13T15:57:00Z,56.00,46.75
2026-02-13T16:02:00Z,56.00,46.75
2026-02-13T16:07:00Z,56.00,46.75
2026-02-13T16:14:00Z,56.00,46.75
2026-02-13T16:27:00Z,56.00,45.00
2026-02-13T16:28:00Z,59.35,42.94
2026-02-13T16:32:00Z,56.00,42.94
2026-02-13T16:33:00Z,56.00,42.94
2026-02-13T16:40:00Z,56.00,42.94
2026-02-13T16:45:00Z,56.00,42.94
2026-02-13T16:46:00Z,56.00,42.94
2026-02-13T16:47:00Z,56.00,42.94
2026-02-13T16:49:00Z,56.00,42.94
2026-02-13T16:53:00Z,57.00,42.94
2026-02-13T16:55:00Z,57.00,42.94
2026-02-13T16:58:00Z,57.00,42.94
2026-02-13T17:06:00Z,57.23,42.94
2026-02-13T17:08:00Z,57.00,42.94
2026-02-13T17:09:00Z,57.00,42.94
2026-02-13T17:10:00Z,57.69,42.94
2026-02-13T17:12:00Z,58.00,42.94
2026-02-13T17:14:00Z,58.00,42.94
2026-02-13T17:18:00Z,58.00,42.94
2026-02-13T17:20:00Z,58.00,42.94
2026-02-13T17:21:00Z,58.00,42.94
2026-02-13T17:22:00Z,58.00,42.94
2026-02-13T17:25:00Z,58.00,44.00
2026-02-13T17:26:00Z,58.00,44.00
2026-02-13T17:28:00Z,58.00,44.00
2026-02-13T17:30:00Z,58.00,44.00
2026-02-13T17:31:00Z,58.00,44.00
2026-02-13T17:33:00Z,58.00,44.00
2026-02-13T17:35:00Z,58.00,44.00
2026-02-13T17:36:00Z,58.00,44.00
2026-02-13T17:37:00Z,58.00,44.00
2026-02-13T17:39:00Z,58.00,44.00
2026-02-13T17:40:00Z,58.00,44.00
2026-02-13T17:42:00Z,58.00,44.00
2026-02-13T17:43:00Z,58.00,44.00
2026-02-13T17:44:00Z,58.00,44.00
2026-02-13T17:48:00Z,58.00,44.00
2026-02-13T17:51:00Z,58.00,44.00
2026-02-13T17:56:00Z,58.00,44.00
2026-02-13T17:57:00Z,58.00,44.00
2026-02-13T17:59:00Z,57.20,44.00
2026-02-13T18:04:00Z,57.00,44.00
2026-02-13T18:05:00Z,57.00,44.00
2026-02-13T18:06:00Z,57.00,44.00
2026-02-13T18:07:00Z,57.00,44.00
2026-02-13T18:12:00Z,56.94,43.16
2026-02-13T18:15:00Z,57.00,43.16
2026-02-13T18:16:00Z,57.00,43.16
2026-02-13T18:17:00Z,57.00,43.16
2026-02-13T18:18:00Z,57.00,43.16
2026-02-13T18:19:00Z,58.00,43.16
2026-02-13T18:20:00Z,58.00,44.00
2026-02-13T18:21:00Z,58.00,44.00
2026-02-13T18:23:00Z,58.00,44.00
2026-02-13T18:24:00Z,58.36,44.00
2026-02-13T18:26:00Z,58.00,44.00
2026-02-13T18:27:00Z,58.00,44.00
2026-02-13T18:28:00Z,58.00,44.00
2026-02-13T18:29:00Z,57.96,44.00
2026-02-13T18:30:00Z,56.94,44.00
2026-02-13T18:32:00Z,57.00,44.00
2026-02-13T18:33:00Z,57.00,44.00
2026-02-13T18:35:00Z,57.00,44.00
2026-02-13T18:36:00Z,57.00,44.00
2026-02-13T18:37:00Z,57.00,44.00
2026-02-13T18:38:00Z,57.00,44.00
2026-02-13T18:40:00Z,57.00,44.00
2026-02-13T18:41:00Z,57.63,44.00
2026-02-13T18:42:00Z,56.00,44.21
2026-02-13T18:44:00Z,57.00,44.00
2026-02-13T18:45:00Z,57.00,44.00
2026-02-13T18:46:00Z,57.00,44.00
2026-02-13T18:48:00Z,56.78,44.00
2026-02-13T18:49:00Z,57.00,44.00
2026-02-13T18:50:00Z,57.00,44.00
2026-02-13T18:52:00Z,57.00,44.00
2026-02-13T18:53:00Z,57.88,44.00
2026-02-13T18:54:00Z,58.00,44.00
2026-02-13T18:56:00Z,58.00,44.00
2026-02-13T19:02:00Z,58.00,44.00
2026-02-13T19:03:00Z,56.00,44.00
2026-02-13T19:04:00Z,58.00,44.00
2026-02-13T19:06:00Z,58.00,44.00
2026-02-13T19:08:00Z,58.00,44.00
2026-02-13T19:11:00Z,58.00,44.00
2026-02-13T19:12:00Z,58.00,44.00
2026-02-13T19:14:00Z,58.78,44.00
2026-02-13T19:15:00Z,58.00,44.00
2026-02-13T19:16:00Z,58.00,44.00
2026-02-13T19:18:00Z,58.00,44.00
2026-02-13T19:19:00Z,58.00,44.00
2026-02-13T19:20:00Z,56.00,44.00
2026-02-13T19:21:00Z,56.04,44.00
2026-02-13T19:22:00Z,58.00,44.00
2026-02-13T19:24:00Z,59.78,44.00
2026-02-13T19:26:00Z,58.00,43.00
2026-02-13T19:27:00Z,58.00,43.00
2026-02-13T19:28:00Z,58.00,43.00
2026-02-13T19:29:00Z,58.00,43.98
2026-02-13T19:31:00Z,58.00,43.98
2026-02-13T19:33:00Z,57.00,43.98
2026-02-13T19:35:00Z,57.00,43.98
2026-02-13T19:36:00Z,57.00,43.98
2026-02-13T19:37:00Z,57.40,44.63
2026-02-13T19:40:00Z,58.00,44.63
2026-02-13T19:41:00Z,58.00,44.63
2026-02-13T19:42:00Z,58.00,44.94
2026-02-13T19:45:00Z,58.00,44.94
2026-02-13T19:46:00Z,58.00,44.00
2026-02-13T19:47:00Z,58.58,44.00
2026-02-13T19:53:00Z,57.00,44.00
2026-02-13T19:54:00Z,57.00,44.00
2026-02-13T19:55:00Z,57.00,44.00
2026-02-13T19:56:00Z,57.00,44.00
2026-02-13T19:57:00Z,57.00,44.00
2026-02-13T20:00:00Z,57.62,44.00
2026-02-13T20:02:00Z,58.00,44.00
2026-02-13T20:04:00Z,58.66,44.00
2026-02-13T20:06:00Z,57.56,44.00
2026-02-13T20:07:00Z,56.00,44.00
2026-02-13T20:08:00Z,58.00,44.00
2026-02-13T20:12:00Z,58.00,44.31
2026-02-13T20:13:00Z,58.00,44.50
2026-02-13T20:14:00Z,56.00,44.50
2026-02-13T20:20:00Z,58.00,44.50
2026-02-13T20:23:00Z,58.00,44.50
2026-02-13T20:24:00Z,58.00,44.90
2026-02-13T20:28:00Z,58.00,44.90
2026-02-13T20:29:00Z,58.00,44.99
2026-02-13T20:30:00Z,58.00,44.99
2026-02-13T20:31:00Z,58.00,45.00
2026-02-13T20:32:00Z,58.00,45.00
2026-02-13T20:33:00Z,58.00,45.00
2026-02-13T20:34:00Z,58.93,45.00
2026-02-13T20:35:00Z,58.64,45.00
2026-02-13T20:36:00Z,58.90,45.00
2026-02-13T20:37:00Z,59.00,45.00
2026-02-13T20:38:00Z,59.90,45.00
2026-02-13T20:39:00Z,59.00,44.13
2026-02-13T20:40:00Z,59.04,45.28
2026-02-13T20:41:00Z,56.31,45.00
2026-02-13T20:42:00Z,58.12,45.00
2026-02-13T20:43:00Z,58.00,45.00
2026-02-13T20:44:00Z,57.93,45.00
2026-02-13T20:45:00Z,55.02,45.00
