# event_ticker=KXATPCHALLENGERMATCH-26APR15MENABO
# final_score=7-5 6-4
# match_winner=Valerio Aboian
# fav_player=Valerio Aboian
# dog_player=Facundo Mena
# kalshi_date=2026-04-15
timestamp,Valerio Aboian,Facundo Mena
2026-04-15T13:45:00Z,24.00,84.17
2026-04-15T13:46:00Z,24.00,79.00
2026-04-15T13:47:00Z,24.00,79.00
2026-04-15T13:49:00Z,24.00,79.00
2026-04-15T13:51:00Z,24.00,79.00
2026-04-15T13:58:00Z,24.00,79.00
2026-04-15T14:03:00Z,24.00,78.00
2026-04-15T14:14:00Z,24.00,77.00
2026-04-15T14:17:00Z,24.00,77.00
2026-04-15T15:48:00Z,24.00,77.00
2026-04-15T16:05:00Z,24.00,77.00
2026-04-15T16:20:00Z,24.00,77.00
2026-04-15T16:21:00Z,24.00,77.00
2026-04-15T16:23:00Z,25.00,76.00
2026-04-15T16:27:00Z,25.00,73.00
2026-04-15T16:29:00Z,25.00,76.00
2026-04-15T17:49:00Z,25.00,77.00
2026-04-15T17:51:00Z,25.00,77.00
2026-04-15T18:05:00Z,25.00,75.50
2026-04-15T18:13:00Z,25.00,73.29
2026-04-15T18:16:00Z,25.00,73.29
2026-04-15T18:22:00Z,25.00,74.50
2026-04-15T18:24:00Z,25.00,77.00
2026-04-15T18:25:00Z,25.00,77.00
2026-04-15T18:26:00Z,25.00,72.00
2026-04-15T18:30:00Z,25.00,77.00
2026-04-15T18:31:00Z,25.00,73.00
2026-04-15T18:34:00Z,25.00,77.00
2026-04-15T18:35:00Z,25.00,72.00
2026-04-15T18:48:00Z,25.00,77.00
2026-04-15T19:04:00Z,25.00,72.00
2026-04-15T19:09:00Z,24.00,72.00
2026-04-15T19:20:00Z,25.00,72.00
2026-04-15T20:05:00Z,25.00,78.00
2026-04-15T20:07:00Z,25.00,76.80
2026-04-15T20:08:00Z,28.43,67.06
2026-04-15T20:12:00Z,28.43,71.80
2026-04-15T20:19:00Z,28.43,77.00
2026-04-15T20:20:00Z,35.54,70.66
2026-04-15T20:21:00Z,37.49,72.62
2026-04-15T20:22:00Z,44.00,67.11
2026-04-15T20:23:00Z,38.00,76.02
2026-04-15T20:24:00Z,38.00,74.67
2026-04-15T20:25:00Z,38.00,79.35
2026-04-15T20:26:00Z,33.87,71.00
2026-04-15T20:27:00Z,35.50,70.47
2026-04-15T20:28:00Z,38.31,65.11
2026-04-15T20:29:00Z,38.20,65.98
2026-04-15T20:30:00Z,40.00,61.24
2026-04-15T20:31:00Z,39.36,65.80
2026-04-15T20:32:00Z,35.94,67.99
2026-04-15T20:33:00Z,32.99,68.84
2026-04-15T20:34:00Z,34.40,66.45
2026-04-15T20:35:00Z,31.00,71.35
2026-04-15T20:36:00Z,32.36,65.07
2026-04-15T20:37:00Z,34.99,71.55
2026-04-15T20:38:00Z,33.65,66.74
2026-04-15T20:39:00Z,36.92,68.68
2026-04-15T20:40:00Z,35.67,66.95
2026-04-15T20:41:00Z,39.40,61.82
2026-04-15T20:42:00Z,32.40,62.94
2026-04-15T20:43:00Z,30.85,68.14
2026-04-15T20:44:00Z,29.57,71.56
2026-04-15T20:45:00Z,28.74,72.53
2026-04-15T20:46:00Z,27.22,75.50
2026-04-15T20:47:00Z,28.85,73.00
2026-04-15T20:48:00Z,25.56,74.77
2026-04-15T20:49:00Z,22.32,78.67
2026-04-15T20:50:00Z,20.84,79.84
2026-04-15T20:51:00Z,21.25,80.50
2026-04-15T20:52:00Z,17.69,81.93
2026-04-15T20:53:00Z,17.61,84.40
2026-04-15T20:54:00Z,18.96,82.00
2026-04-15T20:55:00Z,16.33,85.00
2026-04-15T20:56:00Z,22.48,81.36
2026-04-15T20:57:00Z,24.87,76.18
2026-04-15T20:58:00Z,30.64,71.43
2026-04-15T20:59:00Z,33.76,65.22
2026-04-15T21:00:00Z,39.10,59.15
2026-04-15T21:01:00Z,39.75,64.33
2026-04-15T21:02:00Z,30.77,68.69
2026-04-15T21:03:00Z,31.47,71.76
2026-04-15T21:04:00Z,24.16,75.27
2026-04-15T21:05:00Z,22.92,78.00
2026-04-15T21:06:00Z,24.44,76.72
2026-04-15T21:07:00Z,27.98,73.44
2026-04-15T21:08:00Z,27.68,75.76
2026-04-15T21:09:00Z,26.99,76.00
2026-04-15T21:10:00Z,29.48,76.58
2026-04-15T21:11:00Z,33.88,70.15
2026-04-15T21:12:00Z,33.32,66.43
2026-04-15T21:13:00Z,40.38,64.10
2026-04-15T21:14:00Z,39.56,63.14
2026-04-15T21:15:00Z,37.56,66.96
2026-04-15T21:16:00Z,29.50,71.10
2026-04-15T21:17:00Z,26.94,72.77
2026-04-15T21:18:00Z,25.06,78.03
2026-04-15T21:19:00Z,24.00,77.00
2026-04-15T21:20:00Z,28.65,76.32
2026-04-15T21:21:00Z,20.86,79.49
2026-04-15T21:22:00Z,26.17,75.32
2026-04-15T21:23:00Z,31.29,72.70
2026-04-15T21:24:00Z,30.26,71.05
2026-04-15T21:25:00Z,34.61,61.58
2026-04-15T21:26:00Z,42.96,57.19
2026-04-15T21:27:00Z,36.24,63.02
2026-04-15T21:28:00Z,38.09,64.42
2026-04-15T21:29:00Z,45.30,56.42
2026-04-15T21:30:00Z,49.07,51.13
2026-04-15T21:31:00Z,51.21,49.48
2026-04-15T21:32:00Z,54.70,48.30
2026-04-15T21:33:00Z,48.78,48.93
2026-04-15T21:34:00Z,53.92,44.64
2026-04-15T21:35:00Z,53.83,45.52
2026-04-15T21:36:00Z,52.73,47.21
2026-04-15T21:37:00Z,52.82,50.57
2026-04-15T21:38:00Z,50.27,52.92
2026-04-15T21:39:00Z,51.96,47.88
2026-04-15T21:40:00Z,48.11,50.16
2026-04-15T21:41:00Z,50.63,51.20
2026-04-15T21:42:00Z,48.06,51.95
2026-04-15T21:43:00Z,54.04,50.97
2026-04-15T21:44:00Z,51.88,53.76
2026-04-15T21:45:00Z,50.97,47.99
2026-04-15T21:46:00Z,53.07,51.79
2026-04-15T21:47:00Z,53.07,48.75
2026-04-15T21:48:00Z,53.90,48.98
2026-04-15T21:49:00Z,51.15,54.14
2026-04-15T21:50:00Z,46.65,55.53
2026-04-15T21:51:00Z,38.37,59.18
2026-04-15T21:52:00Z,42.13,63.20
2026-04-15T21:53:00Z,36.32,65.69
2026-04-15T21:54:00Z,45.95,56.42
2026-04-15T21:55:00Z,48.16,54.35
2026-04-15T21:56:00Z,48.62,52.96
2026-04-15T21:57:00Z,45.46,55.23
2026-04-15T21:58:00Z,48.23,51.61
2026-04-15T21:59:00Z,43.73,57.16
2026-04-15T22:00:00Z,40.36,63.53
2026-04-15T22:01:00Z,46.53,55.56
2026-04-15T22:02:00Z,48.80,54.48
2026-04-15T22:03:00Z,49.94,52.32
2026-04-15T22:04:00Z,56.99,49.89
2026-04-15T22:05:00Z,65.38,35.06
2026-04-15T22:06:00Z,64.33,34.72
2026-04-15T22:07:00Z,69.38,35.17
2026-04-15T22:08:00Z,69.49,30.25
2026-04-15T22:09:00Z,73.34,27.55
2026-04-15T22:10:00Z,71.51,29.06
2026-04-15T22:11:00Z,68.65,32.76
2026-04-15T22:12:00Z,76.08,27.58
2026-04-15T22:13:00Z,84.58,17.60
2026-04-15T22:14:00Z,84.03,18.20
2026-04-15T22:15:00Z,81.30,21.00
2026-04-15T22:16:00Z,80.63,23.55
2026-04-15T22:17:00Z,77.11,23.05
2026-04-15T22:18:00Z,74.37,26.53
2026-04-15T22:19:00Z,83.82,18.85
2026-04-15T22:20:00Z,86.92,11.86
2026-04-15T22:21:00Z,91.85,11.14
2026-04-15T22:22:00Z,93.66,7.05
2026-04-15T22:23:00Z,98.40,1.77
2026-04-15T22:24:00Z,99.00,1.09
2026-04-15T22:25:00Z,97.84,3.97
2026-04-15T22:26:00Z,92.83,6.66
2026-04-15T22:27:00Z,93.84,9.75
2026-04-15T22:28:00Z,91.63,11.19
2026-04-15T22:29:00Z,89.46,12.04
2026-04-15T22:30:00Z,84.26,15.11
2026-04-15T22:31:00Z,82.32,17.37
2026-04-15T22:32:00Z,89.18,10.26
2026-04-15T22:33:00Z,89.40,10.07
2026-04-15T22:34:00Z,78.94,21.64
2026-04-15T22:35:00Z,77.32,21.37
2026-04-15T22:36:00Z,91.45,8.01
2026-04-15T22:37:00Z,98.96,1.26
2026-04-15T22:38:00Z,99.00,1.00
2026-04-15T22:39:00Z,99.00,1.00
2026-04-15T22:40:00Z,99.00,1.00
2026-04-15T22:41:00Z,99.00,1.00
2026-04-15T22:42:00Z,99.00,1.00
