# event_ticker=KXATPMATCH-25AUG12MEDALC
# final_score=6-4 6-4
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Hamad Medjedovic
# kalshi_date=2025-08-12
timestamp,Carlos Alcaraz,Hamad Medjedovic
2025-08-12T08:08:00Z,90.98,
2025-08-12T08:16:00Z,90.98,16.00
2025-08-12T08:21:00Z,90.98,16.00
2025-08-12T09:05:00Z,86.16,16.00
2025-08-12T09:07:00Z,86.16,16.00
2025-08-12T09:09:00Z,86.00,16.00
2025-08-12T09:11:00Z,86.00,16.00
2025-08-12T09:37:00Z,87.13,16.00
2025-08-12T09:55:00Z,87.00,16.00
2025-08-12T10:04:00Z,87.00,16.00
2025-08-12T10:12:00Z,87.00,15.00
2025-08-12T10:15:00Z,87.00,15.00
2025-08-12T10:26:00Z,87.00,15.00
2025-08-12T11:20:00Z,87.00,15.00
2025-08-12T11:21:00Z,87.00,15.00
2025-08-12T11:32:00Z,87.00,15.00
2025-08-12T11:38:00Z,86.00,15.00
2025-08-12T11:39:00Z,86.00,15.00
2025-08-12T11:43:00Z,86.00,15.00
2025-08-12T11:44:00Z,86.00,15.00
2025-08-12T11:47:00Z,86.00,15.00
2025-08-12T11:49:00Z,87.00,15.00
2025-08-12T12:02:00Z,87.00,15.00
2025-08-12T12:03:00Z,87.00,15.00
2025-08-12T12:07:00Z,87.00,15.00
2025-08-12T12:09:00Z,87.00,15.00
2025-08-12T12:10:00Z,87.00,15.00
2025-08-12T12:13:00Z,87.00,15.00
2025-08-12T12:19:00Z,87.00,15.00
2025-08-12T12:20:00Z,87.00,15.00
2025-08-12T12:22:00Z,87.00,15.00
2025-08-12T12:29:00Z,87.00,15.00
2025-08-12T12:32:00Z,86.00,15.00
2025-08-12T12:35:00Z,86.00,15.00
2025-08-12T12:39:00Z,86.00,15.00
2025-08-12T12:40:00Z,87.00,15.00
2025-08-12T12:43:00Z,87.00,15.00
2025-08-12T12:54:00Z,86.00,16.00
2025-08-12T12:55:00Z,85.62,16.00
2025-08-12T12:56:00Z,85.00,16.00
2025-08-12T13:06:00Z,85.00,15.00
2025-08-12T13:11:00Z,85.00,15.00
2025-08-12T13:13:00Z,86.00,15.00
2025-08-12T13:14:00Z,86.00,15.00
2025-08-12T13:18:00Z,86.00,15.00
2025-08-12T13:22:00Z,86.00,15.00
2025-08-12T13:30:00Z,86.00,15.00
2025-08-12T13:34:00Z,86.00,15.00
2025-08-12T13:35:00Z,86.00,15.00
2025-08-12T13:36:00Z,86.00,15.00
2025-08-12T13:41:00Z,86.00,15.00
2025-08-12T13:48:00Z,86.00,15.00
2025-08-12T13:50:00Z,86.00,15.00
2025-08-12T13:52:00Z,86.00,15.00
2025-08-12T13:54:00Z,86.00,15.00
2025-08-12T13:57:00Z,86.00,15.00
2025-08-12T14:00:00Z,86.00,15.00
2025-08-12T14:05:00Z,86.00,15.00
2025-08-12T14:09:00Z,86.51,15.00
2025-08-12T14:10:00Z,87.00,15.00
2025-08-12T14:15:00Z,87.00,15.00
2025-08-12T14:17:00Z,86.61,15.00
2025-08-12T14:19:00Z,87.00,15.00
2025-08-12T14:20:00Z,87.00,15.00
2025-08-12T14:21:00Z,87.00,15.00
2025-08-12T14:24:00Z,87.00,15.00
2025-08-12T14:27:00Z,87.00,15.00
2025-08-12T14:28:00Z,87.00,15.00
2025-08-12T14:29:00Z,87.00,15.00
2025-08-12T14:31:00Z,87.00,15.00
2025-08-12T14:34:00Z,87.00,15.00
2025-08-12T14:37:00Z,87.00,15.00
2025-08-12T14:46:00Z,86.29,15.00
2025-08-12T14:49:00Z,86.00,15.00
2025-08-12T14:50:00Z,86.00,15.00
2025-08-12T14:52:00Z,86.00,15.00
2025-08-12T14:54:00Z,86.00,15.00
2025-08-12T14:55:00Z,87.21,13.30
2025-08-12T14:56:00Z,87.00,13.30
2025-08-12T14:59:00Z,87.00,13.30
2025-08-12T15:04:00Z,87.00,14.00
2025-08-12T15:05:00Z,87.00,14.00
2025-08-12T15:06:00Z,87.00,14.00
2025-08-12T15:11:00Z,87.00,14.00
2025-08-12T15:13:00Z,87.00,14.00
2025-08-12T15:14:00Z,87.00,14.00
2025-08-12T15:15:00Z,87.00,14.00
2025-08-12T15:16:00Z,88.00,14.00
2025-08-12T15:18:00Z,88.00,14.00
2025-08-12T15:20:00Z,88.00,14.00
2025-08-12T15:24:00Z,87.00,14.00
2025-08-12T15:27:00Z,87.00,14.00
2025-08-12T15:29:00Z,87.00,14.00
2025-08-12T15:30:00Z,87.00,14.00
