# event_ticker=KXATPMATCH-26MAR17QUIHUR
# final_score=6-2 6-4
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Hubert Hurkacz
# kalshi_date=2026-03-17
timestamp,Ethan Quinn,Hubert Hurkacz
2026-03-19T05:03:00Z,44.00,
2026-03-19T05:13:00Z,44.00,58.00
2026-03-19T05:15:00Z,44.00,58.00
2026-03-19T05:20:00Z,44.00,58.00
2026-03-19T05:30:00Z,44.00,58.00
2026-03-19T05:39:00Z,44.00,58.00
2026-03-19T05:43:00Z,44.00,58.00
2026-03-19T05:46:00Z,44.00,58.00
2026-03-19T06:06:00Z,44.00,58.00
2026-03-19T06:11:00Z,44.00,58.00
2026-03-19T06:32:00Z,44.00,58.00
2026-03-19T06:34:00Z,44.00,58.00
2026-03-19T06:47:00Z,44.00,57.00
2026-03-19T06:48:00Z,44.00,57.00
2026-03-19T09:07:00Z,44.00,57.00
2026-03-19T09:19:00Z,44.00,57.00
2026-03-19T09:21:00Z,44.00,57.00
2026-03-19T09:26:00Z,44.00,57.00
2026-03-19T09:28:00Z,44.00,56.00
2026-03-19T09:35:00Z,44.00,56.00
2026-03-19T10:03:00Z,44.00,57.00
2026-03-19T10:06:00Z,44.00,57.00
2026-03-19T10:12:00Z,44.00,57.00
2026-03-19T10:23:00Z,44.00,57.00
2026-03-19T10:25:00Z,44.00,57.00
2026-03-19T10:51:00Z,44.00,57.00
2026-03-19T11:05:00Z,44.00,57.00
2026-03-19T11:17:00Z,44.00,55.82
2026-03-19T11:21:00Z,44.00,57.00
2026-03-19T11:26:00Z,44.00,57.00
2026-03-19T11:28:00Z,44.00,57.00
2026-03-19T11:29:00Z,44.00,57.00
2026-03-19T11:33:00Z,44.00,57.00
2026-03-19T11:34:00Z,44.00,57.00
2026-03-19T11:41:00Z,44.00,57.00
2026-03-19T11:44:00Z,44.00,57.00
2026-03-19T11:53:00Z,44.00,57.00
2026-03-19T11:54:00Z,44.00,57.00
2026-03-19T11:56:00Z,44.00,57.00
2026-03-19T12:09:00Z,44.00,57.00
2026-03-19T12:12:00Z,44.00,57.00
2026-03-19T12:14:00Z,44.00,57.00
