# event_ticker=KXATPMATCH-26JAN10MARMON
# final_score=5-7 6-3 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Gael Monfils
# kalshi_date=2026-01-10
timestamp,Fabian Marozsan,Gael Monfils
2026-01-12T19:54:00Z,,41.00
2026-01-12T22:17:00Z,,41.00
2026-01-12T22:36:00Z,,41.00
2026-01-12T22:37:00Z,59.00,41.00
2026-01-12T23:35:00Z,59.00,40.00
2026-01-13T00:28:00Z,59.00,40.00
2026-01-13T01:37:00Z,59.00,40.00
2026-01-13T01:49:00Z,59.00,39.00
2026-01-13T02:01:00Z,60.00,39.00
2026-01-13T02:56:00Z,60.00,39.00
2026-01-13T03:20:00Z,60.00,40.00
2026-01-13T03:24:00Z,60.00,40.00
2026-01-13T03:34:00Z,60.00,40.00
2026-01-13T03:43:00Z,60.00,40.00
2026-01-13T03:49:00Z,60.00,40.00
2026-01-13T03:51:00Z,60.00,40.00
2026-01-13T03:52:00Z,59.00,40.00
2026-01-13T04:02:00Z,60.00,40.00
2026-01-13T04:04:00Z,60.00,40.00
2026-01-13T04:12:00Z,60.00,41.00
2026-01-13T04:18:00Z,60.00,41.00
2026-01-13T04:32:00Z,60.00,41.00
2026-01-13T04:42:00Z,60.00,41.00
2026-01-13T04:43:00Z,60.00,41.00
2026-01-13T04:52:00Z,60.00,41.00
2026-01-13T04:53:00Z,60.00,41.00
2026-01-13T04:55:00Z,60.00,41.00
2026-01-13T04:57:00Z,60.00,41.00
2026-01-13T04:58:00Z,60.00,41.00
2026-01-13T05:00:00Z,60.00,41.00
2026-01-13T05:01:00Z,60.00,41.00
2026-01-13T05:02:00Z,60.00,41.00
2026-01-13T05:03:00Z,60.00,41.00
2026-01-13T05:05:00Z,61.00,41.00
2026-01-13T05:06:00Z,61.00,41.00
2026-01-13T05:07:00Z,61.01,41.00
2026-01-13T05:08:00Z,61.55,41.00
2026-01-13T05:10:00Z,62.00,41.00
2026-01-13T05:12:00Z,62.00,39.00
2026-01-13T05:13:00Z,65.00,36.00
2026-01-13T05:14:00Z,65.00,36.87
2026-01-13T05:16:00Z,65.00,41.00
2026-01-13T05:17:00Z,65.19,38.00
2026-01-13T05:19:00Z,66.11,38.00
2026-01-13T05:20:00Z,66.11,37.67
2026-01-13T05:21:00Z,67.55,31.00
2026-01-13T05:22:00Z,61.17,39.00
2026-01-13T05:23:00Z,57.23,44.73
2026-01-13T05:24:00Z,56.53,45.12
2026-01-13T05:25:00Z,52.86,43.47
2026-01-13T05:26:00Z,64.00,43.47
2026-01-13T05:27:00Z,64.00,39.00
2026-01-13T05:28:00Z,64.00,42.85
2026-01-13T05:29:00Z,60.00,40.04
2026-01-13T05:30:00Z,59.00,42.60
2026-01-13T05:31:00Z,59.00,41.95
2026-01-13T05:32:00Z,59.00,40.00
2026-01-13T05:33:00Z,59.00,39.13
2026-01-13T05:34:00Z,60.00,40.76
2026-01-13T05:35:00Z,60.00,41.96
2026-01-13T05:36:00Z,60.00,40.74
2026-01-13T05:37:00Z,60.00,38.69
2026-01-13T05:38:00Z,66.00,35.00
2026-01-13T05:39:00Z,65.00,36.00
2026-01-13T05:40:00Z,65.50,36.00
2026-01-13T05:41:00Z,69.03,28.90
2026-01-13T05:42:00Z,66.00,34.38
2026-01-13T05:43:00Z,66.12,38.00
2026-01-13T05:44:00Z,67.00,36.05
2026-01-13T05:45:00Z,64.27,33.56
2026-01-13T05:46:00Z,64.74,33.56
2026-01-13T05:47:00Z,54.44,52.99
2026-01-13T05:48:00Z,36.62,65.26
2026-01-13T05:49:00Z,35.89,65.64
2026-01-13T05:50:00Z,37.60,65.37
2026-01-13T05:51:00Z,40.01,64.10
2026-01-13T05:52:00Z,44.84,53.33
2026-01-13T05:53:00Z,38.69,65.47
2026-01-13T05:54:00Z,32.00,70.00
2026-01-13T05:55:00Z,31.71,68.29
2026-01-13T05:56:00Z,34.89,67.37
2026-01-13T05:57:00Z,36.76,69.83
2026-01-13T05:58:00Z,33.80,69.88
2026-01-13T05:59:00Z,34.80,66.90
2026-01-13T06:00:00Z,36.07,63.97
2026-01-13T06:01:00Z,42.45,55.98
2026-01-13T06:02:00Z,50.56,52.67
2026-01-13T06:03:00Z,53.35,47.07
2026-01-13T06:04:00Z,52.46,48.02
2026-01-13T06:05:00Z,51.35,49.99
2026-01-13T06:06:00Z,54.42,46.36
2026-01-13T06:07:00Z,54.88,45.51
2026-01-13T06:08:00Z,56.27,42.23
2026-01-13T06:09:00Z,54.62,45.75
2026-01-13T06:10:00Z,54.00,47.99
2026-01-13T06:11:00Z,56.02,45.31
2026-01-13T06:12:00Z,58.74,43.00
2026-01-13T06:13:00Z,59.35,41.97
2026-01-13T06:14:00Z,59.66,42.60
2026-01-13T06:15:00Z,58.87,42.48
2026-01-13T06:16:00Z,60.10,42.21
2026-01-13T06:17:00Z,61.37,39.92
2026-01-13T06:18:00Z,61.14,39.54
2026-01-13T06:19:00Z,59.95,43.59
2026-01-13T06:20:00Z,55.54,49.13
2026-01-13T06:21:00Z,59.05,40.99
2026-01-13T06:22:00Z,62.90,37.67
2026-01-13T06:23:00Z,65.03,37.00
2026-01-13T06:24:00Z,60.93,40.93
2026-01-13T06:25:00Z,61.87,39.72
2026-01-13T06:26:00Z,62.31,40.88
2026-01-13T06:27:00Z,66.16,32.57
2026-01-13T06:28:00Z,65.65,35.58
2026-01-13T06:29:00Z,64.71,36.00
2026-01-13T06:30:00Z,65.11,35.73
2026-01-13T06:31:00Z,65.37,33.83
2026-01-13T06:32:00Z,60.03,41.41
2026-01-13T06:33:00Z,59.99,44.18
2026-01-13T06:34:00Z,57.79,43.14
2026-01-13T06:35:00Z,54.40,50.44
2026-01-13T06:36:00Z,51.64,50.32
2026-01-13T06:37:00Z,48.95,52.40
2026-01-13T06:38:00Z,56.16,43.06
2026-01-13T06:39:00Z,59.17,41.28
2026-01-13T06:40:00Z,56.99,43.09
2026-01-13T06:41:00Z,55.90,46.89
2026-01-13T06:42:00Z,54.83,47.00
2026-01-13T06:43:00Z,54.59,46.59
2026-01-13T06:44:00Z,53.65,44.83
2026-01-13T06:45:00Z,57.97,41.88
2026-01-13T06:46:00Z,59.80,36.52
2026-01-13T06:47:00Z,76.85,21.65
2026-01-13T06:48:00Z,82.51,16.52
2026-01-13T06:49:00Z,88.01,12.44
2026-01-13T06:50:00Z,88.91,12.70
2026-01-13T06:51:00Z,87.67,13.82
2026-01-13T06:52:00Z,89.15,11.02
2026-01-13T06:53:00Z,86.33,14.09
2026-01-13T06:54:00Z,79.76,15.49
2026-01-13T06:55:00Z,64.92,37.09
2026-01-13T06:56:00Z,54.34,47.75
2026-01-13T06:57:00Z,49.51,54.03
2026-01-13T06:58:00Z,47.15,54.13
2026-01-13T06:59:00Z,49.19,53.25
2026-01-13T07:00:00Z,49.04,53.68
2026-01-13T07:01:00Z,45.97,54.97
2026-01-13T07:02:00Z,45.02,53.54
2026-01-13T07:03:00Z,57.64,41.29
2026-01-13T07:04:00Z,62.34,37.76
2026-01-13T07:05:00Z,54.76,47.29
2026-01-13T07:06:00Z,58.14,45.05
2026-01-13T07:07:00Z,79.37,19.80
2026-01-13T07:08:00Z,91.00,7.79
2026-01-13T07:09:00Z,93.32,8.18
2026-01-13T07:10:00Z,97.01,3.16
2026-01-13T07:11:00Z,97.66,2.85
2026-01-13T07:12:00Z,98.99,1.17
2026-01-13T07:13:00Z,99.00,1.17
2026-01-13T07:14:00Z,99.00,1.00
2026-01-13T07:15:00Z,99.00,1.00
