# event_ticker=KXATPMATCH-26JAN10MARMON
# final_score=5-7 6-3 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Gael Monfils
# kalshi_date=2026-01-10
timestamp,Fabian Marozsan,Gael Monfils
2026-01-13T07:16:00Z,99.00,1.00
2026-01-13T07:17:00Z,99.00,1.00
2026-01-13T07:18:00Z,99.00,1.00
2026-01-13T07:19:00Z,99.00,1.00
2026-01-13T07:20:00Z,99.00,1.00
2026-01-13T07:21:00Z,99.00,1.00
2026-01-13T07:22:00Z,99.00,1.00
2026-01-13T07:23:00Z,99.00,1.00
2026-01-13T07:24:00Z,99.00,1.00
2026-01-13T07:25:00Z,99.00,1.00
2026-01-13T07:26:00Z,99.00,1.00
2026-01-13T07:27:00Z,99.00,1.00
2026-01-13T07:28:00Z,99.00,1.00
2026-01-13T07:29:00Z,99.00,1.00
2026-01-13T07:30:00Z,99.00,1.00
2026-01-13T07:31:00Z,99.00,1.00
2026-01-13T07:32:00Z,99.00,1.00
2026-01-13T07:34:00Z,99.00,1.00
2026-01-13T07:36:00Z,99.00,1.00
2026-01-13T07:37:00Z,99.00,1.00
2026-01-13T07:38:00Z,99.00,1.00
2026-01-13T07:39:00Z,99.00,1.00
2026-01-13T07:40:00Z,99.00,1.00
2026-01-13T07:43:00Z,99.00,1.00
2026-01-13T07:46:00Z,99.00,1.00
2026-01-13T07:47:00Z,99.00,1.00
2026-01-13T07:48:00Z,99.00,1.00
2026-01-13T07:49:00Z,99.00,1.00
2026-01-13T07:51:00Z,99.00,1.00
2026-01-13T07:52:00Z,99.00,1.00
2026-01-13T07:56:00Z,99.00,1.00
2026-01-13T07:57:00Z,99.00,1.00
2026-01-13T07:58:00Z,99.00,1.00
2026-01-13T07:59:00Z,99.00,1.00
2026-01-13T08:00:00Z,99.00,1.00
2026-01-13T08:01:00Z,99.00,1.00
2026-01-13T08:05:00Z,99.00,1.00
2026-01-13T08:06:00Z,99.00,1.00
2026-01-13T08:07:00Z,99.00,1.00
2026-01-13T08:14:00Z,99.00,1.00
2026-01-13T08:16:00Z,99.00,1.00
2026-01-13T08:20:00Z,99.00,1.00
2026-01-13T08:23:00Z,99.00,1.00
2026-01-13T08:24:00Z,99.00,1.00
2026-01-13T08:26:00Z,99.00,1.00
2026-01-13T08:31:00Z,99.00,1.00
2026-01-13T08:32:00Z,99.00,1.00
2026-01-13T08:37:00Z,99.00,1.00
2026-01-13T08:38:00Z,99.00,1.00
2026-01-13T08:39:00Z,99.00,1.00
2026-01-13T08:40:00Z,99.00,1.00
2026-01-13T08:43:00Z,99.00,1.00
2026-01-13T08:44:00Z,99.00,1.00
2026-01-13T08:45:00Z,99.00,1.00
2026-01-13T08:47:00Z,99.00,1.00
2026-01-13T08:49:00Z,99.00,1.00
2026-01-13T08:52:00Z,99.00,1.00
2026-01-13T08:54:00Z,99.00,1.00
2026-01-13T08:55:00Z,99.00,1.00
2026-01-13T08:56:00Z,99.00,1.00
2026-01-13T08:58:00Z,99.00,1.00
2026-01-13T08:59:00Z,99.00,1.00
2026-01-13T09:04:00Z,99.00,1.00
2026-01-13T09:05:00Z,99.00,1.00
2026-01-13T09:07:00Z,99.00,1.00
2026-01-13T09:09:00Z,99.00,1.00
2026-01-13T09:14:00Z,99.00,1.00
2026-01-13T09:16:00Z,99.00,1.00
2026-01-13T09:20:00Z,99.00,1.00
