# event_ticker=KXATPCHALLENGERMATCH-26MAR27GOJMEJ
# final_score=6-4 7-6(5)
# score_resolution=6-4 7-6
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Nicolas Mejia
# kalshi_date=2026-03-27
timestamp,Borna Gojo,Nicolas Mejia
2026-03-27T12:24:00Z,72.00,28.00
2026-03-27T12:27:00Z,71.00,28.00
2026-03-27T12:58:00Z,71.00,29.00
2026-03-27T13:19:00Z,71.00,29.00
2026-03-27T13:45:00Z,69.00,29.00
2026-03-27T13:56:00Z,69.00,29.00
2026-03-27T14:05:00Z,69.00,29.00
2026-03-27T14:09:00Z,69.00,33.00
2026-03-27T14:11:00Z,69.00,33.00
2026-03-27T14:39:00Z,69.00,31.00
2026-03-27T14:59:00Z,69.00,33.00
2026-03-27T15:02:00Z,67.00,33.00
2026-03-27T15:03:00Z,69.00,33.00
2026-03-27T15:06:00Z,69.00,33.00
2026-03-27T15:07:00Z,69.00,33.00
2026-03-27T15:24:00Z,69.00,33.00
2026-03-27T15:53:00Z,69.00,33.00
2026-03-27T16:05:00Z,69.00,33.00
2026-03-27T16:09:00Z,69.00,33.00
2026-03-27T16:11:00Z,69.00,33.00
2026-03-27T16:56:00Z,69.00,33.00
2026-03-27T17:08:00Z,69.00,33.00
2026-03-27T17:47:00Z,69.00,33.00
2026-03-27T18:01:00Z,69.00,33.00
2026-03-27T18:15:00Z,69.00,32.00
2026-03-27T18:25:00Z,69.00,32.00
2026-03-27T18:31:00Z,69.00,33.00
2026-03-27T18:41:00Z,69.00,33.00
2026-03-27T18:53:00Z,69.00,33.00
2026-03-27T18:59:00Z,69.00,33.00
2026-03-27T19:18:00Z,69.00,33.00
2026-03-27T19:26:00Z,69.00,33.00
2026-03-27T19:35:00Z,69.00,33.00
2026-03-27T19:51:00Z,69.00,33.00
2026-03-27T19:57:00Z,68.00,33.00
2026-03-27T19:58:00Z,68.00,33.00
2026-03-27T20:20:00Z,68.00,32.00
2026-03-27T20:24:00Z,68.00,32.00
2026-03-27T20:26:00Z,68.00,33.00
2026-03-27T20:35:00Z,68.00,33.00
2026-03-27T20:36:00Z,68.00,33.00
2026-03-27T20:46:00Z,68.00,33.00
2026-03-27T20:47:00Z,68.00,33.00
2026-03-27T20:56:00Z,68.00,33.00
2026-03-27T21:02:00Z,68.00,33.00
2026-03-27T21:25:00Z,68.00,33.00
2026-03-27T21:26:00Z,68.00,33.00
2026-03-27T21:32:00Z,68.00,33.00
2026-03-27T21:35:00Z,68.96,33.00
2026-03-27T21:57:00Z,68.00,33.00
2026-03-27T22:00:00Z,68.00,33.00
2026-03-27T22:05:00Z,68.00,34.00
2026-03-27T22:11:00Z,68.00,34.00
2026-03-27T22:13:00Z,68.00,33.00
2026-03-27T22:14:00Z,68.90,33.00
2026-03-27T22:15:00Z,68.90,33.00
2026-03-27T22:20:00Z,68.90,33.00
2026-03-27T22:21:00Z,68.90,31.00
2026-03-27T22:22:00Z,68.00,31.00
2026-03-27T22:30:00Z,66.00,31.00
2026-03-27T22:31:00Z,68.00,31.00
2026-03-27T22:36:00Z,68.00,31.00
2026-03-27T22:42:00Z,68.00,31.00
2026-03-27T22:45:00Z,68.00,33.00
2026-03-27T22:46:00Z,68.00,33.00
2026-03-27T22:48:00Z,68.00,33.00
2026-03-27T22:49:00Z,69.00,33.00
2026-03-27T22:53:00Z,69.00,33.99
2026-03-27T23:04:00Z,69.00,34.00
2026-03-27T23:07:00Z,69.00,34.00
2026-03-27T23:10:00Z,69.00,34.00
2026-03-27T23:11:00Z,69.00,34.00
2026-03-27T23:12:00Z,69.00,34.00
2026-03-27T23:15:00Z,69.00,33.00
2026-03-27T23:17:00Z,69.00,33.00
2026-03-27T23:21:00Z,69.00,33.00
2026-03-27T23:22:00Z,69.00,33.00
2026-03-27T23:28:00Z,69.00,33.00
2026-03-27T23:30:00Z,68.00,33.00
2026-03-27T23:31:00Z,68.00,33.00
2026-03-27T23:32:00Z,68.00,34.00
2026-03-27T23:34:00Z,68.00,34.00
2026-03-27T23:36:00Z,68.72,34.00
2026-03-27T23:37:00Z,68.93,34.00
2026-03-27T23:38:00Z,68.93,34.00
2026-03-27T23:39:00Z,69.00,34.00
2026-03-27T23:40:00Z,69.00,34.00
2026-03-27T23:42:00Z,69.00,34.00
2026-03-27T23:44:00Z,69.00,34.00
2026-03-27T23:46:00Z,69.00,34.00
2026-03-27T23:47:00Z,69.00,34.00
2026-03-27T23:48:00Z,69.00,34.00
2026-03-27T23:52:00Z,69.00,34.00
2026-03-27T23:53:00Z,69.00,34.00
2026-03-27T23:57:00Z,69.00,34.00
2026-03-27T23:58:00Z,69.00,33.00
2026-03-28T00:00:00Z,69.00,33.00
2026-03-28T00:01:00Z,69.00,33.09
2026-03-28T00:02:00Z,69.00,33.09
2026-03-28T00:03:00Z,68.00,33.00
2026-03-28T00:04:00Z,69.54,33.00
2026-03-28T00:05:00Z,69.00,33.00
2026-03-28T00:06:00Z,69.00,33.05
2026-03-28T00:07:00Z,69.00,34.00
2026-03-28T00:08:00Z,69.00,33.87
2026-03-28T00:09:00Z,68.41,34.00
2026-03-28T00:10:00Z,68.00,33.63
2026-03-28T00:11:00Z,67.08,34.00
2026-03-28T00:12:00Z,67.25,34.83
2026-03-28T00:13:00Z,65.19,34.70
2026-03-28T00:14:00Z,67.00,33.25
2026-03-28T00:15:00Z,68.00,32.05
2026-03-28T00:16:00Z,66.87,34.50
2026-03-28T00:17:00Z,68.30,33.64
2026-03-28T00:18:00Z,70.67,32.47
2026-03-28T00:19:00Z,72.62,26.70
2026-03-28T00:20:00Z,76.22,23.48
2026-03-28T00:21:00Z,73.53,28.30
2026-03-28T00:22:00Z,77.78,25.46
2026-03-28T00:23:00Z,82.62,17.04
2026-03-28T00:24:00Z,82.66,18.51
