# event_ticker=KXATPCHALLENGERMATCH-26MAY12BROMOL
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Alex Molcan
# fav_player=Jenson Brooksby
# dog_player=Alex Molcan
# kalshi_date=2026-05-12
timestamp,Jenson Brooksby,Alex Molcan
2026-05-11T23:02:00Z,,69.00
2026-05-12T00:08:00Z,32.42,69.00
2026-05-12T00:09:00Z,33.00,69.00
2026-05-12T00:45:00Z,33.00,69.00
2026-05-12T01:34:00Z,32.00,69.00
2026-05-12T01:57:00Z,32.00,69.00
2026-05-12T02:56:00Z,32.00,69.00
2026-05-12T03:04:00Z,32.00,69.00
2026-05-12T03:21:00Z,32.00,69.00
2026-05-12T03:35:00Z,32.00,69.00
2026-05-12T05:12:00Z,32.00,69.00
2026-05-12T05:20:00Z,32.00,69.00
2026-05-12T05:29:00Z,32.00,69.00
2026-05-12T05:41:00Z,32.00,69.00
2026-05-12T06:07:00Z,31.00,69.00
2026-05-12T06:22:00Z,31.00,69.59
2026-05-12T06:24:00Z,31.00,70.00
2026-05-12T06:29:00Z,31.00,69.00
2026-05-12T06:34:00Z,31.00,70.00
2026-05-12T07:02:00Z,31.00,70.00
2026-05-12T07:22:00Z,31.00,70.00
2026-05-12T07:28:00Z,31.00,70.28
2026-05-12T07:44:00Z,31.00,71.00
2026-05-12T07:46:00Z,31.00,71.00
2026-05-12T07:48:00Z,31.00,71.00
2026-05-12T09:16:00Z,31.00,70.00
2026-05-12T09:40:00Z,31.00,70.00
2026-05-12T09:43:00Z,27.01,71.98
2026-05-12T09:44:00Z,27.00,71.98
2026-05-12T09:48:00Z,27.00,77.00
2026-05-12T09:51:00Z,21.00,77.00
2026-05-12T09:52:00Z,18.00,80.00
2026-05-12T09:54:00Z,16.00,84.00
2026-05-12T09:56:00Z,15.00,84.00
2026-05-12T09:57:00Z,15.00,88.00
2026-05-12T09:58:00Z,15.00,90.00
2026-05-12T10:00:00Z,10.00,90.00
2026-05-12T10:01:00Z,10.00,90.00
2026-05-12T10:02:00Z,10.00,90.00
2026-05-12T10:05:00Z,11.00,89.00
2026-05-12T10:06:00Z,14.00,89.00
2026-05-12T10:08:00Z,12.00,88.00
2026-05-12T10:09:00Z,11.04,89.00
2026-05-12T10:10:00Z,13.00,90.00
2026-05-12T10:12:00Z,13.00,90.00
2026-05-12T10:15:00Z,13.00,90.92
2026-05-12T10:16:00Z,8.51,90.92
2026-05-12T10:17:00Z,8.02,90.92
2026-05-12T10:20:00Z,9.00,90.92
2026-05-12T10:23:00Z,10.00,92.00
2026-05-12T10:24:00Z,12.00,92.00
2026-05-12T10:25:00Z,13.00,92.00
2026-05-12T10:26:00Z,15.46,83.12
2026-05-12T10:27:00Z,17.66,83.12
2026-05-12T10:28:00Z,17.64,83.12
2026-05-12T10:29:00Z,15.97,83.12
2026-05-12T10:30:00Z,18.47,82.00
2026-05-12T10:31:00Z,17.00,82.00
2026-05-12T10:32:00Z,17.00,82.00
2026-05-12T10:33:00Z,16.99,82.00
2026-05-12T10:34:00Z,17.91,85.00
2026-05-12T10:35:00Z,20.00,85.00
2026-05-12T10:36:00Z,16.62,86.00
2026-05-12T10:37:00Z,19.00,83.00
2026-05-12T10:38:00Z,21.00,82.00
2026-05-12T10:40:00Z,17.00,82.00
2026-05-12T10:41:00Z,17.00,85.00
2026-05-12T10:42:00Z,15.92,85.88
2026-05-12T10:43:00Z,15.92,85.00
2026-05-12T10:44:00Z,13.00,87.81
2026-05-12T10:45:00Z,13.00,87.81
2026-05-12T10:46:00Z,11.10,91.25
2026-05-12T10:47:00Z,7.00,93.77
2026-05-12T10:48:00Z,6.00,94.00
2026-05-12T10:49:00Z,6.00,95.00
2026-05-12T10:50:00Z,5.00,95.00
2026-05-12T10:51:00Z,8.00,93.00
2026-05-12T10:52:00Z,6.12,94.02
2026-05-12T10:53:00Z,7.22,94.00
2026-05-12T10:54:00Z,8.00,94.00
2026-05-12T10:55:00Z,5.00,93.14
2026-05-12T10:56:00Z,8.29,94.00
2026-05-12T10:57:00Z,11.81,88.71
2026-05-12T10:58:00Z,11.44,88.71
2026-05-12T10:59:00Z,14.77,91.00
2026-05-12T11:00:00Z,10.00,91.00
2026-05-12T11:01:00Z,9.00,92.28
2026-05-12T11:02:00Z,7.00,92.28
2026-05-12T11:03:00Z,6.00,96.00
2026-05-12T11:04:00Z,5.00,96.00
2026-05-12T11:05:00Z,7.00,95.00
2026-05-12T11:06:00Z,4.00,96.00
2026-05-12T11:07:00Z,8.00,95.97
2026-05-12T11:08:00Z,11.15,91.00
2026-05-12T11:09:00Z,11.01,88.65
2026-05-12T11:10:00Z,10.26,91.00
2026-05-12T11:11:00Z,11.00,90.11
2026-05-12T11:12:00Z,9.00,92.61
2026-05-12T11:13:00Z,8.13,93.00
2026-05-12T11:14:00Z,6.67,93.00
2026-05-12T11:15:00Z,3.37,97.59
2026-05-12T11:16:00Z,4.81,95.35
2026-05-12T11:17:00Z,7.18,97.93
2026-05-12T11:18:00Z,1.04,99.00
