# event_ticker=KXATPCHALLENGERMATCH-26MAR07SAMSAK
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Toby Samuel
# fav_player=Stefanos Sakellaridis
# dog_player=Toby Samuel
# kalshi_date=2026-03-07
timestamp,Stefanos Sakellaridis,Toby Samuel
2026-03-07T07:12:00Z,35.00,68.00
2026-03-07T07:13:00Z,35.00,68.00
2026-03-07T07:16:00Z,35.00,65.00
2026-03-07T07:17:00Z,35.00,67.00
2026-03-07T07:19:00Z,35.00,67.00
2026-03-07T07:20:00Z,35.65,67.00
2026-03-07T07:21:00Z,36.00,67.00
2026-03-07T07:22:00Z,36.00,67.00
2026-03-07T07:23:00Z,36.00,67.00
2026-03-07T07:25:00Z,36.00,67.00
2026-03-07T07:26:00Z,36.00,67.00
2026-03-07T07:27:00Z,36.00,67.00
2026-03-07T07:28:00Z,36.00,67.00
2026-03-07T07:30:00Z,36.00,67.00
2026-03-07T07:31:00Z,36.00,67.00
2026-03-07T07:32:00Z,36.00,67.00
2026-03-07T07:33:00Z,36.00,67.00
2026-03-07T07:35:00Z,36.00,64.00
2026-03-07T07:36:00Z,36.00,67.00
2026-03-07T07:38:00Z,36.00,67.00
2026-03-07T07:39:00Z,36.00,67.00
2026-03-07T07:41:00Z,36.00,67.00
2026-03-07T07:43:00Z,36.00,67.00
2026-03-07T07:44:00Z,36.00,67.00
2026-03-07T07:45:00Z,36.00,68.00
2026-03-07T07:46:00Z,36.00,68.00
2026-03-07T07:47:00Z,36.00,68.00
2026-03-07T07:49:00Z,35.00,68.00
2026-03-07T07:52:00Z,35.00,67.00
2026-03-07T07:56:00Z,35.00,67.00
2026-03-07T07:57:00Z,35.00,67.93
2026-03-07T07:58:00Z,35.02,68.00
2026-03-07T07:59:00Z,36.00,67.00
2026-03-07T08:00:00Z,40.40,62.86
2026-03-07T08:01:00Z,37.14,64.97
2026-03-07T08:02:00Z,37.00,62.00
2026-03-07T08:03:00Z,37.00,65.00
2026-03-07T08:04:00Z,37.00,65.00
2026-03-07T08:05:00Z,37.38,65.00
2026-03-07T08:06:00Z,37.88,65.00
2026-03-07T08:07:00Z,38.00,65.00
2026-03-07T08:08:00Z,38.00,65.00
2026-03-07T08:09:00Z,38.36,65.00
2026-03-07T08:10:00Z,38.00,64.94
2026-03-07T08:11:00Z,38.06,63.38
2026-03-07T08:12:00Z,39.00,65.00
2026-03-07T08:13:00Z,39.00,64.00
2026-03-07T08:14:00Z,39.00,64.65
2026-03-07T08:15:00Z,39.00,64.00
2026-03-07T08:16:00Z,39.64,64.00
2026-03-07T08:17:00Z,41.43,62.67
2026-03-07T08:18:00Z,37.89,63.00
2026-03-07T08:19:00Z,34.31,67.94
2026-03-07T08:20:00Z,35.27,64.49
2026-03-07T08:21:00Z,39.28,64.69
2026-03-07T08:22:00Z,36.75,63.00
2026-03-07T08:23:00Z,41.00,60.50
2026-03-07T08:24:00Z,40.25,60.33
2026-03-07T08:25:00Z,42.23,61.00
2026-03-07T08:26:00Z,41.88,60.96
2026-03-07T08:27:00Z,40.11,61.66
2026-03-07T08:28:00Z,41.27,63.66
2026-03-07T08:29:00Z,38.04,66.80
2026-03-07T08:30:00Z,32.34,68.93
2026-03-07T08:31:00Z,34.28,65.40
2026-03-07T08:32:00Z,38.45,68.38
2026-03-07T08:33:00Z,40.92,60.63
2026-03-07T08:34:00Z,41.45,61.83
2026-03-07T08:35:00Z,46.57,55.80
2026-03-07T08:36:00Z,44.88,56.34
2026-03-07T08:37:00Z,39.48,61.23
2026-03-07T08:38:00Z,37.12,66.06
2026-03-07T08:39:00Z,34.54,66.50
2026-03-07T08:40:00Z,26.86,73.63
2026-03-07T08:41:00Z,21.73,78.10
2026-03-07T08:42:00Z,18.58,82.03
2026-03-07T08:43:00Z,17.42,83.61
2026-03-07T08:44:00Z,16.96,84.29
2026-03-07T08:45:00Z,16.05,84.83
2026-03-07T08:46:00Z,12.76,83.95
2026-03-07T08:47:00Z,15.07,87.91
2026-03-07T08:48:00Z,12.26,88.87
2026-03-07T08:49:00Z,10.92,89.34
2026-03-07T08:50:00Z,9.14,89.85
2026-03-07T08:51:00Z,11.81,88.16
2026-03-07T08:52:00Z,10.95,90.39
2026-03-07T08:53:00Z,10.99,89.00
2026-03-07T08:54:00Z,11.41,91.67
2026-03-07T08:55:00Z,9.18,91.77
2026-03-07T08:56:00Z,7.16,93.13
2026-03-07T08:57:00Z,4.83,95.91
2026-03-07T08:58:00Z,5.00,95.04
2026-03-07T08:59:00Z,3.32,97.00
2026-03-07T09:00:00Z,3.10,97.83
2026-03-07T09:01:00Z,1.23,98.81
2026-03-07T09:02:00Z,1.12,98.99
2026-03-07T09:03:00Z,1.00,99.00
2026-03-07T09:04:00Z,1.00,99.00
2026-03-07T09:05:00Z,1.00,99.00
2026-03-07T09:06:00Z,1.00,99.00
2026-03-07T09:07:00Z,1.00,99.00
2026-03-07T09:08:00Z,1.00,99.00
2026-03-07T09:11:00Z,1.00,99.00
2026-03-07T09:12:00Z,1.00,99.00
2026-03-07T09:14:00Z,1.00,99.00
