# event_ticker=KXATPCHALLENGERMATCH-26MAR07SAMSAK
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Toby Samuel
# fav_player=Stefanos Sakellaridis
# dog_player=Toby Samuel
# kalshi_date=2026-03-07
timestamp,Stefanos Sakellaridis,Toby Samuel
2026-03-07T00:04:00Z,,68.00
2026-03-07T00:18:00Z,34.17,68.00
2026-03-07T01:18:00Z,34.00,68.00
2026-03-07T01:24:00Z,34.18,68.00
2026-03-07T01:38:00Z,34.18,68.00
2026-03-07T02:00:00Z,34.18,68.00
2026-03-07T02:09:00Z,32.03,68.00
2026-03-07T02:38:00Z,35.00,68.00
2026-03-07T02:53:00Z,35.00,68.00
2026-03-07T03:16:00Z,35.00,68.00
2026-03-07T03:30:00Z,35.00,68.00
2026-03-07T03:35:00Z,35.00,67.00
2026-03-07T03:51:00Z,35.00,67.00
2026-03-07T04:04:00Z,35.00,67.12
2026-03-07T04:25:00Z,35.00,68.00
2026-03-07T04:34:00Z,35.00,64.63
2026-03-07T04:44:00Z,35.00,67.00
2026-03-07T05:00:00Z,35.00,67.56
2026-03-07T05:14:00Z,35.00,68.00
2026-03-07T05:18:00Z,35.00,68.00
2026-03-07T05:19:00Z,35.00,68.00
2026-03-07T05:21:00Z,35.00,68.00
2026-03-07T05:23:00Z,35.00,68.00
2026-03-07T05:29:00Z,35.00,68.00
2026-03-07T05:31:00Z,35.00,68.00
2026-03-07T05:33:00Z,35.00,68.00
2026-03-07T05:36:00Z,35.00,68.00
2026-03-07T05:39:00Z,35.00,68.00
2026-03-07T05:42:00Z,35.00,68.00
2026-03-07T05:46:00Z,35.00,68.00
2026-03-07T05:48:00Z,35.00,68.00
2026-03-07T05:49:00Z,35.00,68.00
2026-03-07T05:52:00Z,35.00,68.00
2026-03-07T05:53:00Z,35.00,68.00
2026-03-07T05:59:00Z,35.00,68.00
2026-03-07T06:01:00Z,35.00,68.00
2026-03-07T06:07:00Z,34.00,68.00
2026-03-07T06:10:00Z,34.00,68.00
2026-03-07T06:11:00Z,34.00,68.00
2026-03-07T06:12:00Z,34.00,67.00
2026-03-07T06:13:00Z,34.00,68.00
2026-03-07T06:14:00Z,34.00,68.00
2026-03-07T06:18:00Z,34.00,68.00
2026-03-07T06:20:00Z,34.00,68.00
2026-03-07T06:22:00Z,32.06,68.00
2026-03-07T06:23:00Z,32.06,68.00
2026-03-07T06:24:00Z,34.00,68.00
2026-03-07T06:25:00Z,34.00,68.00
2026-03-07T06:26:00Z,34.00,68.00
2026-03-07T06:27:00Z,32.00,68.00
2026-03-07T06:29:00Z,34.00,68.00
2026-03-07T06:32:00Z,34.00,68.00
2026-03-07T06:33:00Z,34.00,68.00
2026-03-07T06:34:00Z,34.45,68.00
2026-03-07T06:35:00Z,35.00,68.00
2026-03-07T06:36:00Z,35.00,68.00
2026-03-07T06:37:00Z,35.00,68.00
2026-03-07T06:38:00Z,35.00,68.00
2026-03-07T06:39:00Z,35.00,68.00
2026-03-07T06:40:00Z,35.00,68.00
2026-03-07T06:43:00Z,35.00,68.00
2026-03-07T06:44:00Z,35.00,68.00
2026-03-07T06:45:00Z,35.00,68.00
2026-03-07T06:47:00Z,35.00,67.00
2026-03-07T06:49:00Z,35.00,67.00
2026-03-07T06:50:00Z,34.85,67.00
2026-03-07T06:53:00Z,34.85,67.47
2026-03-07T06:54:00Z,34.85,68.00
2026-03-07T06:56:00Z,34.85,65.22
2026-03-07T06:58:00Z,35.00,65.22
2026-03-07T07:00:00Z,35.00,68.00
2026-03-07T07:01:00Z,35.00,68.00
2026-03-07T07:04:00Z,35.00,68.00
2026-03-07T07:06:00Z,35.00,68.00
2026-03-07T07:09:00Z,35.00,68.00
2026-03-07T07:10:00Z,35.00,68.00
