# event_ticker=KXATPMATCH-25OCT03NARMPE
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Luca Nardi
# kalshi_date=2025-10-03
timestamp,Giovanni Mpetshi Perricard,Luca Nardi
2025-10-03T05:43:00Z,64.00,36.00
2025-10-03T05:46:00Z,64.00,37.00
2025-10-03T05:49:00Z,64.00,37.00
2025-10-03T05:51:00Z,64.00,37.00
2025-10-03T06:05:00Z,64.00,36.00
2025-10-03T06:15:00Z,64.00,37.00
2025-10-03T06:16:00Z,63.00,37.00
2025-10-03T06:17:00Z,63.00,37.00
2025-10-03T06:21:00Z,64.00,37.00
2025-10-03T06:22:00Z,64.00,37.00
2025-10-03T06:26:00Z,64.00,37.00
2025-10-03T06:32:00Z,64.00,37.00
2025-10-03T06:33:00Z,64.00,37.00
2025-10-03T06:39:00Z,64.00,37.00
2025-10-03T06:43:00Z,64.00,37.00
2025-10-03T06:49:00Z,64.00,37.00
2025-10-03T06:56:00Z,64.00,37.00
2025-10-03T07:07:00Z,64.00,37.00
2025-10-03T07:10:00Z,64.00,37.00
2025-10-03T07:12:00Z,64.00,37.00
2025-10-03T07:15:00Z,64.00,37.00
2025-10-03T07:26:00Z,64.00,37.00
2025-10-03T07:34:00Z,64.00,37.00
2025-10-03T07:35:00Z,64.00,37.00
2025-10-03T07:37:00Z,64.00,37.00
2025-10-03T07:41:00Z,64.00,37.00
2025-10-03T07:44:00Z,64.00,37.00
2025-10-03T07:45:00Z,64.00,36.00
2025-10-03T07:46:00Z,64.00,36.00
2025-10-03T07:51:00Z,64.00,37.00
2025-10-03T08:00:00Z,64.00,37.00
2025-10-03T08:05:00Z,64.00,37.00
2025-10-03T08:06:00Z,64.00,37.00
2025-10-03T08:14:00Z,64.00,37.00
2025-10-03T08:22:00Z,64.00,38.00
2025-10-03T08:25:00Z,64.00,38.00
2025-10-03T08:28:00Z,64.00,38.00
2025-10-03T08:34:00Z,64.00,38.00
2025-10-03T08:35:00Z,64.00,38.00
2025-10-03T08:36:00Z,64.00,38.00
2025-10-03T08:37:00Z,64.00,38.00
2025-10-03T08:39:00Z,64.00,38.00
2025-10-03T08:40:00Z,64.00,38.00
2025-10-03T08:41:00Z,64.00,38.00
2025-10-03T08:42:00Z,64.00,38.00
2025-10-03T08:44:00Z,64.00,36.00
2025-10-03T08:46:00Z,64.00,36.00
2025-10-03T08:50:00Z,64.00,38.00
2025-10-03T08:51:00Z,64.00,38.00
2025-10-03T08:52:00Z,64.00,38.00
2025-10-03T08:53:00Z,64.00,38.00
2025-10-03T08:55:00Z,64.00,38.00
2025-10-03T08:57:00Z,63.00,40.00
2025-10-03T08:58:00Z,62.00,40.00
2025-10-03T09:00:00Z,62.00,40.00
2025-10-03T09:01:00Z,61.00,40.00
2025-10-03T09:02:00Z,55.00,44.52
2025-10-03T09:03:00Z,51.00,58.00
2025-10-03T09:04:00Z,58.17,58.00
2025-10-03T09:05:00Z,59.00,58.00
2025-10-03T09:06:00Z,58.65,58.00
2025-10-03T09:07:00Z,60.61,41.00
2025-10-03T09:08:00Z,60.61,43.58
2025-10-03T09:09:00Z,60.61,43.00
2025-10-03T09:10:00Z,57.22,43.00
2025-10-03T09:11:00Z,58.00,46.00
2025-10-03T09:12:00Z,58.00,46.00
2025-10-03T09:13:00Z,58.00,46.00
2025-10-03T09:15:00Z,58.00,41.00
2025-10-03T09:16:00Z,63.89,37.00
2025-10-03T09:17:00Z,64.07,36.00
2025-10-03T09:18:00Z,63.22,37.66
2025-10-03T09:19:00Z,63.22,36.00
2025-10-03T09:20:00Z,66.00,36.00
2025-10-03T09:21:00Z,64.55,35.00
2025-10-03T09:22:00Z,67.00,34.87
2025-10-03T09:23:00Z,67.00,33.21
2025-10-03T09:24:00Z,67.00,31.00
2025-10-03T09:25:00Z,69.27,30.00
2025-10-03T09:26:00Z,72.56,30.02
2025-10-03T09:27:00Z,79.86,18.43
2025-10-03T09:28:00Z,79.86,18.17
2025-10-03T09:29:00Z,87.00,16.00
2025-10-03T09:30:00Z,85.00,16.00
2025-10-03T09:31:00Z,85.00,15.00
2025-10-03T09:32:00Z,85.00,15.14
2025-10-03T09:33:00Z,83.00,16.00
2025-10-03T09:34:00Z,82.87,17.72
2025-10-03T09:35:00Z,76.39,17.72
2025-10-03T09:36:00Z,83.20,24.50
2025-10-03T09:37:00Z,79.79,21.00
2025-10-03T09:39:00Z,84.00,21.00
2025-10-03T09:40:00Z,84.00,18.00
2025-10-03T09:41:00Z,84.00,17.32
2025-10-03T09:42:00Z,85.05,15.00
2025-10-03T09:43:00Z,87.59,17.00
2025-10-03T09:45:00Z,87.59,13.10
2025-10-03T09:46:00Z,87.59,17.83
2025-10-03T09:47:00Z,85.00,17.00
2025-10-03T09:50:00Z,91.75,7.22
2025-10-03T09:51:00Z,91.75,5.07
2025-10-03T09:52:00Z,96.80,4.29
2025-10-03T09:53:00Z,97.00,3.00
2025-10-03T09:55:00Z,96.66,3.36
2025-10-03T09:56:00Z,97.00,2.77
2025-10-03T09:57:00Z,97.00,2.00
2025-10-03T09:58:00Z,97.00,2.00
2025-10-03T09:59:00Z,97.00,2.21
2025-10-03T10:00:00Z,97.00,3.28
2025-10-03T10:01:00Z,97.00,2.56
2025-10-03T10:02:00Z,97.40,3.27
2025-10-03T10:03:00Z,99.00,3.82
2025-10-03T10:04:00Z,98.88,2.02
2025-10-03T10:05:00Z,98.88,3.00
2025-10-03T10:06:00Z,98.88,4.24
2025-10-03T10:07:00Z,98.00,3.00
2025-10-03T10:08:00Z,98.00,2.63
2025-10-03T10:09:00Z,97.39,2.88
2025-10-03T10:10:00Z,99.00,3.00
2025-10-03T10:11:00Z,97.76,1.78
2025-10-03T10:12:00Z,97.76,2.00
2025-10-03T10:13:00Z,97.76,2.00
2025-10-03T10:15:00Z,97.76,1.60
2025-10-03T10:16:00Z,98.01,3.00
2025-10-03T10:17:00Z,97.00,5.37
2025-10-03T10:18:00Z,94.92,4.06
2025-10-03T10:19:00Z,98.86,2.76
2025-10-03T10:20:00Z,99.00,2.00
2025-10-03T10:21:00Z,94.06,5.29
2025-10-03T10:22:00Z,94.06,15.50
2025-10-03T10:23:00Z,79.00,14.18
2025-10-03T10:24:00Z,79.00,22.84
2025-10-03T10:25:00Z,78.51,22.45
2025-10-03T10:26:00Z,78.20,22.61
2025-10-03T10:27:00Z,82.20,21.97
2025-10-03T10:28:00Z,82.20,20.11
2025-10-03T10:29:00Z,74.49,22.00
2025-10-03T10:30:00Z,80.69,21.68
2025-10-03T10:31:00Z,77.79,23.44
2025-10-03T10:32:00Z,77.86,25.69
2025-10-03T10:33:00Z,77.01,25.57
2025-10-03T10:34:00Z,70.54,35.35
2025-10-03T10:35:00Z,67.44,38.22
2025-10-03T10:36:00Z,81.21,32.60
2025-10-03T10:37:00Z,86.65,18.52
2025-10-03T10:38:00Z,93.47,10.51
2025-10-03T10:39:00Z,93.47,11.00
2025-10-03T10:40:00Z,98.31,1.51
2025-10-03T10:41:00Z,99.00,1.00
2025-10-03T10:42:00Z,99.00,1.00
2025-10-03T10:44:00Z,99.00,1.00
