# event_ticker=KXATPCHALLENGERMATCH-26APR30SAFDRO
# final_score=6-2 4-6 6-4
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Titouan Droguet
# kalshi_date=2026-04-30
timestamp,Roman Safiullin,Titouan Droguet
2026-04-30T14:56:00Z,83.00,20.35
2026-04-30T14:57:00Z,75.08,23.63
2026-04-30T14:58:00Z,76.00,21.89
2026-04-30T14:59:00Z,73.08,27.99
2026-04-30T15:00:00Z,79.15,22.38
2026-04-30T15:01:00Z,77.00,26.54
2026-04-30T15:02:00Z,71.00,29.12
2026-04-30T15:03:00Z,71.00,30.37
2026-04-30T15:04:00Z,73.74,26.85
2026-04-30T15:05:00Z,70.00,30.54
2026-04-30T15:06:00Z,62.95,38.04
2026-04-30T15:07:00Z,67.19,30.38
2026-04-30T15:08:00Z,72.50,27.24
2026-04-30T15:09:00Z,68.90,31.90
2026-04-30T15:10:00Z,67.90,33.08
2026-04-30T15:11:00Z,66.30,34.49
2026-04-30T15:12:00Z,67.81,33.26
2026-04-30T15:13:00Z,69.77,33.69
2026-04-30T15:14:00Z,70.76,30.92
2026-04-30T15:15:00Z,69.89,31.27
2026-04-30T15:16:00Z,64.57,37.38
2026-04-30T15:17:00Z,63.00,38.00
2026-04-30T15:18:00Z,63.49,38.49
2026-04-30T15:19:00Z,62.44,39.75
2026-04-30T15:20:00Z,56.14,46.78
2026-04-30T15:21:00Z,57.69,42.90
2026-04-30T15:22:00Z,63.54,39.98
2026-04-30T15:23:00Z,52.09,50.82
2026-04-30T15:24:00Z,38.98,61.58
2026-04-30T15:25:00Z,38.92,61.75
2026-04-30T15:26:00Z,38.67,62.45
2026-04-30T15:27:00Z,39.27,62.51
2026-04-30T15:28:00Z,38.88,62.95
2026-04-30T15:29:00Z,36.66,64.83
2026-04-30T15:30:00Z,32.62,67.94
2026-04-30T15:31:00Z,30.34,70.75
2026-04-30T15:32:00Z,22.90,77.13
2026-04-30T15:33:00Z,17.71,85.30
2026-04-30T15:34:00Z,24.52,77.23
2026-04-30T15:35:00Z,24.80,77.09
2026-04-30T15:36:00Z,31.61,70.19
2026-04-30T15:37:00Z,32.97,69.40
2026-04-30T15:38:00Z,22.24,84.27
2026-04-30T15:39:00Z,13.76,87.01
2026-04-30T15:40:00Z,13.90,86.63
2026-04-30T15:41:00Z,15.66,85.21
2026-04-30T15:42:00Z,24.92,84.05
2026-04-30T15:43:00Z,14.17,86.12
2026-04-30T15:44:00Z,11.96,86.30
2026-04-30T15:45:00Z,24.07,77.80
2026-04-30T15:46:00Z,34.13,65.52
2026-04-30T15:47:00Z,34.60,65.95
2026-04-30T15:48:00Z,24.56,74.56
2026-04-30T15:49:00Z,29.55,70.60
2026-04-30T15:50:00Z,39.70,61.32
2026-04-30T15:51:00Z,46.04,56.20
2026-04-30T15:52:00Z,52.54,54.00
2026-04-30T15:53:00Z,61.31,41.89
2026-04-30T15:54:00Z,74.14,27.08
2026-04-30T15:55:00Z,76.91,23.58
2026-04-30T15:56:00Z,81.00,19.28
2026-04-30T15:57:00Z,82.64,17.84
2026-04-30T15:58:00Z,79.48,20.78
2026-04-30T15:59:00Z,78.74,21.78
2026-04-30T16:00:00Z,77.89,22.98
2026-04-30T16:01:00Z,78.50,23.26
2026-04-30T16:02:00Z,86.47,16.21
2026-04-30T16:03:00Z,79.31,20.42
2026-04-30T16:04:00Z,81.38,16.78
2026-04-30T16:05:00Z,88.65,12.30
2026-04-30T16:06:00Z,85.88,14.88
2026-04-30T16:07:00Z,85.67,15.01
2026-04-30T16:08:00Z,85.91,15.62
2026-04-30T16:09:00Z,74.98,25.57
2026-04-30T16:10:00Z,66.25,33.61
2026-04-30T16:11:00Z,88.76,11.91
2026-04-30T16:12:00Z,69.93,25.23
2026-04-30T16:13:00Z,76.79,28.63
2026-04-30T16:14:00Z,92.18,8.66
2026-04-30T16:15:00Z,77.50,22.55
2026-04-30T16:16:00Z,58.11,35.57
2026-04-30T16:17:00Z,79.39,20.57
2026-04-30T16:18:00Z,95.82,6.23
2026-04-30T16:19:00Z,99.00,1.00
2026-04-30T16:20:00Z,99.00,1.00
2026-04-30T16:21:00Z,99.00,1.00
2026-04-30T16:22:00Z,99.00,1.00
