# event_ticker=KXATPMATCH-25JUL18KYMCAZ
# final_score=7-6(3) 3-6 7-5
# score_resolution=7-6 3-6 7-5
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Jerome Kym
# kalshi_date=2025-07-18
timestamp,Arthur Cazaux,Jerome Kym
2025-07-18T04:04:00Z,,46.00
2025-07-18T04:16:00Z,56.11,46.00
2025-07-18T04:32:00Z,56.11,46.00
2025-07-18T05:29:00Z,56.11,46.00
2025-07-18T05:43:00Z,57.00,46.00
2025-07-18T06:43:00Z,57.00,46.00
2025-07-18T12:01:00Z,57.00,48.00
2025-07-18T12:15:00Z,53.00,48.00
2025-07-18T12:18:00Z,53.00,48.00
2025-07-18T12:26:00Z,53.00,49.28
2025-07-18T12:28:00Z,53.00,49.00
2025-07-18T12:38:00Z,52.00,49.00
2025-07-18T12:44:00Z,52.00,49.00
2025-07-18T12:50:00Z,52.78,49.00
2025-07-18T13:06:00Z,53.00,49.00
2025-07-18T13:20:00Z,53.00,49.00
2025-07-18T13:21:00Z,53.00,49.00
2025-07-18T13:26:00Z,52.00,49.00
2025-07-18T13:42:00Z,52.00,49.00
2025-07-18T13:50:00Z,52.00,48.00
2025-07-18T13:54:00Z,53.29,48.00
2025-07-18T14:02:00Z,53.00,48.00
2025-07-18T14:06:00Z,53.00,48.00
2025-07-18T14:07:00Z,53.00,48.00
2025-07-18T14:25:00Z,53.00,48.00
2025-07-18T14:30:00Z,53.00,48.00
2025-07-18T14:33:00Z,53.00,48.00
2025-07-18T14:35:00Z,53.00,48.00
2025-07-18T14:38:00Z,53.00,48.00
2025-07-18T14:40:00Z,53.00,48.00
2025-07-18T14:45:00Z,52.00,48.00
2025-07-18T14:46:00Z,52.00,50.00
2025-07-18T14:48:00Z,52.00,50.00
2025-07-18T14:52:00Z,52.25,49.00
2025-07-18T14:53:00Z,52.25,49.00
2025-07-18T14:55:00Z,53.00,49.00
2025-07-18T14:56:00Z,52.00,47.20
2025-07-18T14:57:00Z,52.00,47.00
2025-07-18T14:59:00Z,54.00,47.00
2025-07-18T15:01:00Z,54.18,47.00
2025-07-18T15:02:00Z,54.93,48.00
2025-07-18T15:03:00Z,54.93,47.28
2025-07-18T15:04:00Z,54.00,48.00
2025-07-18T15:07:00Z,54.45,47.00
2025-07-18T15:09:00Z,54.00,47.00
2025-07-18T15:10:00Z,54.00,47.00
2025-07-18T15:13:00Z,54.00,48.00
2025-07-18T15:14:00Z,54.00,48.00
2025-07-18T15:15:00Z,54.00,48.00
2025-07-18T15:16:00Z,54.73,48.00
2025-07-18T15:17:00Z,54.73,47.00
2025-07-18T15:18:00Z,54.00,47.00
2025-07-18T15:22:00Z,54.00,46.66
2025-07-18T15:23:00Z,54.00,47.00
2025-07-18T15:24:00Z,54.00,48.19
2025-07-18T15:25:00Z,53.42,48.19
2025-07-18T15:26:00Z,53.42,48.00
2025-07-18T15:27:00Z,53.00,48.99
2025-07-18T15:28:00Z,54.04,48.99
2025-07-18T15:29:00Z,54.04,47.64
2025-07-18T15:31:00Z,55.00,47.64
2025-07-18T15:32:00Z,55.00,47.73
2025-07-18T15:33:00Z,54.00,48.00
2025-07-18T15:36:00Z,54.41,48.00
2025-07-18T15:37:00Z,55.00,48.00
2025-07-18T15:38:00Z,55.00,48.00
2025-07-18T15:39:00Z,55.24,48.00
2025-07-18T15:40:00Z,55.00,45.01
2025-07-18T15:41:00Z,55.88,47.92
2025-07-18T15:42:00Z,61.52,43.99
2025-07-18T15:43:00Z,61.00,39.80
2025-07-18T15:44:00Z,61.00,41.00
2025-07-18T15:45:00Z,62.73,43.55
2025-07-18T15:46:00Z,61.97,43.28
2025-07-18T15:47:00Z,61.97,45.14
2025-07-18T15:48:00Z,61.97,43.00
2025-07-18T15:49:00Z,61.49,40.00
2025-07-18T15:50:00Z,61.68,40.00
2025-07-18T15:51:00Z,60.00,42.00
2025-07-18T15:52:00Z,63.00,39.00
2025-07-18T15:53:00Z,60.67,41.83
2025-07-18T15:54:00Z,61.16,44.00
2025-07-18T15:55:00Z,63.00,40.00
2025-07-18T15:56:00Z,63.97,39.73
2025-07-18T15:57:00Z,65.00,38.00
2025-07-18T15:58:00Z,65.00,38.00
2025-07-18T15:59:00Z,64.33,38.00
2025-07-18T16:00:00Z,64.33,41.68
2025-07-18T16:01:00Z,64.36,39.50
2025-07-18T16:02:00Z,66.62,37.00
2025-07-18T16:03:00Z,64.20,37.00
2025-07-18T16:04:00Z,63.14,40.80
2025-07-18T16:05:00Z,58.00,42.12
2025-07-18T16:06:00Z,58.00,44.00
2025-07-18T16:07:00Z,56.00,44.21
2025-07-18T16:08:00Z,59.00,44.21
2025-07-18T16:09:00Z,61.00,38.20
2025-07-18T16:10:00Z,61.00,40.00
2025-07-18T16:11:00Z,58.31,41.00
2025-07-18T16:12:00Z,58.31,40.64
2025-07-18T16:13:00Z,57.95,42.15
2025-07-18T16:14:00Z,60.96,39.00
2025-07-18T16:15:00Z,61.00,38.20
2025-07-18T16:17:00Z,61.00,40.11
2025-07-18T16:18:00Z,60.16,40.94
2025-07-18T16:19:00Z,60.16,39.00
2025-07-18T16:20:00Z,60.16,43.00
2025-07-18T16:21:00Z,61.00,43.00
2025-07-18T16:22:00Z,68.99,37.31
2025-07-18T16:23:00Z,74.00,37.31
2025-07-18T16:24:00Z,71.44,37.31
2025-07-18T16:25:00Z,76.59,27.00
2025-07-18T16:26:00Z,77.74,27.00
2025-07-18T16:27:00Z,81.51,19.00
2025-07-18T16:28:00Z,75.00,19.00
2025-07-18T16:29:00Z,75.00,22.99
2025-07-18T16:30:00Z,82.95,22.99
2025-07-18T16:31:00Z,80.00,22.00
2025-07-18T16:32:00Z,83.00,21.00
2025-07-18T16:33:00Z,83.00,21.08
2025-07-18T16:34:00Z,87.45,22.55
2025-07-18T16:35:00Z,81.77,21.65
2025-07-18T16:36:00Z,81.77,19.00
2025-07-18T16:37:00Z,81.77,22.00
2025-07-18T16:38:00Z,77.00,24.00
2025-07-18T16:39:00Z,77.00,24.00
2025-07-18T16:40:00Z,79.00,23.00
2025-07-18T16:41:00Z,77.61,23.24
2025-07-18T16:42:00Z,73.00,24.00
2025-07-18T16:43:00Z,76.00,22.91
2025-07-18T16:45:00Z,77.00,25.72
2025-07-18T16:46:00Z,77.86,27.00
2025-07-18T16:47:00Z,77.86,27.73
2025-07-18T16:48:00Z,71.57,27.73
2025-07-18T16:49:00Z,63.42,38.32
2025-07-18T16:50:00Z,58.00,41.97
2025-07-18T16:51:00Z,50.71,47.06
2025-07-18T16:52:00Z,49.00,51.95
2025-07-18T16:53:00Z,49.00,50.50
2025-07-18T16:54:00Z,50.15,51.26
2025-07-18T16:55:00Z,49.09,52.84
2025-07-18T16:56:00Z,48.01,52.84
2025-07-18T16:57:00Z,47.29,54.36
2025-07-18T16:58:00Z,47.29,54.00
2025-07-18T16:59:00Z,47.29,55.00
2025-07-18T17:00:00Z,47.29,51.00
2025-07-18T17:01:00Z,46.02,54.78
2025-07-18T17:02:00Z,46.64,53.63
2025-07-18T17:03:00Z,46.82,55.00
2025-07-18T17:04:00Z,49.00,53.84
2025-07-18T17:05:00Z,51.40,48.94
2025-07-18T17:06:00Z,50.00,49.00
2025-07-18T17:07:00Z,54.50,48.16
2025-07-18T17:08:00Z,61.02,37.99
2025-07-18T17:09:00Z,53.88,46.46
2025-07-18T17:10:00Z,50.00,46.68
2025-07-18T17:11:00Z,61.05,38.29
2025-07-18T17:12:00Z,77.84,28.00
2025-07-18T17:13:00Z,77.84,24.52
2025-07-18T17:14:00Z,84.77,21.01
2025-07-18T17:15:00Z,83.97,13.70
2025-07-18T17:16:00Z,90.32,14.01
2025-07-18T17:17:00Z,86.00,14.01
2025-07-18T17:18:00Z,84.54,16.77
2025-07-18T17:19:00Z,70.00,18.00
2025-07-18T17:20:00Z,70.00,18.00
2025-07-18T17:21:00Z,70.00,18.39
2025-07-18T17:22:00Z,87.70,13.00
2025-07-18T17:23:00Z,88.86,12.25
2025-07-18T17:24:00Z,89.07,12.00
2025-07-18T17:25:00Z,93.00,7.00
2025-07-18T17:26:00Z,91.17,9.84
2025-07-18T17:27:00Z,93.80,8.75
2025-07-18T17:28:00Z,95.58,5.00
2025-07-18T17:29:00Z,89.26,5.17
2025-07-18T17:30:00Z,83.37,14.00
2025-07-18T17:31:00Z,83.37,15.00
2025-07-18T17:32:00Z,88.59,19.24
2025-07-18T17:33:00Z,68.18,32.78
2025-07-18T17:34:00Z,73.00,26.63
2025-07-18T17:35:00Z,59.93,32.70
2025-07-18T17:36:00Z,49.83,42.77
2025-07-18T17:37:00Z,64.15,44.98
2025-07-18T17:38:00Z,62.03,42.55
2025-07-18T17:39:00Z,47.72,53.40
2025-07-18T17:40:00Z,49.55,52.29
2025-07-18T17:41:00Z,46.28,52.17
2025-07-18T17:42:00Z,54.31,48.19
2025-07-18T17:43:00Z,56.57,44.80
2025-07-18T17:44:00Z,63.06,39.68
2025-07-18T17:45:00Z,64.07,34.31
2025-07-18T17:46:00Z,64.02,38.23
2025-07-18T17:47:00Z,53.00,48.96
2025-07-18T17:48:00Z,56.66,52.50
2025-07-18T17:49:00Z,55.39,48.00
2025-07-18T17:50:00Z,59.70,42.24
2025-07-18T17:51:00Z,61.09,40.31
2025-07-18T17:52:00Z,58.92,39.90
2025-07-18T17:53:00Z,67.10,34.79
2025-07-18T17:54:00Z,67.82,38.00
2025-07-18T17:55:00Z,64.40,41.96
2025-07-18T17:56:00Z,62.83,44.07
2025-07-18T17:57:00Z,90.93,25.75
2025-07-18T17:58:00Z,99.00,25.75
2025-07-18T17:59:00Z,99.00,25.75
2025-07-18T18:00:00Z,99.00,25.75
2025-07-18T18:01:00Z,99.00,25.75
