# event_ticker=KXATPMATCH-25NOV03MPESAC
# final_score=7-6(10) 6-3
# score_resolution=7-6 6-3
# match_winner=Vitaliy Sachko
# fav_player=Vitaliy Sachko
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-11-03
timestamp,Vitaliy Sachko,Giovanni Mpetshi Perricard
2025-11-03T04:15:00Z,25.00,
2025-11-03T04:34:00Z,25.00,77.00
2025-11-03T04:56:00Z,25.00,77.00
2025-11-03T05:01:00Z,25.00,77.00
2025-11-03T05:05:00Z,25.00,77.00
2025-11-03T05:09:00Z,25.00,77.00
2025-11-03T05:14:00Z,25.00,77.00
2025-11-03T05:16:00Z,25.00,77.00
2025-11-03T05:33:00Z,24.00,77.00
2025-11-03T05:34:00Z,24.00,77.00
2025-11-03T05:35:00Z,24.00,77.00
2025-11-03T05:36:00Z,24.00,77.00
2025-11-03T05:39:00Z,24.00,77.00
2025-11-03T05:43:00Z,24.00,77.00
2025-11-03T05:55:00Z,24.00,77.00
2025-11-03T06:03:00Z,24.00,77.00
2025-11-03T06:05:00Z,24.00,76.00
2025-11-03T06:07:00Z,24.00,77.00
2025-11-03T06:11:00Z,24.00,77.00
2025-11-03T06:12:00Z,23.00,77.00
2025-11-03T06:17:00Z,23.00,77.00
2025-11-03T06:22:00Z,23.00,77.00
2025-11-03T06:26:00Z,23.00,77.00
2025-11-03T06:29:00Z,23.00,77.00
2025-11-03T06:34:00Z,23.00,77.00
2025-11-03T06:40:00Z,23.00,77.00
2025-11-03T06:44:00Z,23.00,77.68
2025-11-03T07:18:00Z,23.00,77.68
2025-11-03T07:22:00Z,23.00,78.00
2025-11-03T07:41:00Z,23.00,78.00
2025-11-03T07:45:00Z,23.00,78.00
2025-11-03T07:46:00Z,23.00,78.00
2025-11-03T07:48:00Z,23.00,78.00
2025-11-03T07:59:00Z,23.00,78.00
2025-11-03T08:04:00Z,23.00,78.00
2025-11-03T08:08:00Z,23.00,78.00
2025-11-03T08:17:00Z,23.00,78.00
2025-11-03T08:46:00Z,23.00,79.00
2025-11-03T08:49:00Z,23.00,79.00
2025-11-03T09:15:00Z,23.00,79.00
2025-11-03T09:25:00Z,23.00,79.00
2025-11-03T09:28:00Z,23.00,79.00
2025-11-03T09:38:00Z,23.00,79.00
2025-11-03T09:56:00Z,23.00,79.00
2025-11-03T10:01:00Z,23.00,79.00
2025-11-03T10:02:00Z,23.00,79.00
2025-11-03T10:18:00Z,23.00,79.00
2025-11-03T10:26:00Z,23.00,79.00
2025-11-03T10:36:00Z,23.00,79.00
2025-11-03T10:56:00Z,23.00,79.00
2025-11-03T11:05:00Z,23.00,79.00
2025-11-03T11:17:00Z,23.00,79.41
2025-11-03T11:42:00Z,22.00,79.41
2025-11-03T11:56:00Z,22.00,80.00
2025-11-03T12:33:00Z,22.00,80.00
2025-11-03T12:37:00Z,22.00,80.00
2025-11-03T12:42:00Z,22.00,80.00
2025-11-03T12:45:00Z,22.00,80.00
2025-11-03T12:58:00Z,22.00,80.00
2025-11-03T12:59:00Z,22.00,80.00
2025-11-03T13:04:00Z,22.00,80.00
2025-11-03T13:05:00Z,22.00,80.00
2025-11-03T13:22:00Z,22.00,79.00
2025-11-03T13:23:00Z,22.00,79.00
2025-11-03T13:30:00Z,22.00,80.00
2025-11-03T13:32:00Z,22.00,80.00
2025-11-03T13:36:00Z,22.00,80.00
2025-11-03T13:37:00Z,22.00,80.00
2025-11-03T13:44:00Z,22.00,80.00
2025-11-03T13:48:00Z,22.00,80.00
2025-11-03T14:03:00Z,22.00,79.00
2025-11-03T14:05:00Z,21.00,79.00
2025-11-03T14:06:00Z,21.00,80.00
2025-11-03T14:07:00Z,21.00,79.10
2025-11-03T14:11:00Z,21.00,79.10
2025-11-03T14:13:00Z,20.00,79.10
2025-11-03T14:15:00Z,20.00,80.00
2025-11-03T14:16:00Z,20.00,80.00
2025-11-03T14:23:00Z,21.00,79.00
2025-11-03T14:24:00Z,21.00,79.00
2025-11-03T14:35:00Z,21.00,79.00
2025-11-03T14:40:00Z,21.00,79.00
2025-11-03T14:50:00Z,21.83,79.00
2025-11-03T14:55:00Z,21.83,79.00
2025-11-03T14:57:00Z,21.83,79.00
2025-11-03T15:04:00Z,21.83,79.00
2025-11-03T15:06:00Z,22.65,79.00
2025-11-03T15:15:00Z,23.00,79.00
2025-11-03T15:27:00Z,23.00,79.00
2025-11-03T15:30:00Z,23.00,79.00
2025-11-03T15:31:00Z,23.00,79.00
2025-11-03T15:40:00Z,22.00,79.00
2025-11-03T15:41:00Z,22.00,79.00
2025-11-03T15:42:00Z,22.00,81.07
2025-11-03T15:43:00Z,22.00,81.01
2025-11-03T15:44:00Z,21.10,81.71
2025-11-03T15:45:00Z,20.62,80.31
2025-11-03T15:46:00Z,19.89,82.45
2025-11-03T15:47:00Z,19.00,82.91
2025-11-03T15:48:00Z,19.42,81.00
2025-11-03T15:49:00Z,20.64,82.00
2025-11-03T15:50:00Z,20.08,81.97
2025-11-03T15:51:00Z,19.00,82.22
2025-11-03T15:52:00Z,21.02,82.64
2025-11-03T15:53:00Z,19.11,83.24
2025-11-03T15:54:00Z,19.78,82.80
2025-11-03T15:55:00Z,18.45,83.97
2025-11-03T15:56:00Z,21.14,81.00
2025-11-03T15:57:00Z,20.88,80.87
2025-11-03T15:58:00Z,21.00,81.06
2025-11-03T15:59:00Z,20.75,81.89
2025-11-03T16:00:00Z,19.40,82.00
2025-11-03T16:01:00Z,18.92,82.80
2025-11-03T16:02:00Z,20.01,80.73
2025-11-03T16:03:00Z,19.92,81.91
2025-11-03T16:04:00Z,19.00,81.91
2025-11-03T16:05:00Z,18.79,82.27
2025-11-03T16:06:00Z,18.75,83.00
2025-11-03T16:07:00Z,18.24,81.24
2025-11-03T16:08:00Z,19.07,80.05
2025-11-03T16:09:00Z,19.69,80.57
2025-11-03T16:10:00Z,20.96,80.53
2025-11-03T16:11:00Z,21.10,80.69
2025-11-03T16:12:00Z,20.57,79.13
2025-11-03T16:13:00Z,20.74,79.30
2025-11-03T16:14:00Z,21.37,79.96
2025-11-03T16:15:00Z,22.20,78.92
2025-11-03T16:16:00Z,24.32,77.65
2025-11-03T16:17:00Z,24.08,76.20
2025-11-03T16:18:00Z,23.92,76.08
2025-11-03T16:19:00Z,21.94,78.00
2025-11-03T16:20:00Z,23.00,78.00
