# event_ticker=KXATPMATCH-25NOV03MPESAC
# final_score=7-6(10) 6-3
# score_resolution=7-6 6-3
# match_winner=Vitaliy Sachko
# fav_player=Vitaliy Sachko
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-11-03
timestamp,Vitaliy Sachko,Giovanni Mpetshi Perricard
2025-11-03T16:21:00Z,21.46,78.00
2025-11-03T16:22:00Z,23.37,78.00
2025-11-03T16:23:00Z,23.66,77.00
2025-11-03T16:24:00Z,23.51,76.39
2025-11-03T16:25:00Z,24.19,78.00
2025-11-03T16:26:00Z,26.51,73.06
2025-11-03T16:27:00Z,25.88,71.95
2025-11-03T16:28:00Z,21.19,79.00
2025-11-03T16:29:00Z,16.69,84.23
2025-11-03T16:30:00Z,18.43,82.16
2025-11-03T16:31:00Z,28.84,70.70
2025-11-03T16:32:00Z,27.99,73.46
2025-11-03T16:33:00Z,24.64,78.61
2025-11-03T16:34:00Z,31.04,71.53
2025-11-03T16:35:00Z,25.82,76.33
2025-11-03T16:36:00Z,30.05,69.08
2025-11-03T16:37:00Z,33.16,66.79
2025-11-03T16:38:00Z,38.42,61.60
2025-11-03T16:39:00Z,49.26,46.84
2025-11-03T16:40:00Z,53.23,47.65
2025-11-03T16:41:00Z,51.54,47.95
2025-11-03T16:42:00Z,50.95,49.18
2025-11-03T16:43:00Z,49.39,50.87
2025-11-03T16:44:00Z,52.75,49.27
2025-11-03T16:45:00Z,56.50,47.08
2025-11-03T16:46:00Z,59.17,44.21
2025-11-03T16:47:00Z,60.46,38.09
2025-11-03T16:48:00Z,55.15,44.68
2025-11-03T16:49:00Z,48.29,51.40
2025-11-03T16:50:00Z,41.66,57.91
2025-11-03T16:51:00Z,43.82,55.93
2025-11-03T16:52:00Z,53.49,45.37
2025-11-03T16:53:00Z,54.92,45.76
2025-11-03T16:54:00Z,55.59,45.49
2025-11-03T16:55:00Z,54.92,45.70
2025-11-03T16:56:00Z,61.31,40.32
2025-11-03T16:57:00Z,79.67,19.70
2025-11-03T16:58:00Z,89.79,10.10
2025-11-03T16:59:00Z,93.31,7.45
2025-11-03T17:00:00Z,92.59,6.82
2025-11-03T17:01:00Z,94.00,5.87
2025-11-03T17:02:00Z,93.24,7.25
2025-11-03T17:03:00Z,92.75,7.41
2025-11-03T17:04:00Z,94.97,5.60
2025-11-03T17:05:00Z,94.04,6.59
2025-11-03T17:06:00Z,93.21,6.81
2025-11-03T17:07:00Z,90.03,8.57
2025-11-03T17:08:00Z,94.68,5.96
2025-11-03T17:09:00Z,97.51,2.64
2025-11-03T17:10:00Z,97.12,3.46
2025-11-03T17:11:00Z,97.03,3.88
2025-11-03T17:12:00Z,97.89,2.58
2025-11-03T17:13:00Z,97.07,3.06
2025-11-03T17:14:00Z,96.72,3.66
2025-11-03T17:15:00Z,98.62,1.78
2025-11-03T17:16:00Z,99.00,1.00
2025-11-03T17:17:00Z,99.00,1.00
2025-11-03T17:18:00Z,99.00,1.00
2025-11-03T17:19:00Z,99.00,1.00
2025-11-03T17:20:00Z,99.00,1.00
2025-11-03T17:21:00Z,99.00,1.00
