# event_ticker=KXATPMATCH-25AUG08BROMUL
# final_score=7-6(2) 5-7 6-1
# score_resolution=6-7 7-5 1-6
# match_winner=Jenson Brooksby
# fav_player=Alexandre Muller
# dog_player=Jenson Brooksby
# kalshi_date=2025-08-08
timestamp,Alexandre Muller,Jenson Brooksby
2025-08-08T12:16:00Z,,55.00
2025-08-08T12:32:00Z,,56.00
2025-08-08T12:59:00Z,46.00,56.00
2025-08-08T13:08:00Z,46.00,56.00
2025-08-08T13:35:00Z,46.00,56.00
2025-08-08T14:02:00Z,46.00,56.00
2025-08-08T14:07:00Z,46.00,56.00
2025-08-08T14:21:00Z,46.00,55.00
2025-08-08T14:30:00Z,46.00,55.00
2025-08-08T14:32:00Z,46.00,55.00
2025-08-08T14:34:00Z,46.00,55.00
2025-08-08T14:35:00Z,46.00,55.00
2025-08-08T14:55:00Z,46.00,55.00
2025-08-08T15:26:00Z,46.00,56.00
2025-08-08T15:37:00Z,46.00,56.00
2025-08-08T15:59:00Z,46.00,56.00
2025-08-08T16:00:00Z,46.00,56.00
2025-08-08T16:35:00Z,46.00,56.00
2025-08-08T16:39:00Z,46.00,55.00
2025-08-08T16:51:00Z,46.00,55.00
2025-08-08T16:52:00Z,46.00,55.00
2025-08-08T17:04:00Z,45.69,55.00
2025-08-08T17:05:00Z,46.00,55.00
2025-08-08T17:23:00Z,46.00,55.00
2025-08-08T18:14:00Z,46.00,55.00
2025-08-08T18:24:00Z,46.00,55.00
2025-08-08T18:26:00Z,46.68,55.00
2025-08-08T18:27:00Z,46.90,55.00
2025-08-08T18:28:00Z,46.00,55.00
2025-08-08T18:47:00Z,46.00,56.00
2025-08-08T18:52:00Z,46.00,56.00
2025-08-08T18:53:00Z,45.83,56.00
2025-08-08T18:54:00Z,44.00,56.00
2025-08-08T18:57:00Z,46.00,56.00
2025-08-08T19:01:00Z,46.00,56.00
2025-08-08T19:02:00Z,46.00,56.00
2025-08-08T19:03:00Z,46.00,56.00
2025-08-08T19:04:00Z,46.00,55.32
2025-08-08T19:06:00Z,46.00,56.00
2025-08-08T19:07:00Z,46.00,56.00
2025-08-08T19:09:00Z,46.00,56.00
2025-08-08T19:12:00Z,45.00,56.00
2025-08-08T19:17:00Z,45.00,57.00
2025-08-08T19:18:00Z,45.00,57.00
2025-08-08T19:40:00Z,45.62,57.00
2025-08-08T19:44:00Z,45.62,55.00
2025-08-08T19:50:00Z,45.62,55.00
2025-08-08T19:51:00Z,46.00,55.00
2025-08-08T19:55:00Z,46.00,55.00
2025-08-08T19:56:00Z,47.00,55.00
2025-08-08T19:57:00Z,43.00,55.00
2025-08-08T19:58:00Z,47.00,55.00
2025-08-08T19:59:00Z,47.00,55.00
2025-08-08T20:05:00Z,47.00,55.00
2025-08-08T20:06:00Z,47.00,53.00
2025-08-08T20:08:00Z,48.59,52.08
2025-08-08T20:09:00Z,48.59,51.00
2025-08-08T20:11:00Z,53.27,53.00
2025-08-08T20:12:00Z,50.00,51.00
2025-08-08T20:13:00Z,53.00,51.00
2025-08-08T20:14:00Z,51.98,51.92
2025-08-08T20:15:00Z,49.00,51.00
2025-08-08T20:16:00Z,49.00,52.71
2025-08-08T20:17:00Z,50.00,52.00
2025-08-08T20:18:00Z,50.00,51.00
2025-08-08T20:19:00Z,52.00,51.00
2025-08-08T20:22:00Z,45.00,54.41
2025-08-08T20:24:00Z,45.00,51.44
2025-08-08T20:25:00Z,50.00,51.44
2025-08-08T20:26:00Z,50.00,51.44
2025-08-08T20:27:00Z,47.24,51.44
2025-08-08T20:28:00Z,48.72,51.44
2025-08-08T20:29:00Z,43.00,60.70
2025-08-08T20:30:00Z,43.00,60.86
2025-08-08T20:31:00Z,43.00,55.62
2025-08-08T20:32:00Z,43.00,53.00
2025-08-08T20:33:00Z,51.00,53.00
2025-08-08T20:34:00Z,51.00,50.00
2025-08-08T20:36:00Z,51.00,50.00
2025-08-08T20:37:00Z,49.00,50.00
2025-08-08T20:38:00Z,52.65,46.50
2025-08-08T20:39:00Z,50.55,51.00
2025-08-08T20:40:00Z,49.79,51.00
2025-08-08T20:41:00Z,54.11,51.00
2025-08-08T20:42:00Z,55.00,51.00
2025-08-08T20:45:00Z,55.00,48.54
2025-08-08T20:46:00Z,54.00,52.00
2025-08-08T20:47:00Z,49.24,53.00
2025-08-08T20:48:00Z,43.55,54.71
2025-08-08T20:49:00Z,49.43,54.00
2025-08-08T20:50:00Z,49.43,52.00
2025-08-08T20:51:00Z,49.43,52.00
2025-08-08T20:52:00Z,51.00,52.00
2025-08-08T20:53:00Z,50.66,52.00
2025-08-08T20:54:00Z,50.66,53.72
2025-08-08T20:55:00Z,50.66,59.56
