# event_ticker=KXATPCHALLENGERMATCH-26MAR12NAVMOC
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Mariano Navone
# fav_player=Shintaro Mochizuki
# dog_player=Mariano Navone
# kalshi_date=2026-03-12
timestamp,Shintaro Mochizuki,Mariano Navone
2026-03-12T12:51:00Z,,62.00
2026-03-12T13:09:00Z,42.00,62.00
2026-03-12T13:22:00Z,42.00,62.00
2026-03-12T13:33:00Z,42.00,61.00
2026-03-12T15:24:00Z,39.00,61.00
2026-03-12T16:37:00Z,39.00,60.00
2026-03-12T16:51:00Z,38.00,64.00
2026-03-12T17:23:00Z,38.00,62.04
2026-03-12T18:30:00Z,38.00,63.00
2026-03-12T18:53:00Z,38.00,63.00
2026-03-12T20:29:00Z,38.00,61.00
2026-03-12T20:55:00Z,38.00,61.00
2026-03-12T21:09:00Z,38.00,61.00
2026-03-12T21:28:00Z,38.00,61.00
2026-03-12T21:37:00Z,38.00,61.00
2026-03-12T21:42:00Z,38.00,61.00
2026-03-12T21:43:00Z,38.00,61.00
2026-03-12T21:45:00Z,38.00,61.00
2026-03-12T21:54:00Z,40.21,61.00
2026-03-12T21:55:00Z,41.00,61.00
2026-03-12T21:56:00Z,41.00,61.00
2026-03-12T22:02:00Z,41.00,61.00
2026-03-12T22:08:00Z,41.00,61.00
2026-03-12T22:10:00Z,42.00,61.00
2026-03-12T22:14:00Z,42.00,61.00
2026-03-12T22:24:00Z,42.00,60.00
2026-03-12T23:02:00Z,42.00,61.93
2026-03-13T00:03:00Z,42.00,62.00
2026-03-13T00:08:00Z,42.00,62.00
2026-03-13T00:17:00Z,40.80,62.00
2026-03-13T00:29:00Z,40.80,62.00
2026-03-13T00:30:00Z,40.88,62.00
2026-03-13T00:31:00Z,40.88,61.00
2026-03-13T00:32:00Z,41.00,62.00
2026-03-13T00:35:00Z,41.00,62.00
2026-03-13T00:37:00Z,41.00,62.00
2026-03-13T00:39:00Z,41.10,62.00
2026-03-13T00:40:00Z,41.10,62.00
2026-03-13T00:41:00Z,41.00,61.94
2026-03-13T00:42:00Z,41.00,62.00
2026-03-13T00:43:00Z,41.52,61.68
2026-03-13T00:44:00Z,38.00,63.49
2026-03-13T00:45:00Z,37.00,67.50
2026-03-13T00:46:00Z,37.00,67.00
2026-03-13T00:47:00Z,30.30,73.27
2026-03-13T00:48:00Z,29.33,73.00
2026-03-13T00:49:00Z,30.00,73.85
2026-03-13T00:51:00Z,36.00,73.85
2026-03-13T00:53:00Z,41.56,62.00
2026-03-13T00:54:00Z,42.00,60.00
2026-03-13T00:55:00Z,42.00,59.48
2026-03-13T00:56:00Z,50.68,54.71
2026-03-13T00:57:00Z,37.90,63.23
2026-03-13T00:58:00Z,37.90,65.00
2026-03-13T00:59:00Z,37.90,63.00
2026-03-13T01:00:00Z,38.17,63.00
2026-03-13T01:01:00Z,41.00,61.45
2026-03-13T01:02:00Z,42.00,59.09
2026-03-13T01:03:00Z,42.00,59.00
2026-03-13T01:04:00Z,35.00,59.00
2026-03-13T01:05:00Z,40.50,64.95
2026-03-13T01:06:00Z,36.00,66.00
2026-03-13T01:07:00Z,37.69,66.00
2026-03-13T01:08:00Z,37.69,61.84
2026-03-13T01:09:00Z,43.01,58.06
2026-03-13T01:10:00Z,43.01,60.03
2026-03-13T01:11:00Z,43.01,64.00
2026-03-13T01:12:00Z,37.00,64.62
2026-03-13T01:13:00Z,37.00,65.80
2026-03-13T01:14:00Z,39.55,63.73
2026-03-13T01:15:00Z,36.29,61.27
2026-03-13T01:16:00Z,36.29,59.00
2026-03-13T01:17:00Z,36.29,63.75
2026-03-13T01:18:00Z,36.29,66.17
2026-03-13T01:19:00Z,36.29,67.00
2026-03-13T01:20:00Z,33.35,69.93
2026-03-13T01:21:00Z,26.50,72.56
2026-03-13T01:22:00Z,25.74,73.01
2026-03-13T01:23:00Z,18.62,80.85
2026-03-13T01:24:00Z,16.47,81.51
2026-03-13T01:25:00Z,18.00,82.00
2026-03-13T01:26:00Z,20.16,81.14
2026-03-13T01:27:00Z,22.87,77.93
2026-03-13T01:28:00Z,23.00,77.27
2026-03-13T01:29:00Z,23.00,82.26
2026-03-13T01:30:00Z,24.03,75.69
2026-03-13T01:31:00Z,21.07,77.44
2026-03-13T01:32:00Z,19.00,81.00
2026-03-13T01:33:00Z,16.00,81.00
2026-03-13T01:34:00Z,16.00,82.98
2026-03-13T01:36:00Z,14.00,85.94
2026-03-13T01:37:00Z,14.00,86.00
2026-03-13T01:38:00Z,14.00,86.00
2026-03-13T01:39:00Z,14.83,88.00
2026-03-13T01:40:00Z,14.83,82.00
2026-03-13T01:42:00Z,14.19,87.34
2026-03-13T01:43:00Z,12.00,90.14
2026-03-13T01:44:00Z,9.05,90.08
2026-03-13T01:45:00Z,6.10,93.61
2026-03-13T01:46:00Z,10.68,91.18
2026-03-13T01:47:00Z,13.70,89.01
2026-03-13T01:48:00Z,14.89,89.01
2026-03-13T01:49:00Z,15.00,86.61
2026-03-13T01:50:00Z,15.00,86.87
2026-03-13T01:51:00Z,15.00,92.58
2026-03-13T01:52:00Z,9.76,94.75
2026-03-13T01:53:00Z,6.68,94.66
2026-03-13T01:54:00Z,6.97,93.25
2026-03-13T01:55:00Z,5.86,93.17
2026-03-13T01:56:00Z,6.99,94.08
2026-03-13T01:57:00Z,10.06,91.99
2026-03-13T01:58:00Z,14.00,87.00
2026-03-13T01:59:00Z,15.65,87.66
2026-03-13T02:00:00Z,16.57,83.78
2026-03-13T02:01:00Z,19.27,83.71
2026-03-13T02:02:00Z,16.05,87.24
2026-03-13T02:03:00Z,18.84,82.70
2026-03-13T02:04:00Z,19.91,81.21
2026-03-13T02:05:00Z,17.39,81.00
2026-03-13T02:06:00Z,14.17,87.65
2026-03-13T02:07:00Z,12.88,84.90
2026-03-13T02:08:00Z,11.66,89.00
2026-03-13T02:09:00Z,15.34,85.25
2026-03-13T02:10:00Z,20.97,80.73
2026-03-13T02:11:00Z,19.65,82.43
2026-03-13T02:12:00Z,14.32,86.13
2026-03-13T02:13:00Z,14.00,88.00
2026-03-13T02:14:00Z,11.30,88.86
