# event_ticker=KXATPCHALLENGERMATCH-26APR30NAVBER
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Matteo Berrettini
# fav_player=Mariano Navone
# dog_player=Matteo Berrettini
# kalshi_date=2026-04-30
timestamp,Mariano Navone,Matteo Berrettini
2026-04-30T02:09:00Z,,45.00
2026-04-30T02:22:00Z,57.00,45.00
2026-04-30T02:28:00Z,57.00,45.00
2026-04-30T02:34:00Z,57.00,44.00
2026-04-30T02:46:00Z,57.00,44.00
2026-04-30T02:51:00Z,57.00,45.00
2026-04-30T02:53:00Z,57.00,45.00
2026-04-30T03:20:00Z,57.00,45.00
2026-04-30T03:34:00Z,57.00,45.00
2026-04-30T03:43:00Z,57.00,45.00
2026-04-30T03:57:00Z,57.00,45.00
2026-04-30T04:05:00Z,57.00,45.00
2026-04-30T04:12:00Z,57.00,45.00
2026-04-30T04:27:00Z,57.00,45.00
2026-04-30T04:37:00Z,57.00,45.00
2026-04-30T04:40:00Z,57.00,44.00
2026-04-30T04:49:00Z,57.00,44.00
2026-04-30T05:00:00Z,57.00,44.00
2026-04-30T05:14:00Z,57.00,45.00
2026-04-30T05:19:00Z,57.00,45.00
2026-04-30T05:24:00Z,57.00,45.00
2026-04-30T05:25:00Z,56.00,45.00
2026-04-30T05:27:00Z,56.00,43.00
2026-04-30T05:30:00Z,56.00,43.00
2026-04-30T05:33:00Z,56.00,43.00
2026-04-30T05:47:00Z,56.00,43.00
2026-04-30T06:01:00Z,55.00,43.00
2026-04-30T06:19:00Z,55.00,44.00
2026-04-30T06:34:00Z,55.00,44.00
2026-04-30T06:38:00Z,56.00,44.00
2026-04-30T06:55:00Z,56.00,44.00
2026-04-30T09:13:00Z,56.00,44.00
2026-04-30T09:16:00Z,56.00,44.00
2026-04-30T09:27:00Z,56.00,44.00
2026-04-30T09:28:00Z,57.00,44.00
2026-04-30T09:34:00Z,57.00,44.00
2026-04-30T09:35:00Z,57.00,44.00
2026-04-30T09:55:00Z,57.00,44.00
2026-04-30T10:10:00Z,57.00,44.00
2026-04-30T10:17:00Z,57.00,44.00
2026-04-30T10:19:00Z,57.00,44.00
2026-04-30T10:34:00Z,57.00,44.00
2026-04-30T10:35:00Z,57.00,44.00
2026-04-30T10:39:00Z,57.00,43.00
2026-04-30T10:41:00Z,57.00,43.00
2026-04-30T10:45:00Z,57.00,43.00
2026-04-30T10:47:00Z,57.00,43.00
2026-04-30T10:48:00Z,57.00,43.00
2026-04-30T10:55:00Z,57.00,44.00
2026-04-30T10:57:00Z,57.00,44.00
2026-04-30T11:00:00Z,57.00,44.00
2026-04-30T11:01:00Z,56.00,44.00
2026-04-30T11:06:00Z,57.00,44.00
2026-04-30T11:09:00Z,57.00,44.00
2026-04-30T11:13:00Z,57.00,44.00
