# event_ticker=KXATPCHALLENGERMATCH-26APR30NAVBER
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Matteo Berrettini
# fav_player=Mariano Navone
# dog_player=Matteo Berrettini
# kalshi_date=2026-04-30
timestamp,Mariano Navone,Matteo Berrettini
2026-04-30T11:16:00Z,57.00,44.00
2026-04-30T11:18:00Z,58.00,44.00
2026-04-30T11:22:00Z,58.00,44.00
2026-04-30T11:36:00Z,58.00,45.00
2026-04-30T11:39:00Z,55.49,45.00
2026-04-30T11:40:00Z,57.00,45.00
2026-04-30T11:41:00Z,57.00,45.00
2026-04-30T11:43:00Z,57.00,45.00
2026-04-30T11:45:00Z,57.00,45.00
2026-04-30T11:46:00Z,57.00,45.00
2026-04-30T11:48:00Z,57.00,45.00
2026-04-30T11:49:00Z,57.00,45.00
2026-04-30T11:51:00Z,57.00,45.00
2026-04-30T11:54:00Z,57.00,45.00
2026-04-30T11:57:00Z,57.00,45.00
2026-04-30T11:59:00Z,57.00,45.00
2026-04-30T12:02:00Z,57.00,45.00
2026-04-30T12:10:00Z,57.00,45.00
2026-04-30T12:11:00Z,57.00,45.95
2026-04-30T12:15:00Z,57.00,45.00
2026-04-30T12:16:00Z,57.00,45.00
2026-04-30T12:24:00Z,57.00,45.99
2026-04-30T12:28:00Z,57.00,45.00
2026-04-30T12:29:00Z,57.00,45.00
2026-04-30T12:32:00Z,57.00,45.00
2026-04-30T12:33:00Z,57.00,45.00
2026-04-30T12:34:00Z,57.00,45.00
2026-04-30T12:37:00Z,57.00,45.00
2026-04-30T12:38:00Z,57.00,45.00
2026-04-30T12:39:00Z,57.00,45.00
2026-04-30T12:41:00Z,57.65,45.00
2026-04-30T12:42:00Z,58.56,45.00
2026-04-30T12:43:00Z,58.56,45.00
2026-04-30T12:45:00Z,55.00,45.00
2026-04-30T12:46:00Z,55.00,44.00
2026-04-30T12:47:00Z,55.00,44.00
2026-04-30T12:48:00Z,55.00,45.00
2026-04-30T12:49:00Z,55.00,47.24
2026-04-30T12:50:00Z,55.21,47.00
2026-04-30T12:51:00Z,55.89,47.00
2026-04-30T12:52:00Z,57.59,47.00
2026-04-30T12:53:00Z,50.82,48.48
2026-04-30T12:54:00Z,48.01,53.00
2026-04-30T12:55:00Z,49.64,51.49
2026-04-30T12:56:00Z,51.58,50.00
2026-04-30T12:57:00Z,52.84,49.42
2026-04-30T12:58:00Z,61.82,40.36
2026-04-30T12:59:00Z,64.20,38.04
2026-04-30T13:00:00Z,67.80,31.00
2026-04-30T13:01:00Z,67.01,33.76
2026-04-30T13:02:00Z,68.90,30.11
2026-04-30T13:03:00Z,67.00,33.33
2026-04-30T13:04:00Z,65.78,36.73
2026-04-30T13:05:00Z,59.51,41.96
2026-04-30T13:06:00Z,52.76,46.80
2026-04-30T13:07:00Z,50.77,50.15
2026-04-30T13:08:00Z,48.66,50.74
2026-04-30T13:09:00Z,48.01,51.66
2026-04-30T13:10:00Z,50.08,52.80
2026-04-30T13:11:00Z,48.00,53.00
2026-04-30T13:12:00Z,45.81,56.61
2026-04-30T13:13:00Z,46.17,55.34
2026-04-30T13:14:00Z,49.63,51.33
2026-04-30T13:15:00Z,51.83,49.89
2026-04-30T13:16:00Z,52.02,47.97
2026-04-30T13:17:00Z,50.96,50.59
2026-04-30T13:18:00Z,48.00,52.91
2026-04-30T13:19:00Z,48.00,52.63
2026-04-30T13:20:00Z,49.98,52.22
2026-04-30T13:21:00Z,50.72,48.67
2026-04-30T13:22:00Z,51.75,49.00
2026-04-30T13:23:00Z,55.74,43.24
2026-04-30T13:24:00Z,53.84,47.44
2026-04-30T13:25:00Z,54.52,47.68
2026-04-30T13:26:00Z,58.09,47.75
2026-04-30T13:27:00Z,54.00,46.13
2026-04-30T13:28:00Z,49.15,49.38
2026-04-30T13:29:00Z,49.00,51.98
2026-04-30T13:30:00Z,46.78,49.59
2026-04-30T13:31:00Z,51.30,48.00
2026-04-30T13:32:00Z,39.44,54.44
2026-04-30T13:33:00Z,42.98,61.22
2026-04-30T13:34:00Z,51.69,54.10
2026-04-30T13:35:00Z,51.94,48.42
2026-04-30T13:36:00Z,48.41,52.36
2026-04-30T13:37:00Z,49.25,53.04
2026-04-30T13:38:00Z,47.97,52.88
2026-04-30T13:39:00Z,48.00,53.00
2026-04-30T13:40:00Z,50.94,50.96
2026-04-30T13:41:00Z,46.52,54.28
2026-04-30T13:42:00Z,46.03,52.75
2026-04-30T13:43:00Z,45.16,51.47
2026-04-30T13:44:00Z,40.34,57.33
2026-04-30T13:45:00Z,25.23,73.83
2026-04-30T13:46:00Z,24.91,75.01
2026-04-30T13:47:00Z,25.34,74.84
2026-04-30T13:48:00Z,26.00,76.49
2026-04-30T13:49:00Z,26.38,74.82
2026-04-30T13:50:00Z,22.34,78.06
2026-04-30T13:51:00Z,20.16,79.88
2026-04-30T13:52:00Z,19.97,79.58
2026-04-30T13:53:00Z,21.33,80.38
2026-04-30T13:54:00Z,18.00,86.69
2026-04-30T13:55:00Z,19.13,84.92
2026-04-30T13:56:00Z,21.94,78.00
2026-04-30T13:57:00Z,22.83,78.46
2026-04-30T13:58:00Z,19.93,78.46
2026-04-30T13:59:00Z,19.60,81.00
2026-04-30T14:00:00Z,18.82,80.97
2026-04-30T14:01:00Z,22.81,78.86
2026-04-30T14:02:00Z,23.29,77.06
2026-04-30T14:03:00Z,23.90,76.00
2026-04-30T14:04:00Z,22.09,78.20
2026-04-30T14:05:00Z,20.99,79.95
2026-04-30T14:06:00Z,20.86,80.00
2026-04-30T14:07:00Z,17.72,82.94
2026-04-30T14:08:00Z,12.59,89.28
2026-04-30T14:09:00Z,7.57,92.25
2026-04-30T14:10:00Z,5.40,94.31
2026-04-30T14:11:00Z,8.03,92.82
2026-04-30T14:12:00Z,9.12,89.06
2026-04-30T14:13:00Z,5.86,95.03
2026-04-30T14:14:00Z,7.93,93.70
2026-04-30T14:15:00Z,10.29,90.42
2026-04-30T14:16:00Z,5.64,96.04
2026-04-30T14:17:00Z,3.03,97.20
2026-04-30T14:18:00Z,3.29,97.51
2026-04-30T14:19:00Z,3.48,97.04
2026-04-30T14:20:00Z,3.99,96.45
2026-04-30T14:21:00Z,4.00,97.71
2026-04-30T14:22:00Z,1.08,98.37
2026-04-30T14:23:00Z,2.69,97.72
2026-04-30T14:24:00Z,2.95,98.21
2026-04-30T14:25:00Z,3.25,97.57
2026-04-30T14:26:00Z,3.15,98.42
2026-04-30T14:27:00Z,2.66,97.58
2026-04-30T14:28:00Z,4.00,96.96
2026-04-30T14:29:00Z,1.30,97.99
2026-04-30T14:30:00Z,2.88,97.65
2026-04-30T14:31:00Z,1.00,98.97
2026-04-30T14:32:00Z,1.00,99.00
2026-04-30T14:33:00Z,1.00,99.00
