# event_ticker=KXATPCHALLENGERMATCH-26MAY03SAIKOL
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Zdenek Kolar
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-03
timestamp,Nikolas Sanchez Izquierdo,Zdenek Kolar
2026-05-02T21:44:00Z,48.00,
2026-05-02T21:51:00Z,48.00,53.00
2026-05-02T22:00:00Z,48.00,53.00
2026-05-02T22:03:00Z,47.00,53.00
2026-05-02T22:10:00Z,47.00,53.00
2026-05-02T22:24:00Z,46.00,53.00
2026-05-02T22:31:00Z,46.00,56.00
2026-05-02T22:42:00Z,45.00,56.00
2026-05-02T22:55:00Z,46.00,56.00
2026-05-03T00:14:00Z,44.00,56.00
2026-05-03T00:26:00Z,44.00,57.00
2026-05-03T01:15:00Z,44.00,57.00
2026-05-03T01:19:00Z,44.00,57.00
2026-05-03T01:23:00Z,44.00,57.00
2026-05-03T01:49:00Z,44.00,57.00
2026-05-03T01:55:00Z,44.00,57.00
2026-05-03T01:56:00Z,44.00,57.00
2026-05-03T02:08:00Z,44.00,57.00
2026-05-03T02:14:00Z,44.00,57.00
2026-05-03T02:21:00Z,44.00,58.70
2026-05-03T02:22:00Z,44.00,59.62
2026-05-03T02:24:00Z,44.00,60.00
2026-05-03T02:26:00Z,44.00,60.00
2026-05-03T02:32:00Z,44.00,59.00
2026-05-03T02:43:00Z,44.00,59.00
2026-05-03T02:47:00Z,43.00,59.00
2026-05-03T02:50:00Z,43.00,60.00
2026-05-03T02:53:00Z,43.00,60.00
2026-05-03T02:55:00Z,44.00,60.00
2026-05-03T03:02:00Z,44.00,60.00
2026-05-03T03:03:00Z,44.00,60.00
2026-05-03T03:06:00Z,44.00,60.00
2026-05-03T03:07:00Z,44.00,59.00
2026-05-03T03:18:00Z,44.00,59.00
2026-05-03T03:19:00Z,44.00,59.00
2026-05-03T03:21:00Z,44.00,59.00
2026-05-03T03:22:00Z,44.00,59.00
2026-05-03T03:25:00Z,44.00,59.00
2026-05-03T03:28:00Z,44.00,59.00
2026-05-03T03:30:00Z,44.00,59.00
2026-05-03T03:32:00Z,44.00,59.00
2026-05-03T03:40:00Z,44.00,59.00
2026-05-03T03:45:00Z,44.00,59.00
2026-05-03T03:46:00Z,44.00,59.00
2026-05-03T03:53:00Z,44.00,59.00
2026-05-03T03:56:00Z,44.00,59.00
2026-05-03T04:01:00Z,44.00,59.00
2026-05-03T04:07:00Z,44.00,59.00
2026-05-03T04:10:00Z,44.00,59.00
2026-05-03T04:14:00Z,44.00,59.00
2026-05-03T04:35:00Z,44.00,59.00
2026-05-03T04:36:00Z,44.00,59.00
2026-05-03T04:37:00Z,43.00,59.00
2026-05-03T04:40:00Z,42.00,59.00
2026-05-03T04:42:00Z,40.00,60.83
2026-05-03T04:43:00Z,40.00,61.00
2026-05-03T04:45:00Z,40.00,62.00
2026-05-03T04:46:00Z,40.00,62.00
2026-05-03T04:49:00Z,40.90,61.00
2026-05-03T04:54:00Z,40.90,60.00
2026-05-03T04:56:00Z,40.90,60.00
2026-05-03T04:57:00Z,40.90,60.00
2026-05-03T04:58:00Z,40.90,60.00
2026-05-03T05:06:00Z,41.72,60.00
2026-05-03T05:08:00Z,41.72,60.00
2026-05-03T05:17:00Z,41.72,61.00
2026-05-03T05:19:00Z,41.00,61.00
2026-05-03T05:24:00Z,41.00,61.00
2026-05-03T05:29:00Z,41.00,61.00
2026-05-03T05:30:00Z,41.00,59.06
2026-05-03T05:31:00Z,41.00,60.00
2026-05-03T05:32:00Z,41.00,60.00
2026-05-03T05:36:00Z,41.00,60.00
2026-05-03T05:38:00Z,41.00,61.00
2026-05-03T05:39:00Z,41.00,61.00
2026-05-03T05:43:00Z,41.00,61.00
2026-05-03T05:47:00Z,41.00,61.00
2026-05-03T05:56:00Z,41.00,61.00
2026-05-03T05:57:00Z,41.00,61.00
2026-05-03T05:58:00Z,41.00,61.00
2026-05-03T06:01:00Z,41.00,61.00
2026-05-03T06:02:00Z,41.00,61.00
2026-05-03T06:04:00Z,40.00,61.00
2026-05-03T06:09:00Z,40.00,61.00
2026-05-03T06:10:00Z,40.00,61.00
2026-05-03T06:11:00Z,40.00,61.00
2026-05-03T06:16:00Z,40.00,61.00
2026-05-03T06:19:00Z,40.00,60.00
2026-05-03T06:20:00Z,40.00,61.00
2026-05-03T06:25:00Z,40.00,61.00
2026-05-03T06:26:00Z,40.00,61.00
2026-05-03T06:27:00Z,40.00,61.00
2026-05-03T06:29:00Z,40.00,61.00
2026-05-03T06:30:00Z,40.00,61.00
2026-05-03T06:33:00Z,42.00,61.00
2026-05-03T06:37:00Z,42.00,61.75
2026-05-03T06:40:00Z,39.00,62.00
2026-05-03T06:41:00Z,41.00,62.00
2026-05-03T06:42:00Z,41.00,62.00
2026-05-03T06:49:00Z,41.00,62.00
2026-05-03T06:50:00Z,41.00,62.00
2026-05-03T06:52:00Z,41.00,62.00
2026-05-03T07:04:00Z,41.00,62.00
2026-05-03T07:12:00Z,40.00,62.00
2026-05-03T07:14:00Z,40.00,62.00
2026-05-03T07:15:00Z,40.00,62.00
2026-05-03T07:16:00Z,39.00,62.00
2026-05-03T07:18:00Z,39.00,62.00
2026-05-03T07:22:00Z,39.00,62.00
2026-05-03T07:23:00Z,39.00,62.00
2026-05-03T07:26:00Z,40.00,62.00
2026-05-03T07:27:00Z,40.00,62.00
2026-05-03T07:28:00Z,40.00,62.00
2026-05-03T07:30:00Z,40.00,62.00
2026-05-03T07:31:00Z,40.00,62.00
2026-05-03T07:33:00Z,40.00,62.00
2026-05-03T07:34:00Z,40.00,62.00
2026-05-03T07:35:00Z,40.00,62.00
2026-05-03T07:37:00Z,40.00,62.00
2026-05-03T07:39:00Z,40.00,62.00
2026-05-03T07:50:00Z,40.00,62.00
2026-05-03T07:54:00Z,38.00,62.00
2026-05-03T07:59:00Z,38.00,62.00
2026-05-03T08:01:00Z,38.00,62.00
2026-05-03T08:02:00Z,38.00,62.00
2026-05-03T08:04:00Z,38.00,62.00
2026-05-03T08:06:00Z,38.00,62.00
2026-05-03T08:08:00Z,38.00,63.00
2026-05-03T08:09:00Z,38.00,63.00
2026-05-03T08:12:00Z,38.00,63.00
2026-05-03T08:13:00Z,39.00,63.00
2026-05-03T08:14:00Z,39.00,63.00
2026-05-03T08:15:00Z,39.00,61.92
2026-05-03T08:16:00Z,39.00,62.31
2026-05-03T08:17:00Z,39.00,62.82
2026-05-03T08:18:00Z,39.00,63.00
2026-05-03T08:19:00Z,39.00,63.00
2026-05-03T08:20:00Z,39.00,63.00
2026-05-03T08:21:00Z,39.00,63.00
2026-05-03T08:22:00Z,39.00,63.00
2026-05-03T08:23:00Z,39.00,63.00
2026-05-03T08:24:00Z,39.00,63.00
2026-05-03T08:25:00Z,39.00,63.00
2026-05-03T08:26:00Z,39.00,63.00
2026-05-03T08:27:00Z,39.00,63.00
2026-05-03T08:28:00Z,39.00,63.00
2026-05-03T08:30:00Z,39.00,63.00
2026-05-03T08:32:00Z,39.00,63.00
2026-05-03T08:34:00Z,39.00,63.00
2026-05-03T08:35:00Z,39.00,63.00
2026-05-03T08:37:00Z,39.00,63.00
2026-05-03T08:39:00Z,39.00,63.00
2026-05-03T08:40:00Z,39.00,63.00
2026-05-03T08:42:00Z,39.00,63.00
2026-05-03T08:44:00Z,39.00,63.00
2026-05-03T08:46:00Z,39.00,63.00
2026-05-03T08:47:00Z,39.00,63.00
2026-05-03T08:51:00Z,39.00,63.00
2026-05-03T08:53:00Z,39.00,63.00
2026-05-03T08:56:00Z,39.00,63.00
2026-05-03T08:57:00Z,39.00,63.00
2026-05-03T08:58:00Z,39.00,63.00
2026-05-03T08:59:00Z,39.00,63.00
2026-05-03T09:00:00Z,39.00,63.00
2026-05-03T09:01:00Z,39.00,63.00
2026-05-03T09:02:00Z,39.00,63.00
2026-05-03T09:03:00Z,39.00,63.00
2026-05-03T09:04:00Z,39.00,63.00
2026-05-03T09:05:00Z,38.00,62.00
2026-05-03T09:06:00Z,39.97,61.69
2026-05-03T09:07:00Z,40.82,61.69
2026-05-03T09:08:00Z,40.47,62.00
2026-05-03T09:09:00Z,40.00,62.00
2026-05-03T09:10:00Z,40.00,63.91
2026-05-03T09:12:00Z,40.80,63.94
2026-05-03T09:13:00Z,35.95,66.00
2026-05-03T09:14:00Z,35.95,63.29
2026-05-03T09:15:00Z,40.00,63.29
2026-05-03T09:16:00Z,40.54,61.00
2026-05-03T09:17:00Z,40.54,63.52
2026-05-03T09:18:00Z,40.54,64.00
2026-05-03T09:19:00Z,36.00,65.02
2026-05-03T09:20:00Z,37.00,64.00
2026-05-03T09:21:00Z,33.14,68.37
2026-05-03T09:22:00Z,26.15,71.77
2026-05-03T09:23:00Z,29.15,72.67
2026-05-03T09:24:00Z,33.93,68.00
2026-05-03T09:25:00Z,30.18,68.40
2026-05-03T09:26:00Z,36.00,64.00
2026-05-03T09:27:00Z,37.00,65.00
2026-05-03T09:29:00Z,31.00,68.89
2026-05-03T09:31:00Z,31.26,69.32
2026-05-03T09:32:00Z,32.37,66.45
2026-05-03T09:33:00Z,33.59,69.61
2026-05-03T09:34:00Z,36.12,65.70
2026-05-03T09:35:00Z,32.75,68.97
2026-05-03T09:36:00Z,34.00,66.71
2026-05-03T09:37:00Z,32.00,69.00
2026-05-03T09:38:00Z,31.00,69.93
2026-05-03T09:39:00Z,29.00,75.00
2026-05-03T09:40:00Z,30.00,71.72
2026-05-03T09:41:00Z,29.18,72.00
2026-05-03T09:42:00Z,29.02,71.15
2026-05-03T09:43:00Z,33.79,68.00
2026-05-03T09:44:00Z,40.04,62.32
2026-05-03T09:45:00Z,46.17,57.08
2026-05-03T09:46:00Z,50.96,50.86
2026-05-03T09:47:00Z,57.99,43.00
2026-05-03T09:48:00Z,59.57,41.16
2026-05-03T09:49:00Z,63.38,37.45
2026-05-03T09:50:00Z,67.90,34.04
2026-05-03T09:51:00Z,66.53,33.26
2026-05-03T09:52:00Z,66.00,33.96
2026-05-03T09:53:00Z,64.03,34.00
2026-05-03T09:54:00Z,65.00,33.01
2026-05-03T09:55:00Z,66.83,33.36
2026-05-03T09:56:00Z,65.27,36.63
2026-05-03T09:57:00Z,62.94,38.56
2026-05-03T09:58:00Z,62.48,36.36
2026-05-03T09:59:00Z,64.00,36.74
2026-05-03T10:00:00Z,64.00,35.02
2026-05-03T10:01:00Z,67.00,32.24
2026-05-03T10:02:00Z,69.72,31.36
2026-05-03T10:03:00Z,75.48,29.15
2026-05-03T10:04:00Z,81.65,18.15
2026-05-03T10:05:00Z,83.00,17.25
2026-05-03T10:06:00Z,81.02,18.99
2026-05-03T10:07:00Z,84.93,15.57
2026-05-03T10:08:00Z,84.04,18.72
2026-05-03T10:09:00Z,85.89,16.00
2026-05-03T10:10:00Z,77.54,21.59
2026-05-03T10:11:00Z,65.52,33.84
