# event_ticker=KXATPMATCH-25NOV02ATMGAS
# final_score=6-4 6-1
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Terence Atmane
# kalshi_date=2025-11-02
timestamp,Hugo Gaston,Terence Atmane
2025-11-02T04:39:00Z,60.00,
2025-11-02T04:41:00Z,60.00,
2025-11-02T04:58:00Z,59.00,
2025-11-02T05:10:00Z,59.00,41.00
2025-11-02T05:19:00Z,59.00,41.00
2025-11-02T05:45:00Z,59.00,41.00
2025-11-02T06:02:00Z,59.00,42.00
2025-11-02T06:20:00Z,59.00,42.00
2025-11-02T06:45:00Z,59.00,42.00
2025-11-02T06:47:00Z,59.00,42.00
2025-11-02T06:50:00Z,59.00,42.00
2025-11-02T07:11:00Z,59.00,42.00
2025-11-02T07:22:00Z,59.00,42.00
2025-11-02T07:42:00Z,59.00,42.00
2025-11-02T08:09:00Z,59.00,42.00
2025-11-02T08:15:00Z,59.00,42.00
2025-11-02T08:22:00Z,59.00,42.00
2025-11-02T09:21:00Z,59.00,42.00
2025-11-02T09:24:00Z,59.00,42.23
2025-11-02T09:35:00Z,59.00,42.23
2025-11-02T10:21:00Z,59.00,43.00
2025-11-02T10:47:00Z,59.00,43.00
2025-11-02T11:01:00Z,59.00,43.00
2025-11-02T11:07:00Z,58.00,43.00
2025-11-02T11:33:00Z,59.00,43.00
2025-11-02T11:44:00Z,59.00,43.00
2025-11-02T11:47:00Z,59.00,43.00
2025-11-02T11:49:00Z,59.00,43.00
2025-11-02T11:50:00Z,59.00,43.00
2025-11-02T12:22:00Z,59.00,43.00
2025-11-02T12:27:00Z,59.00,43.00
2025-11-02T12:31:00Z,59.00,43.00
2025-11-02T12:33:00Z,59.00,43.00
2025-11-02T13:04:00Z,59.00,43.00
2025-11-02T13:51:00Z,59.00,43.00
2025-11-02T14:13:00Z,59.00,43.00
2025-11-02T14:14:00Z,58.00,43.00
2025-11-02T14:15:00Z,58.00,43.00
2025-11-02T14:17:00Z,59.00,43.00
2025-11-02T14:19:00Z,59.00,43.00
2025-11-02T14:22:00Z,59.00,43.00
2025-11-02T14:31:00Z,59.00,43.00
2025-11-02T14:37:00Z,59.00,43.00
2025-11-02T14:45:00Z,59.00,43.00
2025-11-02T14:48:00Z,59.00,43.00
2025-11-02T14:56:00Z,59.00,43.00
2025-11-02T15:06:00Z,59.00,43.00
2025-11-02T15:14:00Z,59.00,43.00
2025-11-02T15:23:00Z,59.00,41.00
2025-11-02T15:26:00Z,62.00,41.00
2025-11-02T15:30:00Z,62.00,41.00
2025-11-02T15:36:00Z,63.00,41.00
2025-11-02T15:37:00Z,63.00,41.00
2025-11-02T15:40:00Z,63.00,40.00
2025-11-02T15:51:00Z,63.00,41.00
2025-11-02T15:56:00Z,63.00,41.00
2025-11-02T15:59:00Z,62.00,41.00
2025-11-02T16:00:00Z,62.00,41.00
2025-11-02T16:01:00Z,62.00,41.00
2025-11-02T16:02:00Z,62.00,41.00
2025-11-02T16:03:00Z,62.00,41.00
2025-11-02T16:04:00Z,61.00,41.00
2025-11-02T16:06:00Z,61.00,40.00
2025-11-02T16:08:00Z,61.00,40.00
2025-11-02T16:11:00Z,62.00,40.00
2025-11-02T16:12:00Z,62.00,40.00
2025-11-02T16:14:00Z,60.00,41.00
2025-11-02T16:15:00Z,60.00,40.51
2025-11-02T16:16:00Z,58.81,44.00
2025-11-02T16:17:00Z,56.00,45.00
2025-11-02T16:18:00Z,56.01,43.91
2025-11-02T16:19:00Z,58.62,42.54
2025-11-02T16:20:00Z,57.00,43.65
2025-11-02T16:21:00Z,56.00,48.00
2025-11-02T16:22:00Z,56.00,48.00
2025-11-02T16:23:00Z,56.95,46.88
2025-11-02T16:24:00Z,53.60,44.00
2025-11-02T16:25:00Z,52.81,47.46
2025-11-02T16:26:00Z,53.00,47.09
2025-11-02T16:27:00Z,61.36,42.95
2025-11-02T16:28:00Z,67.11,34.76
2025-11-02T16:29:00Z,67.15,28.39
2025-11-02T16:30:00Z,73.03,27.02
2025-11-02T16:31:00Z,74.03,25.78
2025-11-02T16:32:00Z,75.57,24.95
2025-11-02T16:33:00Z,73.00,25.99
2025-11-02T16:34:00Z,73.00,25.00
2025-11-02T16:35:00Z,74.00,28.00
2025-11-02T16:36:00Z,75.36,28.00
2025-11-02T16:37:00Z,75.36,27.80
2025-11-02T16:38:00Z,76.41,24.32
2025-11-02T16:39:00Z,78.82,22.98
2025-11-02T16:40:00Z,78.98,22.43
2025-11-02T16:43:00Z,79.00,22.18
2025-11-02T16:44:00Z,82.96,20.00
2025-11-02T16:45:00Z,82.00,20.00
2025-11-02T16:46:00Z,83.00,19.91
2025-11-02T16:47:00Z,88.05,15.10
2025-11-02T16:48:00Z,90.30,10.48
2025-11-02T16:49:00Z,93.52,8.28
2025-11-02T16:50:00Z,95.41,5.21
2025-11-02T16:51:00Z,96.36,4.33
2025-11-02T16:52:00Z,96.77,3.50
2025-11-02T16:53:00Z,97.97,2.06
2025-11-02T16:54:00Z,98.92,2.02
2025-11-02T16:55:00Z,98.11,1.97
2025-11-02T16:56:00Z,99.00,1.33
2025-11-02T16:58:00Z,99.00,1.00
2025-11-02T16:59:00Z,99.00,1.00
2025-11-02T17:00:00Z,99.00,1.00
2025-11-02T17:01:00Z,99.00,1.00
2025-11-02T17:02:00Z,99.00,1.00
2025-11-02T17:04:00Z,99.00,1.00
2025-11-02T17:07:00Z,99.00,1.00
