# event_ticker=KXATPCHALLENGERMATCH-26MAR12RINSAM
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Toby Samuel
# fav_player=Daniel Rincon
# dog_player=Toby Samuel
# kalshi_date=2026-03-12
timestamp,Daniel Rincon,Toby Samuel
2026-03-12T02:22:00Z,29.00,
2026-03-12T03:24:00Z,29.00,72.66
2026-03-12T03:43:00Z,29.00,73.00
2026-03-12T03:55:00Z,29.00,73.00
2026-03-12T04:21:00Z,29.00,74.00
2026-03-12T04:25:00Z,29.00,74.00
2026-03-12T04:48:00Z,29.00,73.00
2026-03-12T04:54:00Z,29.00,73.00
2026-03-12T04:57:00Z,29.00,73.00
2026-03-12T04:59:00Z,26.00,73.00
2026-03-12T05:36:00Z,29.00,73.00
2026-03-12T05:39:00Z,29.00,74.00
2026-03-12T05:41:00Z,29.00,74.00
2026-03-12T05:48:00Z,29.00,73.00
2026-03-12T06:02:00Z,30.00,73.00
2026-03-12T06:10:00Z,30.00,73.00
2026-03-12T06:20:00Z,30.00,73.00
2026-03-12T06:24:00Z,30.00,71.00
2026-03-12T06:26:00Z,30.00,71.00
2026-03-12T06:29:00Z,30.00,73.00
2026-03-12T06:30:00Z,30.00,73.00
2026-03-12T06:41:00Z,30.00,73.00
2026-03-12T06:49:00Z,30.00,73.00
2026-03-12T06:51:00Z,30.00,73.00
2026-03-12T09:30:00Z,30.00,71.00
2026-03-12T09:35:00Z,32.00,71.00
2026-03-12T09:48:00Z,32.00,71.00
2026-03-12T09:49:00Z,32.00,71.00
2026-03-12T09:54:00Z,32.00,71.00
2026-03-12T09:55:00Z,32.00,71.00
2026-03-12T09:57:00Z,32.00,71.00
2026-03-12T10:02:00Z,32.00,71.00
2026-03-12T10:07:00Z,32.00,71.00
2026-03-12T10:17:00Z,29.00,71.00
2026-03-12T10:23:00Z,29.00,72.42
2026-03-12T10:31:00Z,32.00,72.42
2026-03-12T10:33:00Z,32.00,73.00
2026-03-12T10:34:00Z,32.00,73.00
2026-03-12T10:35:00Z,28.00,73.00
2026-03-12T10:37:00Z,32.00,73.00
2026-03-12T10:41:00Z,32.00,73.00
2026-03-12T10:43:00Z,32.00,73.00
2026-03-12T10:44:00Z,32.00,73.00
2026-03-12T10:45:00Z,32.00,73.00
2026-03-12T10:46:00Z,32.00,73.00
2026-03-12T10:48:00Z,31.01,73.00
2026-03-12T10:49:00Z,31.01,73.00
2026-03-12T10:50:00Z,31.00,73.00
2026-03-12T10:56:00Z,31.00,75.00
2026-03-12T10:58:00Z,31.00,75.00
2026-03-12T11:00:00Z,29.00,75.00
2026-03-12T11:01:00Z,29.20,74.04
2026-03-12T11:02:00Z,30.00,74.09
2026-03-12T11:03:00Z,29.47,73.74
2026-03-12T11:04:00Z,34.27,70.63
2026-03-12T11:05:00Z,35.66,65.62
2026-03-12T11:06:00Z,38.97,66.99
2026-03-12T11:07:00Z,35.90,68.63
2026-03-12T11:08:00Z,32.40,71.48
2026-03-12T11:09:00Z,25.83,75.00
2026-03-12T11:10:00Z,26.16,77.64
2026-03-12T11:11:00Z,23.66,79.29
2026-03-12T11:12:00Z,20.00,83.20
2026-03-12T11:13:00Z,18.98,83.94
2026-03-12T11:14:00Z,14.07,86.40
2026-03-12T11:15:00Z,14.02,88.00
2026-03-12T11:16:00Z,10.77,88.78
2026-03-12T11:17:00Z,11.83,90.00
2026-03-12T11:18:00Z,10.69,90.00
2026-03-12T11:19:00Z,12.32,91.77
2026-03-12T11:20:00Z,13.00,90.83
2026-03-12T11:21:00Z,14.00,87.94
2026-03-12T11:22:00Z,14.00,86.33
2026-03-12T11:23:00Z,16.09,85.00
2026-03-12T11:24:00Z,15.01,87.51
2026-03-12T11:25:00Z,15.85,86.98
2026-03-12T11:26:00Z,16.82,85.73
2026-03-12T11:27:00Z,16.64,85.73
2026-03-12T11:28:00Z,19.00,88.99
2026-03-12T11:29:00Z,10.57,89.97
2026-03-12T11:30:00Z,10.50,89.82
2026-03-12T11:31:00Z,10.99,91.21
2026-03-12T11:32:00Z,8.00,92.07
2026-03-12T11:33:00Z,9.00,92.04
2026-03-12T11:34:00Z,10.86,89.07
2026-03-12T11:35:00Z,12.00,90.00
2026-03-12T11:36:00Z,13.00,90.00
2026-03-12T11:37:00Z,11.41,90.97
2026-03-12T11:38:00Z,11.41,90.98
2026-03-12T11:39:00Z,12.79,89.00
2026-03-12T11:40:00Z,10.00,89.00
2026-03-12T11:41:00Z,14.00,88.84
2026-03-12T11:42:00Z,12.89,90.38
2026-03-12T11:43:00Z,12.89,90.60
2026-03-12T11:44:00Z,14.00,89.00
2026-03-12T11:45:00Z,14.21,87.92
2026-03-12T11:46:00Z,12.00,88.81
2026-03-12T11:47:00Z,9.25,91.00
2026-03-12T11:48:00Z,10.27,86.67
2026-03-12T11:49:00Z,10.70,91.61
2026-03-12T11:50:00Z,8.22,92.22
2026-03-12T11:51:00Z,11.00,92.22
2026-03-12T11:52:00Z,10.09,89.61
2026-03-12T11:53:00Z,9.00,93.00
2026-03-12T11:54:00Z,7.07,93.01
2026-03-12T11:55:00Z,7.00,94.00
2026-03-12T11:56:00Z,8.84,94.00
2026-03-12T11:57:00Z,8.68,92.77
2026-03-12T11:58:00Z,7.01,93.84
2026-03-12T11:59:00Z,6.12,95.51
2026-03-12T12:00:00Z,6.00,94.81
2026-03-12T12:01:00Z,6.88,94.29
2026-03-12T12:02:00Z,3.91,96.88
2026-03-12T12:03:00Z,4.08,96.08
2026-03-12T12:04:00Z,5.12,98.00
2026-03-12T12:05:00Z,3.87,97.15
2026-03-12T12:06:00Z,3.00,98.41
2026-03-12T12:07:00Z,1.20,98.58
2026-03-12T12:08:00Z,1.16,98.94
2026-03-12T12:09:00Z,1.40,99.00
2026-03-12T12:10:00Z,1.00,98.00
2026-03-12T12:11:00Z,2.00,97.81
2026-03-12T12:12:00Z,1.07,97.81
2026-03-12T12:13:00Z,1.22,99.00
