# event_ticker=KXATPCHALLENGERMATCH-26MAY02ONCCOU
# final_score=2-6 6-3 6-1
# score_resolution=6-2 3-6 1-6
# match_winner=Gauthier Onclin
# fav_player=Eliakim Coulibaly
# dog_player=Gauthier Onclin
# kalshi_date=2026-05-02
timestamp,Gauthier Onclin,Eliakim Coulibaly
2026-05-02T16:49:00Z,68.00,33.00
2026-05-02T16:50:00Z,68.00,33.00
2026-05-02T16:51:00Z,68.00,33.00
2026-05-02T16:52:00Z,68.00,33.00
2026-05-02T16:53:00Z,68.00,33.00
2026-05-02T16:54:00Z,68.96,33.00
2026-05-02T16:55:00Z,69.00,33.00
2026-05-02T16:56:00Z,69.00,33.00
2026-05-02T16:57:00Z,69.00,33.00
2026-05-02T16:58:00Z,69.00,33.00
2026-05-02T16:59:00Z,69.00,33.00
2026-05-02T17:00:00Z,67.81,34.87
2026-05-02T17:01:00Z,65.00,36.31
2026-05-02T17:02:00Z,65.00,37.00
2026-05-02T17:03:00Z,65.00,36.99
2026-05-02T17:04:00Z,66.00,36.00
2026-05-02T17:05:00Z,66.00,35.96
2026-05-02T17:06:00Z,66.00,35.00
2026-05-02T17:07:00Z,66.00,35.00
2026-05-02T17:08:00Z,66.00,36.00
2026-05-02T17:09:00Z,66.10,36.00
2026-05-02T17:10:00Z,65.98,36.00
2026-05-02T17:11:00Z,66.15,36.00
2026-05-02T17:12:00Z,66.98,36.00
2026-05-02T17:13:00Z,67.81,33.13
2026-05-02T17:14:00Z,70.00,31.02
2026-05-02T17:15:00Z,70.00,30.31
2026-05-02T17:16:00Z,69.36,31.83
2026-05-02T17:17:00Z,68.05,32.43
2026-05-02T17:18:00Z,68.00,33.96
2026-05-02T17:19:00Z,69.14,31.77
2026-05-02T17:20:00Z,68.84,33.62
2026-05-02T17:21:00Z,63.13,38.64
2026-05-02T17:22:00Z,64.60,39.65
2026-05-02T17:23:00Z,66.77,33.81
2026-05-02T17:24:00Z,69.75,32.00
2026-05-02T17:25:00Z,69.14,32.00
2026-05-02T17:26:00Z,68.36,32.12
2026-05-02T17:27:00Z,69.06,32.55
2026-05-02T17:28:00Z,72.57,30.86
2026-05-02T17:29:00Z,67.94,32.92
2026-05-02T17:30:00Z,69.28,32.40
2026-05-02T17:31:00Z,67.38,33.93
2026-05-02T17:32:00Z,69.38,33.20
2026-05-02T17:33:00Z,65.48,35.70
2026-05-02T17:34:00Z,64.86,37.72
2026-05-02T17:35:00Z,58.07,43.75
2026-05-02T17:36:00Z,51.79,48.11
2026-05-02T17:37:00Z,56.18,45.10
2026-05-02T17:38:00Z,49.10,51.08
2026-05-02T17:39:00Z,49.00,50.73
2026-05-02T17:40:00Z,48.78,52.34
2026-05-02T17:41:00Z,44.96,55.81
2026-05-02T17:42:00Z,43.44,56.72
2026-05-02T17:43:00Z,41.62,59.07
2026-05-02T17:44:00Z,40.16,60.15
2026-05-02T17:45:00Z,39.08,60.81
2026-05-02T17:46:00Z,35.97,64.84
2026-05-02T17:47:00Z,34.99,65.00
2026-05-02T17:48:00Z,35.26,65.79
2026-05-02T17:49:00Z,34.06,66.43
2026-05-02T17:50:00Z,33.47,66.98
2026-05-02T17:51:00Z,34.00,66.72
2026-05-02T17:52:00Z,34.00,66.86
2026-05-02T17:53:00Z,34.43,67.39
2026-05-02T17:54:00Z,35.60,65.45
2026-05-02T17:55:00Z,34.96,66.03
2026-05-02T17:56:00Z,28.68,72.49
2026-05-02T17:57:00Z,18.66,80.27
2026-05-02T17:58:00Z,17.41,83.14
2026-05-02T17:59:00Z,17.95,83.35
2026-05-02T18:00:00Z,14.64,85.92
2026-05-02T18:01:00Z,16.72,84.56
2026-05-02T18:02:00Z,17.06,83.43
2026-05-02T18:03:00Z,17.21,82.75
2026-05-02T18:04:00Z,19.64,81.76
2026-05-02T18:05:00Z,15.39,85.92
2026-05-02T18:06:00Z,15.94,86.64
2026-05-02T18:07:00Z,17.30,83.11
2026-05-02T18:08:00Z,17.99,82.23
2026-05-02T18:09:00Z,18.01,82.87
2026-05-02T18:10:00Z,21.39,80.78
2026-05-02T18:11:00Z,23.21,78.04
2026-05-02T18:12:00Z,29.49,70.29
2026-05-02T18:13:00Z,29.82,64.97
2026-05-02T18:14:00Z,34.37,65.08
2026-05-02T18:15:00Z,35.35,65.03
2026-05-02T18:16:00Z,40.04,60.74
2026-05-02T18:17:00Z,40.59,60.00
2026-05-02T18:18:00Z,40.35,59.91
2026-05-02T18:19:00Z,40.42,61.57
2026-05-02T18:20:00Z,43.27,60.68
2026-05-02T18:21:00Z,37.95,62.76
2026-05-02T18:22:00Z,37.04,63.80
2026-05-02T18:23:00Z,33.45,68.25
2026-05-02T18:24:00Z,39.54,61.90
2026-05-02T18:25:00Z,35.96,63.86
2026-05-02T18:26:00Z,36.55,62.95
2026-05-02T18:27:00Z,38.51,61.77
2026-05-02T18:28:00Z,36.98,64.59
2026-05-02T18:29:00Z,38.40,61.81
2026-05-02T18:30:00Z,28.06,71.44
2026-05-02T18:31:00Z,37.38,65.80
2026-05-02T18:32:00Z,40.27,60.73
2026-05-02T18:33:00Z,40.71,59.95
2026-05-02T18:34:00Z,41.51,59.49
2026-05-02T18:35:00Z,48.17,51.42
2026-05-02T18:36:00Z,50.62,49.91
2026-05-02T18:37:00Z,53.77,47.44
2026-05-02T18:38:00Z,57.86,46.62
2026-05-02T18:39:00Z,60.63,40.31
2026-05-02T18:40:00Z,61.83,37.85
2026-05-02T18:41:00Z,61.88,38.66
2026-05-02T18:42:00Z,62.79,36.82
2026-05-02T18:43:00Z,62.51,37.93
2026-05-02T18:44:00Z,62.88,38.18
2026-05-02T18:45:00Z,61.17,39.42
2026-05-02T18:46:00Z,63.31,40.08
2026-05-02T18:47:00Z,62.70,38.91
2026-05-02T18:48:00Z,63.55,38.31
2026-05-02T18:49:00Z,63.60,38.00
2026-05-02T18:50:00Z,63.93,37.86
2026-05-02T18:51:00Z,63.55,37.78
2026-05-02T18:52:00Z,59.80,39.25
2026-05-02T18:53:00Z,64.88,36.55
2026-05-02T18:54:00Z,60.31,41.85
2026-05-02T18:55:00Z,66.68,31.89
2026-05-02T18:56:00Z,79.17,19.09
2026-05-02T18:57:00Z,79.43,21.37
2026-05-02T18:58:00Z,79.96,23.36
2026-05-02T18:59:00Z,84.03,16.10
2026-05-02T19:00:00Z,85.40,14.87
2026-05-02T19:01:00Z,89.92,10.08
2026-05-02T19:02:00Z,94.06,5.81
2026-05-02T19:03:00Z,92.74,7.92
2026-05-02T19:04:00Z,95.22,4.80
2026-05-02T19:05:00Z,95.60,4.91
2026-05-02T19:06:00Z,95.23,4.92
2026-05-02T19:07:00Z,96.03,4.60
2026-05-02T19:08:00Z,96.38,4.42
2026-05-02T19:09:00Z,95.23,4.05
2026-05-02T19:10:00Z,96.06,4.26
2026-05-02T19:11:00Z,97.77,2.10
2026-05-02T19:12:00Z,98.49,1.36
2026-05-02T19:13:00Z,98.21,1.99
2026-05-02T19:14:00Z,97.43,2.32
2026-05-02T19:15:00Z,97.88,2.47
2026-05-02T19:16:00Z,97.43,2.93
2026-05-02T19:17:00Z,95.86,3.80
2026-05-02T19:18:00Z,93.86,6.35
2026-05-02T19:19:00Z,95.42,4.57
2026-05-02T19:20:00Z,96.92,3.06
2026-05-02T19:21:00Z,96.54,3.72
2026-05-02T19:22:00Z,98.60,1.34
2026-05-02T19:23:00Z,98.85,1.06
2026-05-02T19:24:00Z,99.00,1.07
2026-05-02T19:25:00Z,98.92,1.00
2026-05-02T19:26:00Z,99.00,1.00
2026-05-02T19:27:00Z,99.00,1.00
2026-05-02T19:28:00Z,99.00,1.00
2026-05-02T19:29:00Z,99.00,1.00
2026-05-02T19:30:00Z,99.00,1.00
2026-05-02T19:31:00Z,99.00,1.00
2026-05-02T19:32:00Z,99.00,1.00
2026-05-02T19:33:00Z,99.00,1.00
2026-05-02T19:34:00Z,99.00,1.00
