# event_ticker=KXATPCHALLENGERMATCH-26FEB27MRVPIR
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Zsombor Piros
# fav_player=Maxim Mrva
# dog_player=Zsombor Piros
# kalshi_date=2026-02-27
timestamp,Maxim Mrva,Zsombor Piros
2026-02-27T00:43:00Z,,76.00
2026-02-27T01:41:00Z,26.00,75.00
2026-02-27T02:19:00Z,26.00,75.00
2026-02-27T02:54:00Z,26.00,75.00
2026-02-27T02:58:00Z,26.00,75.00
2026-02-27T03:46:00Z,26.00,76.00
2026-02-27T03:58:00Z,26.00,76.00
2026-02-27T04:21:00Z,26.00,76.00
2026-02-27T04:22:00Z,26.00,76.00
2026-02-27T04:52:00Z,26.00,76.00
2026-02-27T05:00:00Z,26.00,76.00
2026-02-27T05:15:00Z,26.00,76.00
2026-02-27T05:31:00Z,24.00,76.00
2026-02-27T05:56:00Z,24.00,74.00
2026-02-27T06:02:00Z,27.00,74.00
2026-02-27T06:03:00Z,27.00,76.00
2026-02-27T06:04:00Z,27.00,76.00
2026-02-27T06:22:00Z,25.00,76.00
2026-02-27T06:28:00Z,25.00,76.00
2026-02-27T07:12:00Z,25.00,76.00
2026-02-27T07:28:00Z,25.00,76.00
2026-02-27T07:33:00Z,25.00,77.00
2026-02-27T07:44:00Z,25.00,77.25
2026-02-27T07:45:00Z,25.00,78.25
2026-02-27T07:46:00Z,25.00,78.00
2026-02-27T08:08:00Z,22.00,78.00
2026-02-27T08:19:00Z,22.00,78.00
2026-02-27T09:55:00Z,22.00,78.38
2026-02-27T09:56:00Z,22.00,79.00
2026-02-27T10:09:00Z,22.00,79.00
2026-02-27T10:19:00Z,22.00,79.00
2026-02-27T10:27:00Z,22.00,79.00
2026-02-27T10:37:00Z,23.00,79.00
2026-02-27T10:39:00Z,23.00,79.00
2026-02-27T10:44:00Z,23.00,79.00
2026-02-27T10:58:00Z,23.00,79.00
2026-02-27T11:19:00Z,23.00,79.00
2026-02-27T11:21:00Z,23.00,79.00
2026-02-27T11:25:00Z,23.00,79.00
2026-02-27T11:31:00Z,23.00,79.00
2026-02-27T11:32:00Z,23.00,79.00
2026-02-27T11:34:00Z,23.00,79.00
2026-02-27T11:35:00Z,23.00,79.00
2026-02-27T11:39:00Z,23.00,78.00
2026-02-27T11:42:00Z,23.00,78.00
2026-02-27T11:44:00Z,23.00,78.00
2026-02-27T11:45:00Z,23.00,79.00
2026-02-27T11:47:00Z,23.00,79.00
2026-02-27T11:49:00Z,22.00,79.00
2026-02-27T11:50:00Z,22.00,79.00
2026-02-27T11:53:00Z,22.00,79.00
2026-02-27T11:54:00Z,22.00,79.00
2026-02-27T11:57:00Z,22.00,79.00
2026-02-27T11:58:00Z,22.00,78.00
2026-02-27T11:59:00Z,22.00,79.00
2026-02-27T12:00:00Z,22.00,79.00
2026-02-27T12:04:00Z,24.00,76.00
2026-02-27T12:07:00Z,24.00,76.00
2026-02-27T12:08:00Z,24.00,76.00
2026-02-27T12:09:00Z,24.00,78.60
2026-02-27T12:10:00Z,24.26,78.60
2026-02-27T12:11:00Z,27.40,79.92
2026-02-27T12:12:00Z,23.86,77.06
2026-02-27T12:13:00Z,26.31,76.95
2026-02-27T12:14:00Z,28.97,71.17
2026-02-27T12:15:00Z,32.02,68.77
2026-02-27T12:16:00Z,29.18,73.99
2026-02-27T12:17:00Z,26.89,73.77
2026-02-27T12:18:00Z,32.57,68.82
2026-02-27T12:19:00Z,35.58,68.71
2026-02-27T12:20:00Z,27.82,73.87
2026-02-27T12:21:00Z,25.52,76.59
2026-02-27T12:22:00Z,26.16,75.00
2026-02-27T12:23:00Z,18.84,81.68
2026-02-27T12:24:00Z,18.16,82.01
2026-02-27T12:25:00Z,16.32,82.52
2026-02-27T12:26:00Z,14.80,86.39
2026-02-27T12:27:00Z,14.86,87.81
2026-02-27T12:28:00Z,13.20,87.00
2026-02-27T12:29:00Z,17.72,83.06
2026-02-27T12:30:00Z,18.83,83.51
2026-02-27T12:31:00Z,15.89,85.54
2026-02-27T12:32:00Z,15.60,85.83
2026-02-27T12:33:00Z,14.98,85.37
2026-02-27T12:34:00Z,12.56,87.24
2026-02-27T12:35:00Z,12.32,88.10
2026-02-27T12:36:00Z,12.87,88.05
2026-02-27T12:37:00Z,15.54,86.71
2026-02-27T12:38:00Z,17.86,83.51
2026-02-27T12:39:00Z,16.75,84.07
2026-02-27T12:40:00Z,12.46,87.73
2026-02-27T12:41:00Z,12.72,88.63
2026-02-27T12:42:00Z,14.37,86.39
2026-02-27T12:43:00Z,16.00,85.00
2026-02-27T12:44:00Z,18.69,84.00
2026-02-27T12:45:00Z,16.00,85.17
2026-02-27T12:46:00Z,12.33,88.00
2026-02-27T12:47:00Z,12.00,89.00
2026-02-27T12:48:00Z,14.17,88.07
2026-02-27T12:49:00Z,16.11,85.00
2026-02-27T12:50:00Z,16.31,85.25
2026-02-27T12:51:00Z,17.48,83.36
2026-02-27T12:52:00Z,16.32,84.86
2026-02-27T12:53:00Z,14.47,86.93
2026-02-27T12:54:00Z,10.93,90.45
2026-02-27T12:55:00Z,12.89,88.53
2026-02-27T12:56:00Z,6.51,92.92
2026-02-27T12:57:00Z,6.90,94.54
2026-02-27T12:58:00Z,7.94,93.18
2026-02-27T12:59:00Z,4.95,95.66
2026-02-27T13:00:00Z,3.82,96.97
2026-02-27T13:01:00Z,3.27,97.47
2026-02-27T13:02:00Z,4.54,95.94
2026-02-27T13:03:00Z,5.98,95.61
2026-02-27T13:04:00Z,6.40,96.05
2026-02-27T13:05:00Z,5.39,95.83
2026-02-27T13:06:00Z,4.16,96.99
2026-02-27T13:07:00Z,3.83,97.99
2026-02-27T13:08:00Z,1.97,98.75
2026-02-27T13:09:00Z,1.37,99.00
2026-02-27T13:10:00Z,2.00,98.48
2026-02-27T13:11:00Z,1.13,99.00
2026-02-27T13:12:00Z,1.00,99.00
2026-02-27T13:13:00Z,1.00,99.00
2026-02-27T13:14:00Z,1.00,99.00
2026-02-27T13:15:00Z,1.00,99.00
2026-02-27T13:17:00Z,1.00,99.00
2026-02-27T13:19:00Z,1.00,99.00
