# event_ticker=KXATPMATCH-26JAN11KECVAC
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Valentin Vacherot
# fav_player=Miomir Kecmanovic
# dog_player=Valentin Vacherot
# kalshi_date=2026-01-11
timestamp,Miomir Kecmanovic,Valentin Vacherot
2026-01-12T06:39:00Z,45.00,56.00
2026-01-12T06:41:00Z,45.00,56.49
2026-01-12T06:42:00Z,45.00,56.00
2026-01-12T06:43:00Z,45.00,56.00
2026-01-12T06:45:00Z,45.00,56.81
2026-01-12T06:46:00Z,45.00,57.00
2026-01-12T06:47:00Z,45.00,58.91
2026-01-12T06:48:00Z,45.00,58.00
2026-01-12T06:50:00Z,45.00,57.93
2026-01-12T06:51:00Z,45.00,57.38
2026-01-12T06:52:00Z,45.00,57.96
2026-01-12T06:54:00Z,46.46,59.11
2026-01-12T06:55:00Z,46.46,59.59
2026-01-12T06:56:00Z,46.94,59.59
2026-01-12T06:57:00Z,46.94,59.00
2026-01-12T06:58:00Z,46.94,59.00
2026-01-12T06:59:00Z,46.94,59.00
2026-01-12T07:00:00Z,47.00,59.00
2026-01-12T07:01:00Z,47.00,59.47
2026-01-12T07:05:00Z,46.00,59.00
2026-01-12T07:06:00Z,46.00,59.77
2026-01-12T07:08:00Z,46.00,60.00
2026-01-12T07:12:00Z,46.00,60.00
2026-01-12T07:13:00Z,46.00,56.00
2026-01-12T07:18:00Z,46.00,58.00
2026-01-12T07:19:00Z,46.00,61.00
2026-01-12T07:20:00Z,46.00,61.00
2026-01-12T07:25:00Z,46.00,61.57
2026-01-12T07:26:00Z,42.00,67.34
2026-01-12T07:27:00Z,42.00,56.00
2026-01-12T07:31:00Z,42.00,60.00
2026-01-12T07:36:00Z,44.00,60.00
2026-01-12T07:39:00Z,44.00,58.42
2026-01-12T07:45:00Z,42.00,64.89
2026-01-12T07:47:00Z,42.00,60.00
2026-01-12T07:48:00Z,43.00,60.30
2026-01-12T07:49:00Z,43.00,60.00
2026-01-12T07:50:00Z,43.00,59.38
2026-01-12T07:52:00Z,43.00,59.62
2026-01-12T07:53:00Z,43.00,59.71
2026-01-12T07:55:00Z,45.00,60.24
2026-01-12T07:56:00Z,44.40,60.62
2026-01-12T07:57:00Z,45.00,60.26
2026-01-12T07:58:00Z,45.00,59.12
2026-01-12T07:59:00Z,45.00,60.00
2026-01-12T08:00:00Z,44.00,61.00
2026-01-12T08:01:00Z,43.53,61.00
2026-01-12T08:03:00Z,43.00,60.97
2026-01-12T08:04:00Z,43.00,61.00
2026-01-12T08:05:00Z,43.00,61.00
2026-01-12T08:06:00Z,42.83,61.96
2026-01-12T08:07:00Z,43.00,63.00
2026-01-12T08:09:00Z,40.00,63.00
2026-01-12T08:11:00Z,32.83,69.38
2026-01-12T08:12:00Z,45.24,58.00
2026-01-12T08:13:00Z,45.24,55.42
2026-01-12T08:14:00Z,51.82,49.29
2026-01-12T08:15:00Z,51.36,56.00
2026-01-12T08:16:00Z,50.57,53.96
2026-01-12T08:17:00Z,49.00,50.18
2026-01-12T08:18:00Z,49.00,40.48
2026-01-12T08:19:00Z,60.95,40.06
2026-01-12T08:20:00Z,66.64,37.44
2026-01-12T08:21:00Z,65.41,38.14
2026-01-12T08:22:00Z,65.41,34.98
2026-01-12T08:23:00Z,63.00,39.29
2026-01-12T08:24:00Z,58.50,39.91
2026-01-12T08:25:00Z,68.27,45.24
2026-01-12T08:26:00Z,64.00,40.37
2026-01-12T08:27:00Z,66.24,40.01
2026-01-12T08:28:00Z,61.50,39.05
2026-01-12T08:29:00Z,46.00,43.00
2026-01-12T08:30:00Z,48.22,44.32
2026-01-12T08:31:00Z,54.60,56.64
2026-01-12T08:32:00Z,37.47,59.84
2026-01-12T08:33:00Z,38.64,64.95
2026-01-12T08:34:00Z,37.73,68.28
2026-01-12T08:35:00Z,39.49,63.00
2026-01-12T08:36:00Z,37.44,65.32
2026-01-12T08:37:00Z,34.30,71.53
2026-01-12T08:38:00Z,24.38,76.70
2026-01-12T08:39:00Z,26.85,76.95
2026-01-12T08:40:00Z,23.34,73.72
2026-01-12T08:41:00Z,26.40,75.42
2026-01-12T08:42:00Z,24.91,76.34
2026-01-12T08:43:00Z,25.15,76.86
2026-01-12T08:44:00Z,19.02,79.24
2026-01-12T08:45:00Z,20.60,81.00
2026-01-12T08:46:00Z,21.62,81.17
2026-01-12T08:47:00Z,19.58,83.52
2026-01-12T08:48:00Z,27.73,79.19
2026-01-12T08:49:00Z,19.03,80.54
2026-01-12T08:50:00Z,24.64,78.73
2026-01-12T08:51:00Z,23.99,76.27
2026-01-12T08:52:00Z,36.55,64.48
2026-01-12T08:53:00Z,39.52,63.00
2026-01-12T08:54:00Z,37.99,71.82
2026-01-12T08:55:00Z,38.30,63.68
2026-01-12T08:56:00Z,45.00,56.44
2026-01-12T08:57:00Z,45.00,68.93
2026-01-12T08:58:00Z,36.00,65.14
2026-01-12T08:59:00Z,39.83,67.94
2026-01-12T09:00:00Z,38.21,79.64
2026-01-12T09:01:00Z,39.06,61.14
2026-01-12T09:02:00Z,42.03,55.00
2026-01-12T09:03:00Z,37.57,62.21
2026-01-12T09:04:00Z,32.28,68.55
2026-01-12T09:05:00Z,26.00,71.00
2026-01-12T09:06:00Z,32.36,71.18
2026-01-12T09:07:00Z,42.15,61.27
2026-01-12T09:08:00Z,48.33,59.69
2026-01-12T09:09:00Z,28.16,72.18
2026-01-12T09:10:00Z,23.21,78.65
2026-01-12T09:11:00Z,23.44,78.53
2026-01-12T09:12:00Z,22.89,79.53
2026-01-12T09:13:00Z,19.15,85.60
2026-01-12T09:14:00Z,15.12,87.18
2026-01-12T09:15:00Z,12.70,88.01
2026-01-12T09:16:00Z,15.37,86.40
2026-01-12T09:17:00Z,15.56,85.08
2026-01-12T09:18:00Z,10.92,88.17
2026-01-12T09:19:00Z,10.85,89.84
2026-01-12T09:20:00Z,12.61,88.79
2026-01-12T09:21:00Z,12.78,89.00
2026-01-12T09:22:00Z,12.46,88.97
2026-01-12T09:23:00Z,10.60,89.00
2026-01-12T09:24:00Z,12.66,89.89
2026-01-12T09:25:00Z,12.45,89.89
2026-01-12T09:26:00Z,14.04,85.30
2026-01-12T09:27:00Z,14.30,87.62
2026-01-12T09:28:00Z,13.03,89.59
2026-01-12T09:29:00Z,13.91,89.35
2026-01-12T09:30:00Z,17.07,85.71
2026-01-12T09:31:00Z,13.56,89.18
2026-01-12T09:32:00Z,11.31,90.39
2026-01-12T09:33:00Z,13.02,89.93
2026-01-12T09:34:00Z,13.82,87.39
2026-01-12T09:35:00Z,14.96,88.52
2026-01-12T09:36:00Z,10.17,90.55
2026-01-12T09:37:00Z,10.26,90.36
2026-01-12T09:38:00Z,10.78,89.91
2026-01-12T09:39:00Z,11.00,90.75
2026-01-12T09:40:00Z,9.32,95.36
2026-01-12T09:41:00Z,5.66,93.60
2026-01-12T09:42:00Z,5.82,93.33
2026-01-12T09:43:00Z,4.35,94.67
2026-01-12T09:44:00Z,4.48,97.00
2026-01-12T09:45:00Z,5.97,96.00
2026-01-12T09:46:00Z,5.55,96.52
2026-01-12T09:47:00Z,9.03,93.39
2026-01-12T09:48:00Z,5.37,95.19
2026-01-12T09:49:00Z,1.13,99.00
2026-01-12T09:50:00Z,1.13,99.00
2026-01-12T09:51:00Z,1.00,99.00
2026-01-12T09:52:00Z,1.00,99.00
2026-01-12T09:53:00Z,1.00,99.00
