# event_ticker=KXATPMATCH-26JAN11KECVAC
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Valentin Vacherot
# fav_player=Miomir Kecmanovic
# dog_player=Valentin Vacherot
# kalshi_date=2026-01-11
timestamp,Miomir Kecmanovic,Valentin Vacherot
2026-01-11T20:26:00Z,,54.00
2026-01-11T20:50:00Z,,54.00
2026-01-11T21:30:00Z,,54.00
2026-01-11T21:37:00Z,,54.00
2026-01-11T21:49:00Z,,54.00
2026-01-11T22:16:00Z,,54.00
2026-01-11T22:55:00Z,,54.00
2026-01-11T23:04:00Z,,54.00
2026-01-11T23:23:00Z,,54.00
2026-01-12T01:31:00Z,,54.00
2026-01-12T01:34:00Z,47.00,54.00
2026-01-12T01:59:00Z,47.00,54.00
2026-01-12T02:32:00Z,47.00,55.00
2026-01-12T03:11:00Z,47.00,55.00
2026-01-12T03:24:00Z,47.00,55.00
2026-01-12T03:32:00Z,47.00,55.00
2026-01-12T03:34:00Z,47.00,55.00
2026-01-12T03:37:00Z,47.00,55.00
2026-01-12T03:43:00Z,47.00,55.00
2026-01-12T03:46:00Z,47.00,55.00
2026-01-12T03:52:00Z,47.00,55.00
2026-01-12T04:06:00Z,47.00,55.00
2026-01-12T04:10:00Z,47.00,55.00
2026-01-12T04:12:00Z,47.00,55.00
2026-01-12T04:13:00Z,47.00,55.00
2026-01-12T04:20:00Z,47.00,55.00
2026-01-12T04:22:00Z,47.00,55.00
2026-01-12T04:23:00Z,47.00,55.00
2026-01-12T04:24:00Z,47.00,55.00
2026-01-12T04:26:00Z,47.00,55.00
2026-01-12T04:29:00Z,47.00,55.00
2026-01-12T04:30:00Z,47.00,55.00
2026-01-12T04:31:00Z,47.00,55.00
2026-01-12T04:36:00Z,47.00,55.00
2026-01-12T04:38:00Z,47.00,55.00
2026-01-12T04:40:00Z,47.00,55.00
2026-01-12T04:43:00Z,47.00,55.00
2026-01-12T04:45:00Z,47.00,55.00
2026-01-12T04:50:00Z,47.00,55.00
2026-01-12T04:51:00Z,47.00,55.00
2026-01-12T04:54:00Z,47.00,55.00
2026-01-12T04:56:00Z,47.00,55.00
2026-01-12T05:00:00Z,47.00,55.00
2026-01-12T05:01:00Z,47.00,55.00
2026-01-12T05:03:00Z,47.00,55.00
2026-01-12T05:06:00Z,47.00,55.00
2026-01-12T05:08:00Z,47.00,55.00
2026-01-12T05:09:00Z,47.00,55.00
2026-01-12T05:10:00Z,47.00,55.00
2026-01-12T05:15:00Z,47.00,55.00
2026-01-12T05:18:00Z,47.00,55.00
2026-01-12T05:21:00Z,47.00,53.00
2026-01-12T05:22:00Z,47.00,55.00
2026-01-12T05:26:00Z,47.00,55.00
2026-01-12T05:30:00Z,47.00,55.00
2026-01-12T05:31:00Z,47.00,55.00
2026-01-12T05:36:00Z,46.00,55.00
2026-01-12T05:38:00Z,46.00,55.50
2026-01-12T05:39:00Z,46.00,55.56
2026-01-12T05:41:00Z,46.00,55.56
2026-01-12T05:42:00Z,46.00,55.00
2026-01-12T05:43:00Z,46.00,55.02
2026-01-12T05:44:00Z,46.00,55.08
2026-01-12T05:45:00Z,46.00,55.08
2026-01-12T05:46:00Z,46.00,55.00
2026-01-12T05:47:00Z,46.00,55.00
2026-01-12T05:48:00Z,46.00,55.00
2026-01-12T05:56:00Z,46.00,55.00
2026-01-12T05:57:00Z,46.00,56.00
2026-01-12T06:01:00Z,46.00,55.00
2026-01-12T06:02:00Z,46.00,56.00
2026-01-12T06:06:00Z,46.00,55.00
2026-01-12T06:07:00Z,46.00,59.16
2026-01-12T06:11:00Z,45.00,59.16
2026-01-12T06:13:00Z,45.00,56.00
2026-01-12T06:15:00Z,45.00,56.00
2026-01-12T06:19:00Z,45.00,56.00
2026-01-12T06:20:00Z,45.00,56.93
2026-01-12T06:28:00Z,45.00,57.00
2026-01-12T06:31:00Z,44.00,57.00
2026-01-12T06:32:00Z,44.00,57.00
2026-01-12T06:33:00Z,44.00,56.00
2026-01-12T06:34:00Z,44.00,56.00
2026-01-12T06:36:00Z,45.00,56.00
