# event_ticker=KXATPMATCH-26JAN07RUBYIB
# final_score=3-6 6-2 6-1
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Yibing Wu
# kalshi_date=2026-01-07
timestamp,Andrey Rublev,Yibing Wu
2026-01-07T00:21:00Z,,40.00
2026-01-07T00:23:00Z,62.00,40.00
2026-01-07T00:40:00Z,62.00,40.00
2026-01-07T00:49:00Z,62.00,40.00
2026-01-07T01:27:00Z,62.00,40.00
2026-01-07T01:35:00Z,62.00,40.00
2026-01-07T01:41:00Z,62.00,40.00
2026-01-07T02:01:00Z,62.00,40.00
2026-01-07T02:07:00Z,62.00,40.00
2026-01-07T02:15:00Z,62.00,40.00
2026-01-07T02:26:00Z,62.00,40.00
2026-01-07T02:44:00Z,62.00,40.00
2026-01-07T03:00:00Z,62.00,39.00
2026-01-07T03:14:00Z,62.00,39.00
2026-01-07T03:28:00Z,62.06,39.00
2026-01-07T03:37:00Z,63.00,39.00
2026-01-07T03:38:00Z,63.00,39.00
2026-01-07T03:39:00Z,63.00,39.00
2026-01-07T03:41:00Z,63.00,39.00
2026-01-07T03:47:00Z,62.00,39.00
2026-01-07T03:49:00Z,62.71,39.00
2026-01-07T03:58:00Z,62.00,39.00
2026-01-07T03:59:00Z,62.00,39.00
2026-01-07T04:00:00Z,62.61,39.00
2026-01-07T04:10:00Z,62.61,39.00
2026-01-07T04:15:00Z,63.00,39.00
2026-01-07T04:21:00Z,63.00,39.00
2026-01-07T04:22:00Z,63.00,39.00
2026-01-07T04:25:00Z,63.00,39.00
2026-01-07T04:32:00Z,63.00,39.00
2026-01-07T04:33:00Z,63.00,39.00
2026-01-07T04:42:00Z,62.84,39.00
2026-01-07T05:01:00Z,63.00,39.00
2026-01-07T05:03:00Z,63.00,39.00
2026-01-07T05:17:00Z,63.00,39.00
2026-01-07T05:23:00Z,63.00,39.00
2026-01-07T05:29:00Z,63.00,39.00
2026-01-07T05:34:00Z,63.00,39.00
2026-01-07T05:37:00Z,63.00,39.00
2026-01-07T05:39:00Z,63.00,39.00
2026-01-07T05:41:00Z,63.00,39.00
2026-01-07T05:43:00Z,63.00,39.00
2026-01-07T05:46:00Z,63.00,37.00
2026-01-07T05:54:00Z,63.00,37.00
2026-01-07T05:55:00Z,63.00,37.00
2026-01-07T05:57:00Z,63.00,37.00
2026-01-07T05:58:00Z,63.00,37.00
2026-01-07T06:00:00Z,63.00,37.00
2026-01-07T06:02:00Z,63.00,37.00
2026-01-07T06:03:00Z,63.00,37.00
2026-01-07T06:05:00Z,63.00,37.00
2026-01-07T06:06:00Z,63.00,39.00
2026-01-07T06:19:00Z,63.00,39.00
2026-01-07T06:26:00Z,63.00,39.00
2026-01-07T06:35:00Z,63.00,39.00
2026-01-07T06:39:00Z,64.00,39.00
2026-01-07T06:41:00Z,64.00,39.00
2026-01-07T06:42:00Z,64.00,39.00
2026-01-07T06:43:00Z,64.00,39.00
2026-01-07T06:44:00Z,64.00,39.00
2026-01-07T06:47:00Z,64.00,39.00
2026-01-07T06:51:00Z,64.00,39.00
2026-01-07T06:52:00Z,64.00,39.00
2026-01-07T06:54:00Z,64.00,39.00
2026-01-07T06:55:00Z,64.00,39.00
2026-01-07T06:56:00Z,64.00,39.00
2026-01-07T06:57:00Z,64.00,39.00
2026-01-07T06:58:00Z,63.00,39.00
2026-01-07T07:00:00Z,63.00,38.60
2026-01-07T07:01:00Z,63.00,38.60
2026-01-07T07:02:00Z,64.00,38.60
2026-01-07T07:04:00Z,64.00,38.60
2026-01-07T07:08:00Z,64.00,39.00
2026-01-07T07:09:00Z,64.00,39.00
