# event_ticker=KXATPCHALLENGERMATCH-26MAY14BRUFAR
# final_score=1-6 7-6(3) 6-2
# score_resolution=1-6 7-6 6-2
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Petr Brunclik
# kalshi_date=2026-05-14
timestamp,Petr Brunclik,Jaime Faria
2026-05-14T03:54:00Z,,78.00
2026-05-14T03:57:00Z,,78.00
2026-05-14T04:31:00Z,,78.00
2026-05-14T05:01:00Z,,78.00
2026-05-14T05:09:00Z,,78.00
2026-05-14T05:27:00Z,,78.00
2026-05-14T05:34:00Z,,78.00
2026-05-14T05:45:00Z,22.00,78.00
2026-05-14T06:25:00Z,24.00,78.00
2026-05-14T06:42:00Z,24.00,78.00
2026-05-14T10:18:00Z,24.00,78.00
2026-05-14T10:49:00Z,24.00,78.43
2026-05-14T10:56:00Z,24.00,78.43
2026-05-14T11:09:00Z,24.00,79.00
2026-05-14T11:16:00Z,23.95,79.00
2026-05-14T11:17:00Z,23.00,79.00
2026-05-14T11:29:00Z,23.00,79.00
2026-05-14T11:36:00Z,23.00,80.00
2026-05-14T11:37:00Z,20.00,80.00
2026-05-14T11:38:00Z,20.00,81.00
2026-05-14T11:45:00Z,20.00,81.00
2026-05-14T11:51:00Z,20.00,81.00
2026-05-14T11:55:00Z,20.00,81.00
2026-05-14T12:05:00Z,20.00,81.00
2026-05-14T12:13:00Z,19.00,81.00
2026-05-14T12:18:00Z,21.00,81.00
2026-05-14T12:28:00Z,21.00,81.00
2026-05-14T12:35:00Z,19.00,81.00
2026-05-14T12:50:00Z,21.00,81.00
2026-05-14T12:56:00Z,21.00,81.00
2026-05-14T13:00:00Z,21.00,81.00
2026-05-14T13:04:00Z,21.46,81.00
2026-05-14T13:05:00Z,22.00,81.00
2026-05-14T13:06:00Z,24.00,79.00
2026-05-14T13:07:00Z,21.40,79.03
2026-05-14T13:08:00Z,22.99,78.00
2026-05-14T13:09:00Z,23.00,78.00
2026-05-14T13:10:00Z,21.05,78.24
2026-05-14T13:11:00Z,22.00,78.24
2026-05-14T13:12:00Z,24.95,76.00
2026-05-14T13:13:00Z,24.00,76.00
2026-05-14T13:14:00Z,23.81,75.03
2026-05-14T13:15:00Z,29.53,72.36
2026-05-14T13:16:00Z,27.44,71.95
2026-05-14T13:17:00Z,29.53,71.01
2026-05-14T13:18:00Z,36.34,64.73
2026-05-14T13:19:00Z,43.77,61.00
2026-05-14T13:20:00Z,44.15,56.00
2026-05-14T13:21:00Z,44.07,56.76
2026-05-14T13:22:00Z,44.00,57.04
2026-05-14T13:23:00Z,41.91,60.00
2026-05-14T13:24:00Z,43.06,56.91
2026-05-14T13:25:00Z,44.51,56.00
2026-05-14T13:26:00Z,45.70,56.84
2026-05-14T13:27:00Z,45.00,55.00
2026-05-14T13:28:00Z,46.00,55.00
2026-05-14T13:29:00Z,47.85,51.02
2026-05-14T13:30:00Z,52.82,48.76
2026-05-14T13:32:00Z,56.94,42.50
2026-05-14T13:33:00Z,58.93,41.01
2026-05-14T13:34:00Z,58.00,41.00
2026-05-14T13:35:00Z,59.00,41.00
2026-05-14T13:36:00Z,59.63,41.05
2026-05-14T13:37:00Z,68.06,34.15
2026-05-14T13:38:00Z,69.95,29.82
2026-05-14T13:39:00Z,62.15,36.96
2026-05-14T13:40:00Z,57.06,42.16
2026-05-14T13:41:00Z,52.91,47.15
2026-05-14T13:42:00Z,54.00,46.87
2026-05-14T13:43:00Z,54.03,46.79
2026-05-14T13:44:00Z,50.15,49.68
2026-05-14T13:45:00Z,50.14,53.70
2026-05-14T13:46:00Z,50.07,48.85
2026-05-14T13:47:00Z,57.21,42.65
2026-05-14T13:48:00Z,58.40,42.08
2026-05-14T13:49:00Z,57.00,44.73
2026-05-14T13:50:00Z,55.37,45.74
2026-05-14T13:51:00Z,55.00,46.00
2026-05-14T13:52:00Z,57.29,42.22
2026-05-14T13:53:00Z,56.16,44.59
2026-05-14T13:54:00Z,48.94,52.57
2026-05-14T13:55:00Z,41.61,58.04
2026-05-14T13:56:00Z,45.70,56.22
2026-05-14T13:57:00Z,52.87,49.34
2026-05-14T13:58:00Z,55.00,45.00
2026-05-14T13:59:00Z,58.33,41.47
2026-05-14T14:00:00Z,60.48,41.92
2026-05-14T14:01:00Z,59.00,41.14
2026-05-14T14:02:00Z,63.67,37.56
2026-05-14T14:03:00Z,64.75,37.89
2026-05-14T14:04:00Z,57.17,43.33
2026-05-14T14:05:00Z,54.05,46.00
2026-05-14T14:06:00Z,57.92,44.62
2026-05-14T14:07:00Z,58.99,42.00
2026-05-14T14:08:00Z,58.99,43.93
2026-05-14T14:09:00Z,59.80,40.70
2026-05-14T14:10:00Z,64.37,37.17
2026-05-14T14:11:00Z,63.13,39.07
2026-05-14T14:12:00Z,56.06,44.16
2026-05-14T14:13:00Z,55.01,45.54
2026-05-14T14:14:00Z,54.74,45.97
2026-05-14T14:15:00Z,49.36,50.20
2026-05-14T14:16:00Z,51.27,50.54
2026-05-14T14:17:00Z,52.50,44.93
2026-05-14T14:18:00Z,58.10,42.55
2026-05-14T14:19:00Z,53.14,47.69
2026-05-14T14:20:00Z,54.27,46.73
2026-05-14T14:21:00Z,51.37,49.64
2026-05-14T14:22:00Z,43.51,54.15
2026-05-14T14:23:00Z,43.50,56.50
2026-05-14T14:24:00Z,47.20,53.28
2026-05-14T14:25:00Z,52.31,48.80
2026-05-14T14:26:00Z,50.30,51.69
2026-05-14T14:27:00Z,55.96,45.05
2026-05-14T14:28:00Z,58.63,42.75
2026-05-14T14:29:00Z,58.87,42.00
2026-05-14T14:30:00Z,56.05,46.37
2026-05-14T14:31:00Z,63.79,36.74
2026-05-14T14:32:00Z,66.25,33.12
2026-05-14T14:33:00Z,81.19,14.41
2026-05-14T14:34:00Z,88.93,11.92
2026-05-14T14:35:00Z,84.40,18.84
2026-05-14T14:36:00Z,71.34,28.60
2026-05-14T14:37:00Z,62.81,37.85
2026-05-14T14:38:00Z,55.19,43.59
2026-05-14T14:39:00Z,46.27,53.61
2026-05-14T14:40:00Z,49.90,52.48
2026-05-14T14:41:00Z,48.91,53.46
2026-05-14T14:42:00Z,44.97,57.15
2026-05-14T14:43:00Z,40.87,56.32
2026-05-14T14:44:00Z,43.64,55.97
2026-05-14T14:45:00Z,34.42,65.43
2026-05-14T14:46:00Z,30.07,69.94
2026-05-14T14:47:00Z,30.00,70.51
2026-05-14T14:48:00Z,30.82,70.75
2026-05-14T14:49:00Z,30.96,68.92
2026-05-14T14:50:00Z,31.88,68.58
2026-05-14T14:51:00Z,32.00,68.37
2026-05-14T14:52:00Z,32.00,68.76
2026-05-14T14:53:00Z,31.86,68.27
2026-05-14T14:54:00Z,28.12,71.99
2026-05-14T14:55:00Z,27.73,72.77
2026-05-14T14:56:00Z,25.78,76.15
2026-05-14T14:57:00Z,22.87,78.68
2026-05-14T14:58:00Z,25.42,73.45
2026-05-14T14:59:00Z,31.61,68.28
2026-05-14T15:00:00Z,29.70,69.79
2026-05-14T15:01:00Z,22.63,77.25
2026-05-14T15:02:00Z,14.79,85.36
2026-05-14T15:03:00Z,18.62,82.21
2026-05-14T15:04:00Z,25.02,73.55
2026-05-14T15:05:00Z,30.62,71.04
2026-05-14T15:06:00Z,32.71,67.31
2026-05-14T15:07:00Z,36.81,63.93
2026-05-14T15:08:00Z,38.79,62.00
2026-05-14T15:09:00Z,26.91,72.89
2026-05-14T15:10:00Z,16.87,82.80
2026-05-14T15:11:00Z,16.40,83.89
2026-05-14T15:12:00Z,14.15,85.22
2026-05-14T15:13:00Z,11.33,87.86
2026-05-14T15:14:00Z,11.63,88.69
2026-05-14T15:15:00Z,11.01,89.61
2026-05-14T15:16:00Z,10.88,89.04
2026-05-14T15:17:00Z,13.76,87.31
2026-05-14T15:18:00Z,14.64,86.09
2026-05-14T15:19:00Z,14.99,84.84
2026-05-14T15:20:00Z,15.57,83.93
2026-05-14T15:21:00Z,18.79,82.44
2026-05-14T15:22:00Z,12.05,87.92
2026-05-14T15:23:00Z,8.98,90.38
2026-05-14T15:24:00Z,7.11,91.90
2026-05-14T15:25:00Z,3.72,97.02
2026-05-14T15:26:00Z,1.90,98.69
2026-05-14T15:27:00Z,1.50,98.33
