# event_ticker=KXATPCHALLENGERMATCH-26FEB12XILVAN
# final_score=6-3 6-4
# match_winner=Ioannis Xilas
# fav_player=Ioannis Xilas
# dog_player=Eric Vanshelboim
# kalshi_date=2026-02-12
timestamp,Ioannis Xilas,Eric Vanshelboim
2026-02-12T06:40:00Z,70.00,32.93
2026-02-12T06:41:00Z,70.00,32.50
2026-02-12T06:42:00Z,70.00,33.00
2026-02-12T06:44:00Z,70.00,33.00
2026-02-12T06:46:00Z,70.00,33.00
2026-02-12T06:47:00Z,67.14,33.00
2026-02-12T06:48:00Z,70.00,33.00
2026-02-12T06:49:00Z,70.00,33.00
2026-02-12T06:50:00Z,70.00,33.00
2026-02-12T06:51:00Z,70.00,33.00
2026-02-12T06:52:00Z,69.13,33.00
2026-02-12T06:54:00Z,70.00,30.00
2026-02-12T06:55:00Z,70.00,32.94
2026-02-12T06:56:00Z,70.00,33.49
2026-02-12T06:57:00Z,69.35,33.30
2026-02-12T06:58:00Z,69.00,33.00
2026-02-12T06:59:00Z,69.91,33.00
2026-02-12T07:00:00Z,69.00,32.00
2026-02-12T07:01:00Z,70.00,34.00
2026-02-12T07:02:00Z,70.00,34.00
2026-02-12T07:03:00Z,69.00,33.81
2026-02-12T07:04:00Z,68.69,34.00
2026-02-12T07:05:00Z,68.64,33.98
2026-02-12T07:06:00Z,69.13,33.95
2026-02-12T07:07:00Z,69.00,33.99
2026-02-12T07:08:00Z,68.96,34.00
2026-02-12T07:09:00Z,67.11,34.44
2026-02-12T07:10:00Z,69.91,31.17
2026-02-12T07:11:00Z,73.01,28.62
2026-02-12T07:12:00Z,71.83,30.16
2026-02-12T07:13:00Z,74.75,26.30
2026-02-12T07:14:00Z,75.84,25.56
2026-02-12T07:15:00Z,77.94,23.36
2026-02-12T07:16:00Z,82.14,19.89
2026-02-12T07:17:00Z,83.58,18.60
2026-02-12T07:18:00Z,84.74,19.23
2026-02-12T07:19:00Z,84.62,14.95
2026-02-12T07:20:00Z,85.75,15.07
2026-02-12T07:21:00Z,84.89,16.27
2026-02-12T07:22:00Z,83.48,15.24
2026-02-12T07:23:00Z,86.82,15.94
2026-02-12T07:24:00Z,84.95,17.53
2026-02-12T07:25:00Z,85.13,17.04
2026-02-12T07:26:00Z,83.35,17.46
2026-02-12T07:27:00Z,84.28,16.67
2026-02-12T07:28:00Z,83.17,14.09
2026-02-12T07:29:00Z,86.91,14.05
2026-02-12T07:30:00Z,85.24,17.71
2026-02-12T07:31:00Z,85.06,12.86
2026-02-12T07:32:00Z,85.45,17.00
2026-02-12T07:33:00Z,87.84,14.04
2026-02-12T07:34:00Z,85.22,15.61
2026-02-12T07:35:00Z,83.40,15.83
2026-02-12T07:36:00Z,87.78,14.78
2026-02-12T07:37:00Z,88.94,12.00
2026-02-12T07:38:00Z,89.27,11.84
2026-02-12T07:39:00Z,88.79,12.83
2026-02-12T07:40:00Z,87.98,13.34
2026-02-12T07:41:00Z,88.89,12.18
2026-02-12T07:42:00Z,87.82,11.56
2026-02-12T07:43:00Z,85.41,16.45
2026-02-12T07:44:00Z,84.02,16.16
2026-02-12T07:45:00Z,84.43,17.42
2026-02-12T07:46:00Z,83.54,17.91
2026-02-12T07:47:00Z,81.47,20.83
2026-02-12T07:48:00Z,79.97,22.79
2026-02-12T07:49:00Z,79.08,23.41
2026-02-12T07:50:00Z,73.90,29.38
2026-02-12T07:51:00Z,66.15,35.25
2026-02-12T07:52:00Z,66.24,35.02
2026-02-12T07:53:00Z,69.27,34.13
2026-02-12T07:54:00Z,69.23,31.81
2026-02-12T07:55:00Z,75.39,23.25
2026-02-12T07:56:00Z,76.09,25.28
2026-02-12T07:57:00Z,80.78,20.46
2026-02-12T07:58:00Z,82.50,19.23
2026-02-12T07:59:00Z,82.08,18.21
2026-02-12T08:00:00Z,82.25,17.01
