# event_ticker=KXATPCHALLENGERMATCH-26FEB12XILVAN
# final_score=6-3 6-4
# match_winner=Ioannis Xilas
# fav_player=Ioannis Xilas
# dog_player=Eric Vanshelboim
# kalshi_date=2026-02-12
timestamp,Ioannis Xilas,Eric Vanshelboim
2026-02-12T00:33:00Z,70.00,
2026-02-12T01:27:00Z,70.00,
2026-02-12T01:31:00Z,70.00,
2026-02-12T01:34:00Z,70.00,32.00
2026-02-12T01:49:00Z,70.00,31.00
2026-02-12T02:18:00Z,70.00,30.00
2026-02-12T02:22:00Z,71.00,30.00
2026-02-12T02:23:00Z,72.00,30.00
2026-02-12T02:26:00Z,72.00,30.00
2026-02-12T02:30:00Z,72.00,30.00
2026-02-12T03:01:00Z,72.00,31.00
2026-02-12T03:05:00Z,72.00,31.00
2026-02-12T03:16:00Z,72.00,31.00
2026-02-12T03:36:00Z,68.00,31.00
2026-02-12T03:39:00Z,68.00,31.00
2026-02-12T03:49:00Z,68.00,33.00
2026-02-12T03:55:00Z,68.00,33.00
2026-02-12T03:57:00Z,68.00,33.00
2026-02-12T04:01:00Z,68.00,33.00
2026-02-12T04:04:00Z,68.00,33.00
2026-02-12T04:09:00Z,68.00,33.00
2026-02-12T04:10:00Z,67.93,32.00
2026-02-12T04:12:00Z,68.00,32.00
2026-02-12T04:13:00Z,68.84,32.00
2026-02-12T04:18:00Z,69.00,32.00
2026-02-12T04:19:00Z,69.00,32.00
2026-02-12T04:25:00Z,69.00,32.00
2026-02-12T04:27:00Z,69.00,32.00
2026-02-12T04:31:00Z,69.00,32.00
2026-02-12T04:32:00Z,69.00,32.00
2026-02-12T04:34:00Z,69.00,32.00
2026-02-12T04:35:00Z,69.00,32.00
2026-02-12T04:37:00Z,69.00,32.00
2026-02-12T04:42:00Z,69.00,32.00
2026-02-12T04:46:00Z,69.00,32.00
2026-02-12T04:47:00Z,69.00,32.00
2026-02-12T04:48:00Z,69.00,32.00
2026-02-12T04:50:00Z,69.00,32.00
2026-02-12T04:52:00Z,69.00,31.00
2026-02-12T04:53:00Z,69.00,31.00
2026-02-12T04:54:00Z,69.00,31.00
2026-02-12T04:57:00Z,69.00,32.00
2026-02-12T04:59:00Z,69.00,31.00
2026-02-12T05:00:00Z,69.00,31.00
2026-02-12T05:01:00Z,69.00,31.00
2026-02-12T05:02:00Z,69.00,31.00
2026-02-12T05:04:00Z,69.00,31.00
2026-02-12T05:05:00Z,69.00,31.00
2026-02-12T05:06:00Z,69.00,31.00
2026-02-12T05:07:00Z,69.00,32.00
2026-02-12T05:09:00Z,69.25,32.00
2026-02-12T05:11:00Z,69.00,32.00
2026-02-12T05:13:00Z,69.00,32.00
2026-02-12T05:15:00Z,69.37,32.00
2026-02-12T05:18:00Z,69.00,32.00
2026-02-12T05:19:00Z,69.84,32.00
2026-02-12T05:21:00Z,70.00,32.00
2026-02-12T05:22:00Z,70.00,32.00
2026-02-12T05:23:00Z,70.00,32.00
2026-02-12T05:24:00Z,70.00,32.00
2026-02-12T05:26:00Z,70.00,32.00
2026-02-12T05:27:00Z,70.00,32.00
2026-02-12T05:29:00Z,70.00,32.00
2026-02-12T05:30:00Z,70.00,32.00
2026-02-12T05:32:00Z,70.00,32.00
2026-02-12T05:33:00Z,70.00,32.00
2026-02-12T05:35:00Z,70.00,32.00
2026-02-12T05:36:00Z,70.00,32.00
2026-02-12T05:37:00Z,70.00,32.00
2026-02-12T05:39:00Z,70.00,32.00
2026-02-12T05:41:00Z,70.00,32.00
2026-02-12T05:42:00Z,70.00,32.00
2026-02-12T05:43:00Z,70.00,32.00
2026-02-12T05:44:00Z,70.00,32.00
2026-02-12T05:45:00Z,70.00,32.00
2026-02-12T05:47:00Z,70.00,32.00
2026-02-12T05:48:00Z,70.00,32.00
2026-02-12T05:49:00Z,70.00,32.00
2026-02-12T05:50:00Z,70.00,32.00
2026-02-12T05:51:00Z,70.00,32.00
2026-02-12T05:52:00Z,69.00,32.00
2026-02-12T05:53:00Z,69.00,32.92
2026-02-12T05:54:00Z,69.00,32.92
2026-02-12T05:55:00Z,69.00,33.00
2026-02-12T05:57:00Z,69.00,30.00
2026-02-12T05:58:00Z,69.00,33.00
2026-02-12T05:59:00Z,69.00,33.00
2026-02-12T06:00:00Z,69.00,33.00
2026-02-12T06:01:00Z,69.00,33.00
2026-02-12T06:02:00Z,69.00,33.00
2026-02-12T06:03:00Z,69.00,33.00
2026-02-12T06:04:00Z,69.00,33.92
2026-02-12T06:05:00Z,69.00,33.00
2026-02-12T06:06:00Z,69.00,33.00
2026-02-12T06:07:00Z,68.99,33.00
2026-02-12T06:08:00Z,69.00,33.00
2026-02-12T06:09:00Z,69.00,32.00
2026-02-12T06:10:00Z,69.00,32.00
2026-02-12T06:11:00Z,69.00,33.00
2026-02-12T06:12:00Z,69.89,33.00
2026-02-12T06:13:00Z,70.00,33.99
2026-02-12T06:14:00Z,70.00,33.00
2026-02-12T06:15:00Z,67.72,33.00
2026-02-12T06:16:00Z,70.00,33.00
2026-02-12T06:17:00Z,70.00,33.00
2026-02-12T06:19:00Z,70.00,33.00
2026-02-12T06:20:00Z,70.00,32.00
2026-02-12T06:21:00Z,70.00,32.89
2026-02-12T06:23:00Z,67.25,33.00
2026-02-12T06:24:00Z,67.25,33.00
2026-02-12T06:25:00Z,70.00,33.00
2026-02-12T06:26:00Z,70.00,33.00
2026-02-12T06:27:00Z,70.00,30.00
2026-02-12T06:28:00Z,70.00,30.00
2026-02-12T06:29:00Z,70.00,33.00
2026-02-12T06:30:00Z,70.00,33.00
2026-02-12T06:32:00Z,70.00,33.00
2026-02-12T06:33:00Z,70.00,33.00
2026-02-12T06:34:00Z,70.00,33.00
2026-02-12T06:35:00Z,70.00,33.00
2026-02-12T06:36:00Z,70.00,33.00
