# event_ticker=KXATPMATCH-25AUG08BOYHOL
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Tristan Boyer
# fav_player=Brandon Holt
# dog_player=Tristan Boyer
# kalshi_date=2025-08-08
timestamp,Brandon Holt,Tristan Boyer
2025-08-08T15:41:00Z,34.85,64.49
2025-08-08T15:42:00Z,37.00,64.00
2025-08-08T15:43:00Z,33.50,67.68
2025-08-08T15:44:00Z,33.50,74.66
2025-08-08T15:46:00Z,33.50,76.08
2025-08-08T15:47:00Z,33.50,77.15
2025-08-08T15:48:00Z,33.50,78.00
2025-08-08T15:49:00Z,24.00,79.00
2025-08-08T15:51:00Z,24.00,79.06
2025-08-08T15:52:00Z,24.00,80.23
2025-08-08T15:53:00Z,22.15,79.11
2025-08-08T15:54:00Z,22.15,80.00
2025-08-08T15:56:00Z,22.00,78.00
2025-08-08T15:57:00Z,22.00,75.00
2025-08-08T15:58:00Z,27.11,73.92
2025-08-08T15:59:00Z,27.45,73.00
2025-08-08T16:00:00Z,30.29,74.64
2025-08-08T16:01:00Z,30.29,75.64
2025-08-08T16:02:00Z,22.00,81.00
2025-08-08T16:03:00Z,22.62,80.40
2025-08-08T16:04:00Z,22.65,80.00
2025-08-08T16:07:00Z,23.00,80.00
2025-08-08T16:10:00Z,23.00,79.00
2025-08-08T16:11:00Z,23.00,79.00
2025-08-08T16:12:00Z,23.00,82.83
2025-08-08T16:13:00Z,15.02,85.34
2025-08-08T16:14:00Z,11.00,91.48
2025-08-08T16:15:00Z,9.31,91.48
2025-08-08T16:16:00Z,6.00,93.91
2025-08-08T16:17:00Z,6.00,95.47
2025-08-08T16:18:00Z,5.13,96.99
2025-08-08T16:19:00Z,4.92,95.58
2025-08-08T16:20:00Z,7.00,92.37
2025-08-08T16:21:00Z,7.00,93.16
2025-08-08T16:23:00Z,7.00,96.00
2025-08-08T16:24:00Z,7.00,96.00
2025-08-08T16:25:00Z,5.00,97.06
2025-08-08T16:26:00Z,5.76,96.67
2025-08-08T16:27:00Z,7.67,96.67
2025-08-08T16:29:00Z,6.00,94.00
2025-08-08T16:30:00Z,5.00,95.00
2025-08-08T16:31:00Z,3.00,96.80
2025-08-08T16:32:00Z,5.77,96.80
2025-08-08T16:33:00Z,5.00,94.28
2025-08-08T16:34:00Z,6.04,94.28
2025-08-08T16:36:00Z,6.04,96.00
2025-08-08T16:38:00Z,10.11,93.35
2025-08-08T16:39:00Z,20.29,86.00
2025-08-08T16:40:00Z,25.33,86.00
2025-08-08T16:41:00Z,28.13,75.00
2025-08-08T16:43:00Z,28.13,75.77
2025-08-08T16:44:00Z,23.87,77.61
2025-08-08T16:45:00Z,25.55,74.00
2025-08-08T16:46:00Z,28.10,78.00
2025-08-08T16:47:00Z,18.19,84.91
2025-08-08T16:48:00Z,16.51,80.89
2025-08-08T16:49:00Z,28.75,75.00
2025-08-08T16:50:00Z,28.49,71.00
2025-08-08T16:51:00Z,28.97,74.47
2025-08-08T16:52:00Z,28.97,77.88
2025-08-08T16:53:00Z,24.86,79.02
2025-08-08T16:54:00Z,43.39,77.00
2025-08-08T16:55:00Z,18.90,82.80
2025-08-08T16:56:00Z,13.00,90.46
2025-08-08T16:57:00Z,20.00,86.33
2025-08-08T16:58:00Z,9.55,83.13
2025-08-08T16:59:00Z,5.84,94.08
2025-08-08T17:00:00Z,2.02,98.42
2025-08-08T17:01:00Z,2.02,99.00
