# event_ticker=KXATPMATCH-25AUG08BOYHOL
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Tristan Boyer
# fav_player=Brandon Holt
# dog_player=Tristan Boyer
# kalshi_date=2025-08-08
timestamp,Brandon Holt,Tristan Boyer
2025-08-08T05:24:00Z,56.00,
2025-08-08T05:27:00Z,56.00,
2025-08-08T05:31:00Z,56.00,
2025-08-08T05:37:00Z,56.00,58.00
2025-08-08T05:46:00Z,47.00,58.00
2025-08-08T05:55:00Z,47.00,53.00
2025-08-08T06:01:00Z,47.00,59.67
2025-08-08T06:02:00Z,46.11,59.67
2025-08-08T06:11:00Z,46.00,59.67
2025-08-08T06:14:00Z,46.00,59.67
2025-08-08T07:09:00Z,46.00,56.00
2025-08-08T07:48:00Z,40.00,56.00
2025-08-08T08:07:00Z,46.00,56.00
2025-08-08T08:33:00Z,46.00,56.00
2025-08-08T08:45:00Z,46.00,56.00
2025-08-08T08:46:00Z,46.00,56.00
2025-08-08T09:02:00Z,46.00,56.00
2025-08-08T09:39:00Z,46.00,56.00
2025-08-08T09:44:00Z,46.00,56.00
2025-08-08T10:33:00Z,46.00,58.00
2025-08-08T10:45:00Z,46.00,58.00
2025-08-08T11:21:00Z,46.00,58.00
2025-08-08T11:26:00Z,46.00,58.00
2025-08-08T11:39:00Z,46.00,58.00
2025-08-08T12:05:00Z,46.00,58.00
2025-08-08T12:23:00Z,45.00,58.00
2025-08-08T12:31:00Z,45.00,58.00
2025-08-08T12:40:00Z,45.00,56.00
2025-08-08T12:45:00Z,45.00,55.00
2025-08-08T12:50:00Z,46.00,55.00
2025-08-08T12:52:00Z,46.00,55.00
2025-08-08T12:54:00Z,46.00,54.00
2025-08-08T12:55:00Z,46.43,54.00
2025-08-08T12:58:00Z,47.00,54.00
2025-08-08T12:59:00Z,47.00,54.00
2025-08-08T13:01:00Z,47.00,54.00
2025-08-08T13:08:00Z,47.00,54.00
2025-08-08T13:09:00Z,47.00,54.00
2025-08-08T13:25:00Z,44.00,54.00
2025-08-08T13:26:00Z,46.66,54.00
2025-08-08T13:27:00Z,47.00,54.00
2025-08-08T13:29:00Z,47.00,54.25
2025-08-08T13:30:00Z,45.00,55.00
2025-08-08T13:34:00Z,45.00,55.00
2025-08-08T13:36:00Z,46.00,55.00
2025-08-08T13:37:00Z,46.00,55.00
2025-08-08T13:41:00Z,46.00,55.00
2025-08-08T13:43:00Z,46.00,54.00
2025-08-08T13:44:00Z,46.00,54.00
2025-08-08T13:47:00Z,46.00,55.00
2025-08-08T13:49:00Z,46.00,55.00
2025-08-08T13:53:00Z,46.00,55.00
2025-08-08T14:08:00Z,46.00,55.00
2025-08-08T14:14:00Z,46.00,55.00
2025-08-08T14:15:00Z,46.00,55.00
2025-08-08T14:17:00Z,46.00,55.00
2025-08-08T14:21:00Z,46.00,55.00
2025-08-08T14:23:00Z,46.00,55.00
2025-08-08T14:24:00Z,46.00,55.00
2025-08-08T14:25:00Z,46.00,55.00
2025-08-08T14:26:00Z,46.00,55.00
2025-08-08T14:30:00Z,46.00,55.00
2025-08-08T14:33:00Z,46.00,55.00
2025-08-08T14:36:00Z,46.00,55.00
2025-08-08T14:37:00Z,46.00,55.00
2025-08-08T14:43:00Z,46.00,55.00
2025-08-08T14:47:00Z,46.00,55.00
2025-08-08T14:50:00Z,46.00,55.00
2025-08-08T14:52:00Z,46.00,55.00
2025-08-08T14:53:00Z,46.00,55.00
2025-08-08T14:57:00Z,46.00,55.00
2025-08-08T15:00:00Z,46.31,55.00
2025-08-08T15:01:00Z,51.00,55.00
2025-08-08T15:02:00Z,47.98,55.00
2025-08-08T15:03:00Z,47.98,54.18
2025-08-08T15:06:00Z,49.00,54.00
2025-08-08T15:07:00Z,48.00,54.39
2025-08-08T15:08:00Z,48.00,55.00
2025-08-08T15:09:00Z,48.00,55.00
2025-08-08T15:10:00Z,48.00,55.00
2025-08-08T15:11:00Z,45.38,55.00
2025-08-08T15:12:00Z,48.00,53.89
2025-08-08T15:13:00Z,50.94,53.89
2025-08-08T15:14:00Z,47.00,53.89
2025-08-08T15:15:00Z,45.00,55.00
2025-08-08T15:16:00Z,48.00,55.00
2025-08-08T15:17:00Z,49.40,55.00
2025-08-08T15:18:00Z,49.00,55.00
2025-08-08T15:19:00Z,49.00,55.00
2025-08-08T15:20:00Z,47.56,55.00
2025-08-08T15:21:00Z,46.91,55.00
2025-08-08T15:22:00Z,47.00,55.00
2025-08-08T15:23:00Z,45.88,58.24
2025-08-08T15:24:00Z,40.00,59.46
2025-08-08T15:26:00Z,48.31,59.46
2025-08-08T15:27:00Z,44.95,59.00
2025-08-08T15:28:00Z,44.00,58.00
2025-08-08T15:30:00Z,47.43,58.93
2025-08-08T15:31:00Z,54.00,58.93
2025-08-08T15:35:00Z,37.68,61.02
2025-08-08T15:36:00Z,43.00,63.99
2025-08-08T15:37:00Z,42.36,58.00
2025-08-08T15:38:00Z,34.92,68.48
2025-08-08T15:39:00Z,28.83,73.00
2025-08-08T15:40:00Z,28.00,71.00
