# event_ticker=KXATPCHALLENGERMATCH-26MAR03DIASAI
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-03-03
timestamp,Facundo Diaz Acosta,Nikolas Sanchez Izquierdo
2026-03-03T10:06:00Z,79.00,
2026-03-03T11:01:00Z,79.00,
2026-03-03T13:21:00Z,79.00,24.00
2026-03-03T13:24:00Z,79.00,24.00
2026-03-03T13:56:00Z,79.00,24.80
2026-03-03T14:54:00Z,79.00,23.00
2026-03-03T15:13:00Z,79.00,23.00
2026-03-03T15:30:00Z,79.00,23.00
2026-03-03T15:49:00Z,79.00,23.00
2026-03-03T16:36:00Z,79.00,22.00
2026-03-03T17:14:00Z,79.00,22.00
2026-03-03T17:21:00Z,80.00,22.00
2026-03-03T17:22:00Z,80.00,22.00
2026-03-03T17:26:00Z,80.00,22.00
2026-03-03T17:27:00Z,79.80,22.00
2026-03-03T17:29:00Z,79.80,22.00
2026-03-03T17:31:00Z,79.83,22.00
2026-03-03T17:32:00Z,79.00,22.00
2026-03-03T17:35:00Z,79.92,21.86
2026-03-03T17:37:00Z,79.92,21.00
2026-03-03T17:42:00Z,79.92,21.00
2026-03-03T18:02:00Z,79.92,21.00
2026-03-03T18:03:00Z,79.92,22.00
2026-03-03T18:16:00Z,81.00,22.00
2026-03-03T18:17:00Z,81.00,21.00
2026-03-03T18:18:00Z,80.00,21.00
2026-03-03T18:34:00Z,80.00,21.00
2026-03-03T18:53:00Z,80.00,19.60
2026-03-03T18:54:00Z,80.00,21.83
2026-03-03T19:02:00Z,80.00,22.96
2026-03-03T19:03:00Z,81.00,22.96
2026-03-03T19:05:00Z,81.00,19.00
2026-03-03T19:28:00Z,81.00,19.00
2026-03-03T19:53:00Z,78.00,19.00
2026-03-03T20:00:00Z,78.00,23.60
2026-03-03T20:02:00Z,82.00,23.60
2026-03-03T20:04:00Z,78.00,23.38
2026-03-03T20:14:00Z,82.00,22.95
2026-03-03T20:16:00Z,78.00,22.95
2026-03-03T20:17:00Z,77.00,23.00
2026-03-03T20:18:00Z,77.00,24.00
2026-03-03T20:20:00Z,79.00,24.00
2026-03-03T20:21:00Z,78.83,23.00
2026-03-03T20:22:00Z,79.84,26.34
2026-03-03T20:23:00Z,73.00,26.00
2026-03-03T20:24:00Z,69.00,28.53
2026-03-03T20:25:00Z,70.78,27.85
2026-03-03T20:26:00Z,70.78,33.69
2026-03-03T20:27:00Z,70.78,35.98
2026-03-03T20:28:00Z,60.27,38.39
2026-03-03T20:29:00Z,60.00,40.57
2026-03-03T20:30:00Z,61.97,36.33
2026-03-03T20:31:00Z,63.00,37.00
2026-03-03T20:32:00Z,66.00,33.99
2026-03-03T20:33:00Z,65.00,35.96
2026-03-03T20:34:00Z,64.00,36.00
2026-03-03T20:35:00Z,64.00,33.00
2026-03-03T20:36:00Z,72.59,29.64
2026-03-03T20:37:00Z,72.59,23.87
2026-03-03T20:38:00Z,72.59,22.30
2026-03-03T20:39:00Z,80.00,21.00
2026-03-03T20:40:00Z,80.00,22.31
2026-03-03T20:41:00Z,80.00,21.41
2026-03-03T20:42:00Z,70.52,25.48
2026-03-03T20:43:00Z,70.52,20.38
2026-03-03T20:44:00Z,70.52,21.00
2026-03-03T20:45:00Z,70.52,21.58
2026-03-03T20:46:00Z,70.52,21.29
2026-03-03T20:47:00Z,78.79,20.20
2026-03-03T20:48:00Z,82.24,16.43
2026-03-03T20:49:00Z,77.17,19.32
2026-03-03T20:50:00Z,78.51,21.56
2026-03-03T20:51:00Z,76.79,23.71
